reaction_id,EC Number,BEC-Pred,CLAIRE,SelenzymeRF,SIMMER,Theia,BridgIT,E-zyme1,E-zyme2,MajorityVote,MajorityVoteCore4
R03045,4.2.1.17|4.2.1.116|4.2.1.-,4.2.1,4.2.1;4.4.1;5.4.4;1.14.14,1.3.8.1;4.2.1.17;4.2.1.-|4.2.1.134,4.2.1,4.2.1;5.4.4;3.1.7;4.3.1;1.-.-,3.1.7.2;3.1.3.7;3.1.4.52;3.6.1.20;3.1.5.1;4.6.1.13;3.2.1.184;2.4.1.17;5.1.3.14;3.1.1.31;4.2.3.1;3.1.6.9;3.1.2.17;4.2.1.155;3.11.1.3;3.7.1.8;2.3.1.85,4.2.1;2.3.1;4.1.2;4.3.3;3.5.5;3.2.-;2.5.1;3.5.1;3.5.2;2.8.1;2.9.1;5.4.4,4.2.1;1.3.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;1.3.1;4.2.1;1.3.8;4.2.1;4.2.1;1.3.1;4.2.1;4.2.1;4.2.1;1.3.8;4.2.1;1.3.8;5.3.3;1.3.1,4.2.1,4.2.1
R02706,3.1.3.-,3.1.3,3.1.3;3.6.1;2.7.1;2.7.6,2.7.1.60;2.7.1.193|2.7.1.69;2.7.1.59;5.4.2.2,3.1.3,3.1.3;3.6.1;2.7.1;4.2.3;3.1.4,3.1.1.53;3.1.3.31;3.1.6.1;3.1.4.2;3.2.1.183;5.1.3.14;4.6.1.13;4.2.3.1;3.6.1.7;3.11.1.3;3.1.7.2;2.4.1.17;3.1.5.1;3.1.2.30;3.7.1.8;2.3.1.85;4.2.1.155,2.7.1;3.1.3;3.6.1;2.7.8;2.7.4;2.7.7;3.6.3;2.7.11;3.1.4;2.7.2;2.7.6;2.7.3;3.6.4;3.1.7;4.6.1;2.7.9;3.6.5;3.2.1;2.7.12;2.7.13;2.6.-;2.7.-;4.1.1;2.7.10;1.3.7;1.18.6;4.2.3;2.7.99;3.1.5;2.4.1;5.1.3;1.19.6;3.-.-,2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;3.1.3;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;3.1.3;2.7.1;3.1.3;3.1.3;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.8,2.7.1,3.1.3
R02599,2.7.7.43,2.7.7,2.3.1;1.1.1;1.3.1;2.7.1,4.6.1.2;2.7.7.38,2.7.7;2.4.1,2.7.7;6.2.1;2.3.2;2.7.1;3.1.3,2.7.1.147;2.7.7.47;2.7.6.1;2.7.8.19;2.7.11.7;2.7.2.8;2.7.4.23;6.3.5.5;2.7.3.3;2.7.14.1;2.7.10.1;2.7.12.1;2.7.99.1,2.7.7;3.1.3;2.7.8;2.7.1;3.1.4;3.6.2;2.7.12;2.7.10;3.1.8;2.7.9,2.7.7;2.7.7;2.7.7;2.7.7;2.7.7;3.6.1;2.7.1;2.7.1,2.7.7,2.7.7
R01511,3.1.3.38,3.1.3,3.1.3;3.6.1;3.1.7;4.2.3,5.4.2.7,3.1.3,3.1.3;3.6.1;2.7.1;4.2.3;3.1.4,3.1.3.38;3.1.4.46;3.6.1.7;4.2.3.1;3.11.1.2;3.1.7.5;3.1.1.23;3.1.5.1;4.6.1.13;3.2.1.42;2.4.1.17;3.1.2.16;3.1.6.17;5.1.3.14;4.2.1.155;2.3.1.85;3.7.1.8,2.7.1;3.1.3;3.6.1;2.7.8;2.7.4;2.7.7;3.6.3;2.7.11;3.1.4;2.7.2;2.7.6;2.7.3;3.6.4;3.1.7;4.6.1;2.7.9;3.6.5;3.2.1;2.7.12;2.7.13;2.6.-;2.7.-;4.1.1;2.7.10;1.3.7;1.18.6;4.2.3;2.7.99;3.1.5;2.4.1;5.1.3;1.19.6;3.-.-,2.7.1;3.1.3;2.7.1;2.7.1;2.7.2;2.7.1;2.7.1;2.7.1;3.1.3;2.7.1;2.7.1;2.7.1;4.2.3;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.8;3.1.3;2.7.1;2.7.1;2.7.1;3.1.3;3.1.3;3.1.3;3.1.3;2.7.1;2.7.1;2.7.1,3.1.3,3.1.3
R10039,3.2.1.21,3.2.1,3.1.1;4.2.2;3.1.3;2.3.1,3.2.1.21,3.2.1,3.2.1;2.4.1;3.4.13;4.1.2;2.3.1,3.2.1.21;3.1.1.93;3.2.2.11;4.3.3.5,2.4.1;3.2.1;2.4.2;3.1.4;4.2.2;2.4.99;5.1.3;6.5.1;4.2.1;3.1.3;3.6.1;2.7.8;6.1.1;3.1.1,3.2.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.1;2.4.1;3.2.1;2.4.1;3.2.1;3.2.1;2.4.1;3.2.1;3.2.1;2.4.1;2.4.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;4.2.1;3.2.1;3.2.1;3.2.1;2.4.1;3.2.1;2.4.1;3.2.1;2.4.1;2.4.1;2.4.1;2.4.1;3.2.1;2.4.1;3.2.1;2.4.1;2.4.1;2.4.1;3.2.1;2.4.1;3.2.1;2.4.1;3.2.1;2.4.1;2.4.1;3.2.1;3.2.1;3.2.1;2.4.1;3.2.1;3.2.1;3.2.1;2.4.1;3.2.1;3.2.1;2.4.1;2.4.1;2.4.1;2.4.1,3.2.1,3.2.1
R02150,1.4.3.22,1.4.3,1.4.3;1.5.3;1.1.3;1.2.3,1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.2.3.1;1.4.3.4,1.4.3,1.4.3;1.5.3;1.4.9;3.5.4;1.5.99,1.4.3.22;1.5.3.17;1.5.99.6;1.4.9.2;1.1.3.41;1.1.99.9;1.1.5.4;1.4.4.2;1.4.1.1;1.5.1.22,2.6.1;1.4.3;1.4.1;1.4.9;1.4.2;1.4.99;1.4.7;1.13.12;4.1.1;1.14.11;2.-.-;1.5.3;4.2.1;1.21.4;4.3.1,1.4.3;1.4.3;1.4.3;1.4.3;1.4.3;1.4.3;1.4.3;1.4.3;1.4.3;1.4.3;1.4.3;1.4.3,1.4.3,1.4.3
R08714,2.6.1.113,2.6.1,2.6.1;1.4.1;1.4.99;4.3.1,2.6.1.29;2.6.1.44;2.6.1.66;4.3.1.15;4.4.1.13;2.6.1.2;2.6.1.7;2.6.1.-|2.6.1.19|2.6.1.96,2.6.1,2.6.1;1.1.2;1.2.-;1.4.1;4.1.1,2.6.1.113;2.7.8.29;2.6.99.2,2.6.1;1.4.3;1.4.1;1.4.9;1.4.99;1.4.7;1.4.2;4.1.1;1.13.12;1.14.11;2.-.-;2.4.2;4.3.1,1.4.1;2.6.1;1.4.99;4.4.1;2.6.1;4.4.1;2.6.1;4.4.1;4.4.1;1.4.3;1.4.3;4.4.1;4.4.1;4.3.1;4.3.1;2.6.1;1.4.1;1.4.3;1.4.3;1.4.1;2.6.1;2.6.1;1.4.1;1.4.1;4.4.1;4.3.1;2.6.1;1.4.1;4.4.1;4.4.1;4.4.1,2.6.1,2.6.1
R03308,5.5.1.5,5.5.1,5.5.1;4.2.99;5.3.3;1.21.3,5.5.1.5;5.5.1.1;5.5.1.6;5.4.99.14;5.5.1.1|5.5.1.7;1.14.13.242;3.1.1.57;4.3.1.24,5.5.1,5.5.1;1.3.5;5.3.3;1.3.1;1.13.11,1.13.11.37;1.13.12.4;1.13.99.1;1.14.13.239,5.5.1;5.3.3,5.5.1;5.5.1;5.5.1;5.5.1;5.5.1;5.5.1;5.5.1;5.5.1;5.5.1,5.5.1,5.5.1
R09724,3.1.1.88,3.1.1,3.1.1;2.3.1;3.1.2;3.5.1,2.3.1.42;2.3.1.116;2.3.1.-|2.3.1.224;2.3.1.76;2.7.1.191|2.7.1.69;2.7.1.199;2.3.1.115;2.7.1.211;2.7.1.207;2.7.1.208|2.7.1.69;2.7.1.201|2.7.1.69;2.3.1.171;2.3.1|2.3.1.-|2.3.1.215;2.3.1.153;4.2.1.85;3.1.1.83;3.5.2.2;2.3.1.118;3.3.2.10,3.1.1,3.1.1;3.5.1;3.2.1;4.2.1;3.4.11,3.1.1.88;3.7.1.8;3.2.1.175;3.1.6.1;3.6.1.7;3.1.3.48;3.1.2.28;3.1.7.3;3.1.4.44;4.6.1.13;2.3.1.85;4.2.3.1;3.11.1.3;4.2.1.155;2.4.1.17;3.1.5.1;5.1.3.14,3.1.1;2.5.1;1.1.1;2.3.1;3.7.1;6.1.1;6.1.2,1.1.1;1.1.1;3.1.1;3.7.1;3.1.1;2.1.1,3.1.1,3.1.1
R02010,4.2.3.113,4.2.3,2.5.1;5.5.1;4.2.3;3.1.3,4.2.3.113;2.5.1.39,4.2.3,4.2.3;5.5.1;4.3.2;5.3.3;1.3.1,2.5.1.41;1.3.1.96;2.4.1.269;2.4.2.34;2.1.3.12;4.4.1.20,4.2.3;4.1.99;3.1.7,4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.1.99;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3;4.2.3,4.2.3,4.2.3
R09286,6.2.1.36,6.2.1,2.8.3;3.1.2;2.3.1;6.2.1,6.2.1.36;6.2.1.3;6.2.1.2;3.1.2.4|6.2.1.-;4.1.3.36;4.4.1.26;6.2.1.18;6.2.1.4,6.2.1;2.3.1,6.2.1;3.1.2;2.3.1;1.2.1;2.7.2,6.2.1.36;3.1.2.4;4.2.1.155;2.3.1.85,2.3.1;6.2.1;3.1.1;3.1.2;1.2.1;6.1.1;2.3.3;2.3.2;3.5.1;1.2.7;3.7.1;3.2.1;1.2.4;1.8.1;2.1.3;1.1.1;4.1.3;2.3.-;2.8.3;2.5.1;4.4.1;2.1.1;1.-.-;1.2.3;2.6.1;6.1.2;3.5.3;6.3.1;6.3.4;2.1.2;2.2.1;6.3.2;3.4.11,3.1.2;1.2.1;2.3.1;1.2.1;1.2.1;6.2.1;3.1.2;2.3.1;1.1.1;2.3.1;1.2.7;2.3.1;1.2.7;6.2.1;1.2.1;1.2.7;1.2.4;2.3.1;2.3.1;6.2.1;2.3.1;2.3.1;1.2.1;1.1.1;1.2.1;6.2.1;2.3.1;6.2.1;2.3.1;2.3.1;6.2.1;6.2.1;2.3.1;2.3.1;2.3.1,6.2.1,6.2.1
R10170,4.2.1.33,4.2.1,4.2.1;4.4.1;5.4.4;1.14.14,4.2.1.33,4.2.1,4.2.1;5.4.4;1.1.1;4.1.3;2.3.3,1.13.12.4;1.13.11.54;1.13.99.1;1.14.13.239,4.2.1;2.3.1;4.1.2;4.3.3;3.5.5;3.2.-;2.5.1;3.5.1;3.5.2;2.8.1;2.9.1;5.4.4,4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;1.14.14;5.4.3;1.14.11;1.14.11,4.2.1,4.2.1
R10003,6.2.1.38,6.2.1,6.2.1;2.7.1;2.7.7;2.7.2,6.2.1.2;6.2.1.7;6.2.1.17;6.2.1.16;6.2.1.3;6.2.1.-|6.2.1.48,6.2.1;2.3.1,6.2.1;2.3.1;2.7.2;2.3.3;3.1.2,6.2.1.38;3.1.2.2;4.2.1.155;2.3.1.85,2.3.1;6.2.1;3.1.1;3.1.2;1.2.1;6.1.1;2.3.3;2.3.2;3.5.1;1.2.7;3.7.1;3.2.1;1.2.4;1.8.1;2.1.3;1.1.1;4.1.3;2.3.-;2.8.3;2.5.1;4.4.1;2.1.1;1.-.-;1.2.3;2.6.1;6.1.2;3.5.3;6.3.1;6.3.4;2.1.2;2.2.1;6.3.2;3.4.11,2.3.1;1.2.1;1.2.1;6.2.1;2.3.1;1.2.1;3.1.2;1.1.1;2.3.1;2.3.1;2.3.1;6.2.1,6.2.1,6.2.1
R03519,2.4.1.152,2.4.1,2.4.1;2.4.2;3.6.1;3.2.1,2.4.1.152;2.4.1|2.4.1.344;2.4.1.69;2.4.1.361;2.4.1.87;2.4.1.142;3.2.1.4,2.4.1,2.4.1;2.7.7;2.4.-;2.1.1;6.2.1,2.3.1.191;2.1.2.3;2.3.2.19;6.2.1.51;1.2.1.95;2.1.3.12;6.3.4.10;6.1.2.2;6.3.1.20;2.3.3.1,2.4.1;3.2.1;2.4.2;3.1.4;6.1.1;4.2.2;5.1.3;6.5.1;3.1.1;2.4.99;4.2.1;3.1.3;3.6.1;2.7.8;4.3.3,2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;3.6.1;2.4.2;2.4.2;2.4.2;2.4.99;2.4.2;2.4.99;2.4.2;2.4.1;4.2.3;2.7.8,2.4.1,2.4.1
R04611,3.4.17.8,3.4.17,3.4.16;3.4.11;5.4.1;3.4.19,3.4.16.4|3.4.17.8;3.4.17.14|3.4.17.8;6.3.2.4,3.4.17;3.4.16,3.4.17;3.4.16;3.4.13;3.2.1;3.4.-,3.5.1.115;3.4.17.23;3.5.4.19;3.5.2.6;3.5.99.6;3.4.14.13;3.13.1.6;2.1.2.3;3.4.19.13;2.3.2.2;4.3.2.4;3.1.1.1;4.2.1.48;3.4.13.18;3.4.11.1;3.5.3.13;1.4.1.13;1.4.7.1;4.3.3.6;6.3.4.2;6.3.5.2;3.5.5.1;1.2.7.12;3.8.1.8,6.3.2;3.5.1;2.3.1;2.3.2;3.4.13;6.3.1;6.3.4;3.4.11;3.4.19;3.4.17;2.1.3;3.1.1;6.2.1;3.4.15;3.5.3;2.3.-;3.4.24;3.4.22;4.3.2;2.7.7;6.1.1;3.1.2;1.2.1,6.3.2;6.3.2;6.3.2;6.3.2;6.3.2;6.3.2;3.5.1;6.3.2;6.3.2;6.3.2,3.4.17,3.4.17
R06352,1.14.13.-,1.14.13,1.14.13;1.6.3;1.14.14;1.14.15,1.14.14.145;1.1.1.71;1.14.14.111;1.14.14.86;4.2.3.32;1.2.1.5;3.1.7.10;4.2.3.196|4.2.3.fr;4.2.3.34;1.14.14.67;5.5.1.13;3.1.7.7|4.2.3.194;4.2.3.18;4.2.3.31;5.5.1.30;1.14.14.72;1.14.18.9;1.14.13.72;1.14.14.154;1.14.15.36;1.14.13.246;4.2.1.137;1.14.11|1.14.11.-|1.14.11.12;1.14.14.14,3.1.8,1.14.13;1.1.1;1.14.14;1.8.99;1.-.-,5.3.3.1;5.3.1.21;5.5.1.9;5.3.99.8;5.3.2.1;4.2.1.159;1.1.3.8;5.99.1.4;1.1.1.153;3.1.3.77;3.5.4.16,1.14.13;1.14.14;1.14.11;1.14.15;1.14.99;1.14.16;1.14.-;1.14.18;1.17.1;1.10.99;1.1.1;1.13.11;1.10.3;1.97.1;1.17.99;1.3.99;3.5.3;1.2.1;1.3.7;1.14.20;4.1.99;1.17.7;1.-.-;3.7.1;1.6.6;1.14.12;1.17.3;1.7.3;1.14.17,1.14.13;1.14.14;1.14.14;1.14.13;1.14.15;1.14.99;1.14.11;1.14.11;1.14.11;1.14.13,1.14.13,1.14.14
R02341,3.2.2.1,3.5.4,2.4.1;3.2.1;2.4.2;3.6.1,3.2.2.1;2.4.2.1,3.2.2,3.2.2;2.4.2;3.1.1;3.5.1;2.3.1,3.2.2.1;3.2.1.22;3.1.1.93;4.3.3.5,2.4.2;3.2.2;2.4.1;4.3.3;2.7.8;1.14.14;1.14.11;3.5.1;6.3.4;4.1.3;2.6.1,2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;3.2.2;2.4.2;3.2.2;2.4.2;2.4.2;2.4.1;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;2.4.2;3.2.2;2.4.2;2.4.2;3.2.2;2.4.1;2.4.2;1.14.14,2.4.2,3.2.2
R02973,3.5.1.92,3.5.1,3.4.19;3.1.1;3.5.1;3.4.16,3.5.1.92;3.1.2|3.1.2.20;3.1.2.23;3.1.2.2;2.3.1.87;3.1.2.6,3.5.1,3.5.1;3.1.2;3.4.13;3.4.11;3.1.1,3.5.1.92;3.4.13.4;3.5.2.2;2.3.2.2;3.4.11.1;3.5.5.4;4.2.1.48;3.4.19.13;3.4.14.13;3.4.17.21;3.13.1.6;1.4.1.13;1.4.7.1;4.3.3.6;6.3.4.2;6.3.5.2;3.5.3.5;3.1.1.1;1.2.7.12;3.5.4.1;3.5.99.6;3.8.1.8;2.1.2.3;4.3.2.4,3.5.1;6.3.2;2.3.1;2.3.2;6.3.1;3.4.13;6.3.4;3.4.11;3.4.19;2.1.3;3.4.17;3.1.1;6.2.1;2.1.2;3.4.15;6.3.5;3.5.3;2.3.-;3.5.4;4.3.2;3.4.24;3.4.22;1.2.99;1.4.1;4.3.3,3.5.1;6.3.2,3.5.1,3.5.1
R09936,1.14.99.46,1.14.14,1.14.14;4.99.1;1.14.13;5.4.4,1.14.99.46;1.14.14.34|1.14.14.5|1.14.14.ah;1.1.5.4,3.5.4,1.14.99;1.14.14;1.14.19;1.13.11;1.3.3,1.14.99.46;1.14.16.4;1.14.13.222;1.14.14.1;1.14.11.21;1.14.12.16;1.14.15.3;1.14.18.1;1.2.3.9;1.14.21.2;1.10.3.4;1.14.19.3,1.5.1;1.5.99;1.4.3;1.5.-;1.12.98;1.4.1;1.5.7;1.5.3;2.5.1,1.1.99;1.5.1;1.1.5;1.12.98;1.12.2,1.14.14,1.14.14
R11462,2.8.3.24,2.8.3,2.3.1;2.8.3;3.1.2;4.1.3,1.3.8.1;2.3.1.22;4.2.1.17;4.2.1.-|4.2.1.134,2.8.3,2.8.3;4.2.1;2.3.1;1.1.99;3.1.1,2.8.3.24;2.3.1.187;2.8.2.18,3.1.2;6.2.1;2.8.3;2.3.1;3.2.1,6.2.1;2.8.3;6.2.1;6.2.1;2.8.3;3.1.2;3.1.2;2.8.3;2.8.3;6.2.1;2.8.3;2.8.3;2.8.3;3.1.2;3.1.2;3.1.2;6.2.1;3.1.2;6.2.1;3.1.2;2.3.3;6.2.1;3.1.2;2.3.1;3.1.2;6.2.1;3.1.2;6.2.1;6.2.1;2.8.3;3.1.2;6.2.1;6.2.1;3.1.2;3.1.2;6.2.1;2.3.3,2.8.3,2.8.3
