reaction_id,EC Number,BEC-Pred,SelenzymeRF,SIMMER,Theia,BridgIT,E-zyme1,E-zyme2,MajorityVote,MajorityVoteCore4
R01418,3.5.3.20,3.5.3,3.5.1.5,3.5.3,3.5.3;3.5.1;3.5.4;6.3.4;4.3.2,3.5.3.11;3.5.1.53;3.5.2.2;3.4.13.4;3.5.5.4;4.2.1.48;2.3.2.2;1.4.1.13;1.4.7.1;4.3.3.6;6.3.4.2;6.3.5.2;3.5.4.1;3.4.11.1;1.2.7.12;3.4.14.13;3.4.17.21;3.4.19.13;3.8.1.8;3.1.1.1;3.13.1.6;2.1.2.3;4.3.2.4;3.5.99.6,3.5.3;2.1.4;1.14.13,3.5.3;2.1.4;2.1.4;3.5.3;2.1.1;1.5.3;3.5.3;1.5.3,3.5.3,3.5.3
R02003,2.5.1.10,2.5.1,2.5.1.20;2.5.1.-|2.5.1.31;2.5.1.103|2.5.1.21|2.5.1.96;2.5.1.89;5.5.1.-|5.5.1.18;2.5.1.39,2.5.1;4.2.3,2.5.1;5.3.3;1.17.1;2.7.1;4.1.1,2.5.1.20;1.3.1.96;2.4.1.137;2.4.2.34;2.1.3.12;4.4.1.20,2.5.1;1.5.3;4.4.1;4.2.1;1.5.99;2.3.1;1.14.15;1.5.1;3.1.1;3.3.1;2.1.2;4.1.99;4.1.3;3.3.2;3.5.99;1.4.3;4.3.3;3.5.-;1.3.1;3.7.1;1.1.1;1.8.3,2.5.1;2.5.1;2.5.1;2.5.1;2.5.1;2.5.1;2.5.1;2.5.1;5.3.3;2.5.1;1.17.1;2.5.1;2.5.1;2.5.1;2.5.1,2.5.1,2.5.1
R10622,3.1.3.94,3.1.3,5.4.2.2;3.1.3.93;2.7.1.2|2.7.1.6,3.1.3,3.1.3;3.6.1;3.1.4;2.7.1;3.2.1,3.1.3.10;3.1.4.48;3.2.1.42;2.4.1.17;5.1.3.14;4.2.3.1;3.1.1.93;3.6.1.57;4.6.1.13;3.1.5.1;3.1.7.3;3.1.6.3;3.11.1.3;3.1.2.31;2.3.1.85;3.7.1.8;4.2.1.155,2.7.1;3.1.3;2.7.8;3.6.1;3.1.4;2.7.4;2.7.11;2.7.7;3.6.3;3.1.7;2.7.6;4.6.1;2.7.2;2.7.3;3.2.1;3.6.4;2.7.9;2.6.-;2.7.-;2.7.13;3.6.5;2.4.1;5.1.3;4.2.3;2.7.99;3.1.5;2.7.12;4.1.1;2.7.10;1.3.7;1.18.6;1.19.6;3.-.-,2.7.1;3.1.3;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;2.7.1;3.1.3;3.1.3;3.1.3;3.1.3;2.7.1;2.7.1;2.7.1;2.7.1;3.1.3;2.7.1;3.1.3;2.7.1;3.1.3;2.7.8;3.1.3;3.1.3;2.7.1;2.7.1;2.7.1;3.1.3;3.1.3;3.1.3;2.7.1;2.7.1;3.1.3;2.7.1;2.4.1;2.7.1;2.7.6;2.7.1;2.7.1;2.7.1;3.1.3;2.7.1;2.7.1;2.7.1;2.7.7;3.6.1;2.7.7,3.1.3,3.1.3
R12425,2.3.1.204,2.3.1,3.5.1.76;2.1.1.49;3.5.1.79;2.8.2.3;3.1.2.21;2.3.1.179|2.3.1.41|2.3.1.85|2.3.1.86;3.1.2.14|3.1.2.21;1.3.1.9|2.3.1.-,5.1.3,2.3.1;2.7.4;2.4.1;5.1.3;2.7.8,3.5.1.99;3.5.2.11;1.4.1.13;1.4.7.1;4.3.3.6;6.3.4.2;6.3.5.2;3.5.5.4;4.2.1.48;2.3.2.2;3.4.19.13;3.4.14.13;3.4.13.22;3.4.11.1;3.4.17.21;3.1.1.1;3.5.3.11;3.5.4.1;3.13.1.6;1.2.7.12;3.5.99.6;3.8.1.8;2.1.2.3;4.3.2.4,2.3.1;3.5.1;2.3.2;6.3.2;6.3.1;6.3.4;3.4.13;3.4.11;2.1.3;3.1.1;6.2.1;6.1.1;3.1.2;1.2.1;3.4.19;3.4.17;2.7.7;4.3.2;2.3.3;3.5.3;2.3.-;3.4.15;3.2.1;1.2.7;1.-.-;3.7.1,2.3.1;2.3.1,2.3.1,2.3.1
R03197,4.1.1.37,4.1.1,4.1.1.37,4.1.1;4.99.1,4.1.1;2.3.1;2.5.1;1.17.99;1.2.4,3.1.1.82;4.1.1.48;4.1.2.8;4.2.1.20;4.1.99.11;4.1.3.17;1.1.1.286;4.2.99.21;2.1.2.11;1.3.8.6,4.1.1;6.4.1;2.1.3;1.3.8;1.1.1,4.1.1;4.1.1,4.1.1,4.1.1
R05595,4.2.1.17,4.2.1,4.2.1.-|4.2.1.134;4.2.1.17,4.2.1,4.2.1;2.3.1;3.1.1;3.1.2;2.8.3,1.11.1.8,4.2.1;2.3.1;4.1.2;4.3.3;3.5.5;3.2.-;2.5.1;3.5.1;3.5.2;2.8.1;2.9.1;5.4.4,4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;4.2.1;1.3.1;4.2.1;4.2.1;1.3.8;4.2.1;1.3.1;4.2.1;1.3.1;1.3.8;4.2.1;2.3.1;4.2.1;1.3.8;1.3.1;1.3.1;4.2.1;1.3.8;4.2.1;4.2.1;1.3.99;2.3.1;1.3.1;1.3.99;1.3.8;4.2.1;4.2.1;4.2.1,4.2.1,4.2.1
R04209,4.1.1.21,4.1.1,1.14.11.54;1.14.11.53;1.1.98.6;1.3.1.79;1.2.1.18;1.1.1.417;1.1.1.170;1.14.11.33;1.14.12.1;2.3.1.119;1.14.13.64;1.14.11.51;2.3.1.199;1.17.98.3;2.3.1.161;2.3.1.244;4.1.1.90;1.2.5.1;1.4.4.2,4.1.1,4.1.1;5.4.99;1.14.11;1.1.1;1.2.4,4.1.1.21;4.1.2.19;4.1.99.12;1.1.1.262;4.2.99.21;4.1.3.6;4.2.1.20;2.1.2.11;1.3.8.6;3.1.1.82,4.1.1;6.4.1;2.1.3;1.3.8;1.1.1,4.1.1;4.1.1,4.1.1,4.1.1
R02887,3.2.1.21|3.2.1.74,3.2.1,3.2.1.21|3.2.1.25|3.2.1.74;3.2.1.74,3.2.1;2.4.1,3.2.1;3.4.11;3.1.4;3.1.1;3.4.13,3.2.1.74;3.1.1.93;3.2.2.11;4.3.3.5,2.4.1;3.2.1;2.4.2;3.1.4;4.2.2;5.1.3;6.5.1;2.4.99;6.1.1;4.2.1;3.1.3;3.6.1;2.7.8;3.1.1,3.2.1;3.2.1;3.2.1;3.2.1;3.2.1;3.2.1;3.2.1;2.4.1;3.2.1;2.4.1;3.2.1;2.4.1;2.4.1;2.4.1;3.2.1;3.2.1;2.4.1;3.2.1;3.2.1;3.2.1;2.4.1;3.2.1;2.4.1;3.2.1;3.2.1;2.4.1;2.4.1;2.4.1;2.4.1;3.2.1;3.2.1;3.2.1;3.2.1;4.2.2;3.2.1;3.2.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.2;2.4.2;2.4.1;2.4.2;2.4.1;3.2.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.2;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;3.2.1;3.2.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;3.2.1;3.2.1;3.2.1;2.4.1;3.2.1;3.2.1;2.4.1;3.2.1;2.4.2;2.4.1;2.4.1;3.2.1;2.4.1;2.4.1;2.4.1;2.4.1;3.2.1;3.2.1;2.4.1;2.4.1;3.2.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1;2.4.1,3.2.1,3.2.1
R06346,1.14.11.-,1.14.11,1.14.11.13;1.14.11.15;2.1.1.275;1.14.11.12;1.1.1.71;1.2.1.5;4.1.99.16;1.3.99.4;1.14.13.79;1.17.1.8|1.3.1.26,5.3.3,1.14.11;1.3.99;1.14.20;1.3.3;1.3.1,1.13.11.25;1.13.99.1;1.13.12.3;1.14.13.239,1.14.11;1.14.13;1.14.15;1.17.1;1.14.99;1.14.14;1.14.-;2.5.1;1.5.8;1.17.99;2.1.1;4.3.2;1.5.3,1.3.1;1.3.1;1.3.1;1.3.1;1.3.1;1.3.1;5.3.3;1.3.1;1.3.1;1.3.1;1.3.1;1.1.1;1.3.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.14.21;1.14.21;1.14.21;1.14.21;1.3.1;1.3.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.3.1;1.14.11;1.14.13;1.14.11;1.14.13;1.14.11;1.14.11;1.14.11;1.3.1;1.14.13;1.3.1;1.14.13;1.14.13;1.3.1;1.3.1;1.3.1;1.14.13;1.14.13;1.14.13;1.14.13;1.14.13;1.14.13;1.14.15;1.1.1;1.14.15;1.14.15;1.14.15;1.1.1;1.1.1;1.1.1;1.14.15;1.14.15;1.14.13;1.14.-;1.14.-;1.14.-;1.14.-;1.14.-;1.14.13;1.14.15;1.1.1;1.14.13;1.14.11;1.14.11;1.3.99;5.3.3;5.3.3;5.3.3;1.14.13;1.1.1;1.1.1;1.1.1;1.1.1;1.14.13;1.14.13;5.5.1;2.1.1;1.14.11;1.14.13;2.1.1;1.14.99;1.14.99;1.14.99;1.14.14;1.3.1;1.3.1;1.14.13;1.14.13;1.14.13;1.14.13;1.14.13;3.7.1;1.14.99;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;2.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.1;1.1.3;1.1.1;1.14.13;1.14.-;1.14.-;1.14.13;1.14.11;1.14.11;4.2.1;1.1.1;1.1.1;2.1.1;1.14.99;1.14.13;2.1.1;1.1.1;1.1.1;1.14.14;1.14.14;1.1.1;2.1.1;1.14.-;1.14.-;1.14.-;1.14.-,1.14.11,1.14.11
R02509,3.5.1.56,3.5.1,3.5.1.56;1.13.11.11|1.13.11.52;1.14.14.3;1.1.2.8;1.14.14.14;3.5.4.16,3.5.1,3.5.1;3.5.4;4.2.1;3.5.3;1.4.3,3.5.1.56;3.5.5.1;3.5.3.16;3.5.2.16;1.2.7.12;3.4.13.22;3.4.11.1;1.4.1.13;1.4.7.1;4.3.3.6;6.3.4.2;6.3.5.2;4.2.1.48;2.3.2.2;3.5.4.16;3.13.1.6;3.1.1.1;3.4.19.13;3.4.17.8;3.4.14.13;3.8.1.8;2.1.2.3;3.5.99.8;4.3.2.4,3.5.1;6.3.4;2.3.1;6.3.1;6.3.2;2.1.2;2.3.2;6.3.5;3.5.4;3.4.11;2.1.3;3.4.13;1.2.99;2.7.7;1.4.1;4.3.3;1.4.7;3.5.5;6.2.1;3.4.19;4.3.2;3.1.1,3.5.1,3.5.1,3.5.1
R02268,5.3.99.5,5.3.99,5.3.99.5;1.1.1|1.1.1.-|1.1.1.188;1.11.1.20;5.3.99.2|5.3.99.3|5.3.99.4;1.14.99.1;1.14.14.1,3.3.2,5.3.99;2.5.1;5.3.1;4.1.1;1.14.99,1.13.11.25;1.13.99.1;1.13.12.3;1.14.13.239,5.3.99;5.1.2;5.99.1,5.3.99,5.3.99,5.3.99
R02263,4.1.2.19,4.1.2,4.1.2.19;4.1.2.17;4.1.2.62;4.1.2.13,4.1.2,4.1.2;1.1.1;5.3.3;4.2.1;2.4.1,4.1.2.17;4.1.1.104;4.1.3.43;1.1.1.262;4.1.99.12;2.1.2.11;4.2.1.155;1.3.8.6;4.2.99.21;3.1.1.82,4.1.2;4.1.3;2.2.1;4.2.1;2.5.1;1.14.99;4.1.1;1.13.11;2.1.2;1.11.1;1.14.13,4.1.2;4.1.2;4.1.2;4.1.2,4.1.2,4.1.2
R10770,6.2.1.42,6.2.1,6.2.1.7;6.2.1.42;6.2.1.3|6.2.1.42;6.2.1.2;3.6.1.5;6.2.1.1,2.3.1,6.2.1;2.3.1;2.7.1;3.1.2;2.7.2,6.2.1.7;3.1.2.27;4.2.1.155;2.3.1.85,2.3.1;6.2.1;3.1.1;3.1.2;1.2.1;6.1.1;2.3.3;2.3.2;3.5.1;1.2.7;3.7.1;3.2.1;1.2.4;1.8.1;2.1.3;1.1.1;4.1.3;2.3.-;2.8.3;2.5.1;4.4.1;2.1.1;1.-.-;1.2.3;2.6.1;6.1.2;3.5.3;6.3.1;6.3.4;2.1.2;2.2.1;6.3.2;3.4.11,6.2.1;6.2.1;6.2.1;6.2.1;2.3.1;2.3.1;2.3.1;1.2.7;2.3.1;3.1.2;6.2.1;1.2.7;2.3.1;2.3.1;1.2.7;2.3.1;2.3.1;2.3.1;2.3.1,6.2.1,6.2.1
R05334,1.4.3.22,1.4.3,1.4.3.13;1.8.3.5;1.4.3.4;1.1.3.20;1.1.3.41;1.4.3.21;1.1.3.13;1.1.3.7;1.1.3.30;1.7.3.1;1.4.3.10|1.4.3.12|1.4.3.22|1.4.3.4|1.4.3.5|1.4.3.8,1.4.3,1.4.3;1.5.3;3.5.4;1.5.99;4.1.99,1.4.3.21;1.5.3.14;1.5.99.6;1.1.3.17;1.4.9.2;1.1.5.4;1.1.99.9;1.4.4.2;1.4.1.18;1.5.1.9,2.6.1;1.4.3;1.4.1;1.4.9;1.4.2;1.4.99;1.4.7;1.13.12;4.1.1;1.14.11;2.-.-;1.5.3;4.2.1;1.21.4;4.3.1,1.4.3;1.4.3;1.4.3;1.4.3;1.4.3;2.6.1;2.6.1;1.5.3;2.6.1;2.6.1;2.6.1;2.6.1,1.4.3,1.4.3
R04857,3.5.3.-,3.5.1,2.3.1.180,3.5.1;3.5.2,3.5.1;3.5.3;4.3.2;3.5.4;1.13.12,3.5.1.110;3.5.3.9;3.5.4.16;3.5.2.10;3.1.1.1;3.4.13.22;3.4.11.1;3.5.5.7;4.2.1.48;3.13.1.6;1.2.7.12;2.1.2.3;2.3.2.2;3.4.17.8;3.4.19.13;1.4.1.13;1.4.7.1;4.3.3.6;6.3.4.2;6.3.5.2;3.4.14.13;3.8.1.8;3.5.99.8;4.3.2.4,2.3.1;3.1.1;6.2.1;3.1.2;3.5.1;1.2.1;2.3.2;6.1.1;2.3.3;1.2.7;6.3.1;3.7.1;2.1.3;6.3.4;6.3.2;3.4.11;3.2.1;1.2.4;1.8.1;1.1.1;4.1.3;2.3.-;2.5.1;2.8.3;4.4.1;2.1.1;1.-.-;3.4.13;3.5.3;6.1.2;1.2.3;2.6.1;4.3.2;2.7.7,2.3.1;2.1.1;3.5.1;1.5.99;2.-.-;2.5.1;2.1.3;2.1.3;3.5.1;3.5.1;3.5.1;3.5.1;3.5.1;3.5.1;3.5.1;2.1.3;3.5.3;2.1.3;2.3.-;2.1.2;3.4.13;3.4.13;4.3.2;3.5.1;2.3.1;3.5.1;3.5.4,3.5.1,3.5.1
R11855,4.2.3.188,4.2.3,4.2.3.188;2.5.1|2.5.1.31|2.5.1.M1;1.6.99.5;1.3.5.6;2.4.2.46;2.4.2.47;4.2.3.47;2.4.1|2.4.1.129,4.2.3,4.2.3;3.1.7;5.3.3;2.5.1;5.5.1,2.5.1.39;1.3.1.96;2.4.1.192;2.4.2.34;2.1.3.12;4.4.1.20,4.2.3;4.1.99;3.1.7,4.2.3;4.2.3;4.2.3;4.2.3,4.2.3,4.2.3
R02923,1.4.3.3,1.4.3,1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.2.3.1;1.4.3.19|1.4.3.3;1.14.13.-|1.17.3|1.17.3.-|1.17.3.2,2.6.1,1.4.3;1.5.99;1.4.99;1.5.-;1.5.3,1.4.3.3;1.5.3.14;1.5.99.6;1.1.5.4;1.1.3.27;1.4.9.2;1.4.4.2;1.1.99.9;1.4.1.21;1.5.1.22,2.6.1;1.4.3;1.4.1;1.4.9;1.4.99;1.4.7;1.4.2;4.3.1;1.13.12;4.1.1;1.14.11;2.-.-;2.4.2;1.4.5,2.6.1;1.4.3;2.6.1;1.4.1;1.4.1;1.4.3;4.4.1;2.6.1;1.4.1;1.4.1;2.6.1;4.4.1;4.4.1;2.6.1;2.6.1;2.6.1;1.4.1;2.6.1;1.4.1;1.4.99;1.4.3;4.4.1;4.4.1;2.6.1;4.4.1;1.4.3;1.4.3,1.4.3,1.4.3
R11797,2.1.1.344,2.1.1,2.1.1.344;2.1.1.127;2.1.1.354|2.1.1.355|2.1.1.59|2.1.1.60;2.1.1.77,2.1.1,2.1.1;2.3.1;2.6.1;2.5.1;1.14.11,2.1.1.344;2.8.4.4;2.1.3.11;2.1.2.13;2.3.1.101,2.1.1;1.14.14;3.1.1;2.3.1;1.5.3;1.14.11;1.5.8;2.-.-;1.16.1;1.14.99;1.14.13;1.2.7;1.5.99;3.7.1,2.5.1;2.3.1,2.1.1,2.1.1
