Reaction ID,BridgIT
R10500,2.3.3.6;2.3.1.182;6.2.1.1;2.3.2.14;2.1.3.7;1.2.1.95;6.1.2.2;6.3.1.20;6.3.4.10;2.1.2.5
R12352,6.3.5.4;6.3.1.6;6.3.4.12;6.3.2.46;6.2.1.39;6.3.3.3;3.5.1.96;2.3.2.2;3.4.14.13;3.4.13.4;3.13.1.6;3.4.19.13;3.4.17.21;1.4.1.13;1.4.7.1;4.3.3.6;3.5.5.4;3.5.4.1;3.5.99.5;3.4.11.1;3.1.1.1;3.5.3.21
R01490,
R12244,
R03887,3.5.99.5;4.3.1.1;4.3.2.3;4.3.3.7;4.2.1.87
R09497,
R05274,1.2.3.9;1.14.13.84;1.14.12.12;1.14.15.3;1.14.14.1;1.14.18.1;1.14.21.11;1.14.99.2;1.14.16.4;1.14.11.40;1.10.3.4;1.14.19.18
R02590,2.7.7.15;2.7.3.8;2.7.2.6;2.7.1.82;6.3.5.5;2.7.4.26;2.7.11.31;2.7.14.1;2.7.10.1;2.7.12.1;2.7.8.2;2.7.6.1;2.7.99.1
R05691,
R01320,2.1.1.16;2.8.4.4;2.1.3.2;2.3.1.32;2.1.2.13
R05499,1.21.99.5;1.20.9.1
R01962,1.1.3.10;1.4.3.11;1.1.5.4;1.1.99.18;1.5.3.21;1.5.99.6;1.4.9.2;1.4.4.2;1.4.1.13;1.5.1.7
R02815,3.5.4.24;2.1.2.3;3.5.1.19;3.8.1.8;3.5.3.2;3.5.2.2;3.1.1.1;3.4.11.1;4.3.2.4;3.4.13.22;3.13.1.6;3.4.19.13;4.2.1.48;2.3.2.2;3.4.17.8;3.5.5.7;1.2.7.12;1.4.1.13;1.4.7.1;4.3.3.6;6.3.4.2;6.3.5.2;3.4.14.13;3.5.99.8
R11739,
R12304,4.1.1.17;1.1.1.381;4.2.1.155;4.1.2.35;4.1.3.43;1.3.8.6;2.1.2.11;4.1.99.2;4.2.99.21;3.1.1.82
R00742,
R01161,2.6.1.38;2.6.99.2;2.7.8.29
R09588,6.3.4.6;6.3.2.35;6.3.1.6;6.3.5.4;6.2.1.39;6.3.3.3;3.4.13.4;3.5.1.96;2.3.2.2;3.13.1.6;3.4.14.13;3.5.99.5;1.4.1.13;1.4.7.1;4.3.3.6;3.5.5.4;3.4.19.13;3.4.11.1;3.4.17.21;3.1.1.1;3.5.4.1;3.5.3.21
R02929,6.3.4.4;6.3.1.6;6.3.2.6;6.2.1.39;6.3.5.4;6.3.3.3;3.5.4.41;3.5.1.96;3.4.14.13;2.3.2.2;3.4.13.4;3.13.1.6;3.4.17.23;1.4.1.13;1.4.7.1;4.3.3.6;3.5.5.4;3.4.19.13;3.5.99.5;3.1.1.1;3.4.11.1;3.5.3.21
R03429,2.7.1.159;2.7.7.96;2.7.2.3;2.7.4.24;2.7.11.7;2.7.3.3;2.7.14.1;6.3.5.5;2.7.6.5;2.7.10.1;2.7.12.1;2.7.8.34;2.7.99.1
R13241,
R02667,2.1.1.97;2.8.4.4;2.1.2.3;2.3.1.101;2.1.3.2
R12339,2.4.1.345;2.4.2.22;2.4.99.12
R01113,
R03987,2.8.2.14;2.8.3.25;2.3.1.187
R09242,1.7.1.15;1.7.99.1;1.7.3.3
R12392,
R11862,4.3.2.8;4.3.1.1;4.3.3.7;3.5.99.5;4.2.1.87
R09990,1.7.1.6;1.7.99.1;1.7.3.3
R05132,
R03667,
R12665,1.13.12.4;1.13.11.54;1.13.99.1;1.14.13.239
R12003,4.2.1.62;1.14.13.197;4.2.3.38;4.3.3.3;4.2.99.20;5.5.1.6;1.1.1.394;3.1.7.9;3.7.1.21;2.3.1.85;3.2.1.118;4.1.1.68;4.3.1.9;1.17.98.2;1.2.1.31;1.4.1.18;3.3.1.1;1.3.8.6;2.5.1.119;3.5.5.4;1.1.3.47;3.5.1.110;2.7.8.23
R06067,
R12640,6.3.4.4;6.3.2.6;6.3.1.18;6.3.5.1;6.3.3.3;6.2.1.39;3.5.4.41;3.5.1.10;3.4.13.4;3.4.14.13;2.3.2.2;3.13.1.6;3.5.99.5;3.4.17.23;3.1.1.1;3.4.19.13;1.4.1.13;1.4.7.1;4.3.3.6;3.5.5.4;3.4.11.1;3.5.3.21
R12443,2.1.1.115;2.8.4.4;2.1.2.10;2.3.1.101;2.1.3.2
R08628,1.1.1.86;5.4.99.3;4.1.1.3;4.2.1.155;1.1.3.15;1.1.5.4;1.4.3.5;1.1.99.9;1.2.1.89;2.3.1.85;1.3.1.20;5.3.3.1;1.17.1.4
R13239,
R05230,2.1.3.2;2.1.2.5;2.3.1.101;2.1.1.86;2.8.4.4
R05721,
R09646,1.11.1.21
R05658,3.3.2.9;3.1.1.40;1.14.14.1;4.2.1.139;3.7.1.8;3.2.1.21;2.5.1.18;3.1.2.28;2.3.1.85;3.3.1.1;3.2.2.3;2.1.1.246
R12211,2.3.1.251;2.3.2.19;6.2.1.51;1.2.1.95;6.3.4.10;6.3.1.20;2.3.3.17;2.1.3.12;6.1.2.2;2.1.2.13
R08545,2.5.1.41;1.3.1.96;2.4.1.178;2.4.2.34;2.1.3.12;4.4.1.20
R09634,2.4.1.198;2.4.2.34;2.4.99.18
R02602,2.2.1.6;1.2.4.1;4.1.1.1
R12383,2.4.1.262;2.4.2.34;2.4.99.1
R11718,4.1.2.59;1.1.1.262;4.1.1.97;4.1.3.16;2.1.2.11;4.2.1.20;4.1.99.12;4.2.99.21;1.3.8.6;3.1.1.82
R12802,
R09244,
R07780,3.5.5.6;3.5.99.8;3.5.1.4;3.5.2.16;3.1.1.1;1.4.1.13;1.4.7.1;4.3.3.6;6.3.4.2;6.3.5.2;3.4.13.22;3.4.11.1;4.2.1.48;2.3.2.2;3.5.4.1;3.4.19.13;3.4.17.8;3.13.1.6;3.5.3.21;3.4.14.13;1.2.7.12;3.8.1.8;2.1.2.3;4.3.2.4
R08692,2.4.1.35;2.4.2.40;2.4.99.18
R09672,3.2.1.169;3.1.1.93;3.2.2.11;4.3.3.5
R10731,
R07688,
R07122,1.11.1.8
R11013,
R11941,
R01092,2.7.1.6;2.7.7.96;6.3.5.5;2.7.2.7;2.7.3.3;2.7.14.1;2.7.11.15;2.7.4.23;2.7.10.1;2.7.12.1;2.7.6.5;2.7.8.19;2.7.99.1
R12117,
R05283,
R02421,2.4.1.35;2.4.2.40;2.4.99.18
R00391,2.1.1.72;2.1.2.3;2.3.1.101;2.8.4.4;2.1.3.2
R01293,1.2.1.7;1.1.1.312;1.17.1.10;2.3.1.85;1.2.4.1;1.8.1.4;1.3.1.20;1.2.5.1;1.2.3.1;1.1.3.39
R06963,5.3.3.13;5.3.2.1;5.3.99.7;5.99.1.4;1.1.3.8;5.3.1.32;4.2.1.159;1.1.1.153;5.5.1.9;3.1.3.77;3.5.4.16
R03858,2.3.1.16;2.3.3.17;6.2.1.11;2.3.2.30;1.2.1.95;6.3.1.20;6.3.4.10;2.1.3.12;6.1.2.2;2.1.2.5
R00155,3.6.1.5;3.1.3.81;3.6.3.1;3.6.4.1;3.6.5.1
R02003,2.5.1.20;1.3.1.96;2.4.1.137;2.4.2.34;2.1.3.12;4.4.1.20
R02880,1.3.3.8;1.3.1.45;1.3.8.7;2.3.1.85;1.3.99.6
R12457,
R05569,3.8.1.8;3.5.4.45;3.5.3.16;3.5.1.84;3.5.2.2;3.5.5.1;1.2.7.12;3.4.13.22;3.4.11.1;1.4.1.13;1.4.7.1;4.3.3.6;6.3.4.2;6.3.5.2;4.2.1.48;2.3.2.2;3.13.1.6;2.1.2.3;3.1.1.1;3.4.19.13;3.4.17.8;3.4.14.13;3.5.99.8;4.3.2.4
R11869,2.5.1.29;1.3.1.96;2.4.1.178;2.4.2.34;4.4.1.20;2.1.3.12
R12392,
R05341,5.3.3.13;5.3.2.1;5.3.99.7;5.99.1.4;1.1.3.8;5.3.1.32;4.2.1.159;1.1.1.153;5.5.1.9;3.1.3.77;3.5.4.16
R02533,2.1.1.28;2.8.4.4;2.1.2.13;2.1.3.3;2.3.1.32
R01132,2.4.2.8;2.4.1.118;2.4.99.18
R02697,1.14.13.69;1.14.12.12;1.14.15.3;1.14.14.1;1.14.18.1;1.2.3.9;1.14.21.11;1.14.99.2;1.10.3.4;1.14.16.2;1.14.11.7;1.14.19.19
R07711,1.14.13.4;1.14.14.9;1.14.18.1;1.14.12.9;1.14.15.3;1.2.3.9;1.14.21.11;1.14.99.2;1.14.16.2;1.10.3.1;1.14.11.28;1.14.19.19
R11517,2.5.1.34;1.3.1.96;2.4.1.326;4.4.1.20;2.4.2.27;2.1.3.12
R00659,2.7.1.40;2.7.2.1;6.3.5.5;2.7.3.8;2.7.11.4;2.7.7.14;2.7.4.14;2.7.14.1;2.7.10.1;2.7.12.1;2.7.8.4;2.7.6.1;2.7.99.1
R08184,3.1.7.2;3.1.3.7;3.1.4.16;3.2.1.42;2.4.1.17;3.6.1.57;5.1.3.14;3.1.5.1;4.6.1.13;3.1.1.31;3.1.2.2;4.2.3.1;4.2.1.155;3.1.6.9;2.3.1.85;3.11.1.3;3.7.1.8
R10090,6.3.2.38;6.3.5.4;6.3.1.6;6.3.4.12;6.2.1.39;6.3.3.3;3.5.1.96;3.4.14.13;2.3.2.2;3.4.13.4;3.13.1.6;3.4.17.23;3.5.5.4;1.4.1.13;1.4.7.1;4.3.3.6;3.4.19.13;3.5.99.5;3.4.11.1;3.5.4.1;3.1.1.1;3.5.3.21
R05444,1.14.13.69;1.14.14.1;1.14.15.3;1.14.12.12;1.14.18.1;1.2.3.9;1.14.21.11;1.14.99.2;1.14.16.4;1.14.11.40;1.10.3.4;1.14.19.18
R00637,1.1.3.13;4.2.1.155;4.1.1.4;1.1.1.276;1.1.5.4;1.4.3.5;1.1.99.9;5.4.99.3;1.2.1.49;2.3.1.85;1.3.1.20;1.17.1.4;5.3.3.1
R00708,1.14.13.69;1.14.14.1;1.14.15.3;1.14.12.12;1.14.18.1;1.2.3.9;1.14.21.11;1.14.99.2;1.14.11.7;1.14.16.7;1.10.3.4;1.14.19.17
R11081,3.1.3.25;3.1.4.44;4.6.1.13;4.2.3.1;3.6.1.20;3.1.7.3;3.1.1.42;3.2.1.42;2.4.1.17;3.1.5.1;5.1.3.14;3.1.6.3;3.1.2.31;3.11.1.3;2.3.1.85;4.2.1.155;3.7.1.8
R06610,1.1.1.234;1.2.1.85;2.3.1.85;1.3.1.20;1.17.1.4;5.3.3.1;1.1.3.46;5.4.99.3;4.1.1.3;1.4.3.5;1.1.99.9;1.1.5.4;4.2.1.155
R12360,1.14.13.239;1.13.11.48;1.13.99.1;1.13.12.1
R12859,
R01647,1.13.12.4;1.13.11.54;1.13.99.1;1.14.13.239
R05372,
R02737,2.4.1.15;2.4.2.34;2.4.99.14
R00629,2.8.2.2;2.3.1.187;2.8.3.8
R08276,
R03032,3.1.1.17;3.11.1.2;3.1.2.16;3.1.6.16;3.1.3.75;4.2.1.155;3.6.1.7;3.7.1.8;2.3.1.85;3.1.4.2;4.2.3.1;3.2.1.175;3.1.7.5;3.1.5.1;4.6.1.13;2.4.1.17;5.1.3.14
R12420,1.21.3.3;1.5.1.20;1.3.3.13;1.5.3.12;2.5.1.46;1.4.3.3;2.6.1.82
R02789,2.3.1.191;6.2.1.51;1.2.1.95;2.1.2.3;2.3.2.19;2.1.3.12;6.3.4.10;6.1.2.2;6.3.1.20;2.3.3.1
R07923,2.4.1.115;2.4.2.51;2.4.99.1
R13202,2.7.1.105;2.7.7.96;2.7.2.11;6.3.5.5;2.7.4.23;2.7.3.3;2.7.14.1;2.7.11.7;2.7.10.1;2.7.12.1;2.7.6.5;2.7.8.19;2.7.99.1
R09897,2.5.1.41;1.3.1.96;2.4.1.178;2.4.2.34;2.1.3.12;4.4.1.20
R06885,4.2.1.78;4.2.3.16;5.5.1.6;4.2.99.20;4.3.3.3;1.1.1.394;1.14.13.197;4.1.1.7;3.2.1.21;4.3.1.9;3.1.7.9;2.3.1.85;3.7.1.21;1.17.98.2;1.2.1.31;1.4.1.18;1.1.3.47;2.5.1.119;1.3.8.6;3.3.1.1;3.5.5.4;3.5.1.110;2.7.8.23
R08632,4.4.1.1;4.5.1.2
R07149,
R00865,
R00361,
R04218,
R12348,
R13247,
R08182,3.1.7.2;3.1.3.7;3.1.4.16;3.2.1.42;2.4.1.17;3.6.1.57;5.1.3.14;3.1.5.1;4.6.1.13;3.1.1.31;3.1.2.2;4.2.3.1;4.2.1.155;3.1.6.9;2.3.1.85;3.11.1.3;3.7.1.8
R12795,1.11.1.8
R09781,2.4.99.12;2.4.1.92;2.4.2.34
R11265,
R11377,
R04317,3.1.3.14;3.6.1.7;4.2.3.1;3.1.4.46;3.11.1.1;3.1.7.11;3.1.5.1;4.2.1.155;4.6.1.13;3.1.2.11;3.1.1.23;3.2.1.42;2.4.1.17;3.1.6.17;5.1.3.14;2.3.1.85;3.7.1.8
R08838,
R07379,1.11.1.21
R04317,3.1.3.14;3.6.1.7;4.2.3.1;3.1.4.46;3.11.1.1;3.1.7.11;3.1.5.1;4.2.1.155;4.6.1.13;3.1.2.11;3.1.1.23;3.2.1.42;2.4.1.17;3.1.6.17;5.1.3.14;2.3.1.85;3.7.1.8
R07359,
R12488,4.2.1.101;4.1.1.7;3.7.1.21;2.3.1.85;5.5.1.6;1.1.1.394;4.3.1.9;4.2.3.106;1.3.8.6;4.2.99.20;3.2.1.21;1.17.98.2;1.1.3.47;1.2.1.31;1.4.1.18;3.5.5.4;4.3.3.3;1.14.13.197;3.3.1.1;3.1.7.9;2.5.1.119;3.5.1.110;2.7.8.23
R12141,1.1.1.164;1.2.1.3;2.3.1.85;1.3.1.20;1.17.1.4;5.3.3.1;4.1.1.56;5.4.99.3;1.1.3.16;1.1.99.9;1.4.3.5;4.2.1.155;1.1.5.4
R07640,2.7.8.34;2.7.6.5;2.7.7.96;2.7.1.86;2.7.4.21;2.7.2.3;2.7.11.7;2.7.3.3;2.7.14.1;6.3.5.5;2.7.10.1;2.7.12.1;2.7.99.1
R11629,6.3.1.10;6.3.2.49;6.3.3.3;6.3.4.10;6.2.1.39;6.3.5.4;3.5.1.90;3.4.14.13;3.4.13.18;2.3.2.2;3.5.4.12;3.4.17.23;3.13.1.6;3.4.19.13;3.5.99.5;1.4.1.13;1.4.7.1;4.3.3.6;3.5.5.4;3.1.1.1;3.4.11.1;3.5.3.21
R02119,2.4.1.215;2.4.2.9;2.4.99.18
R00952,2.4.1.281;2.4.2.34;2.1.3.12;2.5.1.7;4.4.1.20;1.3.1.96
R05574,3.5.4.45;3.8.1.8;3.5.3.2;3.5.1.84;3.5.2.2;3.4.11.1;3.5.5.1;1.2.7.12;3.4.13.22;2.3.2.2;3.13.1.6;4.2.1.48;2.1.2.3;1.4.1.13;1.4.7.1;4.3.3.6;6.3.4.2;6.3.5.2;3.1.1.1;3.4.19.13;3.4.17.8;3.4.14.13;4.3.2.4;3.5.99.8
R10514,2.3.1.227;2.1.2.13;2.3.2.19;6.2.1.11;2.3.3.13;1.2.1.95;2.1.3.12;6.1.2.2;6.3.4.10;6.3.1.20
R00483,6.3.4.4;6.3.2.6;6.3.1.1;6.3.5.4;6.2.1.39;6.3.3.3;3.5.4.41;3.5.1.10;3.5.5.4;3.4.13.20;3.4.14.13;2.3.2.2;3.4.17.21;1.4.1.13;1.4.7.1;4.3.3.6;3.13.1.6;3.4.19.13;3.1.1.1;3.4.11.1;3.5.99.5;3.5.3.21
R10296,
R02601,1.11.1.21
R02268,1.13.11.25;1.13.99.1;1.13.12.3;1.14.13.239
R03567,4.1.1.52;4.1.2.38;1.3.8.6;4.2.99.21;4.2.1.155;4.1.3.40;1.1.1.38;4.1.99.2;2.1.2.11;3.1.1.82
R04548,2.4.1.37;2.4.2.9;2.4.99.1
R04182,2.4.1.88;2.4.2.34;2.4.99.18
R04020,4.2.1.84;4.1.1.28;5.5.1.6;4.3.3.2;3.5.5.4;4.2.3.106;4.3.1.9;2.3.1.85;1.1.1.394;1.2.1.31;1.4.1.18;2.5.1.119;1.3.8.6;4.2.99.20;3.7.1.21;1.17.98.2;1.14.13.197;3.2.1.118;3.1.7.9;1.1.3.47;3.5.1.110;3.3.1.1;2.7.8.23
R00209,1.2.4.1;1.8.1.4;2.3.1.12;1.2.1.18;1.1.1.6;1.17.1.10;1.3.1.20;1.1.3.39;1.2.5.1;1.2.3.13
R02580,
R10007,2.5.1.41;1.3.1.96;2.4.1.178;2.4.2.34;2.1.3.12;4.4.1.20
R12157,2.1.1.72;2.8.4.4;2.1.2.3;2.3.1.101;2.1.3.2
R10451,2.1.1.277;2.8.4.4;2.1.2.3;2.3.1.101;2.1.3.2
R09628,3.1.7.6;3.1.5.1;3.1.3.74;3.6.1.7;3.2.1.42;2.4.1.17;4.2.3.1;5.1.3.14;3.1.4.46;3.11.1.1;3.1.1.59;4.6.1.13;3.1.2.28;3.7.1.8;3.1.6.1;2.3.1.85;4.2.1.155
R09947,3.5.1.110;3.5.2.16;3.5.5.7;3.5.3.21;3.4.13.22;3.4.11.1;3.1.1.1;4.2.1.48;2.3.2.2;1.4.1.13;1.4.7.1;4.3.3.6;6.3.4.2;6.3.5.2;1.2.7.12;3.5.4.16;3.13.1.6;3.4.19.13;3.4.17.8;3.4.14.13;3.8.1.8;3.5.99.8;2.1.2.3;4.3.2.4
R09792,2.1.1.231;2.8.4.4;2.1.2.3;2.3.1.101;2.1.3.2
R11495,4.1.1.45;5.5.1.6;4.2.1.101;2.3.1.85;4.3.1.9;4.2.3.15;1.3.8.6;2.5.1.119;3.7.1.21;4.2.99.12;1.1.1.38;1.2.1.31;1.4.1.18;3.1.7.9;3.5.5.4;1.1.3.47;1.14.13.197;3.2.1.118;1.17.98.2;4.3.3.3;3.3.1.1;3.5.1.110;2.7.8.23
R05197,6.3.2.32;6.3.4.4;6.3.1.17;6.2.1.39;6.3.5.4;6.3.3.3;3.5.4.41;3.5.1.96;3.4.14.13;2.3.2.2;3.4.13.4;3.4.17.21;3.13.1.6;1.4.1.13;1.4.7.1;4.3.3.6;3.4.19.13;3.5.5.4;3.1.1.1;3.5.99.5;3.4.11.1;3.5.3.21
R12729,6.2.1.1;1.2.1.95;2.3.1.19;6.3.1.20;6.3.4.10;2.3.2.14;6.1.2.2;2.3.3.14;2.1.3.2;2.1.2.5
R11775,6.3.1.1;6.3.5.4;6.3.4.6;6.3.2.46;6.2.1.39;6.3.3.3;3.4.13.4;3.5.1.96;2.3.2.2;3.13.1.6;3.4.14.13;1.4.1.13;1.4.7.1;4.3.3.6;3.5.5.4;3.4.19.13;3.5.99.5;3.4.17.21;3.4.11.1;3.5.4.1;3.1.1.1;3.5.3.21
R11565,3.1.7.2;3.1.4.52;3.1.3.7;3.1.1.36;4.6.1.13;3.6.1.20;3.1.5.1;3.2.1.184;2.4.1.17;5.1.3.14;3.1.6.2;3.1.2.27;4.2.3.1;4.2.1.155;3.11.1.3;3.7.1.8;2.3.1.85
R03286,6.3.2.11;6.3.4.4;6.3.1.12;6.3.5.4;6.2.1.39;6.3.3.3;3.5.4.41;3.4.13.20;3.5.1.96;3.4.14.13;2.3.2.2;3.13.1.6;3.4.17.23;3.5.5.4;3.1.1.1;3.4.19.13;3.5.99.5;1.4.1.13;1.4.7.1;4.3.3.6;3.4.11.1;3.5.3.21
R12086,1.13.12.2;1.13.11.54;1.13.99.1;1.14.13.239
R09796,3.3.2.10;3.1.2.16;4.2.1.22;2.3.1.85;2.1.1.246;1.14.14.1;3.1.1.2;3.7.1.8;3.3.1.1;3.2.1.86;3.2.2.1;2.5.1.18
R03886,
R11925,6.2.1.11;1.2.1.95;6.3.1.20;6.3.4.10;2.3.1.19;2.3.3.17;6.1.2.2;2.3.2.30;2.1.3.6;2.1.2.13
R11602,2.5.1.138;1.3.1.96;2.4.1.326;2.1.3.12;4.4.1.20;2.4.2.25
R04225,1.2.4.4;1.2.3.13;1.2.1.3;1.1.1.314;1.8.1.4;2.3.1.61;1.2.5.1;1.1.3.39;1.3.1.20;1.17.1.9
R08945,
R08197,2.6.1.84;2.7.8.29;2.6.99.2
R10208,3.1.2.16;4.2.1.22;2.3.1.85;2.1.1.246;3.3.2.10;3.1.1.55;3.3.1.1;1.14.14.1;3.7.1.8;2.5.1.18;3.2.2.1;3.2.1.86
R11607,2.6.1.52;2.6.99.2;2.7.8.29
R00794,
R04104,1.13.99.1;1.13.12.2;1.13.11.56;1.14.13.239
R12390,3.1.7.2;3.1.3.7;3.1.4.52;3.2.1.42;3.1.5.1;2.4.1.17;3.6.1.20;5.1.3.14;3.1.1.31;4.6.1.13;3.1.6.9;4.2.3.1;3.7.1.8;3.11.1.3;3.1.2.5;2.3.1.85;4.2.1.155
R08205,1.14.13.239;1.13.11.52;1.13.99.1;1.13.12.23
R09572,1.14.11.2;1.14.18.5;1.14.15.3;1.14.19.32;1.10.3.3;1.14.13.168;1.14.12.19;1.14.14.1;1.2.3.9;1.14.21.11;1.14.99.46;1.14.16.7
R01096,
R00195,4.3.1.15;3.5.1.3;3.5.5.1;3.4.11.1;3.4.13.22;4.3.2.3;1.4.1.13;1.4.7.1;4.3.3.6;6.3.4.2;6.3.5.2;3.5.99.5;3.5.2.2;4.2.1.48;2.3.2.2;3.5.3.8;3.1.1.1;3.4.17.8;3.4.19.13;3.13.1.6;3.4.14.13;1.2.7.12;3.5.4.1;3.8.1.8;2.1.2.3
R09598,
R12046,2.4.1.91;2.4.2.56;2.4.99.18
R04457,2.5.1.78;2.4.1.332;2.1.3.12;4.4.1.20;2.4.2.34;1.3.1.96
R04591,6.3.2.6;6.3.4.4;6.3.1.12;6.3.5.1;6.2.1.39;6.3.3.3;3.5.4.17;3.5.1.96;3.13.1.6;3.4.13.4;3.4.14.13;2.3.2.2;3.4.17.21;3.4.19.13;3.5.5.4;1.4.1.13;1.4.7.1;4.3.3.6;3.5.99.5;3.4.11.1;3.1.1.1;3.5.3.21
R13425,3.5.1.11;3.4.17.23;3.1.1.1;3.13.1.6;3.4.19.13;2.3.2.2;3.5.2.6;3.4.13.22;3.5.4.9;3.4.14.13;3.5.99.8;3.5.5.1;3.4.11.1;4.2.1.48;1.4.1.13;1.4.7.1;4.3.3.6;6.3.4.2;6.3.5.2;1.2.7.12;3.5.3.5;2.1.2.3;4.3.2.4;3.8.1.8
R02489,4.1.1.62;4.1.2.38;1.3.8.6;4.2.1.155;4.2.99.21;4.1.3.40;1.1.1.276;2.1.2.11;4.1.99.2;3.1.1.82
R04279,
R09790,4.2.1.113;4.2.3.38;1.14.13.197;4.2.99.20;5.5.1.6;4.3.3.3;3.7.1.21;3.1.7.9;1.1.1.394;2.3.1.85;4.1.1.28;3.2.1.118;4.3.1.9;1.2.1.31;1.4.1.18;3.3.1.1;2.5.1.119;1.17.98.2;3.5.5.4;1.3.8.6;1.1.3.47;3.5.1.110;2.7.8.23
R11868,4.2.1.98;1.14.13.197;4.2.3.141;3.1.7.12;4.2.99.20;4.3.3.3;1.1.1.394;3.7.1.21;3.2.1.186;2.3.1.85;5.5.1.6;4.3.1.9;4.1.1.68;3.3.1.1;1.2.1.31;1.4.1.18;2.5.1.119;3.5.5.4;1.3.8.6;1.17.98.2;1.1.3.47;3.5.1.110;2.7.8.23
