split,method,ec_class,class_mcc,overall_mcc,overall_precision,overall_recall,coverage,total_support
Stratified,Gemma4EC,2,0.9157763921201316,0.8919399737110246,0.9008138579982033,0.8937615812229771,0.9925880172946263,1619
Stratified,Gemma4EC,3,0.8849042961651569,0.8919399737110246,0.9008138579982033,0.8937615812229771,0.9925880172946263,1619
Stratified,Gemma4EC,4,0.8603931354185758,0.8919399737110246,0.9008138579982033,0.8937615812229771,0.9925880172946263,1619
Stratified,Gemma4EC,5,0.8614830666163977,0.8919399737110246,0.9008138579982033,0.8937615812229771,0.9925880172946263,1619
Stratified,Gemma4EC,6,0.8057781024149884,0.8919399737110246,0.9008138579982033,0.8937615812229771,0.9925880172946263,1619
Stratified,Gemma4EC,7,0.6609332026973544,0.8919399737110246,0.9008138579982033,0.8937615812229771,0.9925880172946263,1619
Time,BEC-Pred,1,0.7005716378033974,0.6995636356081657,0.723556452414055,0.7082997582594682,1.0,2482
Time,BEC-Pred,2,0.8022553195576386,0.6995636356081657,0.723556452414055,0.7082997582594682,1.0,2482
Time,BEC-Pred,3,0.5345516780461748,0.6995636356081657,0.723556452414055,0.7082997582594682,1.0,2482
Time,BEC-Pred,4,0.7137210557009273,0.6995636356081657,0.723556452414055,0.7082997582594682,1.0,2482
Time,BEC-Pred,5,0.440549968532301,0.6995636356081657,0.723556452414055,0.7082997582594682,1.0,2482
Time,BEC-Pred,6,0.6797946697224475,0.6995636356081657,0.723556452414055,0.7082997582594682,1.0,2482
Time,BEC-Pred,7,0.3752416146813061,0.6995636356081657,0.723556452414055,0.7082997582594682,1.0,2482
Time,Theia,1,0.7437365303285052,0.7465092691712842,0.7554813877571562,0.7606768734891217,0.9814665592264303,2482
Time,Theia,2,0.8709382514994604,0.7465092691712842,0.7554813877571562,0.7606768734891217,0.9814665592264303,2482
Time,Theia,3,0.6539278125202869,0.7465092691712842,0.7554813877571562,0.7606768734891217,0.9814665592264303,2482
Time,Theia,4,0.6957379307185881,0.7465092691712842,0.7554813877571562,0.7606768734891217,0.9814665592264303,2482
Time,Theia,5,0.5947435875991177,0.7465092691712842,0.7554813877571562,0.7606768734891217,0.9814665592264303,2482
Time,Theia,6,0.6271889811470995,0.7465092691712842,0.7554813877571562,0.7606768734891217,0.9814665592264303,2482
Time,Theia,7,0.0,0.7465092691712842,0.7554813877571562,0.7606768734891217,0.9814665592264303,2482
Time,Gemma4EC,1,0.7601084738523959,0.7475171151618936,0.7636651812774685,0.7514101531023368,0.9911361804995971,2482
Time,Gemma4EC,2,0.848640922278878,0.7475171151618936,0.7636651812774685,0.7514101531023368,0.9911361804995971,2482
Time,Gemma4EC,3,0.6310362996844271,0.7475171151618936,0.7636651812774685,0.7514101531023368,0.9911361804995971,2482
Time,Gemma4EC,4,0.7065941016367308,0.7475171151618936,0.7636651812774685,0.7514101531023368,0.9911361804995971,2482
Time,Gemma4EC,5,0.4871415185677093,0.7475171151618936,0.7636651812774685,0.7514101531023368,0.9911361804995971,2482
Time,Gemma4EC,6,0.644209911465406,0.7475171151618936,0.7636651812774685,0.7514101531023368,0.9911361804995971,2482
Time,Gemma4EC,7,0.45453180741788474,0.7475171151618936,0.7636651812774685,0.7514101531023368,0.9911361804995971,2482
