Reaction ID,SelenzymeRF
R12248,3.1.1.104|3.1.1.25;1.1.1.116|1.1.1.117;1.1.1.117;1.1.1.113;1.1.1.376|1.1.1.46;1.1.1.424;3.1.1.31;1.1.1.179|1.1.1.376;1.1.1.175|1.1.1.376|1.1.1.46;5.1.3.40;1.1.1.351|1.1.1.44
R06908,2.3.1|2.3.1.-|2.3.1.16
R05684,1.1.1.124|1.14.13.50|2.5.1.18|2.7.1.59|3.2.1.14|3.2.1.165|4.1.3.3|4.2.1.66|5.1.3.8
R02174,2.1.1.49;2.1.1.132;2.1.1.163
R00509,2.7.1.25;2.7.4.3
R00181,2.1.1.67;2.3.1.24;2.3.1.26;2.3.1.76;6.3.5.9;3.6.1.-|3.6.1.19;2.4.99.20;2.3.1.24|2.3.1.291|2.3.1.297|2.3.1.298;3.5.4.5
R13355,1.14.14.3;1.14.14.46;1.16.8.1;1.3.8.1|1.3.8.4|1.3.8.7;1.1.99.21;1.3.8.2;1.5.1.39;1.3.98.1;1.1.99.31;1.14.13|1.14.13.7|1.5.1|1.5.1.-|1.5.1.30|1.5.1.36|1.5.1.39|1.5.1.41|1.5.1.42
R00484,3.5.1.54;4.1.1.90;3.5.1.116|3.5.3.19;2.3.1.180
R09774,2.4.2.43;2.5.1.-|2.5.1.31;2.5.1.89;2.7.8.42;2.3.1.241;2.3.1.251
R10596,2.4.1.-|2.4.1.285;2.4.1.-|2.4.1.283;2.4.1.250;3.2.1.4
R04016,3.2.1.23
R10155,1.14.13.-|1.14.13.171;1.6.3.2;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.14.1
R08966,2.7.7.2;2.7.7.91;2.7.4.6
R09426,2.4.1.17;2.4.1.-|2.4.1.266;2.4.1.-|2.4.1.254;2.4.1.354;2.4.1.85;2.4.1.202;2.4.1.-|2.4.1.323;2.4.1.324;2.4.1.219;2.4.1.90;2.4.1.38|2.4.1.90;2.4.1.210;2.4.1.236;2.4.1.22;2.4.1.245;2.4.1.52;2.4.1.173
R03770,2.7.1.119;2.7.1.163;2.7.1.1;2.7.1.1|2.7.1.55;2.7.1.60;2.7.1.21
R08222,2.4.2.4;2.4.2.3|2.4.2.4;2.4.2.10
R08104,1.14.12.10;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.12.-|1.14.12.26;1.14.12.11;1.14.13.69;1.14.13.245;1.14.13.131;1.14.12.19;1.14.12.18
R05338,4.1.2.43;5.3.1.27;1.1.99.37;1.1.99.8;1.1.2.7;1.11.1.21|1.11.1.6|1.11.1.7
R06894,1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17
R07648,4.2.3.77;4.2.3.75;2.5.1.20;4.2.3.67;4.2.3.123;2.5.1|2.5.1.31|2.5.1.M1;2.5.1.88;4.2.3.52;4.2.3.51;2.5.1.87;4.2.3.56;4.2.3.62;4.2.3.142;4.2.3.65;3.1.7.7|4.2.3.194;4.2.3.24;4.2.3.-|4.2.3.127;4.2.3.-|4.2.3.128;4.2.3.165;4.2.3.57;4.2.3.89;4.2.3.137;4.2.3.73;4.2.3.-|4.2.3.126;4.2.3.92;4.2.3.87;4.2.3.-|4.2.3.162;4.2.3.22;2.5.1.11
R00705,1.1.1.36;1.1.1.211|1.1.1.35
R10257,2.4.2.51;2.4.2.50;2.4.1.-|2.4.1.254;2.4.1|2.4.1.-|2.4.1.297;2.4.1.239;2.4.1.236;2.4.1.91;2.4.1.273;2.4.1|2.4.1.-|2.4.1.298;2.4.1.22;2.7.1.69;2.4.1.351;2.4.1.87;2.4.1.-|2.4.1.284;2.4.1.338;2.4.1.38|2.4.1.90;2.4.1.159;2.4.1.-|2.4.1.301;2.4.1.-|2.4.1.285;2.4.1.69;2.4.1.13
R04279,1.1.1.312|1.2.1.45;1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4;1.1.1.272;1.1.1.375
R10762,4.2.3.145;4.2.3.176;4.2.3.178;4.2.1.-|4.2.1.137;4.2.3.146;5.4.99.52;4.2.3.50;4.2.3.195;5.4.99.41;4.2.3.158;5.4.99.40;5.4.99.8;4.2.3.191;5.4.99.39;5.4.99.49;5.4.99.35;4.2.3.180;5.4.99.36;5.4.99.50;5.4.99.17;2.5.1.-|2.5.1.31;5.4.99.48;5.4.99.34;5.4.99.33;4.2.3.159;4.2.3.96;2.5.1.11;4.2.3.8;5.4.99.32;2.7.7.91;2.5.1.41
R05386,3.8.1.5;1.14.12.11;4.2.3.160;4.2.3.7;1.14.12.-|1.14.12.26;1.3.1.119|1.3.1.19|1.3.1.an;4.2.1.110|4.2.1.111;5.5.1.7;4.1.3.27;4.2.1.151;4.2.3|4.2.3.-|4.2.3.56;4.1.3.45
R03422,3.1.4.16;3.1.4.37;3.1.3.6;2.7.1.77;3.1.1.1
R09765,2.4.99.15;2.4.99.14;2.4.99.13;2.4.99.12;2.7.7.38
R09723,3.2.1.175;2.3.1.92;2.3.1.91;2.3.1.103;3.2.1.126;2.4.1.299|2.4.1.300;3.2.1.23
R11882,1.16.3.3;1.11.1.13|1.16.3.-|1.16.3.3|2.4.1.25|2.4.1.8|3.2.1.20|4.2.1.131;1.14.11.22;1.14.11.25;1.13.11.2;1.13.11.9;1.13.11.-|1.13.11.66;1.13.11.1
R04125,2.1.2.10
R12151,4.1.99.25;4.1.99.24;4.1.99.12
R11842,2.5.1.39;2.5.1.20
R12662,1.14.14.80;1.14.14.177;1.13.11.91;1.14.15.3;1.14.14.3;1.14.14.1
R03462,1.13.11.39;1.13.11.25|1.13.11.39;1.13.11.-|1.13.11.16|1.13.11.2|1.13.11.39;1.13.11.1|1.13.11.M6;1.13.11.38;1.10.3.2
R11704,2.4.1.346;2.3.1.265;2.4.1.361;2.4.1.142;2.4.1.252;2.4.1|2.4.1.344;2.4.1.36;2.4.1.69;2.4.1.13;2.4.1.-|2.4.1.266;2.4.1.217;3.2.1.4
R08391,1.14.14.-|1.14.14.1
R04431,2.4.1.87;2.4.1.239;2.4.1.15;3.2.1.74;2.4.1|2.4.1.297;2.4.1.236;2.4.1.173;2.4.1.210;2.4.1.-|2.4.1.254;2.4.2.51;2.4.1|2.4.1.-|2.4.1.298;2.4.1.17
R07259,2.4.99.1;2.7.7.12;3.6.1.45;3.2.1.21
R02975,1.1.1.153|1.1.1.53;1.1.1.153|1.1.1.184;1.1.1.325;1.6.5.4;1.6.3.2;1.11.1.1|1.11.1.2;1.12.1.3|1.12.1.5;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3
R11462,1.3.8.1;2.3.1.22;4.2.1.17;4.2.1.-|4.2.1.134
R10002,4.3.99.3;1.5.4.1;1.5.1.33;4.1.2.50;1.14.16.1|1.14.16.4;1.14.16.2;1.14.16.1;1.14.16.5;1.5.1.34;4.2.3.12;1.1.1.153;1.14.16.7;1.5.1.3
R12575,2.3.1.244;2.3.1.161;3.6.1.5;6.2.1.62;2.3.1.221;6.3.2.14;2.3.1.111;2.3.1.252;6.2.1.50;2.3.1.-|2.3.1.235;6.2.1.33;6.2.1.2;6.3.2.39;6.2.1.7;2.7.1.20|2.7.1.74;6.2.1.37;6.2.1.30
R06336,1.14.11|1.14.11.-|1.14.11.13;1.13.11.15;1.14.13.1;4.1.1.68;4.1.1.77;1.14.14.36;1.13.11.1;4.1.1.55;1.13.11.16;4.1.1.98
R08540,4.2.3.56;4.2.3.77;2.5.1.20;4.2.3.75;2.5.1|2.5.1.31|2.5.1.M1;2.5.1.88;2.5.1.87;4.2.3.67;3.1.7.7|4.2.3.194;4.2.3.78;4.2.3.-|4.2.3.104;4.2.3.6;4.2.3.123;4.2.3.68;4.2.3.181;4.2.3.198|4.2.3.66;4.2.3.56|4.2.3.58;4.2.3.89;4.2.3.57;4.2.3.137;4.2.3.-|4.2.3.129;4.2.3.76
R12973,1.1.3.10;1.4.3.13;1.1.3.10|1.1.3.4;1.1.3.9;1.1.3.15;1.17.3.2;1.1.99.18;1.3.3.16;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7
R02770,5.1.3.9;2.7.1.60
R05281,1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.14.1
R01393,4.1.1.1;4.1.1.55;4.1.1.77;2.3.1.180
R08692,2.7.4.6
R11892,2.7.4.14;2.7.4.8
R12086,2.3.1.270;2.3.1.40;2.3.1.51;2.3.2.30;2.3.1.179|2.3.1.41
R11306,2.4.1.245;3.2.1.74;3.2.1.21|3.2.1.74
R09521,1.21.1.1|1.22.1.1;1.6.5.2
R08968,1.1.1.124|1.1.1.138|1.1.1.14|1.1.1.67|1.1.99.11|1.14.13.50|2.5.1.18|2.5.1.48|2.7.1.-|2.7.1.162|2.7.1.221|2.7.1.59|3.2.1.14|3.2.1.165|4.1.3.3|4.2.1.66|5.1.3.8;2.7.1.162;2.7.1.157
R10368,1.14.13.26;1.14.13.25;1.14.13.69;1.14.14.-|1.14.14.1
R02219,1.1.1.213|1.1.1.50|1.3.1.-|1.3.1.3|1.3.1.M16|1.3.99.6;1.3.1.22|1.3.1.30;1.1.1|1.3.1.22|1.3.1.3|1.3.99.5;1.1.1.145|5.3.3.1;1.3.1.114;1.6.3.2;1.6.5.4;1.1.1.149;1.12.1.3|1.12.1.5;1.11.1.1|1.11.1.2;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3
R10857,1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.1.3.15;1.1.3.47;1.4.3.1|1.4.3.11|1.4.3.2|1.4.3.3|1.4.3.7;1.14.18.1
R00428,3.5.4.16
R10401,3.1.1.94;4.2.1.143;3.1|3.1.1.112|3.1.1.M7;5.5.1.1;1.1.1.353;1.2.5.1;1.14.14.32;1.14.14.42;3.1.1.1|3.1.1.2
R12467,1.1.1.35
R04818,1.1.1.213|1.1.1.50;1.1.1.52;1.1.1.391;1.1.1.392;1.1.1.393;1.1.1.395;1.1.1.51;1.1.1.1|1.1.1.391
R01258,1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4;1.1.1.337|1.1.1.375
R10217,1.1.1|1.1.1.-|1.1.1.1
R01424,3.5.1.13;3.5.1.6;3.1.1.1|3.5.1.-
R00953,2.4.1.31;2.4.1.279;2.4.1.8;2.4.1.20;2.4.1.320;2.4.1.281;2.4.1.231;2.4.1.64;2.4.1.230;2.4.1.339;4.2.2.13;3.2.1.58;3.2.1.74;2.4.1.25;2.4.1.321;3.2.1.24
R11867,5.4.99.65;5.4.99.54;5.4.99.41;5.4.99.32;5.4.99.56;5.4.99.39;5.4.99.34;5.4.99.48;5.4.99.40;5.4.99.35;4.2.1.124;4.2.1.125;5.4.99.47;5.4.99.31;5.4.99.7;5.4.99.36;5.4.99.33;5.4.99.49;5.4.99.57;5.4.99.8;5.4.99.46;5.4.99.50;5.4.99.53;5.4.99.51;5.4.99.38;5.4.99.66;4.2.1.123;5.4.99.37;5.4.99.17;5.5.1.12;5.5.1.14;5.5.1.13;4.2.3.178;1.3.1.96|2.5.1.21
R02780,2.7.1.201|2.7.1.69;2.7.1.207;2.7.1.208|2.7.1.69;2.7.1.211;2.7.1.199;2.7.1.191|2.7.1.69;2.7.1.193|2.7.1.69;5.4.2.2;2.7.1.197|2.7.1.69;2.7.1.200|2.7.1.69;2.7.1.198;5.4.2.6;2.7.1.1
R00400,2.6.1.7;2.6.1.2;2.6.1.66;2.6.1.1;2.6.1.44
R03423,3.1.4.16;3.1.3.6;2.7.1.77;3.1.27.1;3.1.27.4;4.6.1.16;6.5.1.8
R01437,4.1.1.17;4.1.1.112|4.1.1.3;1.1.1.85
R12285,5.5.1.-|5.5.1.18;5.5.1.-|5.5.1.19;2.5.1.-|2.5.1.31;2.5.1.103|2.5.1.21|2.5.1.96;5.4.2.2
R05641,1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86;1.1.1.330;1.1.1.36;1.3.1.93;1.2.1.-|1.2.1.103|1.2.1.ag
R01451,1.3.1.21;1.1.1.145|5.3.3.1;1.14.13.26;1.3.1.9|2.3.1.-
R06871,2.7.1.32;3.1.3.2|3.1.3.75;3.1.4.2|3.1.4.46
R00397,1.14.18.12;4.1.1.-|4.1.1.96;4.1.1.17;4.1.1.64;1|4.1.1.101;2.3.1.180
R12498,2.7.7.14|2.7.7.an;2.7.7.104;2.7.7.15;4.6.1.2;2.7.7.91;2.7.4.6
R08832,1.10.3|1.10.3.-|1.10.3.1|1.14.18.1;1.13.11.1;1.13.11.37;1.13.11.3;1.13.11.-|1.13.11.29;1.10.3.1|1.10.3.2|1.14.18.1
R09445,1.10.3.12;1.12.5.1;1.8.5.3;1.17.4.4;1.6.5.2
R00277,1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.2.3.1;1.4.3.4
R10920,1.14.11.48;1.13|1.13.12.19;1.13.12.24;1.2.2.4;1.13.12.6;1.13.11.27;1.14.11.6;1.14.11.37;1.13.11.46;1.7.3.3;1.14.12.1;1.13.11.83;1.14.14.117;1.14.11.27|1.14.11.65|1.14.11.67
R10239,2.3.1.221;2.3.1.179|2.3.1.41|2.3.1.85|2.3.1.86;2.3.1.199;2.3.1.208;2.3.1.180
R10622,5.4.2.2;3.1.3.93;2.7.1.2|2.7.1.6
R04748,1.1.1.211|1.1.1.35
R05052,2.6.1.1;2.6.1.1|2.6.1.42|2.6.1.57|2.6.1.6|2.6.1.67|2.6.1.88
R10657,2.7.1.181;2.1.1.294;2.7.1.66;6.3.1.12;6.3.5.-|6.3.5.13;2.7.4.3
R03482,3.5.1.89;3.1.1.111|3.1.1.32;2.7.1.40
R02056,2.1.1.17;2.1.1.103|2.1.1.16|2.1.1.71;2.1.1.79;2.1.1.344;2.1.1.354|2.1.1.355|2.1.1.59|2.1.1.60;2.1.1.60;2.1.1.59
R12970,3.2.1.21
R01371,1.1.1.222|1.1.1.237|1.1.1.28;1.1.1|1.1.1.110|1.1.1.222|1.1.1.237|1.1.1.27|1.1.1.28|1.1.1.96
R10451,2.1.1.277;2.1.1.274;2.1.1.6|2.1.1.68;2.1.1.50;2.1.1|2.1.1.163
R07860,3.1.1.32;3.1.1.4
R08045,1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17
R07145,1.1.1.12|1.1.1.14;1.1.1.16;1.1.1.15;1.1.1.407;1.1.1.289;1.1.1.11|1.1.1.67;1.1.1.14|1.1.1.9;1.1.1.56;1.1.1.250;1.1.99.21;1.1.1.138;1.1.1.251|1.1.1.M6;1.1.1.287;1.1.1.10;1.6.5.4;1.11.1.1|1.14.12.17
R06447,2.5.1.87|2.5.1.91;2.5.1|2.5.1.31|2.5.1.M1;2.5.1.86;2.5.1.88;2.5.1.89;2.5.1.90;2.5.1.-|2.5.1.30;2.5.1.-|2.5.1.33;2.5.1.83;2.5.1.85;2.5.1.84;2.5.1.142;2.5.1.81;2.7.8.13
R04218,2.5.1.32;2.5.1.96;1.3.1.96|2.5.1.21;2.5.1.148;2.5.1.103|2.5.1.21|2.5.1.96;1.3.5.5;4.2.3.156;1.3.1.97;2.5.1.89;2.5.1.31
R09715,5.5.1.16;5.5.1.28;4.2.3.158;5.5.1.13;3.1.7.10;4.2.3.146;5.5.1.30;5.5.1.15;5.5.1.29;4.2.3.17;5.5.1.12;5.5.1.14;4.2.3.159;1.3.1.83;3.1.7.4;2.5.1.41;2.5.1.62;2.5.1.89;2.5.1.81;2.5.1.31
R06759,1.14.14.117;1.13.12.24;1.13.12.23;1.13|1.13.12.19;1.13.12.6;1.2.2.4;1.13.11.27;1.14.11.22;1.13.12.7;1.13.11.46;1.14.12.13;1.14.11.31;4.1.1.107;1.13.12.13;1.14.14.40;1.14.12.1;1.7.3.3;1.13.12.5;1.14.12.10;1.14.11.21;1.14.11.60;4.1.1.108;1.14.11.43;1.14.11.44;1.14.11.6;1.14.17.4
R08274,1.14.14.-|1.14.14.1
R08536,1.1.1.11|1.1.1.67;1.1.1.12|1.1.1.14;1.1.1.15;1.1.1.138;1.1.1.16;1.1.1.407;1.1.1.140|1.1.1.17;1.1.1.251
R02594,2.4.1.170;2.4.1.111;2.4.1.35;2.4.1|2.4.1.-|2.4.1.298;2.4.1.91;2.4.1.17;2.4.1.237;2.4.1.63;2.4.1.239;2.4.1.15
R12492,2.8.3.17;4.2.1.175;1.3.8.7|1.3.8.8;4.2.1.17;4.2.1.-|4.2.1.134
R01558,6.2.1.2;6.2.1.33;6.2.1.7;6.2.1.12;6.2.1.37;6.2.1.65|6.2.1.ak;6.2.1.27;6.2.1.1|6.2.1.17
R03950,2.1.1.107;1.16.1.8;2.1.1.333;2.1.1.197
R10797,4.1.1.77;2.3.1.74;2.3.1.159|2.3.1.74;4.1.1.65
R05880,3.1.1.80;2.3.1.205;2.3.1.107;2.7.1.40;3.1.1.13;3.5.1.89;3.1.1.2
R03058,1.13.11.34;1.14.14.1
R09458,1.2.1.5;1.2.1.80;1.2.1.48;3.1.2.14;1.2.1.3|1.2.1.48|1.2.1.5
R04000,2.8.3.12;2.8.3.8;2.8.3.1;2.8.3.19;2.3.1.22;2.8.3.5;2.8.3.10;1.2.7.11;1.3.8.7|1.3.8.8;2.3.1.20
R10695,3.5.4.40;3.5.4.46;1.1.1.37
R13030,6.2.1.2;6.2.1.18;6.2.1.7;6.2.1.1
R10846,1.1.1.120|1.1.1.179|1.1.1.376|1.1.1.48;1.1.1.119|1.1.1.179;1.1.1.203;3.2.1.31;3.1.1|3.1.1.-|3.1.1.17;1.1.1.233;2.2.1.1;1.1.1.107|1.1.1.122;1.1.5.2;1.1.5.9;1.1.99.35;2.7.1.59|5.1.3.8
R03306,1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.223;1.14.12.-|1.14.12.10;1.6.5.4;1.14.13.87;1.14.13.2|1.14.13.33;1.14.13.240;1.14.14.43|1.14.14.45;1.14.13.25;1.14.13.84;1.14.13.113
R11971,1.7.2.1|7.1.1.9
R07902,3.1.2.20|3.2.1.-;2.3.1.300;2.3.1.207;2.3.1.301;2.3.1.119;6.2.1.3;2.3.1.41
R04695,1.5.1.27;1.1.1.318;1.14.13.240;1.8.1.15|1.8.1.9;1.3.1.77;1.5.1.40;1.6.5.2
R04726,2.3.1.179|2.3.1.41|2.3.1.85|2.3.1.86;2.3.1.-|2.3.1.179|2.3.1.199|2.3.1.41;2.3.1.47
R09351,2.4.1.-|2.4.1.327;2.4.1.331;5.4.2.7
R02490,1.1.1.36;2.3.1.199;4.2.1.17;4.2.1.-|4.2.1.134
R07137,1.1.1.272;1.6.5.4;1.11.1.1|1.11.1.2;1.6.3.2;1.12.1.3|1.12.1.5;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17
R02216,1.1.1.145|5.3.3.1;1.1.1.51;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3
R13398,2.3.1.85;2.3.1.41|2.3.1.85;3.1.2.14;3.1.2.22;1.14.19.43;1.14.19.27;1.14.19.42;3.5.1.70;2.3.1.24|2.3.1.291|2.3.1.297|2.3.1.298
R01921,1.1.1.108;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17
R03803,2.5.1.-|2.5.1.62;2.3.1.24|2.3.1.291|2.3.1.297|2.3.1.298;3.3.2.10;2.4.1.210;6.3.2.34;2.3.1.42;2.3.1.76;2.3.3.13|4.1.3.-
R03589,2.4.1.237;2.4.1.35;2.4.1.17;2.4.1.81;2.4.1.185;2.4.1.-|2.4.1.286;2.4.1.234;2.4.1.35|2.4.1.91;2.4.1.126;2.4.1.218;2.4.1.236;2.4.1.170;2.4.1.253;2.4.1|2.4.1.-|2.4.1.298;2.4.1.128;2.4.1.238|2.4.1.249;2.4.1.220;2.4.1.-|2.4.1.254;2.4.1.239;2.4.1.159;2.4.1.115;2.4.1.43;3.2.1.62
R05167,3.5.1.79;4.3.2.5;2.3.2.13;3.5.1.76;3.1.4.14;2.3.1.181
R03332,3.1.4.11;3.1.4.11|3.1.4.3|4.6.1.13;2.7.1.227;4.6.1.14;2.7.1.228;3.2.1.199;2.7.8.20;2.4.1.184;3.1.3.4|3.1.3.81
R02691,2.4.1.184;2.7.8.20;2.7.1.107;3.2.1.199;2.7.1.227;2.7.1.228;4.6.1.14;2.3.1.20
R06703,2.1.1.201
R04673,2.2.1.6;4.1.1.1;1.2.4.1
R07921,2.1.1.159|2.1.1.160;1.14.13.179;1.14.14.1
R01497,3.2.1.21
R02284,3.4.22.59|3.4.22.60|3.4.22.61;3.5.2.2;1.14.13.242;6.3.2.3;3.5.1.1
R03582,1.1.1.184;1.1.1.112|1.1.1.184|1.1.1.51;1.1.1.112|1.1.1.184;1.1.1.112|1.1.1.184|1.1.1.213|1.1.1.50|1.1.1.62|1.3.1.20;1.1.1.184|1.1.1.209|1.1.1.213|1.1.1.50;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3
R10809,3.2.1.10;3.2.1.23;3.2.1.205
R07796,2.8.3.17;4.2.1.175;1.3.8.7|1.3.8.8;4.2.1.17;4.2.1.-|4.2.1.134
R00481,1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.2.3.1;1.14.13.-|1.17.3|1.17.3.-|1.17.3.2;1.4.3.19|1.4.3.3
R08199,4.2.3.27;3.6.1.10;2.5.1.129;2.5.1.149;4.2.3.15;5.3.3.2
R06848,1.3.1.32;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17
R12210,1.14.11.13;1.14.11.15;1.14.11.42;1.14.11.18;1.14.11.-|1.14.11.61;1.14.11.52;1.14.11.51;1.14.11.37;1.14.11.54;1.14.20.15;1.14.11.59|1.14.20.2;1.14.11.58;1.14.11.38;1.14.11.26;1.14.11.53;1.14.20.1;1.14.11|1.14.11.-|1.14.11.12|1.14.20;1.14.20.8;1.14.11.25;1.14.11.33;1.14.11.24;1.14.11.11|1.14.11.14|1.14.20.13;1.14.20.13;1.14.11.49;1.14.11.20;1.14.11.19|1.14.20.4;1.14.11.9
