Reaction,All ECs
16330,1.14.19.47;1.14.19.12;1.14.19.4;1.14.19.33;1.14.19.35;1.14.19.25;1.13.11.77;1.13.11.61;1.13.11.12;1.14.19.30;1.14.19.36;1.13.11.44|1.13.11.60;1.14.19.31;1.13.11.58;1.13.11.62;1.13.11.12|1.13.11.31|1.13.11.33;1.14.19.14;1.14.19.16;1.14.19.39;1.13.11.45
16742,2.3.1.20;2.3.1.51
17134,2.7.1.31;2.7.1.210;2.7.1.189;2.7.1.220;2.7.1.219;2.7.1.28;2.7.1.103;2.7.1.16|2.7.1.47;2.7.1.17;2.7.1.53;2.7.1.30
17610,1.17.98.2;2.8.1.8
18346,4.1.1.1;1.2.5.3;1.17.5.3;3.1.1.25;1.1.98.6;2.3.1.199;1.2.7.4
18758,1.13|1.13.12.19;1.14.11.58;1.14.11.9;1.14.20.6;1.14.11.22|1.14.20.5;1.14.20.4;1.14.11.20;1.14.11.39;1.14.11.40;1.14.11.21;1.14.11.25;1.14.11.-|1.14.11.35;1.14.11.13;1.14.11.11;1.14.11.4;1.14.11.2;1.14.11.16
18806,2.6.1.1|2.6.1.3;6.3.2.2
18882,6.3.4.24;6.3.1.11;6.3.1.2|6.3.1.6
19358,1.14.13.225|1.6.3.1;1.6.3.2;1.11.1.6|1.14.13.225|1.3.1.95|1.6.3.1|1.6.3.3|1.6.99.3
19390,6.2.1.13;6.2.1.9;6.2.1.18;2.3.3.8|4.1.3.6;6.2.1.5
20094,2.4.1.294;2.4.1.116;2.4.1.298;2.4.1.297;2.4.1.358;2.4.1.234;2.4.1.81;2.4.1.170;2.4.1.237;2.4.1.91;2.4.1.337;2.4.1.336;2.4.1.46;2.4.1.239;2.4.1.315;2.4.1.241;2.4.1.122;2.4.1.86;2.4.1.38;2.4.1.118;2.4.1.238;2.4.1.220;2.4.1.114|2.4.1.35;2.4.1.128;2.4.1.37;2.4.1.111;2.4.1.253;2.4.1.249;2.4.1.87
20330,2.7.1.31;2.7.1.210;2.7.1.189;2.7.1.220;2.7.1.219;2.7.1.28;2.7.1.103;2.7.1.16|2.7.1.47;2.7.1.17;2.7.1.53;2.7.1.30
20350,1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.12.11;1.14.12.14;1.14.12.22;1.6.5.4;1.14.12.23;1.14.12.13;1.14.12.1;1.14.12.-|1.14.12.26;1.11.1.1|1.14.12.17
20362,1.14.13.-|1.14.13.240;1.14.12.22;1.14.12.14;1.14.12.1;1.14.12.13;1.14.12.23;1.14.13.23;1.21.3.6;1.14.13.20;1.14.13.81;1.13.12.17;1.14.13.122;1.14.13.39;1.16.3.1
20713,2.3.1.50;2.3.1.37;2.3.1.230;2.3.1.206;2.3.1.165;2.3.1.156;2.3.1.239;2.3.1.236;2.3.1.237;2.3.1.94;2.3.1.216;2.3.1.235;2.3.1.151|2.3.1.177|2.3.1.220;1.3.1.-|2.3.1.170|2.3.1.74
20733,2.6.1.1|2.6.1.3;6.3.2.2
20929,
22265,1.14.14.15;1.14.19.56;1.14.14.30;1.14.14.3;1.14.14.5;1.14.14.13;1.14.14.28;1.14.14.27;1.14.19.49;1.14.14.9;1.14.14.20;1.14.14.11;1.14.19.60;1.14.14.7|1.14.19.9;1.14.19.59;1.14.19.58;1.14.14.35;1.14.99.46
22685,1.3.3.6;1.14.11.18;1.14.11.39;1.1.3.15;1.4.3.2;1.4.3.3
23121,6.3.2.4
23817,2.6.1.48;2.6.1.11|2.6.1.13;2.6.1.13|2.6.1.81
24025,2.6.1.30;2.6.1.37;2.6.1.40;2.6.1.108;2.6.1.18;2.6.1.77;2.6.1.-|2.6.1.113|2.6.1.29;2.6.1.-|2.6.1.19|2.6.1.96
24449,2.4.1.297;2.4.1.298;2.4.1.237;2.4.1.239;2.4.1.208;2.4.1.241;2.4.1.315;2.4.1.358;2.4.1.91;2.4.1.46;2.4.1.337;2.4.1.336;2.4.1.170;2.4.1.122;2.4.1.86;2.4.1.87;2.4.1.38;2.4.1.62;2.4.1.274;2.4.1.47;2.4.1.275
24830,6.3.4.3
26157,1.1.1.120|1.1.1.179|1.1.1.359|1.1.1.360|1.1.1.47|1.1.1.48|1.3.1.20;1.1.1.119|1.1.1.179|1.1.1.359|1.1.1.360|1.1.1.47|1.3.1.20;1.11.1.1|1.11.1.2;1.6.3.2;1.12.1.3|1.12.1.5;1.1.1.376;1.1.1.122|1.1.1.316;1.1.1.121|1.1.1.376|1.1.1.48;1.6.5.4;1.1.1.118|1.1.1.121|1.1.1.359|1.1.1.370|1.1.1.47;1.1.1.413;1.1.1.363|1.1.1.47|1.1.1.49
27611,1.17.5.3;1.17.1.9|1.2.1.2;1.17.1.11;1.1.98.6;1.17.2.3;1.17.98.4;1.17.1.10|1.2.1.43;1.8.98.6;4.1.1.47;1.13.11.81;1.13.11.41;1.2.1.19|1.2.1.3|1.2.1.46|1.2.1.5;1.2.98.1|1.2.99.4
27651,2.7.1.213|2.7.1.48
27711,2.7.1.73;2.7.1.-|2.7.1.213|2.7.1.48|2.7.1.74
27759,2.1.1.74
27787,1.2.1|1.2.1.25|1.2.4.4|1.8.1.4|2.3.1.168;1.1.1.35
28011,2.8.3.18|2.8.3.5;2.8.3.22|2.8.3.7;2.8.3.20;2.8.3.1|2.8.3.12|2.8.3.18;6.2.1.13;6.2.1.1|6.2.1.17
28043,1.2.1.51;1.2.1|1.2.1.18|1.2.1.27;1.2.1.25|1.2.4.4|1.8.1.4|2.3.1.168|2.7.11.4;1.2.1.58
28051,2.7.1.23
28191,3.5.4.46;3.5.4.40;3.5.4.41;3.5.4.31;3.5.4.2
28331,6.3.1.2
28375,6.3.2.10;6.3.2.45;6.3.2.8
28387,2.7.8.13
28403,2.7.1.166;2.7.1.130
28407,6.3.2.31;6.3.1.2
28539,2.7.1.166;2.7.1.130
28676,5.1.3.3;5.4.99.62
29768,6.3.1.2
29776,2.7.1.212;2.7.1.1|2.7.1.2|2.7.1.4|2.7.1.55|2.7.1.60|2.7.1.7
29780,6.3.1.2
29792,6.3.2.3;6.3.1.8|6.3.1.9;6.3.2.23;6.3.2.2
29796,6.3.1.2
29800,2.7.1.1|2.7.1.55;6.4.1.8;6.3.1.10;6.3.4.6;6.3.4.16|6.3.5.5
29812,2.7.1.89;6.4.1.8;6.3.1.10;6.3.4.6;6.3.4.16|6.3.5.5
29996,6.3.1.10;6.4.1.8;6.3.4.16|6.3.5.5;6.3.4.6
30000,6.3.1.10;6.4.1.8;6.3.4.16|6.3.5.5;6.3.4.6
30084,1.14.13.225|1.6.3.1;1.14.13.9;1.11.1.6|1.14.13.225|1.3.1.95|1.6.3.1|1.6.3.3|1.6.99.3
30112,6.3.2.14;2.3.1.165;2.3.1.151;2.3.1.151|2.3.1.177|2.3.1.220;2.3.1.237;2.3.1.236;2.3.1.159;2.3.1.156|2.3.1.74
30392,2.6.1.5|2.6.1.57|2.6.1.88;2.6.1.15|2.6.1.64;2.6.1.-|2.6.1.100;2.6.1.1|2.6.1.3;2.6.1.1|2.6.1.42|2.6.1.57|2.6.1.6|2.6.1.67|2.6.1.88
30688,4.1.3.16|4.1.3.42;2.3.3.9|4.1.3.2;4.1.2.20;4.1.2|4.1.2.-|4.1.2.52
30700,2.6.1.48;2.6.1.4|2.6.1.44|2.6.1.7;2.6.1.11|2.6.1.13
30872,2.7.1.113|2.7.1.145|2.7.1.20|2.7.1.74|2.7.1.76;2.7.1.145|2.7.1.20|2.7.1.21|2.7.1.213|2.7.1.74|2.7.1.76
31156,1.2.1.88|1.5.1.12;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3
31228,2.4.1.227
31236,2.6.1.1|2.6.1.42|2.6.1.57|2.6.1.6|2.6.1.67|2.6.1.88
31416,4.2.3.39;4.2.3.56|4.2.3.58;4.2.3.-|4.2.3.129;4.2.3.37;4.2.3.-|4.2.3.128;4.2.3.-|4.2.3.127;4.2.3.7;4.2.3.68;4.2.3.87;4.2.3.74;4.2.3.157;4.2.3.136;4.2.3.96;4.2.3.62;4.2.3.24;4.2.3.67;4.2.3.160;2.5.1.31;2.5.1.88;4.2.3.78;4.2.3.163;4.2.3.73;4.2.3.165;4.2.3.80;4.2.3.172;4.2.3.184;4.2.3.198|4.2.3.66;4.2.3.170;4.2.3.175;4.2.3.79;4.2.3.133;4.2.3.83;4.2.3.181;4.2.3.76;4.2.3.164|4.2.3.ek;4.2.3.21;4.2.3.6;4.2.3.9;4.2.3.61;4.2.3.90;4.2.3.182;2.5.1.86
31424,4.2.3.7;4.2.3.96;4.2.3.69;2.5.1.31;2.5.1.88;4.2.3.-|4.2.3.129;4.2.3.160;4.2.3.62;4.2.3.37;2.5.1.86;4.2.3.79;4.2.3.136;4.2.3.68;4.2.3.74;4.2.3.6;4.2.3.-|4.2.3.104;4.2.3|4.2.3.-|4.2.3.56;4.2.3.172;4.2.3.93;4.2.3.64;4.2.3.39;4.2.3.169;4.2.3.181;4.2.3.157;4.2.3.80;4.2.3.73;4.2.3.198|4.2.3.66;4.2.3.87;4.2.3.133;4.2.3.164|4.2.3.ek;4.2.3.101|4.2.3.102;4.2.3.76;4.2.3.163;4.2.3.24;4.2.3.22;4.2.3.90;4.2.3.21
32588,1.14.13.105;1.14.13.225|1.6.3.1;1.6.3.2;1.11.1.6|1.14.13.225|1.3.1.95|1.6.3.1|1.6.3.3|1.6.99.3
32764,6.3.2.20;6.3.2.37;6.3.1.8|6.3.1.9;6.3.2.7;6.3.2.35;6.3.2.49;6.3.5.9;6.3.5.11;6.3.5.10;6.3.2.41|6.3.2.42;6.3.2.9
32980,3.1.1.5;6.3.5.11;6.3.5.9;6.3.5.10;3.1.1.53
33032,1.1.1.14|1.1.1.15;1.1.1.406;1.1.1.407;1.1.1.16;1.1.1.289;1.1.1.251;1.6.5.4;1.1.1|1.1.1.264|1.1.1.366;1.1.1.58;1.1.1.69;1.1.1.57;1.1.1.380;1.1.1.414;1.1.1.14|1.1.1.9;1.1.1.12;1.1.1.11;1.1.1.14|1.1.1.56;1.1.1.14|1.1.1.250;1.11.1.1|1.14.12.17
33088,1.21.98.1|1.21.99.2;1.1.99.22;2.2.1.1|2.2.1.3;2.7.1.121;1.1.1.14|1.1.1.6;1.1.1.1|1.1.1.10|1.1.1.156|1.1.1.2|1.1.1.21|1.1.1.72|1.3.1.20
33148,6.3.2.49;6.3.2.32;6.3.2.8
33156,3.1.3.4;4.1.99.25;4.2.3.154;4.2.3.152;2.6.99.2
33276,2.3.1.158;2.3.1.20;3.1.3.4
33688,2.3.1.71;2.3.1.166;2.3.1.201;2.3.1.-|2.3.1.203;2.3.1.-|2.3.1.202;2.3.1.197;2.3.1.-|2.3.1.210;2.3.1.209;2.3.1.59;2.3.1.53;2.3.1.227;2.3.1.189;2.3.1.236;2.3.1.165;2.3.1.237;2.3.1.157|2.3.1.4
33796,5.4.99.11;2.4.1.7;2.4.1.13;2.4.1.245;3.1.3.24;3.1.3.79;3.2.1.28
34800,2.3.1.206;2.3.1.16
35264,4.6.1.13;3.1.3.64;3.1.1.32;3.1.1.53
35580,3.2.1.47;2.3.1.103;3.2.1.45;3.2.1.46;2.3.1.72;5.1.3.3;5.4.99.62
35816,2.4.2.54;2.4.2.19;2.4.2.12;4.1.1.61;2.5.1.130;2.5.1.3
36080,2.7.8.27;3.1.4.12;3.1.4.3;2.3.1.158;2.3.1.20
36228,2.7.8.2;2.7.8.1;2.7.8.45;2.7.8.38;3.1.4|3.6.1.53;2.7.8.8;2.7.8.44;2.7.8.39;2.7.8.46;4.6.1.15;2.7.8.32;2.7.8.34;2.4.99.1;2.7.1.11|2.7.1.20|2.7.1.74
36252,6.2.1.12;6.2.1.37;6.2.1.27;6.2.1.32;6.2.1.33;6.2.1.2|6.2.1.30;6.2.1.16;6.2.1.36;6.2.1.26
36308,2.3.1.95;2.3.1.156|2.3.1.74
38356,2.3.1.146;5.1.99.4;2.8.3.8;4.2.1.17
38460,2.3.1.265;2.3.1.79;2.3.1.93;2.3.1.166;2.3.1.172;2.3.1.-|2.3.1.214;2.3.1.18;2.3.1.205;2.3.1.99;2.3.1.94;2.3.1.20
40720,2.5.1.18
41945,2.7.2.8
41949,1.2.1.38
41953,2.6.1.13|2.6.1.81;2.6.1.48;2.6.1.11
42213,3.1.1.32;4.1.1.65
42269,2.3.1.199;2.3.1.206;2.3.1.240;2.3.1.165;2.3.1.236;2.3.1.237;2.3.1.156;2.3.1.94;2.3.1.246;2.3.1.194;1.3.1.-|2.3.1.170|2.3.1.74
42273,2.3.1.156;2.3.1.206;2.3.1.199;2.3.1.165;2.3.1.236;2.3.1.237;2.3.1.94;2.3.1.194;2.3.1.240;2.3.1.246;1.3.1.-|2.3.1.170|2.3.1.74
42277,2.3.1.206;2.3.1.240;2.3.1.199;2.3.1.165;2.3.1.236;2.3.1.237;2.3.1.156;2.3.1.94;2.3.1.194;2.3.1.246;1.3.1.-|2.3.1.170|2.3.1.74
42409,2.7.1.31;2.7.1.219;2.7.1.220;2.7.1.189;2.7.1.13|2.7.1.178|2.7.1.45;2.7.1.178|2.7.1.58;2.7.1.210;2.7.1.11|2.7.1.56
42413,2.7.4.21|2.7.4.24;2.7.4.24;6.3.4.22;4.1.1.33;4.1.1.99;6.4.1.7;2.7.4.23;6.3.2.6
42441,1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.4.1.21
42489,2.3.1.199;2.3.1.166;2.3.1.-|2.3.1.214;2.3.1.172;2.3.1.162;2.3.1.171;2.3.1.116;2.3.1.137|2.3.1.7;2.3.1.140;4.4.1.26;2.3.1.151|2.3.1.177|2.3.1.220;2.3.1.39;2.3.1.115;2.3.1.21
42493,1.14.14.5;1.14.14.3;1.14.14.28;1.14.14.13;1.14.19.56;1.14.14.15;1.14.14.30;1.14.14.33;1.14.99.46;1.14.14.12;1.14.14.22;1.14.14.21
42717,4.2.3.113;4.2.3|4.2.3.-|4.2.3.106;4.2.3.114;4.2.3.107;4.2.3.119;4.2.3.121;4.2.3.20;4.2.3.16;4.2.3.108|4.2.3.111;4.2.3.112;4.2.3.115;4.2.3.15;4.2.3.110;4.2.3.71;4.2.3.120;4.2.3.55;4.2.3.59;4.2.3.40;4.2.3.187;4.2.3.174;4.2.3.116;4.2.3.11;4.2.3.10;4.2.3.-|4.2.3.104;4.2.3.26
43637,2.4.2|3.2.2.5|3.2.2.6|3.5.1.-;2.7.1.160;2.4.2.31;2.4.2.36;2.4.2.37
43641,2.3.1.206;2.3.1.165;2.3.1.237;2.3.1.236;2.3.1.156;2.3.1.94;2.3.1.194;2.3.1.239;1.3.1.-|2.3.1.170|2.3.1.74
43765,6.2.1.7;6.2.1.36;6.2.1.48;6.2.1.14;6.2.1.26;6.2.1.15;6.2.1.16;6.2.1.2|6.2.1.30
44061,1.2.1.84;2.3.1.225
44141,1.2.7.1;1.14.14.3;1.14.14.28;1.14.14.13;1.2.1.51;1.2.7.7;1.2.7.3;1.2.7.8;1.14.19.56;1.14.14.15;4.1.1.1|4.1.1.7|4.1.1.74|4.1.1.82
44181,1.14.19.56;1.14.14.15;1.1.1.34|1.1.1.88;2.3.1.165;2.3.1.237;2.3.1.236;2.3.1.94;2.3.1.239;1.3.1.-|2.3.1.170|2.3.1.74
44649,3.1.3.4;2.3.1.51;3.1.1.32
44769,4.1.1.98;4.1.1.59;4.1.1.63;1.13|1.13.12.19;1.14.13.114;4.1.1.61;1.10.3.15;2.3.1.151;1.13.12.17;1.3.1.-|2.3.1.170|2.3.1.74
45233,1.3.1.34;2.3.1.165;2.3.1.236;2.3.1.237;2.3.1.94;1.3.1.-|2.3.1.170|2.3.1.74;2.3.1.239
45701,1.11.1.6|1.14.13.225|1.3.1.95|1.6.3.1|1.6.3.3|1.6.99.3
45717,2.3.3.5;1.13.11.80;4.4.1.26;2.3.1.164;6.3.2.50;2.3.1.228;2.3.3.9|4.1.3.2;2.3.1.109;2.3.1.13|2.3.1.192
45757,1.4.3.3;1.4.3.2;1.1.3.15;1.2.3.1
45821,2.8.3.5;2.8.3.18;2.8.3.-|2.8.3.20|2.8.3.22|2.8.3.7;6.2.1.5
45913,2.3.1.165;2.3.1.237;2.3.1.236;2.3.1.94;1.3.1.-|2.3.1.170|2.3.1.74;1.3.1.34;1.3.1.93
46001,2.5.1.153|3.1.7.9;4.2.3.36;3.1.7.12;4.2.3.-|4.2.3.131;4.2.3.44;4.2.3.35;4.2.3.195;4.2.3.167;4.2.3.178;4.2.3.31;4.2.3.132;4.2.3.159;4.2.3.17;4.2.3.187;4.2.3.174;4.2.3.145;4.2.3.138;4.2.3.149;4.2.3.6;4.2.3.78;4.2.3.80;4.2.3.180;4.2.3.85;4.2.3.169;4.2.3.146;4.2.3.103;2.5.1.103|2.5.1.96;4.2.3.8;4.2.3.81;4.2.3.54;4.2.3.61;4.2.3.79;4.2.3.9;4.2.3.-|4.2.3.104;4.2.3.38;4.2.3.33;4.2.3|4.2.3.-|4.2.3.56;4.2.3.-|4.2.3.162;4.2.3.183;4.2.3.45;4.2.3.55;4.2.3.71;4.2.3.22;4.2.3.161;4.2.3.158;4.2.3.185;4.2.3.19
46309,1.14.14.5;1.14.14.3;1.14.14.28;1.14.14.13;1.14.14.15;1.14.19.56;1.14.14.30;1.14.14.12;1.14.14.155;1.14.14.108;1.14.99.46;1.14.14.33;1.14.14.22;1.14.14.35;1.14.14.21
47045,2.3.1.247;2.8.3.5;2.8.3.8;2.8.3.9;1.2.7.11;2.3.1.165;2.3.3.20;2.3.1.236;2.3.1.237;2.8.3.1|2.8.3.12|2.8.3.18;2.3.1.62;2.3.1.23;2.3.1.20
47129,6.2.1.7;6.2.1.36;6.2.1.48;6.2.1.14;6.2.1.26;6.2.1.15;6.2.1.16;6.2.1.2|6.2.1.30
47137,6.2.1.7;6.2.1.36;6.2.1.48;6.2.1.14;6.2.1.26;6.2.1.15;6.2.1.16;6.2.1.2|6.2.1.30
47621,1.13|1.13.12.19;1.14.11.17;1.14.11.25;1.14.11.52;1.14.11.49;1.14.11.58;1.14.11.9;1.14.20.6;1.14.11.22|1.14.20.5;1.14.20.4;1.14.11.34|1.14.20.7;1.14.11.4;1.14.11.2;1.14.11.7;1.14.11.16;1.14.11.42;1.14.11.47
48129,4.2.1.-|4.2.1.136;6.3.4.6;6.3.1.10;6.4.1.8;6.3.4.16|6.3.5.5
48637,1.13.11.12|1.13.11.33;5.4.4.7;1.1.1.232;4.2.1.152;1.1.1.196;1.1.1.141;1.14.19.30;1.14.19.35;1.14.19.47;1.14.19.12;1.14.19.25;1.14.19.4;1.14.19.31;1.14.19.33;5.3.99.2|5.3.99.3|5.3.99.4
48685,6.3.2.7;6.3.2.13;6.3.2.2
50237,1.14.14.3;1.14.14.5;1.14.14.28;1.14.14.13;1.14.14.15;1.14.19.56;1.14.14.30;1.14.14.12;1.14.14.155;1.14.14.108;1.14.14.33;1.14.99.46;1.14.14.22;1.14.14.35;1.14.14.21
50305,1.14.14.5;1.14.14.3;1.14.14.28;1.14.14.13;1.14.19.56;1.14.14.15;1.14.14.30;1.14.14.12;1.14.99.46;1.14.14.108;1.14.14.155;1.14.14.35;1.14.14.33;1.14.14.22;1.14.14.21
50309,1.14.14.5;1.14.14.3;1.14.14.28;1.14.14.13;1.14.19.56;1.14.14.15;1.14.14.30;1.14.14.12;1.14.99.46;1.14.14.108;1.14.14.155;1.14.14.35;1.14.14.33;1.14.14.22;1.14.14.21
50337,1.14.14.3;1.14.14.28;1.14.14.13;1.14.14.15;1.14.19.56;1.14.14.5;1.14.14.30;1.14.14.12;1.14.14.35;1.14.14.33;1.14.14.155;1.14.14.108;1.14.99.46;1.14.14.22;1.14.14.21
51429,2.3.1.178;2.3.1.264;2.3.1.87;2.3.1.57|2.6.1.29;2.3.1.57;2.3.1.36;2.3.1.80;2.3.1|2.3.1.82;2.3.1.5
51505,2.4.1.170;2.4.1.91;2.4.1.237;2.4.1.239;2.4.1.309;2.4.1.293;2.4.1.358;2.4.1.46;2.4.1.336;2.4.1.337;2.4.1.297;2.4.1.298;2.4.1.315;2.4.1.241;2.4.1.249;2.4.1.122;2.4.1.86;2.4.1.38;2.4.1.128;2.4.1.-|2.4.1.286;2.4.1.118;2.4.1.114|2.4.1.35;2.4.1.80;2.4.1.47;2.4.1.87
51589,1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17
51637,1.97.1.9;1.8.5.6;1.8.5.5;1.7.5.1;1.17.5.3;1.3.5.1|1.3.5.4;1.4.5.1;1.2.5.2;1.3.5.6;1.14.18.3;1.2.5.3;1.1.5.11;1.1.5.9;3.1.6.1
52321,1.14.14.3;1.14.14.5;1.14.14.28;1.14.14.13;1.14.14.35;1.14.19.56;1.14.14.15;1.14.14.12;1.14.14.21;1.14.14.30;1.14.14.22;1.14.19.58;1.14.99.46
52541,2.4.2.57;2.4.2.-|2.4.2.1
52613,1.14.19.56;1.14.14.15;1.1.1.34|1.1.1.88;1.5.1.30|1.5.1.45;1.5.1.37|1.5.1.45;2.3.1.94;1.3.8.2|1.3.8.o;2.3.1.165;2.3.1.237;2.3.1.236;1.3.1.-|2.3.1.170|2.3.1.74;2.3.1.239
52625,6.3.2.32;6.3.2.41|6.3.2.42;6.3.2.34;6.3.2.13;6.3.2.7
52633,2.7.2.11
52669,1.2.1.38
52673,2.6.1.13|2.6.1.81;2.6.1.11
52677,6.3.2.7;6.3.2.13;6.3.2.2
52681,2.3.1.53;2.3.1.17;2.3.1.33;2.3.1.271;2.3.1.1|2.3.1.183|6.3.4.16
52825,1.14.13.105;1.14.13.225|1.6.3.1;1.6.3.2;1.11.1.6|1.14.13.225|1.3.1.95|1.6.3.1|1.6.3.3|1.6.99.3
52829,1.14.13.105;1.14.13.225|1.6.3.1;1.6.3.2;1.11.1.6|1.14.13.225|1.3.1.95|1.6.3.1|1.6.3.3|1.6.99.3
53409,1.6.3.2;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.11.1.2;1.12.1.3|1.12.1.5;1.14.13.225;1.1.1.170;1.6.5.4
53413,1.6.3.2;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.11.1.2;1.12.1.3|1.12.1.5;1.14.13.225;1.1.1.170;1.6.5.4
53777,1.13.11.19;1.13.11.20;1.13.11.55;1.13.11.18;1.15.1.1
53829,1.13|1.13.12.19;1.14.11.49;1.14.11.58;1.14.11.9;1.14.20.6;1.14.11.22|1.14.20.5;1.14.11.17;1.14.20.4;1.14.11.2;1.14.11.7;1.14.11.4;1.14.11.42;1.14.11.16;1.14.11.29;1.14.11.47
53833,1.13|1.13.12.19;1.14.11.25;1.14.11.17;1.14.11.52;1.14.11.58;1.14.11.9;1.14.11.22|1.14.20.5;1.14.20.6;1.14.20.4;1.14.11.59|1.14.20.2;1.14.11.31;1.14.11.48;1.14.11.60;1.14.11.2;1.14.11.4;1.14.11.7;1.14.11.16
53837,2.3.1.201;2.3.1.-|2.3.1.203;2.3.1.-|2.3.1.202;2.3.1.227;2.3.1.197;2.3.1.-|2.3.1.210;2.3.1.209;2.3.1.157|2.3.1.4
54257,1.14.11.39;1.13|1.13.12.19;1.14.11.18;1.14.11.40;1.14.11.-|1.14.11.55;1.14.11.41;1.14.11.45;1.14.11|1.14.11.2|1.14.11.57;1.14.11.56;1.14.11.28;1.14.11.21;1.14.11.-|1.14.11.35;1.14.11.8;1.14.11.1;1.14.11.11;1.14.11.20;1.14.11.24;1.14.11.25;1.14.11.15;1.14.11.46;1.14.11.13;1.14.11.52;1.14.11.58;1.14.11.9
54413,1.3.1.22;1.1.1|1.3.1.22|1.3.1.3|1.3.99.5;1.1.1.213|1.1.1.357|1.1.1.50;1.1.1.270;1.1.1.170;1.6.3.2;1.11.1.1|1.11.1.2;1.12.1.3|1.12.1.5;1.1.1.201;1.1.1.146;1.3.1.114;1.6.5.4;1.1.1.413;1.2.1.70
54421,2.7.7.85;3.1.4.52;6.3.5.11;6.3.5.9;6.3.5.10;6.3.2.14;3.1.4.17|3.1.4.35|3.1.4.53|3.6.1.1
54877,1.14.13.105;6.3.5.9;6.3.5.11;6.3.5.10;1.14.13.39;1.6.5.4;5.1.1.11;1.1.1.34|1.1.1.88
54881,1.14.13.105;6.3.5.9;6.3.5.11;6.3.5.10;1.14.13.39;1.6.5.4;5.1.1.11;1.1.1.34|1.1.1.88
55009,1.14.13.105;1.14.13.225|1.6.3.1;1.6.3.2;1.1.1.170;1.11.1.6|1.14.13.225|1.3.1.95|1.6.3.1|1.6.3.3|1.6.99.3
55013,1.14.13.105;1.14.13.225|1.6.3.1;1.6.3.2;1.1.1.170;1.11.1.6|1.14.13.225|1.3.1.95|1.6.3.1|1.6.3.3|1.6.99.3
