reaction,REACTION_ID,true_EC
52825-1.14.13.105-Q,52825,1.14.13.105
52829-1.14.13.105-Q,52829,1.14.13.105
53409-1.14.13.105-Q,53409,1.14.13.105
53413-1.14.13.105-Q,53413,1.14.13.105
53777-1.13.11.91-Q,53777,1.13.11.91
53829-1.14.11.80-Q,53829,1.14.11.80
53833-1.14.11.80-Q,53833,1.14.11.80
53837-2.3.1.191-Q,53837,2.3.1.191
54257-1.14.11.79-Q,54257,1.14.11.79
54413-1.3.1.3-Q,54413,1.3.1.3
54421-3.1.4.59-Q,54421,3.1.4.59
54877-1.14.13.105-Q,54877,1.14.13.105
54881-1.14.13.105-Q,54881,1.14.13.105
55009-1.14.13.105-Q,55009,1.14.13.105
55013-1.14.13.105-Q,55013,1.14.13.105
55041-2.3.1.179-Q,55041,2.3.1.179
56005-3.2.1.209-Q,56005,3.2.1.209
56009-3.2.1.113-Q,56009,3.2.1.113
56029-3.2.1.113-Q,56029,3.2.1.113
56045-3.2.1.210-Q,56045,3.2.1.210
56125-2.5.1.149-Q,56125,2.5.1.149
56129-2.5.1.149-Q,56129,2.5.1.149
56517-1.3.98.5-Q,56517,1.3.98.5
56521-1.3.98.6-Q,56521,1.3.98.6
56709-1.14.14.171-Q,56709,1.14.14.171
56745-1.14.11.73-Q,56745,1.14.11.73
56753-1.14.15.36-Q,56753,1.14.15.36
56829-1.21.4.5-Q,56829,1.21.4.5
56833-1.21.4.5-Q,56833,1.21.4.5
56845-2.1.1.351-Q,56845,2.1.1.351
56865-2.3.1.281-Q,56865,2.3.1.281
56909-4.2.99.24-Q,56909,4.2.99.24
56941-4.1.2.62-Q,56941,4.1.2.62
56997-5.3.1.36-Q,56997,5.3.1.36
57021-2.7.1.233-Q,57021,2.7.1.233
57025-2.2.1.13-Q,57025,2.2.1.13
57045-1.1.1.421-Q,57045,1.1.1.421
57053-4.1.1.120-Q,57053,4.1.1.120
57057-1.1.1.420-Q,57057,1.1.1.420
57061-3.1.1.106-Q,57061,3.1.1.106
57065-3.1.1.115-Q,57065,3.1.1.115
57069-2.7.1.231-Q,57069,2.7.1.231
57073-4.1.1.121-Q,57073,4.1.1.121
57077-3.7.1.28-Q,57077,3.7.1.28
57081-2.8.4.6-Q,57081,2.8.4.6
57101-5.3.3.23-Q,57101,5.3.3.23
57153-1.14.11.63-Q,57153,1.14.11.63
57377-1.14.14.166-Q,57377,1.14.14.166
57385-2.3.1.285-Q,57385,2.3.1.285
57389-1.14.14.167-Q,57389,1.14.14.167
57397-2.1.1.352-Q,57397,2.1.1.352
57401-3.1.1.105-Q,57401,3.1.1.105
57581-5.3.3.23-Q,57581,5.3.3.23
57681-1.14.19.76-Q,57681,1.14.19.76
57749-2.3.1.292-Q,57749,2.3.1.292
57753-2.3.1.292-Q,57753,2.3.1.292
57757-2.3.1.292-Q,57757,2.3.1.292
57761-2.3.1.292-Q,57761,2.3.1.292
57833-1.2.1.20-Q,57833,1.2.1.20
57857-1.14.11.61-Q,57857,1.14.11.61
57869-1.14.11.62-Q,57869,1.14.11.62
57885-7.2.3.1-Q,57885,7.2.3.1
57929-6.3.5.13-Q,57929,6.3.5.13
57937-1.2.1.102-Q,57937,1.2.1.102
57949-1.14.13.243-Q,57949,1.14.13.243
57953-1.14.13.244-Q,57953,1.14.13.244
57957-1.14.13.245-Q,57957,1.14.13.245
57961-1.14.13.245-Q,57961,1.14.13.245
57965-1.14.14.168-Q,57965,1.14.14.168
57969-1.14.14.170-Q,57969,1.14.14.170
57973-1.14.14.169-Q,57973,1.14.14.169
57977-2.4.1.363-Q,57977,2.4.1.363
57981-2.4.1.363-Q,57981,2.4.1.363
57985-2.4.1.363-Q,57985,2.4.1.363
57989-2.4.1.363-Q,57989,2.4.1.363
57993-2.4.1.364-Q,57993,2.4.1.364
57997-2.4.1.364-Q,57997,2.4.1.364
58001-2.4.1.365-Q,58001,2.4.1.365
58005-2.4.1.365-Q,58005,2.4.1.365
58009-2.4.1.366-Q,58009,2.4.1.366
58009-2.4.1.367-Q,58009,2.4.1.367
58025-2.4.1.368-Q,58025,2.4.1.368
58029-2.3.1.295-Q,58029,2.3.1.295
58045-2.3.1.279-Q,58045,2.3.1.279
58049-2.3.1.288-Q,58049,2.3.1.288
58053-2.3.1.280-Q,58053,2.3.1.280
58069-1.13.11.88-Q,58069,1.13.11.88
58117-2.4.1.376-Q,58117,2.4.1.376
58121-2.7.7.108-Q,58121,2.7.7.108
58125-1.14.19.81-Q,58125,1.14.19.81
58145-6.3.1.22-Q,58145,6.3.1.22
58149-3.1.1.113-Q,58149,3.1.1.113
58161-4.2.3.196-Q,58161,4.2.3.196
58165-4.2.3.197-Q,58165,4.2.3.197
58169-4.2.3.199-Q,58169,4.2.3.199
58173-4.2.3.200-Q,58173,4.2.3.200
58177-2.5.1.148-Q,58177,2.5.1.148
58185-2.5.1.148-Q,58185,2.5.1.148
58189-2.5.1.150-Q,58189,2.5.1.150
58193-2.5.1.150-Q,58193,2.5.1.150
58201-2.6.1.116-Q,58201,2.6.1.116
58413-2.8.1.16-Q,58413,2.8.1.16
58457-3.2.1.170-Q,58457,3.2.1.170
58493-7.2.2.17-Q,58493,7.2.2.17
58521-1.14.19.80-Q,58521,1.14.19.80
58561-1.5.1.56-Q,58561,1.5.1.56
58565-1.1.1.439-Q,58565,1.1.1.439
58569-2.3.1.323-Q,58569,2.3.1.323
58573-1.21.3.11-Q,58573,1.21.3.11
58577-1.3.1.128-Q,58577,1.3.1.128
58665-1.1.5.13-Q,58665,1.1.5.13
58697-1.14.13.211-Q,58697,1.14.13.211
58713-1.14.13.211-Q,58713,1.14.13.211
58813-5.1.1.23-Q,58813,5.1.1.23
58817-6.3.2.53-Q,58817,6.3.2.53
58821-7.2.4.4-Q,58821,7.2.4.4
58825-1.14.15.37-Q,58825,1.14.15.37
58833-1.14.18.10-Q,58833,1.14.18.10
58869-1.14.18.11-Q,58869,1.14.18.11
58885-1.14.99.67-Q,58885,1.14.99.67
58889-1.14.99.68-Q,58889,1.14.99.68
58893-2.8.2.40-Q,58893,2.8.2.40
58897-6.2.1.56-Q,58897,6.2.1.56
58901-3.5.1.131-Q,58901,3.5.1.131
58905-2.3.1.287-Q,58905,2.3.1.287
58909-2.3.1.287-Q,58909,2.3.1.287
58913-7.2.2.18-Q,58913,7.2.2.18
58921-4.2.1.139-Q,58921,4.2.1.139
58925-4.2.1.139-Q,58925,4.2.1.139
58929-4.2.1.139-Q,58929,4.2.1.139
58933-2.3.1.289-Q,58933,2.3.1.289
58945-2.3.1.290-Q,58945,2.3.1.290
58953-2.4.1.367-Q,58953,2.4.1.367
59013-2.1.1.41-Q,59013,2.1.1.41
59017-1.1.1.418-Q,59017,1.1.1.418
59045-2.4.1.363-Q,59045,2.4.1.363
59049-4.1.1.116-Q,59049,4.1.1.116
59053-4.1.1.116-Q,59053,4.1.1.116
59057-1.8.1.21-Q,59057,1.8.1.21
59065-2.1.1.353-Q,59065,2.1.1.353
59069-2.1.1.353-Q,59069,2.1.1.353
59073-2.1.1.308-Q,59073,2.1.1.308
59077-2.4.1.361-Q,59077,2.4.1.361
59089-2.5.1.152-Q,59089,2.5.1.152
59097-2.4.1.369-Q,59097,2.4.1.369
59101-2.4.1.369-Q,59101,2.4.1.369
59113-2.7.1.225-Q,59113,2.7.1.225
59121-4.1.1.117-Q,59121,4.1.1.117
59125-6.3.2.54-Q,59125,6.3.2.54
59129-6.3.2.55-Q,59129,6.3.2.55
59133-6.3.2.56-Q,59133,6.3.2.56
59137-6.3.2.58-Q,59137,6.3.2.58
59141-6.3.2.57-Q,59141,6.3.2.57
59149-6.2.1.60-Q,59149,6.2.1.60
59153-6.2.1.60-Q,59153,6.2.1.60
59157-6.2.1.59-Q,59157,6.2.1.59
59161-6.2.1.59-Q,59161,6.2.1.59
59165-6.2.1.57-Q,59165,6.2.1.57
59169-6.2.1.57-Q,59169,6.2.1.57
59177-2.7.1.226-Q,59177,2.7.1.226
59181-3.1.4.60-Q,59181,3.1.4.60
59185-3.7.1.24-Q,59185,3.7.1.24
59189-5.1.1.24-Q,59189,5.1.1.24
59217-4.1.1.115-Q,59217,4.1.1.115
59221-3.7.1.25-Q,59221,3.7.1.25
59225-4.2.3.201-Q,59225,4.2.3.201
59229-5.1.3.43-Q,59229,5.1.3.43
59233-4.2.3.202-Q,59233,4.2.3.202
59237-4.2.3.203-Q,59237,4.2.3.203
59241-2.1.4.3-Q,59241,2.1.4.3
59245-3.1.1.106-Q,59245,3.1.1.106
59249-2.8.3.17-Q,59249,2.8.3.17
59253-2.8.3.17-Q,59253,2.8.3.17
59313-1.1.3.5-Q,59313,1.1.3.5
59317-1.1.3.5-Q,59317,1.1.3.5
59329-3.1.1.110-Q,59329,3.1.1.110
59345-1.1.3.5-Q,59345,1.1.3.5
59353-1.1.3.5-Q,59353,1.1.3.5
59361-3.4.13.20-Q,59361,3.4.13.20
59361-3.4.13.5-Q,59361,3.4.13.5
59377-5.4.99.67-Q,59377,5.4.99.67
59381-1.3.1.121-Q,59381,1.3.1.121
59413-3.5.1.3-Q,59413,3.5.1.3
59469-3.4.19.13-Q,59469,3.4.19.13
59485-1.20.2.1-Q,59485,1.20.2.1
59501-3.6.1.52-Q,59501,3.6.1.52
59541-4.1.1.94-Q,59541,4.1.1.94
59569-6.3.2.11-Q,59569,6.3.2.11
59573-3.4.13.20-Q,59573,3.4.13.20
59573-3.4.13.5-Q,59573,3.4.13.5
59577-3.4.13.20-Q,59577,3.4.13.20
59577-3.4.13.5-Q,59577,3.4.13.5
59585-6.3.2.11-Q,59585,6.3.2.11
59589-6.3.2.11-Q,59589,6.3.2.11
59593-6.3.2.11-Q,59593,6.3.2.11
59609-3.4.13.4-Q,59609,3.4.13.4
59613-3.4.13.4-Q,59613,3.4.13.4
59617-3.4.13.4-Q,59617,3.4.13.4
59621-3.4.13.4-Q,59621,3.4.13.4
59625-3.4.13.4-Q,59625,3.4.13.4
59629-3.4.13.4-Q,59629,3.4.13.4
59757-2.1.1.381-Q,59757,2.1.1.381
59761-2.4.1.81-Q,59761,2.4.1.81
59773-1.1.3.40-Q,59773,1.1.3.40
59777-1.1.3.40-Q,59777,1.1.3.40
59817-2.3.1.26-Q,59817,2.3.1.26
59829-3.13.1.9-Q,59829,3.13.1.9
59833-2.7.1.171-Q,59833,2.7.1.171
59857-2.1.1.252-Q,59857,2.1.1.252
59957-4.8.1.5-Q,59957,4.8.1.5
59977-4.1.1.119-Q,59977,4.1.1.119
59981-3.6.1.69-Q,59981,3.6.1.69
59985-3.5.1.133-Q,59985,3.5.1.133
59989-1.3.1.120-Q,59989,1.3.1.120
59993-1.3.8.15-Q,59993,1.3.8.15
59997-1.3.8.15-Q,59997,1.3.8.15
60001-1.13.11.89-Q,60001,1.13.11.89
60033-3.6.1.69-Q,60033,3.6.1.69
60037-3.5.1.133-Q,60037,3.5.1.133
60041-3.5.1.133-Q,60041,3.5.1.133
60049-1.14.13.246-Q,60049,1.14.13.246
60069-1.14.13.246-Q,60069,1.14.13.246
60085-1.1.1.417-Q,60085,1.1.1.417
60089-1.1.1.417-Q,60089,1.1.1.417
60093-1.1.1.417-Q,60093,1.1.1.417
60097-1.1.1.417-Q,60097,1.1.1.417
60101-2.4.1.115-Q,60101,2.4.1.115
60105-1.3.8.15-Q,60105,1.3.8.15
60109-4.2.1.175-Q,60109,4.2.1.175
60113-4.2.1.175-Q,60113,4.2.1.175
60117-1.14.11.71-Q,60117,1.14.11.71
60121-2.1.1.363-Q,60121,2.1.1.363
60125-4.2.3.205-Q,60125,4.2.3.205
60157-7.5.2.11-Q,60157,7.5.2.11
60169-2.7.2.18-Q,60169,2.7.2.18
60189-1.14.11.65-Q,60189,1.14.11.65
60201-1.14.11.66-Q,60201,1.14.11.66
60209-1.14.11.67-Q,60209,1.14.11.67
60225-1.14.11.68-Q,60225,1.14.11.68
60237-1.14.11.69-Q,60237,1.14.11.69
60245-1.14.99.66-Q,60245,1.14.99.66
60261-2.1.1.354-Q,60261,2.1.1.354
60265-2.1.1.364-Q,60265,2.1.1.364
60277-2.1.1.355-Q,60277,2.1.1.355
60281-2.1.1.367-Q,60281,2.1.1.367
60289-2.1.1.366-Q,60289,2.1.1.366
60293-2.1.1.356-Q,60293,2.1.1.356
60297-2.1.1.369-Q,60297,2.1.1.369
60309-2.1.1.357-Q,60309,2.1.1.357
60325-2.1.1.359-Q,60325,2.1.1.359
60329-2.1.1.360-Q,60329,2.1.1.360
60345-2.1.1.361-Q,60345,2.1.1.361
60349-2.1.1.362-Q,60349,2.1.1.362
60361-1.3.8.17-Q,60361,1.3.8.17
60385-3.1.1.107-Q,60385,3.1.1.107
60389-3.1.1.109-Q,60389,3.1.1.109
60393-3.1.1.109-Q,60393,3.1.1.109
60397-3.1.1.109-Q,60397,3.1.1.109
60401-3.1.1.109-Q,60401,3.1.1.109
60405-3.1.1.109-Q,60405,3.1.1.109
60409-3.1.1.109-Q,60409,3.1.1.109
60413-3.1.1.107-Q,60413,3.1.1.107
60417-3.1.1.107-Q,60417,3.1.1.107
60421-3.1.1.107-Q,60421,3.1.1.107
60425-4.2.3.204-Q,60425,4.2.3.204
60429-3.5.1.134-Q,60429,3.5.1.134
60437-3.1.1.112-Q,60437,3.1.1.112
60441-3.1.1.114-Q,60441,3.1.1.114
60445-3.4.13.23-Q,60445,3.4.13.23
60449-3.4.17.25-Q,60449,3.4.17.25
60453-4.4.1.38-Q,60453,4.4.1.38
60577-2.1.1.253-Q,60577,2.1.1.253
60665-3.1.3.108-Q,60665,3.1.3.108
60945-2.1.1.398-Q,60945,2.1.1.398
61021-2.3.1.311-Q,61021,2.3.1.311
61157-2.7.1.237-Q,61157,2.7.1.237
61301-4.1.2.62-Q,61301,4.1.2.62
61341-4.1.1.94-Q,61341,4.1.1.94
61393-2.7.1.172-Q,61393,2.7.1.172
61397-2.7.1.172-Q,61397,2.7.1.172
61417-5.5.1.34-Q,61417,5.5.1.34
61421-5.5.1.35-Q,61421,5.5.1.35
61425-1.1.1.419-Q,61425,1.1.1.419
61429-1.1.1.419-Q,61429,1.1.1.419
61433-1.3.1.123-Q,61433,1.3.1.123
61437-3.6.1.53-Q,61437,3.6.1.53
61437-3.6.1.6-Q,61437,3.6.1.6
61473-2.3.1.291-Q,61473,2.3.1.291
61477-2.3.1.299-Q,61477,2.3.1.299
61481-2.3.1.297-Q,61481,2.3.1.297
61493-2.3.1.298-Q,61493,2.3.1.298
61501-2.4.1.115-Q,61501,2.4.1.115
61505-2.4.1.115-Q,61505,2.4.1.115
61509-2.4.1.115-Q,61509,2.4.1.115
61529-2.3.1.296-Q,61529,2.3.1.296
61577-1.3.1.120-Q,61577,1.3.1.120
61581-1.3.1.120-Q,61581,1.3.1.120
61589-2.7.1.230-Q,61589,2.7.1.230
61593-1.8.98.7-Q,61593,1.8.98.7
61613-1.14.11.70-Q,61613,1.14.11.70
61617-1.14.13.247-Q,61617,1.14.13.247
61637-6.2.1.58-Q,61637,6.2.1.58
61641-4.1.1.118-Q,61641,4.1.1.118
61649-6.2.1.61-Q,61649,6.2.1.61
61653-6.2.1.71-Q,61653,6.2.1.71
61657-2.7.1.216-Q,61657,2.7.1.216
61661-2.7.1.216-Q,61661,2.7.1.216
61665-2.7.1.216-Q,61665,2.7.1.216
61669-6.2.1.65-Q,61669,6.2.1.65
61681-6.2.1.69-Q,61681,6.2.1.69
61689-6.2.1.70-Q,61689,6.2.1.70
61697-6.2.1.66-Q,61697,6.2.1.66
61705-6.2.1.72-Q,61705,6.2.1.72
61717-7.5.2.9-Q,61717,7.5.2.9
61789-6.2.1.73-Q,61789,6.2.1.73
61801-6.2.1.67-Q,61801,6.2.1.67
61893-1.3.1.124-Q,61893,1.3.1.124
62017-2.4.2.63-Q,62017,2.4.2.63
62021-3.2.1.104-Q,62021,3.2.1.104
62085-2.7.1.147-Q,62085,2.7.1.147
62113-4.2.1.184-Q,62113,4.2.1.184
62169-3.5.1.136-Q,62169,3.5.1.136
62233-4.1.99.13-Q,62233,4.1.99.13
62237-4.1.99.13-Q,62237,4.1.99.13
62241-4.1.99.13-Q,62241,4.1.99.13
62245-4.1.99.13-Q,62245,4.1.99.13
62281-1.14.14.192-Q,62281,1.14.14.192
62357-3.6.1.58-Q,62357,3.6.1.58
62373-2.1.1.74-Q,62373,2.1.1.74
62377-3.7.1.26-Q,62377,3.7.1.26
62385-3.1.4.61-Q,62385,3.1.4.61
62393-1.1.1.425-Q,62393,1.1.1.425
62397-1.1.1.422-Q,62397,1.1.1.422
62401-1.1.1.423-Q,62401,1.1.1.423
62405-1.14.18.12-Q,62405,1.14.18.12
62409-2.1.1.365-Q,62409,2.1.1.365
62413-4.1.2.61-Q,62413,4.1.2.61
62417-4.1.2.61-Q,62417,4.1.2.61
62433-2.5.1.25-Q,62433,2.5.1.25
62437-4.2.1.176-Q,62437,4.2.1.176
62445-2.1.4.3-Q,62445,2.1.4.3
62453-6.2.1.68-Q,62453,6.2.1.68
62461-6.2.1.62-Q,62461,6.2.1.62
62493-6.2.1.63-Q,62493,6.2.1.63
62505-6.2.1.74-Q,62505,6.2.1.74
62557-4.1.1.83-Q,62557,4.1.1.83
62561-1.17.99.8-Q,62561,1.17.99.8
62565-1.17.99.8-Q,62565,1.17.99.8
62577-7.4.2.12-Q,62577,7.4.2.12
62581-7.4.2.12-Q,62581,7.4.2.12
62585-7.4.2.13-Q,62585,7.4.2.13
62593-1.3.1.122-Q,62593,1.3.1.122
62597-1.3.1.122-Q,62597,1.3.1.122
62621-1.11.1.24-Q,62621,1.11.1.24
62625-1.11.1.25-Q,62625,1.11.1.25
62629-1.11.1.26-Q,62629,1.11.1.26
62633-1.11.1.27-Q,62633,1.11.1.27
62637-1.11.1.28-Q,62637,1.11.1.28
62641-1.11.1.29-Q,62641,1.11.1.29
62933-3.5.1.135-Q,62933,3.5.1.135
62937-3.5.1.135-Q,62937,3.5.1.135
62941-3.5.1.135-Q,62941,3.5.1.135
63133-2.5.1.151-Q,63133,2.5.1.151
63137-2.5.1.151-Q,63137,2.5.1.151
63193-1.13.11.90-Q,63193,1.13.11.90
63297-2.5.1.157-Q,63297,2.5.1.157
63333-5.1.3.3-Q,63333,5.1.3.3
63337-5.1.3.3-Q,63337,5.1.3.3
63341-6.2.2.2-Q,63341,6.2.2.2
63345-6.2.2.2-Q,63345,6.2.2.2
63349-6.2.2.2-Q,63349,6.2.2.2
63349-6.2.2.3-Q,63349,6.2.2.3
63357-1.3.3.16-Q,63357,1.3.3.16
63361-1.3.3.16-Q,63361,1.3.3.16
63365-1.3.3.16-Q,63365,1.3.3.16
63377-1.14.14.177-Q,63377,1.14.14.177
63389-1.17.99.9-Q,63389,1.17.99.9
63405-1.14.14.172-Q,63405,1.14.14.172
63409-1.14.14.172-Q,63409,1.14.14.172
63421-2.7.7.104-Q,63421,2.7.7.104
63425-2.7.7.68-Q,63425,2.7.7.68
63429-2.7.1.232-Q,63429,2.7.1.232
63441-2.7.7.106-Q,63441,2.7.7.106
63445-2.7.8.28-Q,63445,2.7.8.28
63449-2.7.7.107-Q,63449,2.7.7.107
63453-2.7.8.28-Q,63453,2.7.8.28
63509-1.13.11.92-Q,63509,1.13.11.92
63513-1.14.13.44-Q,63513,1.14.13.44
63561-3.4.15.1-Q,63561,3.4.15.1
63641-2.3.1.313-Q,63641,2.3.1.313
63645-2.4.1.221-Q,63645,2.4.1.221
63661-2.6.1.121-Q,63661,2.6.1.121
63793-3.4.17.24-Q,63793,3.4.17.24
63797-3.4.17.24-Q,63797,3.4.17.24
63801-5.1.3.18-Q,63801,5.1.3.18
63805-5.1.3.18-Q,63805,5.1.3.18
63829-2.6.1.119-Q,63829,2.6.1.119
63833-2.3.2.35-Q,63833,2.3.2.35
63837-1.13.11.92-Q,63837,1.13.11.92
63853-1.13.11.92-Q,63853,1.13.11.92
63857-1.13.11.92-Q,63857,1.13.11.92
63861-1.13.11.92-Q,63861,1.13.11.92
63865-1.13.11.92-Q,63865,1.13.11.92
63869-1.13.11.92-Q,63869,1.13.11.92
63873-1.14.11.74-Q,63873,1.14.11.74
63877-1.14.11.75-Q,63877,1.14.11.75
63881-1.8.2.7-Q,63881,1.8.2.7
63885-1.11.2.6-Q,63885,1.11.2.6
63969-6.4.1.10-Q,63969,6.4.1.10
64057-1.1.1.422-Q,64057,1.1.1.422
64061-1.1.1.422-Q,64061,1.1.1.422
64065-1.1.1.423-Q,64065,1.1.1.423
64069-1.1.1.423-Q,64069,1.1.1.423
