Reaction ID,Prediction
57761,2.3.1
57762,2.3.1
57833,1.2.1
57834,1.2.1
57857,1.14.11
57858,1.14.11
57869,1.14.11
57870,1.14.11
57885,3.6.1
57886,7.2.2
57929,6.3.2
57930,6.3.2
57937,1.2.1
57938,1.2.1
57949,1.14.13
57950,1.14.13
57953,1.14.13
57954,1.14.13
57957,1.14.13
57958,1.14.13
57961,1.14.13
57962,1.14.13
57965,1.14.14
57966,1.14.14
57969,1.14.14
57970,1.14.14
57973,1.14.14
57974,1.14.14
57977,2.4.1
57978,2.4.1
57981,2.4.1
57982,2.4.1
57985,2.4.1
57986,2.4.1
57989,2.4.1
57990,2.4.1
57993,2.4.1
57994,2.4.1
57997,2.4.1
57998,2.4.1
58001,2.4.1
58002,2.4.1
58005,2.4.1
58006,2.4.1
58009,2.4.1
58009,2.4.1
58010,2.4.1
58010,2.4.1
58025,2.4.1
58026,2.4.1
58029,2.3.1
58030,2.3.1
58045,2.3.1
58046,2.3.1
58049,2.3.1
58050,2.3.1
58053,2.3.1
58054,2.3.1
58069,1.13.11
58070,1.13.11
58117,2.4.1
58118,2.4.1
58121,2.7.7
58122,2.7.7
58125,1.14.14
58126,1.14.14
58145,6.3.1
58146,6.3.4
58149,3.1.1
58150,3.1.1
58161,4.2.3
58162,4.2.3
58165,4.2.3
58166,4.2.3
58169,4.2.3
58170,4.2.3
58173,4.2.3
58174,4.2.3
58177,2.5.1
58178,2.5.1
58185,2.5.1
58186,2.5.1
58189,2.5.1
58190,2.5.1
58193,2.5.1
58194,2.5.1
58201,2.6.1
58202,2.6.1
58413,1.14.15
58414,1.2.7
58457,3.2.1
58458,3.2.1
58493,6.3.5
58494,7.6.2
58521,1.14.14
58522,1.14.14
58561,1.3.1
58562,1.3.1
58565,1.1.1
58566,1.5.1
58569,2.3.1
58570,2.3.1
58573,1.3.3
58574,1.1.3
58577,1.3.1
58578,1.3.1
58665,1.1.5
58666,1.1.5
58697,1.14.13
58698,1.14.13
58713,1.14.13
58714,1.14.13
58813,6.3.2
58814,6.3.2
58817,6.3.2
58818,6.3.2
58821,4.1.1
58822,4.1.1
58825,1.14.15
58826,1.14.15
58833,1.14.18
58834,1.14.18
58869,1.14.99
58870,1.14.19
58885,1.14.99
58886,1.14.99
58889,1.14.99
58890,1.14.99
58893,2.8.2
58894,2.8.2
58897,6.2.1
58898,6.2.1
58901,3.5.3
58902,3.5.3
58905,2.3.1
58906,2.3.1
58909,2.3.1
58910,2.3.1
58913,6.3.5
58914,6.3.5
58921,4.2.1
58922,4.2.1
58925,3.3.2
58926,4.2.1
58929,4.2.1
58930,4.2.1
58933,2.3.1
58934,2.3.1
58945,2.3.1
58946,2.3.1
58953,2.4.1
58954,2.4.1
59013,2.1.1
59014,2.1.1
59017,1.3.1
59018,1.3.1
59045,2.4.1
59046,2.4.1
59049,4.1.1
59050,4.1.1
59053,4.1.1
59054,4.1.1
59057,1.8.1
59058,1.8.1
59065,2.1.1
59066,2.1.1
59069,2.1.1
59070,2.1.1
59073,2.1.1
59074,2.1.1
59077,2.4.1
59078,2.4.1
59089,2.5.1
59090,2.5.1
59097,2.4.1
59098,2.4.1
59101,2.4.1
59102,2.4.1
59113,2.7.1
59114,2.7.1
59121,4.1.1
59122,4.1.1
59125,6.3.2
59126,6.3.2
59129,6.3.2
59130,6.3.2
59133,6.3.2
59134,6.3.2
59137,6.3.2
59138,6.3.2
59141,6.3.2
59142,6.3.2
59149,6.2.1
59150,6.2.1
59153,6.2.1
59154,6.2.1
59157,6.2.1
59158,6.2.1
59161,6.2.1
59162,6.2.1
59165,6.2.1
59166,6.2.1
59169,6.2.1
59170,6.2.1
59177,2.7.1
59178,2.7.1
59181,3.6.1
59182,3.6.1
59185,3.1.1
59186,3.5.1
59189,5.1.1
59190,5.1.1
59217,4.1.1
59218,4.1.1
59221,3.7.1
59222,3.7.1
59225,4.2.3
59226,4.2.3
59229,5.3.1
59230,5.3.1
59233,4.2.3
59234,4.2.3
59237,4.2.3
59238,4.2.3
59241,2.3.2
59242,2.3.2
59245,3.1.1
59246,3.1.1
59249,2.8.3
59250,2.3.1
59253,2.3.1
59254,2.3.1
59313,1.1.3
59314,1.1.3
59317,1.1.3
59318,1.1.3
59329,3.1.1
59330,3.1.1
59345,1.1.3
59346,1.1.3
59353,1.1.3
59354,1.1.3
59361,3.5.1
59361,3.5.1
59362,3.5.1
59362,3.5.1
59377,5.4.99
59378,5.5.1
59381,1.3.1
59382,1.5.1
59413,3.5.1
59414,3.5.1
59469,3.5.1
59470,3.5.1
59485,1.7.2
59486,1.7.2
59501,3.6.1
59502,3.6.1
59541,4.1.1
59542,4.1.1
59569,6.3.2
59570,6.3.2
59573,3.5.1
59573,3.5.1
59574,3.5.1
59574,3.5.1
59577,3.5.1
59577,3.5.1
59578,3.5.1
59578,3.5.1
59585,6.3.2
59586,6.3.2
59589,6.3.2
59590,6.3.1
59593,6.3.2
59594,6.3.2
59609,3.5.1
59610,3.5.1
59613,3.5.1
59614,3.5.1
59617,3.5.3
59618,3.5.3
59621,3.5.1
59622,3.5.1
59625,3.5.1
59626,3.5.1
59629,3.5.3
59630,3.5.3
59757,2.1.1
59758,2.1.1
59761,2.4.1
59762,2.4.1
59773,1.1.3
59774,1.1.3
59777,1.1.3
59778,1.1.3
59817,2.3.1
59818,2.3.1
59829,3.2.2
59830,1.11.1
59833,2.7.1
59834,2.7.1
59857,2.1.1
59858,2.1.1
59957,4.4.1
59958,4.4.1
59977,4.1.1
59978,4.1.1
59981,3.6.1
59982,3.6.1
59985,3.5.1
59986,3.5.1
59989,1.1.1
59990,1.3.1
59993,1.3.8
59994,2.3.1
59997,1.3.8
59998,1.3.8
60001,1.13.11
60002,1.13.11
60033,3.6.5
60034,3.6.5
60037,3.5.1
60038,3.5.1
60041,3.5.1
60042,3.5.1
60049,1.14.13
60050,1.14.13
60069,1.14.13
60070,1.14.13
60085,1.1.1
60086,1.1.1
60089,1.1.1
60090,1.1.1
60093,1.1.1
60094,1.1.1
60097,1.1.1
60098,1.1.1
60101,2.4.1
60102,2.4.1
60105,2.3.1
60106,2.3.1
60109,4.2.1
60110,4.2.1
60113,4.2.1
60114,4.2.1
60117,1.14.11
60118,1.14.11
60121,2.1.1
60122,2.1.1
60125,4.2.3
60126,4.2.3
60157,7.5.2
60158,3.6.1
60169,2.7.2
60170,2.7.2
60189,1.14.11
60190,1.14.11
60201,1.14.11
60202,1.14.11
60209,1.14.11
60210,1.14.11
60225,1.14.11
60226,1.14.11
60237,1.14.11
60238,1.14.11
60245,1.5.99
60246,1.14.18
60261,2.1.1
60262,2.1.1
60265,2.1.1
60266,2.1.1
60277,2.1.1
60278,2.1.1
60281,2.1.1
60282,2.1.1
60289,2.1.1
60290,2.1.1
60293,2.1.1
60294,2.1.1
60297,2.1.1
60298,2.1.1
60309,2.1.1
60310,2.1.1
60325,2.1.1
60326,2.1.1
60329,2.1.1
60330,2.1.1
60345,2.1.1
60346,2.1.1
60349,2.1.1
60350,2.1.1
60361,1.14.14
60362,2.7.1
60385,4.2.1
60386,4.2.1
60389,3.1.1
60390,3.2.1
60393,4.2.1
60394,4.2.1
60397,3.2.1
60398,3.2.1
60401,3.2.1
60402,3.1.1
60405,3.1.1
60406,3.1.1
60409,3.2.1
60410,3.2.1
60413,3.2.1
60414,3.2.1
60417,3.2.1
60418,3.2.1
60421,3.2.1
60422,3.2.1
60425,4.2.3
60426,4.2.3
60429,3.5.1
60430,3.5.1
60437,3.1.1
60438,3.1.1
60441,3.1.1
60442,3.1.1
60445,3.5.1
60446,3.5.1
60449,3.5.1
60450,3.5.1
60453,4.4.1
60454,4.4.1
60577,2.1.1
60578,2.1.1
60665,1.6.3
60666,1.7.1
60945,2.1.1
60946,2.1.1
61021,2.3.1
61022,2.3.1
61157,6.2.1
61158,2.3.1
61301,4.1.2
61302,4.1.2
61341,4.1.1
61342,4.1.1
61393,2.7.1
61394,2.7.1
61397,2.7.1
61398,2.7.1
61417,5.3.3
61418,5.5.1
61421,5.3.3
61422,5.2.1
61425,1.1.1
61426,1.1.1
61429,1.1.1
61430,1.1.1
61433,1.1.1
61434,1.1.1
61437,3.6.1
61438,3.6.1
61473,2.3.1
61474,2.3.1
61477,2.3.1
61478,2.3.1
61481,2.3.1
61482,2.3.1
61493,2.3.1
61494,2.3.1
61501,2.4.1
61502,2.4.1
61505,2.4.1
61506,2.4.1
61509,2.4.1
61510,2.4.1
61529,2.3.1
61530,2.3.1
61577,1.2.1
61578,1.3.1
61581,1.3.1
61582,1.3.1
61589,2.7.1
61590,2.7.1
61593,2.8.4
61594,2.5.1
61613,1.14.11
61614,1.14.11
61617,1.14.13
61618,1.14.13
61637,6.2.1
61638,6.2.1
61641,4.1.1
61642,4.1.1
61649,6.2.1
61650,6.2.1
61653,6.2.1
61654,6.2.1
61657,2.7.1
61658,2.7.1
61661,2.7.1
61662,2.7.1
61665,2.7.1
61666,2.7.1
61669,6.2.1
61670,6.2.1
61681,6.2.1
61682,6.2.1
61689,6.2.1
61690,6.2.1
61697,6.2.1
61698,6.2.1
61705,6.2.1
61706,6.2.1
61717,7.5.2
61718,7.5.2
61789,6.2.1
61790,6.2.1
61801,6.2.1
61802,6.2.1
61893,1.3.1
61894,1.3.1
62017,2.4.2
62018,2.4.2
62021,3.2.1
62022,3.2.1
62085,2.7.1
62086,2.7.1
62169,3.5.1
62170,3.5.1
62233,5.1.1
62234,5.4.99
62237,3.6.1
62238,3.6.1
62241,5.1.1
62242,5.4.99
62245,5.1.1
62246,5.4.99
62357,3.6.1
62358,3.6.5
62373,2.1.1
62374,2.1.1
62377,3.1.1
62378,3.7.1
62385,3.1.4
62386,3.6.1
62393,1.1.1
62394,1.1.1
62397,1.1.1
62398,1.1.1
62401,1.1.1
62402,1.1.1
62405,1.13.12
62406,1.13.12
62409,2.1.1
62410,2.1.1
62413,4.1.2
62414,2.3.1
62417,4.1.2
62418,2.5.1
62433,2.5.1
62434,2.5.1
62437,4.2.1
62438,4.2.1
62445,2.3.2
62446,2.3.2
62453,6.2.1
62454,6.2.1
62461,6.2.1
62462,6.2.1
62493,6.2.1
62494,6.2.1
62505,6.2.1
62506,6.2.1
62557,4.1.1
62558,4.1.1
62561,1.3.99
62562,1.3.99
62565,1.3.99
62566,1.3.99
62577,2.8.1
62578,2.8.1
62581,2.8.1
62582,2.8.1
62585,6.3.4
62586,6.3.4
62593,1.1.1
62594,1.1.1
62597,1.1.1
62598,1.1.1
62621,1.8.4
62622,1.17.4
62625,1.17.4
62626,1.11.1
62629,1.7.1
62630,1.7.1
62633,1.8.4
62634,1.8.4
62637,1.11.1
62638,1.11.1
62641,1.17.4
62642,1.11.1
62933,3.5.1
62934,3.5.1
62937,3.5.1
62938,3.1.1
62941,3.5.1
62942,3.5.1
63133,2.1.1
63134,2.1.1
63137,2.1.1
63138,2.1.1
63193,1.13.11
63194,1.13.11
63297,2.5.1
63298,2.5.1
63333,5.3.1
63334,5.3.1
63337,5.3.1
63338,5.3.1
63341,7.3.2
63342,2.7.10
63345,2.7.12
63346,2.7.9
63349,7.3.2
63349,7.3.2
63350,6.3.1
63350,6.3.1
63357,1.10.3
63358,1.10.3
63361,1.1.3
63362,1.1.3
63365,1.1.3
63366,1.1.3
63377,1.14.14
63378,1.14.14
63389,1.3.99
63390,1.3.99
63405,1.14.14
63406,1.14.14
63409,1.14.14
63410,1.14.14
63421,2.7.7
63422,2.7.7
63425,2.7.7
63426,2.7.7
63429,3.2.2
63430,3.6.1
63441,2.7.7
63442,2.7.7
63445,2.7.8
63446,2.7.8
63449,2.7.7
63450,2.7.7
63453,2.4.2
63454,2.7.1
63509,1.13.11
63510,1.13.11
63513,1.14.13
63514,1.14.13
63561,2.1.2
63562,2.1.2
63641,1.14.19
63642,1.11.1
63645,2.7.8
63646,2.7.8
63661,4.1.1
63662,4.1.1
63793,3.5.3
63794,3.5.3
63797,3.5.3
63798,3.5.1
63801,5.1.3
63802,5.1.3
63805,5.1.3
63806,5.1.3
63829,2.6.1
63830,2.6.1
63833,2.3.1
63834,2.3.1
63837,1.13.11
63838,1.13.11
63853,1.13.11
63854,1.13.11
63857,1.13.11
63858,1.13.11
63861,1.13.11
63862,1.13.11
63865,1.13.11
63866,1.13.11
63869,1.13.11
63870,1.13.11
63873,1.14.11
63874,1.14.11
63877,1.14.11
63878,1.14.11
63881,1.8.2
63882,1.8.2
63885,1.11.1
63886,1.11.2
64057,1.1.1
64058,1.1.1
64061,1.1.1
64062,1.1.1
64065,1.1.1
64066,1.1.1
64069,1.1.1
64070,1.1.1
64149,2.4.3
64150,2.4.3
64153,2.4.3
64154,2.4.3
64161,7.3.2
64162,7.3.2
64417,1.1.1
64418,1.1.1
64445,2.1.1
64446,2.1.1
64449,2.1.1
64450,2.1.1
64453,2.1.1
64454,2.1.1
64457,2.1.1
64458,2.1.1
64473,2.1.1
64474,2.1.1
64517,1.8.1
64518,1.1.1
64533,1.14.18
64534,1.14.18
64537,2.7.8
64538,2.7.8
64541,2.7.8
64542,2.4.1
64597,2.4.1
64598,2.4.1
64649,1.2.1
64650,1.2.1
64653,1.2.1
64654,1.2.1
64657,1.2.1
64658,1.2.1
64661,6.2.1
64662,6.2.1
64793,1.4.1
64794,1.4.1
64801,1.4.1
64802,1.4.1
64857,4.2.3
64858,4.2.3
64865,4.1.1
64866,4.1.1
64877,3.6.1
64878,3.6.1
64881,3.6.1
64882,3.6.1
64913,3.6.1
64914,3.6.1
64989,3.6.1
64990,3.1.2
65021,2.3.3
65022,2.3.1
65029,1.11.1
65030,1.11.1
65033,1.3.5
65034,1.3.5
65153,2.4.1
65154,2.4.1
65221,1.3.1
65222,1.3.1
65245,2.4.1
65246,2.4.1
65293,6.4.1
65294,6.3.5
65309,2.3.1
65310,2.3.1
65313,2.3.1
65314,2.3.1
65377,2.3.1
65378,2.1.1
65385,3.6.1
65386,3.6.1
65389,3.6.1
65390,3.6.1
65437,2.7.8
65438,2.7.8
65493,2.3.2
65494,2.3.1
65501,4.1.99
65502,1.21.98
65505,3.5.1
65506,3.5.1
65509,1.4.3
65510,1.4.3
65561,2.6.1
65562,2.6.1
65617,1.3.99
65618,1.3.99
65657,1.3.99
65658,1.3.99
65661,1.3.99
65662,1.3.99
65693,3.5.1
65694,2.3.1
65701,1.14.14
65702,1.14.14
65705,2.4.1
65706,2.4.1
65709,2.4.1
65710,2.4.1
65713,2.4.1
65714,2.4.1
65717,1.14.11
65718,1.14.11
65721,1.14.11
65722,1.14.11
65725,1.14.11
65726,1.14.11
65729,1.14.11
65730,1.14.11
65733,1.14.11
65734,1.14.11
65737,1.14.11
65738,1.14.11
65741,1.14.11
65742,1.14.11
65745,1.14.11
65746,1.14.11
65749,1.14.11
65750,1.14.11
65753,1.14.11
65754,1.14.11
65761,1.14.14
65762,1.14.14
65769,1.14.15
65770,1.14.15
65809,1.14.15
65810,1.14.15
65813,1.14.99
65814,1.14.99
65817,7.2.2
65818,7.2.2
65829,4.2.3
65830,4.2.3
65833,7.2.2
65834,7.2.2
65837,7.2.2
65838,7.2.2
65849,1.3.99
65850,1.3.99
65861,1.3.99
65862,1.3.99
65865,1.3.99
65866,1.3.99
65885,2.6.1
65886,2.6.1
65897,3.5.1
65898,2.6.1
65901,2.6.1
65902,2.6.1
65925,2.1.1
65926,2.1.1
65929,2.1.1
65930,2.1.1
65933,2.1.1
65934,2.1.1
65937,5.3.1
65938,5.3.1
65997,2.1.1
65998,2.1.1
66001,2.1.1
66002,2.1.1
66005,2.1.1
66006,2.1.1
66029,2.1.1
66030,2.1.1
66033,2.4.1
66034,2.4.1
66373,3.1.3
66374,3.1.3
66537,1.3.99
66538,1.3.99
66541,1.3.99
66542,1.3.99
66585,1.3.99
66586,1.3.99
66593,2.4.2
66594,2.4.2
66717,2.4.2
66718,2.2.1
66821,7.2.2
66822,7.2.2
66825,2.5.1
66826,2.5.1
66829,2.5.1
66830,2.4.2
66921,2.2.1
66922,2.5.1
66933,2.3.1
66934,2.3.1
66937,2.3.1
66938,2.3.1
66949,2.3.1
66950,2.4.1
66953,2.4.1
66954,2.4.1
66957,2.4.1
66958,2.4.1
66961,2.4.1
66962,2.4.1
66965,2.4.1
66966,2.4.1
66969,2.4.1
66970,2.4.1
66973,2.4.1
66974,2.4.1
66977,2.4.1
66978,2.4.1
67001,2.3.1
67002,2.3.1
67005,3.6.1
67006,3.6.1
67009,2.1.1
67010,2.1.1
67013,2.7.7
67014,2.7.7
67021,2.1.1
67022,2.7.1
67025,2.1.1
67026,2.7.1
67241,3.1.1
67242,3.1.1
67445,2.3.1
67446,2.3.1
67453,3.1.1
67454,3.1.4
67485,3.6.1
67486,3.6.1
67629,6.3.2
67630,6.3.2
67657,1.16.1
67658,1.16.1
67773,3.1.3
67774,3.1.3
67777,3.1.3
67778,3.1.3
67813,2.3.1
67814,2.3.1
67817,3.5.1
67818,3.5.1
67825,3.6.1
67826,3.1.4
67829,2.4.1
67830,2.4.1
67841,2.7.1
67842,2.7.1
67845,2.4.3
67846,2.4.3
67909,3.1.6
67910,3.1.6
67977,5.5.1
67978,5.5.1
68013,1.1.3
68014,1.1.3
68029,1.7.3
68030,1.7.3
68049,2.1.1
68050,2.1.1
68053,3.1.4
68054,3.6.1
68077,2.7.7
68078,2.7.7
68081,6.3.4
68082,6.3.4
68101,1.1.1
68102,1.1.1
68109,1.1.1
68110,1.1.1
68129,2.3.1
68130,2.3.1
68181,3.1.2
68182,3.1.2
68185,3.1.2
68186,3.1.2
68329,2.5.1
68330,3.1.3
68357,3.5.1
68358,3.5.3
68417,4.2.1
68418,4.2.1
68421,4.2.1
68422,4.2.1
68461,2.8.2
68462,2.8.2
68465,3.1.6
68466,3.1.6
68553,1.1.1
68554,1.1.1
68557,1.1.1
68558,1.1.1
68561,1.4.1
68562,1.5.1
68569,4.2.1
68570,4.2.1
68589,2.1.2
68590,2.1.2
68601,4.2.1
68602,4.2.1
68605,4.4.1
68606,4.4.1
68625,4.4.1
68626,4.4.1
68629,4.4.1
68630,4.4.1
68633,1.18.1
68634,1.18.1
68809,3.2.1
68810,3.2.1
68825,4.2.3
68826,4.2.3
68993,1.14.13
68994,1.14.13
69001,2.1.1
69002,2.1.1
69005,6.3.5
69006,6.3.5
69009,1.14.13
69010,1.14.13
69045,1.13.11
69046,1.13.11
69053,1.14.13
69054,1.14.13
69185,2.5.1
69186,2.5.1
69193,6.3.2
69194,6.3.2
69197,6.3.2
69198,6.3.2
69201,6.3.2
69202,6.3.2
69205,6.3.2
69206,6.3.2
69229,4.4.1
69230,4.4.1
69253,4.4.1
69254,4.4.1
69313,4.4.1
69314,4.4.1
69317,4.4.1
69318,4.4.1
69337,5.4.4
69338,5.4.4
69341,5.4.4
69342,5.4.4
69345,5.4.4
69346,5.4.4
69349,4.4.1
69350,4.4.1
69365,2.3.1
69366,2.3.1
69385,2.5.1
69386,2.5.1
69389,2.1.3
69390,2.1.3
69393,2.4.3
69394,2.4.3
69397,2.3.1
69398,2.3.1
69401,2.3.1
69402,2.3.1
69433,1.8.4
69434,1.8.4
69461,2.8.1
69462,1.8.4
69465,1.8.4
69466,1.8.4
69469,2.6.1
69470,2.6.1
69473,2.3.1
69474,2.3.1
69477,2.3.1
69478,2.3.1
69481,2.4.1
69482,2.4.1
69485,1.1.3
69486,1.1.3
69513,1.1.3
69514,1.1.3
69529,2.6.1
69530,2.6.1
69537,2.7.1
69538,2.7.1
69604,4.6.1
69605,4.6.1
69608,2.3.1
69609,2.3.1
69612,3.2.1
69613,3.2.1
69716,6.2.1
69717,6.2.1
69736,2.8.3
69737,2.8.3
69740,2.8.3
69741,2.8.3
69744,2.8.3
69745,2.8.3
69748,2.8.3
69749,2.8.3
69752,1.13.12
69753,1.13.12
69756,1.3.3
69757,1.14.13
69792,2.3.2
69793,3.6.1
69796,3.1.1
69797,3.1.1
69800,3.5.1
69801,2.5.1
69820,1.14.13
69821,1.14.13
69924,1.14.14
69925,1.14.14
69972,1.14.14
69973,1.14.14
69984,1.14.14
69985,1.14.14
70016,1.14.14
70017,1.14.14
70020,1.14.14
70021,1.14.14
70032,1.14.14
70033,1.14.14
70036,1.14.14
70037,1.14.14
70040,1.14.14
70041,1.14.14
70044,1.14.14
70045,1.14.14
70060,1.14.14
70061,1.14.14
70064,1.14.14
70065,1.14.14
70068,1.14.14
70069,1.14.14
70176,2.4.1
70177,2.4.1
70184,3.2.1
70185,2.4.1
70188,3.2.1
70189,3.2.1
70192,2.7.1
70193,2.7.1
70196,2.7.1
70197,2.7.1
70228,4.2.1
70229,4.2.1
70232,1.2.1
70233,1.3.1
70328,1.3.1
70329,1.8.1
70364,3.5.2
70365,3.5.2
