Reaction ID,Prediction
35968,1.14.14
38197,1.14.14
41469,1.14.14
49074,1.14.14
52481,1.14.14
54029,1.14.14
55025,1.14.14
55449,1.14.14
55450,1.14.14
56597,1.14.14
57561,1.14.14
57562,1.14.14
57585,1.14.14
57586,1.14.14
80932,1.14.14
80933,1.14.14
80940,1.14.14
80941,1.14.14
24525,1.14.15
24526,1.14.15
32441,1.14.15
40300,1.14.15
40301,1.14.15
56681,1.14.15
56682,1.14.15
21717,1.14.99
21718,1.13.12
41533,1.14.16
23642,1.10.3
30356,1.14.99
30357,1.14.99
46361,1.14.19
46362,1.14.19
46365,1.14.19
46366,1.14.19
46513,1.14.19
46514,1.14.19
46521,1.14.19
46522,1.14.19
55809,1.14.19
55810,1.14.99
62405,1.13.12
62406,1.13.12
64533,1.14.99
64534,1.14.99
20586,1.14.14
26495,1.14.14
26496,1.14.14
49085,1.14.19
52777,1.14.14
52778,1.14.14
55897,1.14.14
55898,1.14.14
55901,1.14.14
55902,1.14.14
55905,1.14.14
55906,1.14.14
56349,1.14.13
56369,1.14.13
56370,1.14.19
56529,1.14.14
56530,1.14.14
58521,1.14.14
20749,1.14.11
54433,1.14.20
82112,1.14.11
15866,1.14.99
15867,1.14.99
16974,1.14.99
16975,1.14.99
19559,1.14.99
52237,1.14.99
13842,1.18.1
13843,1.18.1
15062,1.18.1
15062,1.18.1
15063,1.18.1
15063,1.18.1
23857,1.6.2
23858,1.6.2
28796,1.6.2
28796,1.6.2
28797,1.6.2
28797,1.6.2
24672,1.7.1
15190,2.6.1
15191,2.6.1
27418,1.1.2
27419,1.1.2
79152,1.1.3
28032,1.17.4
29068,4.1.1
31752,1.3.7
31753,1.3.7
53545,1.3.7
65029,1.11.1
27291,4.1.1
27292,4.1.1
32161,1.17.99
65861,1.17.99
66541,1.17.99
66542,1.17.99
76992,1.18.1
76996,1.18.1
77000,1.18.1
50757,1.5.1
15646,2.8.2
10621,1.2.1
16419,1.2.1
24884,1.2.1
24945,1.2.1
31157,1.2.1
64649,1.2.1
64653,1.2.1
64657,1.2.1
23725,1.1.3
23726,1.3.3
12189,2.6.1
13458,1.17.4
19190,4.1.1
13882,1.1.5
48881,3.7.1
19842,1.2.7
19843,1.2.7
15970,1.11.1
15971,1.11.1
22017,1.11.1
22018,1.11.1
43849,1.11.1
43850,1.11.1
54038,1.11.1
32481,1.7.1
22430,1.14.99
23565,1.14.19
11849,2.8.1
11850,2.8.1
12233,2.8.1
12234,2.8.1
12738,2.5.1
12739,2.8.1
12826,2.8.1
12827,2.8.1
33085,1.21.98
56837,1.21.98
18898,1.97.1
18899,1.1.2
19746,1.97.1
19747,1.1.2
34428,1.1.1
32372,3.2.1
11913,1.1.1
11914,1.1.1
11917,1.1.1
11918,1.1.1
12758,1.5.1
21890,1.1.1
22250,1.1.1
24557,1.3.1
36732,1.5.1
39113,1.3.1
39117,1.3.1
53338,1.3.1
53342,1.3.1
53346,1.3.1
53350,1.3.1
53354,1.3.1
53358,1.3.1
53362,1.3.1
53366,1.3.1
53370,1.3.1
53374,1.3.1
53378,1.3.1
53382,1.3.1
53946,1.3.1
55145,1.1.1
55146,1.3.1
55149,1.1.1
55150,1.1.1
59990,1.3.1
61582,1.3.1
77904,1.1.2
77905,1.1.2
18258,4.2.1
18259,1.14.13
25578,1.3.3
35533,1.3.3
43438,1.14.99
63358,1.3.3
65034,1.3.5
16379,1.3.7
22094,1.3.7
25361,1.3.7
20877,1.3.8
25373,1.14.14
56517,3.1.1
56518,3.1.1
56521,1.21.98
56522,1.21.98
13806,1.3.99
22525,1.3.99
24173,1.3.99
47421,1.3.99
47422,1.3.99
52613,1.3.8
52614,1.3.8
55657,1.3.99
27759,1.4.1
73657,1.3.99
27303,1.10.3
27304,1.10.3
49025,1.3.3
49026,1.3.3
24305,4.1.1
12129,1.2.7
14107,1.5.1
14111,1.5.1
17866,1.5.1
17870,1.5.1
19818,1.5.1
19818,1.5.1
19822,1.5.1
19822,1.5.1
20319,1.5.1
20319,1.5.1
20319,1.5.1
20323,1.5.1
20323,1.5.1
22814,1.5.1
22894,1.5.1
34056,1.5.1
41406,1.5.1
80904,1.1.1
80912,1.1.1
11993,1.5.3
10721,1.17.4
23785,1.1.5
52513,1.1.5
74156,1.3.7
74168,1.3.7
19778,1.3.99
27308,1.1.99
47001,1.18.1
24042,1.5.1
37796,1.14.13
37800,1.14.13
37800,1.14.13
47745,1.1.1
19790,1.7.1
21369,1.17.3
56145,3.4.13
18042,1.2.7
21829,1.2.7
21830,1.2.7
14882,1.8.1
15046,1.8.1
33060,1.8.1
11465,1.17.4
11466,2.8.1
11725,2.8.1
11726,2.8.1
12614,2.8.1
12615,1.17.4
13127,2.3.1
14143,2.1.1
14218,1.11.1
14219,1.11.1
18806,1.17.4
18807,1.17.4
19994,1.11.1
19994,1.11.1
19995,1.11.1
19995,1.11.1
20733,1.17.4
20734,1.17.4
21065,1.17.4
21066,1.17.4
21261,1.11.1
21262,1.11.1
21978,1.17.4
24165,1.11.1
24166,1.11.1
20929,1.17.4
20930,1.17.4
24425,2.8.1
50737,1.8.2
55157,2.8.1
78840,2.8.1
78841,2.8.1
18087,2.5.1
24241,2.8.2
80644,1.2.7
12113,2.1.1
12114,2.1.1
12763,2.1.1
15574,2.1.1
15575,2.1.1
17322,2.1.1
17323,2.1.1
19570,2.1.1
19571,2.1.1
31540,2.1.1
31541,2.1.1
31640,2.1.1
31641,2.1.1
31644,2.1.1
31645,2.1.1
34436,2.1.1
34437,2.1.1
36132,2.1.1
36133,2.1.1
36636,2.1.1
36637,2.1.1
36904,2.1.1
36905,2.1.1
37904,2.1.1
37905,2.1.1
42753,2.1.1
42754,2.1.1
44742,2.1.1
45101,2.1.1
45102,2.1.1
45105,2.1.1
45106,2.1.1
45206,3.1.1
45209,2.8.1
46697,2.1.1
46698,2.1.1
46713,2.1.1
46714,2.1.1
46717,2.1.1
46718,2.1.1
51561,2.1.1
51562,2.1.1
52265,2.1.1
52266,2.1.1
54309,2.1.1
54310,2.1.1
55293,2.1.1
55294,2.1.1
55569,2.1.1
55570,2.1.1
56582,2.1.1
62410,2.1.1
80936,2.1.1
80937,2.1.1
80944,2.1.1
80945,2.1.1
24381,2.1.1
24382,2.1.1
23029,2.3.1
23030,2.3.1
54729,2.3.1
54730,2.3.1
82240,2.1.4
82241,2.6.1
35048,2.7.7
25595,4.1.1
12026,2.3.1
12627,2.3.1
13926,2.3.1
17818,2.3.1
17819,2.3.1
20086,2.3.1
20087,2.3.1
21846,2.3.1
22666,2.3.1
23526,2.3.1
23861,2.3.1
23862,2.3.1
24497,2.3.1
24498,2.3.1
27852,2.3.1
32096,2.3.1
32097,2.3.1
33588,2.3.1
33589,2.3.1
34156,2.3.1
34157,2.3.1
34160,2.3.1
34161,2.3.1
34176,2.3.1
34444,2.3.1
34445,2.3.1
34532,2.3.1
34533,2.3.1
35116,2.3.1
35121,2.3.1
36664,2.3.1
43065,2.3.1
43066,2.3.1
44745,2.3.1
46865,2.3.1
46866,2.3.1
46869,2.3.1
46870,2.3.1
53837,2.3.2
53838,2.3.1
58945,2.3.1
67813,2.3.1
69473,2.3.2
69474,2.3.2
74276,2.3.1
74277,2.3.1
74280,2.3.1
74281,2.3.1
84096,4.1.2
23653,2.3.2
43634,2.3.2
46450,2.3.2
50942,2.3.2
10189,2.3.1
10190,2.3.3
10366,2.3.1
10502,2.3.3
12931,2.3.3
14459,2.3.3
16607,2.3.1
19187,2.3.3
23782,2.3.1
55982,2.3.3
10090,2.4.1
11457,2.4.1
11925,2.4.1
14606,2.7.7
16242,2.4.1
16259,2.4.1
16922,2.4.1
18890,2.4.1
19530,2.4.1
19947,2.4.1
20094,2.4.1
20777,2.4.1
20866,2.4.1
20873,2.4.1
20874,2.4.1
21150,2.4.1
22173,2.4.1
22174,2.4.1
22254,2.4.1
23273,2.4.1
23314,2.4.1
23514,2.4.1
24049,2.4.1
24050,2.4.1
24445,2.4.1
25409,2.4.1
25672,2.4.1
26040,2.4.1
26041,2.4.1
28260,2.4.1
30901,2.4.1
31468,2.4.1
32356,2.4.1
32357,2.4.1
33952,2.4.1
35421,2.4.1
35425,2.4.1
35429,2.4.1
35632,2.4.1
38864,2.4.1
38865,2.4.1
39892,2.4.1
47417,2.4.1
49390,2.4.1
53881,2.4.1
55081,2.4.1
55093,2.4.1
55094,2.4.1
56221,2.4.1
56225,2.4.1
57985,2.4.1
58005,2.4.1
59077,2.4.1
60101,2.4.1
61501,2.4.1
61505,2.4.1
61509,2.4.1
65153,2.4.1
65245,2.4.1
69481,2.4.1
81365,2.4.1
81949,2.4.1
10802,2.4.2
11854,2.4.2
14723,2.4.2
15119,2.7.1
16611,2.7.7
18475,2.7.7
22246,2.4.2
24106,2.4.2
24871,2.7.7
27640,2.4.2
27644,2.4.2
27648,2.4.2
27744,2.4.2
30645,2.4.2
35372,2.4.2
36977,2.4.2
11666,2.4.3
18022,2.4.3
52106,2.4.3
28155,2.4.99
28160,2.4.3
28539,2.4.99
73824,2.4.99
73829,2.4.99
74072,2.4.99
74097,2.7.1
74101,2.4.99
11497,2.5.1
14010,2.5.1
17350,2.5.1
17450,2.5.1
17451,2.5.1
17710,2.5.1
20773,2.4.1
22673,2.5.1
27783,2.5.1
27855,2.5.1
27856,2.5.1
33077,2.5.1
33840,2.5.1
33841,2.5.1
34128,2.5.1
34129,2.5.1
36356,2.5.1
36357,2.5.1
37056,2.5.1
37057,2.5.1
37976,2.5.1
37996,2.5.1
38004,2.5.1
38005,2.5.1
41008,2.5.1
41009,2.5.1
41585,2.5.1
41586,2.5.1
44557,2.5.1
44561,2.5.1
44565,2.5.1
47741,2.5.1
47742,2.5.1
47842,2.5.1
49229,2.5.1
49230,2.5.1
51221,1.21.4
51222,1.21.4
51753,2.5.1
51754,2.5.1
51757,2.5.1
51758,2.5.1
51762,2.5.1
51765,2.5.1
51766,2.5.1
51769,2.5.1
51770,2.5.1
51773,2.5.1
51774,2.5.1
51777,2.5.1
51778,2.5.1
51781,2.5.1
51782,2.5.1
51785,2.5.1
51786,2.5.1
51798,2.5.1
51802,2.5.1
51806,2.5.1
55202,2.3.2
13054,2.6.1
13055,2.6.1
13486,2.6.1
13487,2.6.1
13743,2.6.1
14099,2.6.1
15094,2.6.1
15094,2.6.1
15095,2.6.1
15095,2.6.1
15274,2.6.1
15275,2.6.1
15590,2.6.1
15591,2.6.1
16862,2.6.1
17595,2.6.1
19782,2.6.1
19783,2.6.1
23989,2.6.1
25153,2.6.1
25153,2.6.1
25154,2.6.1
25154,2.6.1
38348,2.6.1
38349,2.6.1
39912,2.6.1
39913,2.6.1
50937,2.8.3
50938,2.8.3
63829,2.6.1
63830,2.6.1
65562,2.6.1
65886,2.6.1
65898,3.7.1
65902,2.6.1
15266,2.5.1
12262,2.7.1
18334,2.7.1
18335,2.7.1
21945,2.7.1
21946,2.7.1
31916,2.7.1
31917,2.7.1
33424,2.7.1
33425,2.7.1
42401,2.7.1
42402,2.7.1
49293,2.7.1
49294,2.7.1
49301,2.7.1
49302,2.7.1
52605,2.7.1
52606,2.7.1
52617,2.7.1
52618,2.7.1
10597,2.7.10
10597,2.7.10
10598,2.7.10
10598,2.7.10
11025,2.7.11
11026,2.7.11
14146,2.7.1
14147,2.7.1
15954,2.7.1
15955,2.7.1
17158,2.7.1
17159,2.7.1
17554,2.7.1
17555,2.7.1
22517,2.7.1
22518,2.7.1
22941,2.7.1
22942,2.7.1
23293,2.7.1
23294,2.7.1
24009,2.7.1
24010,2.7.1
55581,7.6.2
55582,7.6.2
11397,2.7.4
11398,2.7.4
11601,2.7.4
11601,2.7.4
11602,2.7.4
11602,2.7.4
13518,2.7.4
13518,2.7.4
13519,2.7.4
13519,2.7.4
24401,2.7.4
24401,2.7.4
24402,2.7.4
24402,2.7.4
25095,2.7.4
25095,2.7.4
25096,2.7.4
25096,2.7.4
25099,2.7.4
25100,2.7.4
25238,2.7.4
25239,2.7.4
27679,2.7.1
27680,2.7.1
27683,2.7.1
27684,2.7.4
28583,2.7.4
28584,2.7.4
51685,2.7.4
12714,2.7.1
12715,2.7.1
15610,2.7.1
15611,2.7.1
13206,2.7.7
15227,2.7.7
16334,6.2.1
22714,2.5.1
31333,2.7.7
34408,2.7.7
42645,6.2.1
16050,2.4.2
23561,2.4.2
28263,2.4.2
34680,2.7.1
56305,6.3.5
56306,6.3.5
42638,2.8.1
14338,2.8.2
14339,2.8.2
26423,2.8.2
26424,2.8.2
58893,2.8.2
58894,2.8.2
59253,2.8.3
37068,2.1.1
37069,2.1.1
37076,2.1.1
37077,2.1.1
42718,2.5.1
10173,3.7.1
10174,3.1.1
10185,3.1.1
10289,3.1.1
10441,3.1.1
10565,3.1.1
10566,3.1.1
10645,3.1.1
11553,3.1.1
11554,3.1.1
12033,3.1.1
12034,3.1.1
12045,3.1.1
12045,3.1.1
12045,3.1.1
12046,3.1.1
12046,3.1.1
12046,3.1.1
12373,3.7.1
12557,3.1.4
12746,3.1.1
12958,3.7.1
12959,3.8.1
13578,3.8.1
13579,3.8.1
13722,3.1.1
14999,3.1.1
15178,3.1.4
15179,3.1.4
15246,3.1.1
15247,3.1.1
15530,3.1.1
15802,3.1.4
15803,3.1.4
16218,3.1.1
16367,3.1.1
16642,3.1.1
16643,3.1.1
17102,3.1.1
17103,3.1.1
17242,3.1.1
17243,3.8.1
17502,3.1.1
17562,3.7.1
17563,3.1.1
17778,3.1.4
17779,3.1.4
18342,3.1.1
18690,3.1.4
18691,3.1.4
19551,3.1.1
20166,3.1.1
20167,4.2.1
21165,3.8.1
21166,3.8.1
21965,3.1.1
21966,3.1.1
22261,3.1.1
22577,4.2.1
23109,3.1.1
23109,3.1.1
23237,3.1.1
23238,3.1.1
30364,3.1.1
30365,3.1.1
32508,3.7.1
32512,3.1.1
32516,3.1.1
32592,3.7.1
32596,3.7.1
32732,3.1.1
32733,3.1.1
32980,3.1.4
32981,3.1.4
33276,3.1.1
33277,3.1.1
33712,3.1.6
33968,3.1.1
36232,3.1.4
36233,3.1.4
36404,3.1.1
36405,3.1.1
38012,3.1.1
42213,3.1.4
42214,3.1.4
42701,3.1.2
42702,3.1.2
44649,4.1.2
44650,3.1.4
44901,3.1.1
45341,3.1.2
45342,3.1.2
47909,4.2.1
48521,3.1.1
48522,3.1.1
48549,3.1.1
48550,3.1.1
52645,3.1.4
52645,3.1.4
52649,3.1.4
52649,3.1.4
54449,3.1.1
57065,3.1.1
58149,3.7.1
58150,3.7.1
59329,3.1.1
60386,4.2.1
60418,3.1.1
60437,3.7.1
60438,3.7.1
60441,3.7.1
60442,3.8.1
75220,3.1.1
75224,3.1.1
75228,3.1.1
75232,3.1.1
11949,3.1.2
14542,3.1.2
15338,3.1.2
31512,3.1.2
49445,2.3.3
11081,3.1.3
11082,3.1.3
24457,3.1.3
24458,3.1.3
29368,3.1.3
29369,3.1.3
16495,3.1.4
24903,3.1.4
27879,3.1.4
37240,3.1.4
17262,3.1.6
17263,1.8.5
54673,2.5.1
54674,2.5.1
18054,3.1.1
17882,3.1.6
17883,3.1.6
13199,3.2.1
38144,4.4.1
38145,1.8.2
38152,4.2.1
38153,3.5.1
48733,3.1.2
48734,3.1.2
59829,4.4.1
21709,3.2.2
10818,3.2.1
14179,3.2.1
15086,3.2.1
17370,3.2.1
17371,3.2.1
21114,3.2.1
38340,3.2.1
40745,3.2.1
40764,3.2.1
40768,3.2.1
40773,3.2.1
56001,3.2.1
56006,3.2.1
56010,3.2.1
56045,3.2.1
78725,3.2.1
13427,3.2.2
20130,3.2.2
25905,3.2.2
33080,2.1.1
48561,3.6.1
48565,3.6.1
56818,3.2.2
11965,4.2.1
15114,4.2.1
15826,3.1.1
73000,3.5.1
78708,3.4.13
78709,3.4.13
76409,3.5.1
65505,3.5.1
63561,3.4.17
83260,3.4.17
83261,3.4.17
83272,3.4.17
83273,3.4.17
52765,1.11.1
52766,3.4.17
52769,3.4.17
52770,3.5.1
14423,3.4.13
23509,3.5.1
23510,3.5.1
27470,3.5.1
27471,3.5.1
62169,3.5.1
62170,3.5.1
17211,3.5.5
24478,3.5.2
11017,3.5.1
11018,3.5.1
11765,3.5.1
11766,3.5.1
12902,3.4.13
12903,3.4.13
13598,3.4.13
13599,3.4.13
13662,3.5.1
13663,3.5.1
13930,3.5.1
13931,3.4.13
14850,3.5.1
14851,3.5.1
15930,3.5.1
15931,3.5.1
16030,3.5.1
16031,3.5.1
17306,3.4.13
17307,3.4.13
18038,3.5.1
18039,3.5.1
18090,3.5.1
18091,3.5.1
19502,3.5.1
19502,3.5.1
19503,3.4.13
19503,3.4.13
19534,3.5.1
19535,3.5.1
19598,3.5.1
19599,3.5.1
20570,3.4.13
20571,3.4.13
22457,3.4.13
22458,3.4.13
22493,3.5.1
22494,3.5.1
22833,3.5.1
22834,3.5.1
23269,3.5.1
23270,3.5.1
25174,3.5.1
25175,3.5.1
25242,3.5.1
25243,3.5.1
27486,3.5.1
27487,3.5.1
35828,3.4.13
35829,3.4.13
36792,3.4.13
36793,3.5.1
75932,3.5.1
75933,3.5.1
78780,3.5.1
78781,3.5.1
12682,3.5.4
14027,3.5.4
17474,3.5.4
19055,3.1.1
22350,3.5.4
26199,3.5.4
22705,3.5.4
22706,3.5.4
15015,3.5.99
31800,3.5.4
31801,3.5.4
11802,3.6.1
13891,2.7.1
22385,3.6.1
22386,3.6.1
52133,3.6.1
56313,3.6.1
56314,3.6.1
59501,3.6.1
59502,3.6.1
79700,3.6.1
79701,3.6.1
79704,3.6.1
79705,3.6.1
11233,3.6.1
17042,3.6.1
23398,3.1.1
26283,3.1.1
14854,3.1.1
14855,3.1.1
12978,3.1.3
12979,3.1.3
43381,3.1.3
43382,3.1.3
13886,4.1.1
19726,4.1.1
19727,4.1.1
23917,4.1.1
23918,4.1.1
26302,4.1.1
81488,4.1.1
81489,4.1.1
10886,4.1.2
14518,4.2.1
26563,3.1.2
24842,1.21.98
53505,4.3.1
53506,4.3.1
62241,4.1.99
10198,4.2.1
12585,4.2.1
15042,3.2.1
16446,4.2.1
24065,3.7.1
30856,4.2.1
31036,4.2.1
31352,4.2.1
35673,3.1.1
36804,3.1.1
38356,4.2.1
40053,4.2.1
49189,4.2.1
49190,4.2.1
58921,4.2.1
60109,4.2.1
70228,4.2.1
72413,3.2.1
78748,3.2.1
78756,5.4.99
18722,4.2.3
20913,4.2.3
26129,4.2.3
30424,4.2.3
31424,4.2.3
32020,4.2.3
32548,4.2.3
33112,4.2.3
33988,4.2.3
33992,4.2.3
34700,4.2.3
47986,4.2.3
53629,4.2.3
54069,4.2.3
60125,4.2.3
64857,4.2.3
79012,4.2.3
27875,4.1.3
56909,3.1.1
21385,4.3.1
21385,4.3.1
21386,4.3.1
21386,4.3.1
24369,4.3.1
24761,1.4.1
24762,1.4.1
24907,4.3.1
24907,4.3.1
24908,4.3.1
24908,4.3.1
23921,3.5.1
23922,3.5.1
24795,6.3.4
34172,3.5.1
35096,4.1.2
35097,4.1.2
69045,1.13.11
69046,1.13.11
21745,2.5.1
22650,4.4.1
19219,1.3.99
14738,2.4.2
49582,3.1.3
34708,1.21.98
68569,4.2.1
22585,4.99.1
24362,4.99.1
49573,4.99.1
42133,5.4.99
42134,5.4.99
21761,5.4.99
21762,5.4.99
16970,5.1.3
16971,5.1.3
21657,5.1.3
21658,5.1.3
36972,5.1.3
36973,5.1.3
28347,5.5.1
28348,5.5.1
45329,5.3.99
45330,5.5.1
21849,5.3.3
21850,5.5.1
21541,5.3.3
22570,5.3.3
12731,5.5.1
21517,5.3.3
31845,5.3.3
17375,5.3.99
31460,5.3.3
45581,5.5.1
18794,5.4.2
18795,5.4.2
27659,5.3.3
27660,5.4.2
10285,5.1.1
10286,5.1.1
14266,5.1.1
14267,5.1.1
14894,5.1.1
14895,5.1.1
18242,5.1.1
18243,5.1.1
19178,5.1.1
19179,5.1.1
21737,5.1.1
21738,5.1.1
34240,5.1.1
34241,5.1.1
25400,5.3.3
25401,5.3.3
30716,5.5.1
30717,5.5.1
31580,5.3.3
31581,5.3.3
37933,5.3.3
37941,5.3.3
37953,5.3.99
37957,5.3.3
37961,5.3.99
54657,5.2.1
54658,5.2.1
14623,5.4.99
21309,5.4.99
21310,5.4.99
26162,5.4.99
30433,5.4.99
30453,5.4.99
30988,5.4.99
30989,5.4.99
31001,5.4.99
31005,5.4.99
31009,5.4.99
31013,5.4.99
31385,5.4.99
31389,5.4.99
31849,5.4.99
31853,5.4.99
31857,5.4.99
31860,5.4.99
31861,5.4.99
31865,5.4.99
31869,5.4.99
31873,5.4.99
31876,5.4.99
31877,5.4.99
31881,5.4.99
31885,5.4.99
31889,5.4.99
31989,5.4.99
18098,4.1.99
25614,5.5.1
31684,5.4.99
53129,5.5.1
54677,5.5.1
80009,5.5.1
10005,5.3.3
10006,5.3.3
27402,5.3.3
17314,6.1.1
37348,6.3.2
37349,6.3.2
23061,6.3.1
19270,6.2.1
22122,6.2.1
33420,6.2.1
59150,6.2.1
59154,6.2.1
63349,6.2.2
63349,6.2.2
21189,1.4.1
26177,6.2.1
26178,6.3.2
22630,6.3.2
52801,6.2.1
15807,6.3.2
23621,6.3.1
23622,6.3.4
36713,6.3.1
16487,6.3.4
36164,6.3.4
12545,6.3.5
12546,6.3.5
23257,6.3.2
52905,6.3.2
42414,2.7.7
15342,6.3.5
69005,6.3.4
79000,6.3.4
79004,7.6.2
79008,6.3.5
47994,1.3.1
46802,1.18.1
58913,6.3.5
58914,6.3.5
57725,4.1.1
57726,2.6.1
58821,4.1.1
58822,4.1.1
10193,6.3.4
10194,6.3.4
11349,7.6.2
11350,7.6.2
13182,7.6.2
13183,7.2.2
18066,7.6.2
18067,7.6.2
22021,7.6.2
22022,7.6.2
24442,7.6.2
29872,7.6.2
29873,7.6.2
35028,7.6.2
35029,7.6.2
10849,7.6.2
10850,7.6.2
14430,7.6.2
14431,7.6.2
14674,7.6.2
14675,7.6.2
23121,6.3.4
23122,7.6.2
29768,7.6.2
29769,7.6.2
29780,7.6.2
29781,7.6.2
29792,6.3.5
29793,6.3.5
29880,7.6.2
29881,7.6.2
29884,7.6.2
29885,7.6.2
29888,7.6.2
29889,7.6.2
62577,6.3.4
62578,2.8.1
62581,6.3.4
62582,2.8.1
78460,7.6.2
78461,7.6.2
29900,7.6.2
29900,7.6.2
29901,7.6.2
29901,7.6.2
30008,7.6.2
30008,7.6.2
30009,7.6.2
30009,7.6.2
60157,7.6.2
60158,7.6.2
33148,6.3.5
33149,6.3.5
