Reaction ID,Prediction
46957,1.3.1
14810,2.1.1
55333,2.1.1
16915,2.7.8
54042,4.2.3
23097,2.7.1
38288,2.8.3
80584,2.1.1
23633,1.1.1
72285,2.1.1
13034,5.3.1
25537,4.2.3
18271,1.1.1
36308,4.1.2
14342,2.2.1
28535,3.6.1
14067,4.2.1
14231,2.1.1
22310,1.1.3
52166,1.14.14
17411,2.1.1
35500,1.14.14
10165,4.2.1
21837,4.2.1
47958,3.7.1
16159,1.16.1
31637,3.2.1
42665,1.1.1
19947,2.4.1
28203,1.3.7
10046,1.1.1
23146,1.1.1
31384,5.4.99
34289,1.10.3
10334,2.3.1
16346,4.2.3
34152,2.6.1
27907,1.3.1
18558,2.3.1
22578,3.1.1
23790,6.2.1
63426,2.7.7
46161,1.6.5
33820,5.3.3
55533,1.4.3
30709,2.6.1
14459,2.3.3
40656,2.8.3
62942,3.5.1
51074,2.8.2
18870,2.7.1
56554,2.7.11
30573,6.3.2
58946,2.3.1
20079,2.1.1
14687,1.1.99
52441,2.4.1
11774,1.1.1
61494,2.3.1
14026,3.5.4
21297,1.1.1
82240,2.1.4
12449,3.5.1
17539,3.5.1
20622,7.2.2
52649,3.1.1
12350,5.3.3
52242,1.16.3
22786,4.4.1
65997,2.1.1
25461,4.2.3
18670,3.2.2
10737,1.1.1
67845,2.4.99
41177,2.1.1
26455,1.3.1
13918,1.1.1
49178,2.1.1
51261,1.14.19
53377,1.3.1
15134,1.4.1
52734,2.8.2
74708,1.1.1
38277,2.8.3
49569,4.4.1
65709,2.7.7
21301,3.1.6
82104,1.14.15
18698,4.1.1
12995,1.3.8
74069,2.4.99
22277,1.2.1
25178,1.2.1
45034,1.7.2
78717,3.2.1
15359,2.4.1
20571,3.5.3
15419,1.3.1
12578,2.4.1
10818,3.2.1
46189,3.5.5
65849,1.17.99
23426,5.3.1
15906,1.1.99
25203,4.1.2
20833,7.2.2
15434,2.5.1
58050,2.3.1
37989,5.5.1
24558,1.3.1
32521,2.1.1
37972,1.14.13
15430,4.1.99
11694,1.6.1
19530,2.4.1
21750,1.1.1
29589,1.3.1
20514,4.1.1
57045,1.1.1
22729,2.5.1
51421,1.3.1
79280,6.3.2
10769,1.14.20
16367,3.1.1
19611,2.1.1
14467,3.1.3
16823,1.1.1
10182,1.5.1
34312,1.14.13
21142,2.7.1
58666,1.1.5
40160,1.1.1
41176,2.1.1
14382,1.2.1
12699,2.7.4
25405,5.4.99
27852,2.3.1
31584,3.6.1
50714,1.14.19
31677,1.1.1
19811,4.3.1
50738,1.8.5
17406,2.1.1
38873,5.4.99
44634,1.13.11
52674,2.6.1
64458,2.1.1
32288,4.2.1
47138,6.2.1
57390,1.14.14
10958,1.14.13
57310,2.7.7
40965,1.10.3
17567,2.1.1
18546,4.1.2
18307,2.3.1
55666,1.14.99
27695,4.2.1
45334,1.13.11
22934,2.4.1
22766,3.1.3
55418,2.4.1
78780,3.5.1
15739,1.14.13
30100,2.5.1
42101,6.3.4
61893,1.3.1
54893,6.3.2
43641,2.3.1
22805,1.1.1
16082,3.1.3
17543,1.1.3
33024,1.1.1
20223,6.3.4
14515,6.3.5
24486,1.1.1
11206,6.3.4
72333,2.1.1
69317,4.8.1
19062,1.7.1
11914,1.1.1
57753,2.3.1
20270,4.1.2
44642,2.7.4
49737,1.14.13
65833,7.2.2
18999,2.7.7
36321,1.1.1
53641,4.2.3
10289,3.1.1
54373,4.2.3
14327,2.4.1
67021,2.1.1
24597,2.3.1
13158,1.1.1
24932,4.4.1
42425,4.2.1
14558,3.2.1
32884,1.1.1
51497,2.7.1
44781,2.1.1
67446,4.1.2
21434,1.1.1
28604,1.14.14
16902,2.3.1
19482,2.3.1
39021,3.1.3
13939,1.14.12
78812,1.5.1
34024,1.1.1
23346,3.2.2
42749,2.1.1
17726,4.2.1
45333,1.13.11
32260,2.2.1
23477,4.1.1
54221,4.2.1
34417,1.14.14
17374,5.3.3
12931,2.3.3
20606,3.5.4
23469,1.14.12
30600,1.3.99
24285,1.2.1
67025,2.1.1
24466,4.1.2
32357,2.4.1
19187,2.3.3
19715,6.2.1
20354,1.1.2
33229,4.1.1
74152,2.3.1
50701,1.14.15
13446,3.5.1
72344,2.1.1
54270,1.14.11
16030,3.5.3
49005,1.14.13
23510,3.5.1
11598,4.1.1
23165,2.4.1
10201,1.3.1
37817,1.14.11
28637,4.2.3
23690,3.5.4
37425,1.1.3
42841,2.3.1
19386,2.4.1
16730,1.3.1
31017,4.1.1
27316,1.14.13
48733,3.5.1
18646,4.3.1
64878,3.6.1
80560,1.13.11
63794,3.4.17
46609,2.7.11
70017,1.14.14
51430,2.3.1
69609,2.3.1
14674,7.4.2
56658,1.3.1
31313,2.4.1
12702,1.17.4
16034,1.14.20
17490,1.14.12
53434,2.4.1
51605,1.14.15
47966,3.9.1
32017,4.2.3
69530,2.6.1
14162,1.13.11
24513,3.5.1
14486,4.2.3
63662,4.1.1
16831,1.2.3
52405,4.1.1
11454,1.14.14
15774,2.7.1
46965,1.8.1
12318,3.1.3
57930,6.3.2
14435,2.7.7
15018,3.1.3
12890,1.1.1
22442,2.4.1
43166,2.4.2
78808,4.1.1
11722,7.6.2
50658,4.2.1
34061,1.5.1
57798,1.14.12
52254,1.21.98
17122,2.3.1
30913,3.5.1
43794,2.1.1
10489,6.3.4
41649,6.3.2
55973,2.3.1
19158,4.2.1
52665,4.2.1
10750,4.2.1
81520,1.1.1
13378,2.7.1
48141,1.14.15
24357,5.3.1
46573,1.14.19
41446,1.13.11
18426,1.1.1
19323,4.1.2
25838,3.1.1
51517,2.1.1
51877,2.5.1
58177,2.5.1
43114,1.1.1
19803,2.7.1
12755,1.1.1
17954,1.13.11
26339,2.1.1
11049,2.3.1
54041,4.2.3
29292,6.2.1
36280,1.14.13
19254,3.1.4
35629,2.4.1
42381,1.17.99
64453,2.1.1
54057,4.2.3
17215,5.1.3
34785,1.1.1
22246,2.4.1
14138,2.8.2
67014,2.7.7
17171,2.3.1
21242,2.5.1
21257,2.5.1
55722,6.2.1
32344,1.1.1
20095,2.4.1
25679,6.1.1
49890,1.3.3
59049,4.1.1
19842,1.2.7
27383,3.1.3
30601,1.3.99
58574,1.1.3
54309,2.1.1
36972,5.1.3
20070,4.2.1
16698,1.3.99
53906,2.7.11
21421,1.3.1
51646,1.14.19
43746,6.3.4
56781,1.14.19
49685,1.14.13
58006,2.4.1
15191,1.1.2
63334,5.1.3
15878,2.6.1
78277,4.2.3
21498,3.1.7
12542,6.1.1
50961,2.1.1
46502,1.14.11
68013,1.7.3
38029,2.8.3
31860,5.4.99
43138,2.1.1
12742,3.5.4
75269,1.1.1
45082,6.3.2
27616,2.5.1
56769,1.14.99
19986,1.1.1
16535,2.7.8
39896,2.4.1
52590,1.1.1
11537,1.2.3
18935,4.2.1
34189,3.7.1
13523,1.1.2
30341,4.1.1
65850,1.17.99
13346,2.5.1
13662,3.5.1
16883,4.4.1
49038,2.1.1
14406,1.1.1
10869,2.3.1
58010,2.4.1
17331,1.1.1
16774,2.4.1
21514,5.1.1
16974,1.14.99
14670,1.2.1
56293,1.14.14
46713,2.1.1
24169,2.4.1
25635,2.1.1
31772,3.1.1
12362,2.3.1
23014,2.1.1
33124,4.2.3
31765,2.6.1
54790,2.1.1
15331,1.1.1
76044,1.14.14
42990,4.2.3
59130,6.3.2
81408,4.1.99
16946,2.3.2
14926,1.1.1
59238,4.2.3
23534,6.2.1
36761,2.4.1
14591,2.1.1
30184,1.1.1
16171,6.3.1
14778,3.5.4
57681,1.14.14
42846,2.3.1
44758,2.1.1
82113,1.14.20
32093,2.4.1
58925,4.2.1
46609,2.7.11
57970,1.14.14
62566,1.17.99
48969,1.11.1
35112,1.1.1
24769,1.1.1
16522,1.18.1
29316,3.1.3
14735,7.2.2
57101,5.3.3
38024,5.5.1
10538,3.1.6
24166,1.8.4
21818,1.4.3
13627,1.3.99
18487,3.1.1
20826,2.7.1
21105,1.14.99
20977,1.7.3
20690,3.1.1
47497,1.1.1
52765,1.11.1
43141,2.1.1
82056,1.14.15
46373,1.14.19
50489,2.3.1
14351,2.4.1
30205,3.6.1
11086,4.1.1
16147,1.14.18
44881,2.7.11
10782,1.1.1
69462,2.1.1
36857,3.5.1
44154,3.1.3
26515,3.7.1
25929,1.3.99
46450,2.3.2
21926,1.1.1
34561,1.3.1
44338,6.3.2
18966,4.2.1
52638,1.14.11
51714,5.3.1
11237,2.5.1
28076,1.1.1
46125,1.14.14
21669,7.5.2
63865,1.13.11
12085,1.1.1
23874,1.1.1
23414,3.5.1
18874,4.3.1
11785,1.4.1
42438,2.7.1
15210,1.1.1
54697,6.2.1
30969,5.4.4
11717,3.5.1
21806,2.7.1
81284,1.14.15
42513,3.5.1
63366,1.3.3
57517,1.14.14
38049,1.14.19
15582,2.3.1
49533,3.1.1
23969,1.2.1
51226,1.8.2
36785,2.5.1
23810,2.1.1
44357,5.5.1
28212,1.5.3
28543,3.1.2
34257,4.2.1
32653,2.1.1
17662,6.2.1
13642,1.14.13
81828,2.3.1
75185,4.2.3
62234,4.1.99
77113,3.1.3
34424,1.1.1
17583,3.5.1
12241,2.3.1
26428,6.3.4
81293,1.14.15
22957,1.14.19
35096,4.1.2
49201,2.5.1
47897,1.1.1
31856,5.4.99
50294,1.14.19
24602,1.8.3
11306,4.3.2
41549,2.1.1
81237,1.4.3
11809,2.1.1
11266,1.6.3
57974,1.14.14
41518,1.14.14
28095,2.5.1
27447,1.1.1
49586,5.4.2
76049,2.1.1
60298,2.1.1
32460,2.1.1
54058,4.2.3
31156,1.2.1
27604,2.5.1
41729,1.14.14
30741,3.1.3
13834,2.6.1
24637,1.8.1
46262,1.14.19
39649,4.1.99
22750,4.1.3
18570,1.2.3
14842,5.5.1
75977,2.1.1
18494,2.3.1
57069,2.7.1
17351,2.5.1
60429,3.5.1
20881,1.1.1
13182,7.3.2
32225,4.2.1
31781,3.1.1
62017,2.4.2
21466,4.4.1
57973,1.14.14
79652,2.3.1
34260,1.14.99
14035,3.1.4
58813,6.3.2
15202,2.1.1
55729,6.2.1
11374,6.3.1
15251,2.4.1
11469,2.6.1
12799,1.14.20
43193,2.1.1
12526,1.5.1
35641,4.1.3
55058,1.14.14
56521,1.3.98
17186,1.4.1
20066,1.14.11
10313,1.14.12
21625,1.5.1
48638,4.2.1
11553,3.1.1
19294,2.7.1
22657,2.7.8
31393,1.3.8
23597,1.1.1
15642,4.1.1
23057,4.2.1
62625,1.11.1
31737,1.3.1
34437,2.1.1
25292,1.1.1
70813,2.2.1
12250,1.1.1
27362,2.1.1
10537,3.1.6
54037,1.8.4
34264,2.5.1
29504,4.2.3
20207,2.4.1
11402,2.4.1
31476,2.4.1
21026,1.2.1
22438,4.2.3
34496,1.13.11
27936,4.1.3
60417,3.1.1
31329,2.7.7
16395,3.1.1
54326,1.3.7
55510,1.14.14
22525,1.3.99
15467,2.7.1
