21,NaN,P00532,Serine/threonine-protein kinase-transforming protein raf,Murine sarcoma virus 3611 OX=11812,21,MNXR147699,-,2.7.10.1;2.7.10.2;2.7.12.1;2.7.12.2,3.0,0.0,0.30391,NaN,1,0.303909,42.3,22.1,23.5,17.3,36883.57,9.6204,47.368,N[C@@H](CC1=CC=C(O)C=C1)C(=O)O>>NC(CC(=O)O)C1=CC=C(O)C=C1,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[*]NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC([*])=O>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[*]NC(=O)[C@H](Cc1ccc(O)cc1)NC([*])=O
22,NaN,O36385,Putative tyrosine kinase 36,Alcelaphine herpesvirus 1 (strain C500) OX=654901,22,MNXR147699,-,2.7.10.1;2.7.10.2;2.7.12.1;2.7.12.2,3.0,0.0,0.30391,NaN,1,0.303909,40.6,24.2,23.5,15.3,50928.63,6.2484,43.833,N[C@@H](CC1=CC=C(O)C=C1)C(=O)O>>NC(CC(=O)O)C1=CC=C(O)C=C1,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[*]NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC([*])=O>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[*]NC(=O)[C@H](Cc1ccc(O)cc1)NC([*])=O
23,NaN,P21965,Protein kinase MCK1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292,22,MNXR147699,-,2.7.10.1;2.7.10.2;2.7.12.1;2.7.12.2,1.0,0.0,0.30391,NaN,1,0.303909,30.6,28.1,22.8,22.8,43135.85,8.8775,45.600,N[C@@H](CC1=CC=C(O)C=C1)C(=O)O>>NC(CC(=O)O)C1=CC=C(O)C=C1,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[*]NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC([*])=O>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[*]NC(=O)[C@H](Cc1ccc(O)cc1)NC([*])=O
24,NaN,Q95YM9,Fibroblast growth factor receptor,Halocynthia roretzi OX=7729,22,MNXR147699,-,2.7.10.1;2.7.10.2;2.7.12.1;2.7.12.2,2.0,0.0,0.30391,NaN,1,0.303909,39.4,23.6,20.7,18.5,86741.49,5.0753,48.231,N[C@@H](CC1=CC=C(O)C=C1)C(=O)O>>NC(CC(=O)O)C1=CC=C(O)C=C1,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[*]NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC([*])=O>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[*]NC(=O)[C@H](Cc1ccc(O)cc1)NC([*])=O
25,NaN,P0CY25,Serine/threonine-protein kinase STE7 homolog,Candida albicans OX=5476,23,MNXR147699,-,2.7.10.1;2.7.10.2;2.7.12.1;2.7.12.2,3.0,0.0,0.30391,NaN,1,0.303909,26.9,27.2,22.7,26.0,65217.91,9.0183,55.008,N[C@@H](CC1=CC=C(O)C=C1)C(=O)O>>NC(CC(=O)O)C1=CC=C(O)C=C1,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[*]NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC([*])=O>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[*]NC(=O)[C@H](Cc1ccc(O)cc1)NC([*])=O
26,NaN,Q5A6T5,Serine/threonine-protein kinase STE7 homolog,Candida albicans (strain SC5314 / ATCC MYA-2876) OX=237561,24,MNXR147699,-,2.7.10.1;2.7.10.2;2.7.12.1;2.7.12.2,3.0,0.0,0.30391,NaN,1,0.303909,25.8,27.4,22.9,26.7,65223.87,9.0183,55.348,N[C@@H](CC1=CC=C(O)C=C1)C(=O)O>>NC(CC(=O)O)C1=CC=C(O)C=C1,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[*]NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC([*])=O>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[*]NC(=O)[C@H](Cc1ccc(O)cc1)NC([*])=O
27,NaN,O93876,NaN,Cryphonectria parasitica,25,MNXR147699,-,2.7.10.1;2.7.10.2;2.7.12.1;2.7.12.2,NaN,0.0,0.30391,NaN,1,0.303909,-,-,-,-,-,-,-,N[C@@H](CC1=CC=C(O)C=C1)C(=O)O>>NC(CC(=O)O)C1=CC=C(O)C=C1,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[*]NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC([*])=O>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[*]NC(=O)[C@H](Cc1ccc(O)cc1)NC([*])=O
28,NaN,P34891,Receptor-like tyrosine-protein kinase kin-15,Caenorhabditis elegans OX=6239,26,MNXR147699,-,2.7.10.1;2.7.10.2;2.7.12.1;2.7.12.2,2.0,0.0,0.30391,NaN,1,0.303909,39.8,24.2,17.2,22.2,56544.83,5.0360,49.795,N[C@@H](CC1=CC=C(O)C=C1)C(=O)O>>NC(CC(=O)O)C1=CC=C(O)C=C1,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[*]NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC([*])=O>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[*]NC(=O)[C@H](Cc1ccc(O)cc1)NC([*])=O
29,NaN,Q09488,Serine/threonine-protein kinase receptor sma-6,Caenorhabditis elegans OX=6239,26,MNXR147699,-,2.7.10.1;2.7.10.2;2.7.12.1;2.7.12.2,1.0,0.0,0.30391,NaN,1,0.303909,42.3,17.6,23.5,19.2,72235.20,7.2016,51.572,N[C@@H](CC1=CC=C(O)C=C1)C(=O)O>>NC(CC(=O)O)C1=CC=C(O)C=C1,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[*]NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC([*])=O>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[*]NC(=O)[C@H](Cc1ccc(O)cc1)NC([*])=O
30,NaN,Q21041,Tyrosine-protein kinase receptor ver-4,Caenorhabditis elegans OX=6239,26,MNXR147699,-,2.7.10.1;2.7.10.2;2.7.12.1;2.7.12.2,3.0,0.0,0.30391,NaN,1,0.303909,33.0,27.7,22.8,17.8,140906.05,8.1281,50.987,N[C@@H](CC1=CC=C(O)C=C1)C(=O)O>>NC(CC(=O)O)C1=CC=C(O)C=C1,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[*]NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC([*])=O>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[*]NC(=O)[C@H](Cc1ccc(O)cc1)NC([*])=O
31,NaN,Q8WQL7,Dual specificity tyrosine-phosphorylation-regulated kinase mbk-1,Caenorhabditis elegans OX=6239,26,MNXR147699,-,2.7.10.1;2.7.10.2;2.7.12.1;2.7.12.2,1.0,0.0,0.30391,NaN,1,0.303909,27.0,20.2,29.1,25.5,101244.26,9.4004,56.916,N[C@@H](CC1=CC=C(O)C=C1)C(=O)O>>NC(CC(=O)O)C1=CC=C(O)C=C1,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[*]NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC([*])=O>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[*]NC(=O)[C@H](Cc1ccc(O)cc1)NC([*])=O
32,NaN,P24348,Receptor tyrosine-protein kinase let-23,Caenorhabditis elegans OX=6239,26,MNXR147699,-,2.7.10.1;2.7.10.2;2.7.12.1;2.7.12.2,1.0,0.0,0.30391,NaN,1,0.303909,30.2,20.5,37.5,13.0,150511.21,6.8410,50.869,N[C@@H](CC1=CC=C(O)C=C1)C(=O)O>>NC(CC(=O)O)C1=CC=C(O)C=C1,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[*]NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC([*])=O>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[*]NC(=O)[C@H](Cc1ccc(O)cc1)NC([*])=O
33,NaN,G5ECJ6,Tyrosine-protein kinase csk-1,Caenorhabditis elegans OX=6239,26,MNXR147699,-,2.7.10.1;2.7.10.2;2.7.12.1;2.7.12.2,1.0,0.0,0.30391,NaN,1,0.303909,28.7,25.0,25.6,23.7,60156.81,7.5123,50.278,N[C@@H](CC1=CC=C(O)C=C1)C(=O)O>>NC(CC(=O)O)C1=CC=C(O)C=C1,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[*]NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC([*])=O>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[*]NC(=O)[C@H](Cc1ccc(O)cc1)NC([*])=O
