,Score,Seq. ID,Description,Organism Source,Tax. distance,Rxn. ID,Rxn. ID - additional,EC Number,Uniprot protein evidence,Consv. Score,Rxn Sim.,Rxn Sim RF.,Direction Used,Combined score,% helices,% sheets,% turns,% coils,Mol. Weight,Isoelec. Point,Polar %,Query,Hit
11,NaN,O13433,1-phosphatidylinositol 4;5-bisphosphate phosphodiesterase 1,Candida albicans OX=5476,23.0,MNXR148155,MNXR148100_0.47723182642978784_nan|MNXR150961_0.4747690462525981_nan,3.1.4.11,4.0,0.0,0.60111,NaN,-1,0.601106,24.5,25.9,23.2,27.9,124591.79,8.2153,57.962,*C(=O)OC[C@H](COP(=O)(O)O[C@H]1[C@H](O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]1O)OC(*)=O.O>>*C(=O)OCC(CO)OC(*)=O.O=P(O)(O)O[C@H]1[C@H](O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]1O,[*]C(=O)OC[C@H](COP(=O)(O)O[C@H]1[C@H](O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]1O)OC([*])=O>>O=P([O-])([O-])O[C@H]1[C@H](O)[C@@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[*]C(=O)OCC(CO)OC([*])=O
12,NaN,Q2YGU1,NaN,Lilium davidii,25.0,MNXR148155,MNXR148100_0.47723182642978784_nan|MNXR150961_0.4747690462525981_nan,3.1.4.11,NaN,0.0,0.60111,NaN,-1,0.601106,-,-,-,-,-,-,-,*C(=O)OC[C@H](COP(=O)(O)O[C@H]1[C@H](O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]1O)OC(*)=O.O>>*C(=O)OCC(CO)OC(*)=O.O=P(O)(O)O[C@H]1[C@H](O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]1O,[*]C(=O)OC[C@H](COP(=O)(O)O[C@H]1[C@H](O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]1O)OC([*])=O>>O=P([O-])([O-])O[C@H]1[C@H](O)[C@@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[*]C(=O)OCC(CO)OC([*])=O
13,NaN,Q2YGU0,NaN,Lilium davidii,25.0,MNXR148155,MNXR148100_0.47723182642978784_nan|MNXR150961_0.4747690462525981_nan,3.1.4.11,NaN,0.0,0.60111,NaN,-1,0.601106,-,-,-,-,-,-,-,*C(=O)OC[C@H](COP(=O)(O)O[C@H]1[C@H](O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]1O)OC(*)=O.O>>*C(=O)OCC(CO)OC(*)=O.O=P(O)(O)O[C@H]1[C@H](O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]1O,[*]C(=O)OC[C@H](COP(=O)(O)O[C@H]1[C@H](O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]1O)OC([*])=O>>O=P([O-])([O-])O[C@H]1[C@H](O)[C@@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[*]C(=O)OCC(CO)OC([*])=O
14,NaN,G5EFI8,1-phosphatidylinositol 4;5-bisphosphate phosphodiesterase epsilon-1,Caenorhabditis elegans OX=6239,26.0,MNXR148155,MNXR148100_0.47723182642978784_nan|MNXR150961_0.4747690462525981_nan,3.1.4.11,1.0,0.0,0.60111,NaN,-1,0.601106,30.4,22.3,23.3,24.8,212878.89,7.3084,51.686,*C(=O)OC[C@H](COP(=O)(O)O[C@H]1[C@H](O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]1O)OC(*)=O.O>>*C(=O)OCC(CO)OC(*)=O.O=P(O)(O)O[C@H]1[C@H](O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]1O,[*]C(=O)OC[C@H](COP(=O)(O)O[C@H]1[C@H](O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]1O)OC([*])=O>>O=P([O-])([O-])O[C@H]1[C@H](O)[C@@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[*]C(=O)OCC(CO)OC([*])=O
15,NaN,G5EBH0,1-phosphatidylinositol 4;5-bisphosphate phosphodiesterase beta egl-8,Caenorhabditis elegans OX=6239,26.0,MNXR148155,MNXR148100_0.47723182642978784_nan|MNXR150961_0.4747690462525981_nan,3.1.4.11,1.0,0.0,0.60111,NaN,-1,0.601106,37.2,22.1,22.4,19.4,160904.26,8.4415,53.110,*C(=O)OC[C@H](COP(=O)(O)O[C@H]1[C@H](O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]1O)OC(*)=O.O>>*C(=O)OCC(CO)OC(*)=O.O=P(O)(O)O[C@H]1[C@H](O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]1O,[*]C(=O)OC[C@H](COP(=O)(O)O[C@H]1[C@H](O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]1O)OC([*])=O>>O=P([O-])([O-])O[C@H]1[C@H](O)[C@@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[*]C(=O)OCC(CO)OC([*])=O
16,NaN,Q22070,1-phosphatidylinositol 4;5-bisphosphate phosphodiesterase gamma plc-3,Caenorhabditis elegans OX=6239,26.0,MNXR148155,MNXR148100_0.47723182642978784_nan|MNXR150961_0.4747690462525981_nan,3.1.4.11,2.0,0.0,0.60111,NaN,-1,0.601106,36.4,20.7,22.1,22.0,154573.68,7.4666,51.556,*C(=O)OC[C@H](COP(=O)(O)O[C@H]1[C@H](O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]1O)OC(*)=O.O>>*C(=O)OCC(CO)OC(*)=O.O=P(O)(O)O[C@H]1[C@H](O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]1O,[*]C(=O)OC[C@H](COP(=O)(O)O[C@H]1[C@H](O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]1O)OC([*])=O>>O=P([O-])([O-])O[C@H]1[C@H](O)[C@@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[*]C(=O)OCC(CO)OC([*])=O
17,NaN,Q39033,Phosphoinositide phospholipase C 2,Arabidopsis thaliana OX=3702,29.0,MNXR148155,MNXR148100_0.47723182642978784_nan|MNXR150961_0.4747690462525981_nan,3.1.4.11,1.0,0.0,0.60111,NaN,-1,0.601106,37.7,22.7,22.8,19.6,66122.31,6.5151,48.881,*C(=O)OC[C@H](COP(=O)(O)O[C@H]1[C@H](O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]1O)OC(*)=O.O>>*C(=O)OCC(CO)OC(*)=O.O=P(O)(O)O[C@H]1[C@H](O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]1O,[*]C(=O)OC[C@H](COP(=O)(O)O[C@H]1[C@H](O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]1O)OC([*])=O>>O=P([O-])([O-])O[C@H]1[C@H](O)[C@@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[*]C(=O)OCC(CO)OC([*])=O
18,NaN,Q944C1,Phosphoinositide phospholipase C 4,Arabidopsis thaliana OX=3702,29.0,MNXR148155,MNXR148100_0.47723182642978784_nan|MNXR150961_0.4747690462525981_nan,3.1.4.11,2.0,0.0,0.60111,NaN,-1,0.601106,40.4,19.1,23.8,19.4,68038.39,6.1000,49.916,*C(=O)OC[C@H](COP(=O)(O)O[C@H]1[C@H](O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]1O)OC(*)=O.O>>*C(=O)OCC(CO)OC(*)=O.O=P(O)(O)O[C@H]1[C@H](O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]1O,[*]C(=O)OC[C@H](COP(=O)(O)O[C@H]1[C@H](O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]1O)OC([*])=O>>O=P([O-])([O-])O[C@H]1[C@H](O)[C@@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[*]C(=O)OCC(CO)OC([*])=O
19,NaN,Q9STZ3,Phosphoinositide phospholipase C 8,Arabidopsis thaliana OX=3702,29.0,MNXR148155,MNXR148100_0.47723182642978784_nan|MNXR150961_0.4747690462525981_nan,3.1.4.11,2.0,0.0,0.60111,NaN,-1,0.601106,31.3,26.6,25.8,19.4,61076.35,8.6444,45.574,*C(=O)OC[C@H](COP(=O)(O)O[C@H]1[C@H](O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]1O)OC(*)=O.O>>*C(=O)OCC(CO)OC(*)=O.O=P(O)(O)O[C@H]1[C@H](O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]1O,[*]C(=O)OC[C@H](COP(=O)(O)O[C@H]1[C@H](O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]1O)OC([*])=O>>O=P([O-])([O-])O[C@H]1[C@H](O)[C@@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[*]C(=O)OCC(CO)OC([*])=O
20,NaN,Q39032,Phosphoinositide phospholipase C 1,Arabidopsis thaliana OX=3702,29.0,MNXR148155,MNXR148100_0.47723182642978784_nan|MNXR150961_0.4747690462525981_nan,3.1.4.11,2.0,0.0,0.60111,NaN,-1,0.601106,32.7,22.4,25.1,22.8,64314.21,6.8592,49.554,*C(=O)OC[C@H](COP(=O)(O)O[C@H]1[C@H](O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]1O)OC(*)=O.O>>*C(=O)OCC(CO)OC(*)=O.O=P(O)(O)O[C@H]1[C@H](O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]1O,[*]C(=O)OC[C@H](COP(=O)(O)O[C@H]1[C@H](O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]1O)OC([*])=O>>O=P([O-])([O-])O[C@H]1[C@H](O)[C@@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[*]C(=O)OCC(CO)OC([*])=O
21,NaN,Q9LY51,Phosphoinositide phospholipase C 7,Arabidopsis thaliana OX=3702,29.0,MNXR148155,MNXR148100_0.47723182642978784_nan|MNXR150961_0.4747690462525981_nan,3.1.4.11,1.0,0.0,0.60111,NaN,-1,0.601106,40.1,21.7,25.2,15.8,66461.74,5.6785,48.459,*C(=O)OC[C@H](COP(=O)(O)O[C@H]1[C@H](O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]1O)OC(*)=O.O>>*C(=O)OCC(CO)OC(*)=O.O=P(O)(O)O[C@H]1[C@H](O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]1O,[*]C(=O)OC[C@H](COP(=O)(O)O[C@H]1[C@H](O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]1O)OC([*])=O>>O=P([O-])([O-])O[C@H]1[C@H](O)[C@@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[*]C(=O)OCC(CO)OC([*])=O
22,NaN,Q6NMA7,Phosphoinositide phospholipase C 9,Arabidopsis thaliana OX=3702,29.0,MNXR148155,MNXR148100_0.47723182642978784_nan|MNXR150961_0.4747690462525981_nan,3.1.4.11,2.0,0.0,0.60111,NaN,-1,0.601106,32.4,23.5,27.2,20.0,61165.29,8.2388,47.458,*C(=O)OC[C@H](COP(=O)(O)O[C@H]1[C@H](O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]1O)OC(*)=O.O>>*C(=O)OCC(CO)OC(*)=O.O=P(O)(O)O[C@H]1[C@H](O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]1O,[*]C(=O)OC[C@H](COP(=O)(O)O[C@H]1[C@H](O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]1O)OC([*])=O>>O=P([O-])([O-])O[C@H]1[C@H](O)[C@@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[*]C(=O)OCC(CO)OC([*])=O
23,NaN,Q56W08,Phosphoinositide phospholipase C 3,Arabidopsis thaliana OX=3702,29.0,MNXR148155,MNXR148100_0.47723182642978784_nan|MNXR150961_0.4747690462525981_nan,3.1.4.11,2.0,0.0,0.60111,NaN,-1,0.601106,33.8,23.9,25.2,20.1,64944.02,8.8154,49.645,*C(=O)OC[C@H](COP(=O)(O)O[C@H]1[C@H](O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]1O)OC(*)=O.O>>*C(=O)OCC(CO)OC(*)=O.O=P(O)(O)O[C@H]1[C@H](O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]1O,[*]C(=O)OC[C@H](COP(=O)(O)O[C@H]1[C@H](O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]1O)OC([*])=O>>O=P([O-])([O-])O[C@H]1[C@H](O)[C@@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[*]C(=O)OCC(CO)OC([*])=O
24,NaN,Q944C2,Phosphoinositide phospholipase C 5,Arabidopsis thaliana OX=3702,29.0,MNXR148155,MNXR148100_0.47723182642978784_nan|MNXR150961_0.4747690462525981_nan,3.1.4.11,2.0,0.0,0.60111,NaN,-1,0.601106,44.0,21.2,21.4,16.4,66252.73,7.3631,49.654,*C(=O)OC[C@H](COP(=O)(O)O[C@H]1[C@H](O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]1O)OC(*)=O.O>>*C(=O)OCC(CO)OC(*)=O.O=P(O)(O)O[C@H]1[C@H](O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]1O,[*]C(=O)OC[C@H](COP(=O)(O)O[C@H]1[C@H](O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]1O)OC([*])=O>>O=P([O-])([O-])O[C@H]1[C@H](O)[C@@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[*]C(=O)OCC(CO)OC([*])=O
25,NaN,Q8GV43,Phosphoinositide phospholipase C 6,Arabidopsis thaliana OX=3702,29.0,MNXR148155,MNXR148100_0.47723182642978784_nan|MNXR150961_0.4747690462525981_nan,3.1.4.11,2.0,0.0,0.60111,NaN,-1,0.601106,35.2,22.9,24.1,20.4,70038.32,6.1846,50.408,*C(=O)OC[C@H](COP(=O)(O)O[C@H]1[C@H](O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]1O)OC(*)=O.O>>*C(=O)OCC(CO)OC(*)=O.O=P(O)(O)O[C@H]1[C@H](O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]1O,[*]C(=O)OC[C@H](COP(=O)(O)O[C@H]1[C@H](O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]1O)OC([*])=O>>O=P([O-])([O-])O[C@H]1[C@H](O)[C@@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[*]C(=O)OCC(CO)OC([*])=O
