Reaction name,SIMMER pred
R10287,5.4.3
R01243,3.1.1
R11346,1.2.1;1.14.12;1.1.1
R09726,2.7.7
R07734,5.4.4
R09774,2.4.2;2.4.1
R12285,2.5.1
R10980,
R00574,2.7.1
R09717,4.2.1
R06204,3.2.1
R04726,
R05050,1.2.1;1.1.1
R00277,1.4.3
R01300,6.2.1;2.3.1
R06848,1.5.1;1.1.1
R06828,2.4.1
R06377,1.1.1
R01717,5.3.2
R01581,3.5.1
R11867,5.4.99
R04193,5.1.3
R00400,5.3.3
R11603,2.5.1
R03549,4.1.1
R09458,5.3.3
R04006,3.2.1
R11330,5.1.3
R03402,
R04884,1.10.3
R12413,
R13355,3.5.4
R02780,3.1.3
R01393,4.1.1
R09351,5.3.1;2.4.1
R11892,2.7.4;2.7.1
R12431,2.3.1
R09565,1.13.11
R04781,4.2.1
R01813,1.5.1;1.1.1
R10964,2.1.1
R08174,2.3.1
R05281,1.5.1;1.1.1
R10782,4.2.1
R10171,2.3.1
R07796,2.8.3
R05465,2.5.1;2.3.2
R00946,2.1.1
R02691,2.4.1
R02949,5.1.3
R05618,3.1.1
R09102,
R00209,1.2.1
R00127,2.7.7
R03589,2.4.1
R01497,2.4.1
R10845,2.6.1
R12973,1.1.3
R01749,1.14.12;1.1.1
R00150,2.7.4;2.7.3;2.7.1
R13301,2.3.1
R01429,1.1.1
R09134,5.5.1;1.13.11
R12304,
R02381,3.1.1;3.1.8
R09591,2.7.1;2.7.7
R11017,3.5.99
R08832,1.10.3
R10368,1.3.1
R11021,
R00453,2.6.1
R11956,2.5.1;2.1.2
R08547,2.1.1
R12566,4.1.2
R12711,4.2.1
R04456,4.2.1
R07510,1.13.11
R07684,1.13.11
R12467,2.3.1
R04533,1.1.1
R00481,
R04105,1.8.1;1.1.1
R04958,1.5.1;1.1.1
R05880,3.1.1
R10448,2.1.1
R13398,2.4.1
R04928,2.7.1
R08167,
R04818,1.1.1
R10141,2.6.1
R01261,4.1.2
R01829,4.1.2
R02284,3.5.2
R06915,1.14.12;1.14.13;1.1.1
R01371,1.1.1
R07762,3.5.1
R12151,4.1.99
R07313,1.13.11
R02770,5.1.3
R09750,1.14.13
R12028,3.5.4
R03462,1.13.11
R03879,1.1.1
R11861,3.4.19
R07112,1.14.13;1.1.1
R06447,2.5.1
R10155,1.3.1;1.1.1
R10589,2.3.1
R05386,3.8.1
R00705,1.2.1
R09612,2.1.1
R13257,2.3.1
R10555,5.3.1;4.1.2
R06073,2.2.1
R10257,2.4.2;2.4.1
R12086,3.1.4
R09426,2.4.1
R09530,
R04218,2.5.1
R13349,1.1.1
R01378,5.3.2
R11772,
R03482,3.5.1
R11860,4.2.3
R02682,3.1.1
R12296,5.4.99
R12012,2.4.1
R00397,4.1.1
R04758,1.1.1
R09960,4.2.1
R02277,1.7.3
R11462,2.8.3
R12354,6.3.2
R08603,
R10622,3.1.3
R13224,1.11.1;1.10.3
R05052,
R06876,4.5.1
R02929,6.3.3;2.7.1
R05276,1.3.1
R05038,1.1.1
R00031,
R09446,1.14.13;1.1.1
R12514,3.4.13
R06908,2.3.1
R05778,1.13.11
R00477,
R00717,1.14.13;1.14.12;1.1.1
R02174,2.1.1
R03098,6.3.4;2.7.7
R01872,1.1.1
R12248,3.1.1
R07259,2.6.1;2.4.1
R08274,1.3.1;1.5.1;1.1.1
R02450,1.2.1
R01212,1.1.1
R00129,4.2.1
R10596,2.4.1
R12210,3.4.16
R08256,3.5.1
R00672,5.1.3
R10809,3.2.1
R08537,2.1.1
R05372,
R10634,
R10724,1.14.11
R00656,
R11704,2.4.1
R07043,5.4.4
R12602,
R01941,1.2.1
R07860,3.1.4
R03332,3.1.3;3.2.1
R03422,3.1.4
R07651,3.5.4;3.5.1
R12293,
R01352,3.1.1
R04399,5.5.1
R09807,
R02651,1.1.1
R12204,2.7.1
R02297,2.4.2
R10002,
R08965,1.13.11
R05627,3.6.1;2.5.1
R04673,5.5.1
R02420,2.4.2;2.4.1
R01415,1.1.1
R02590,2.7.7
R08125,5.1.3
R01647,4.1.2;5.3.1
R13063,3.2.1
R09248,2.5.1
R04000,2.8.3
R02271,2.6.1
R05277,
R02018,
R07003,
R08199,2.5.1
R11019,1.5.1;1.3.1;1.1.1
R08250,2.3.1
R11094,3.5.4
R07390,3.1.3
R05338,4.1.2
R07921,2.1.1
R11971,
R10920,1.14.11
R01558,6.2.1;2.3.1
R01754,2.7.1
R11505,1.6.3
R02219,1.3.1;1.1.1
R11306,2.4.1
R10576,
R02996,5.1.3
R06894,1.1.1
R11030,
R12199,2.3.1
R12250,3.2.1
R00584,3.1.3
R04748,1.1.1
R08347,
R08310,1.14.12;1.3.1;1.1.1
R05645,5.3.1;4.1.2
R04431,2.4.1
R12575,3.6.1;2.7.1
R00219,4.3.1;4.1.1
R12259,4.2.3
R00488,3.5.1
R00337,2.4.1
R01155,2.6.1
R07856,5.5.1
R00673,1.13.11
R10927,3.8.1
R00484,3.5.3;3.5.1
R06533,1.1.1
R10937,4.2.3
R02542,3.1.1
R09079,1.3.1;1.1.1
R06987,2.3.1
