Reaction ID,SelenzymeRF
R03291,1.6.5.4;1.11.1.1|1.14.12.17;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3
R01978,1.2.1.18;2.3.1.169;2.3.3.10|4.1.3.5;2.3.1.199;2.3.1.16
R08648,2.2.1.6;4.1.1.1|4.1.1.7;2.3.1.-|2.3.1.179|2.3.1.180|2.3.1.41|2.3.1.85|2.3.1.86
R08654,4.4.1.-|4.4.1.13;2.7.3.9;4.3.1.15;4.1.99.1|4.4.1.1|4.4.1.3
R03787,1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17
R01776,2.3.1.180
R10840,5.4.4.1;4.2.1.94;4.2.1.122;5.5.1.1;1.2.1.3;1.2.1.27
R01519,1.1.99.35;1.1.1.69;3.2.1.113;2.2.1.1;1.1.1.122;1.1.1.264;1.1.1.370;1.1.1.121;3.1.1.17;1.1.99.28;3.2.1.22
R10452,2.1.1.4;2.1.1.197;2.1.1.80;2.1.1.6|2.1.1.68;2.1.1.11;2.1.1.77
R12261,2.5.1.20;2.5.1.89;2.5.1.-|2.5.1.31;2.5.1.103|2.5.1.21|2.5.1.96;2.5.1.39
R00182,3.2.2.4;2.4.2.8;2.4.2.1|2.4.2.15|2.4.2.28
R13159,2.4.2.51;2.4.1.87;2.4.1.239;2.4.1.236;2.4.1.-|2.4.1.254;2.4.1.210;2.4.1.15;2.4.1.17
R10819,5.1.3.3;5.1.3.-|5.1.3.32;5.1.3.-|5.1.3.29;3.2.1.40;3.2.1.38
R13266,2.3.1.179|2.3.1.41|2.3.1.85|2.3.1.86;2.3.1.-|2.3.1.179|2.3.1.199|2.3.1.41;2.3.1.-|2.3.1.179|2.3.1.180|2.3.1.41|2.3.1.85|2.3.1.86
R07640,3.6.1.5;6.5.1.3;2.7.1.20|2.7.1.74;3.6.1.62;2.7.4.3
R07751,1.3.1.45;1.6.5.4;1.11.1.1|1.11.1.2;1.6.3.2;1.12.1.3|1.12.1.5;1.11.1.1|1.14.12.17;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3
R09679,2.1.1.169;2.1.1.169|2.1.1.175;2.1.1.149;2.1.1.114;2.1.1.149|2.1.1.169|2.1.1.267|2.1.1.76;2.1.1.201
R09810,1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.2.3.1;1.14.13.26;1.14.18.5;1.14.12.10;1.7.2.1|7.1.1.9
R13244,3.1.3.36;3.1.3.62;2.7.1.151;2.7.1.159;6.3.4.22;2.7.1.127;3.1.3.67;3.1.3.36|3.1.3.86;2.7.7.91;2.5.1.75
R05681,1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17
R02679,1.1.1.1|1.1.1.190
R04630,3.2.1.18
R08999,1.14.13.26;1.14.13.25;1.14.12.10;1.14.12.-|1.14.12.26;1.14.12.18;1.14.12.12;1.14.12.19;1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4
R09214,1.13.11.-|1.13.11.1|1.13.11.M6;1.13.11.8;1.13.11.4;1.14.14.173;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.1.3.15
R12787,3.1.1.28;3.1.1.8;3.8.1.3;3.1.4.4;2.3.1.24;3.1.4.41;3.1.1.6;3.5.1.76;3.4.11.1|3.4.11.2|3.4.11.23|3.4.13.-
R10892,3.6.1.5;2.7.1.40;6.3.2.2|6.3.2.3
R01775,1.6.5.4;1.6.3.2;1.1.1.3;1.11.1.1|1.11.1.2;1.12.1.3|1.12.1.5;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3
R04216,3.5.1.52;3.2.1.97;3.2.1.169;3.5.1.44
R02762,1.2.1.23;1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4;1.1.1.337|1.1.1.375
R02450,1.2.1.58;1.3.1.44;1.3.1.8;1.3.1.38;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.1.1.36;1.3.1.34;1.6.5.4
R09227,1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.12|1.14.12.12;1.14.12.7;1.14.13.223;1.6.5.4;1.14.13.69;1.14.12.-|1.14.12.10;1.14.13.87;1.14.12.19
R03718,2.3.1.207;2.3.1.180
R02406,2.3.1.-|2.3.1.39|2.3.1.85|2.3.1.86;6.2.1.5
R05711,1.7.1.6;1.7.1.17|1.7.1.6
R11190,3.4.13.18|3.4.13.4;3.5.1.130|3.5.1.ai;2.3.1.-|2.3.1.183;4.3.1.15;2.3.2.4|4.3.2.9;2.6.1.57;6.3.1.9;3.5.2.2;3.1.1.61
R06934,4.1.2.45|4.2.1.-;4.1.2.34;2.7.3.9;4.1.3.45;4.1.3.40
R00366,1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.1.3.15;1.1.3.7;1.1.3.13
R04920,2.7.8.1;2.7.1.107;3.6.1.26;3.1.4.3
R02426,4.2.1.45;4.2.1.76;4.2.1.47;4.2.1.46;4.2.1.115;4.2.1.135;1.1.1.133;1.-.-.-|1.1.1.271;2.3.1.15|2.3.1.51|2.4.1.184|2.4.1.46|3.1.3.4
R04263,1.1.1.145|1.1.1.181|5.3.3.1;1.1.1.181;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17
R09760,2.4.1.251;2.4.1.264;6.3.1.12;6.3.5.-|6.3.5.13;2.7.8.46;2.4.1.309;2.4.1.308;2.7.8.13
R03384,2.7.1.40;2.7.1.64;3.6.1.21;2.7.1.163;3.6.1.5;3.1.4.3
R03776,1.1.1.36;1.1.1.330;1.3.1.93;1.3.1.-|1.3.1.9|2.3.1.-
R03478,2.7.4.21;2.7.1.40;2.7.1.159;2.7.1.140|2.7.1.151;3.1.3.62
R08235,1.17.3.2;1.4.3.2;1.1.3.15;1.4.3.3;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.4.3.1|1.4.3.11|1.4.3.2|1.4.3.3|1.4.3.7;1.4.3.13
R12665,5.3.1.36;1.1.1.421;5.3.1.5;5.3.1.14;5.3.1.15
R05234,1.1.1.1
R11284,1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.2.3.1;1.17.3.2;1.4.3.4
R00700,1.8.1.7;1.1.1.145|5.3.3.1;1.2.1.32|1.2.1.85;1.2.1.23|1.2.1.3;1.5.1.12|1.5.1.2
R02585,3.1.3.48
R00346,4.1.1.38;4.1.1.49
R04221,1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.1.3.15;1.4.3.13;1.1.3.30;1.1.3.18;1.1.3.41;1.4.3.1|1.4.3.11|1.4.3.2|1.4.3.3|1.4.3.7
R10932,2.6.1.-|2.6.1.11;2.6.1.-|2.6.1.118|2.6.1.ah;2.6.1.36;2.6.1.19;2.3.2.2
R13309,1.1.99.36;1.1.5.5;4.2.1.112;1.14.99.9;4.2.1.78;3.7.1.12;4.1.1.1;2.3.1.190;4.1.2|4.1.2.52|4.1.2.n4|4.1.3.17|4.1.3.39
R11888,2.8.2.38;2.8.2.1|2.8.2.3|2.8.2.4;4.6.1.20;3.6.1.21;2.8.2.32;2.8.2.15;2.8.2.37|2.8.2.8;2.8.2.39;2.7.1.95;4.6.1.23|4.6.1.25;2.7.7.27
R01504,1.2.1.31|1.2.1.95;6.2.1.33;6.3.5.9;3.6.1.21|3.6.1.9
R04322,2.4.1.47;3.2.1.46|3.2.1.62;3.2.1.45|3.2.1.62;2.7.8.27;3.2.1.23
R06417,1.3.1.82;1.6.5.4;1.6.3.2;1.12.1.3|1.12.1.5;1.11.1.1|1.11.1.2;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17
R05317,1.1.3.15;1.14.18.1;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7
R12938,5.4.4.2|5.4.99.6;2.6.1.85|2.6.1.86;2.2.1.9|2.5.1.64|4.1.1.71|4.1.3.-|4.2.99.20
R02189,2.7.1.1;2.7.1.1|2.7.1.15;2.7.1.1|2.7.1.55;2.7.1.204;5.4.2.2;3.1.3.9
R01066,2.2.1.1;3.6.1.5;3.1.4.17;3.1.3.5
R09718,4.1.2.26;4.1.2|4.1.2.-|4.1.2.5;4.1.3.41;4.2.1.170|5.4.4.-;4.1.3.1;2.1.2.1
R11918,1.2.2.4;1.14.18.1;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;4.1.1.109;1.1.3.15
R10694,1.6.3.2;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.14.1
R10542,1.14.11.43;1.14.11.44;1.13|1.13.12.19;1.13.12.24;1.13.11.27;1.2.2.4;1.13.12.6;1.14.12.1;1.7.3.3;1.13.11.46;1.14.11.22;1.14.11.60;1.14.11.32;1.14.11.20;1.14.11.-|1.14.11.61;1.14.11.27|1.14.11.65|1.14.11.66|1.14.11.67
R03746,2.1.1.6|2.1.1.68;2.1.1.146|2.1.1.279;2.1.1.222
R03180,3.5.1.4;3.5.1.1;3.5.1.3;3.5.4.11;2.3.1.68;2.3.2.2|6.3.1.2
R01495,2.7.8.27;3.1.3.-|3.1.3.4;3.2.1.46|3.2.1.62;3.2.1.45|3.2.1.62;3.1.4.12;3.5.1.23
R13220,1.1.1|1.1.1.2|1.1.1.213|1.1.1.239|1.1.1.62|1.3.1.20;1.1.1.184|1.1.1.2|1.1.1.62;1.1.1.209;1.1.1.210|1.1.1.239|1.1.1.357|1.1.1.51|1.1.1.62
R12237,1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4;1.1.1.375;1.1.1.272
R10113,1.1.1.333;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17
R02628,2.7.3.9;3.9.1.3;2.7.1.207;2.7.1.199;2.7.1.208;2.7.1.69;2.7.1.40
R08446,2.1.1.352;2.1.1.132;2.1.1.117;2.1.1.64
R12950,1.6.5.4;1.6.3.2;1.11.1.1|1.11.1.2;1.12.1.3|1.12.1.5;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17
R02094,2.7.4.14;2.7.4.9
R04354,2.4.1.17;2.4.1.128;2.4.1.170;2.4.1.111;2.4.1.126;2.4.1.35;2.8.2.15;2.4.1.238|2.4.1.249;2.4.1.220;2.4.1|2.4.1.-|2.4.1.298;2.4.1.185;2.4.1.91;2.4.1.234;2.4.1.237;2.4.1.218;2.4.1.-|2.4.1.286;2.4.1.253;2.4.1.43;2.4.1.-|2.4.1.254;2.4.1.115;2.4.1.63;2.4.1.173
R05134,3.2.1.86|3.2.1.M25;3.2.1.21
R06865,1.14.13.-|1.14.13.240;1.14.14.17;1.14.12.23;1.14.13.88;1.14.11.-|1.14.11.61;1.13.11.27;1.10.3.1|1.14.18.1
R02769,2.5.1.54|2.5.1.55
R00328,3.6.1.5;6.3.2.34;6.2.1.13;4.6.1.2
R03856,1.1.1.36;1.1.1.330;1.3.1.93;1.1.1.211|1.1.1.35
R10770,6.2.1.7;6.2.1.42;6.2.1.3|6.2.1.42;6.2.1.2;3.6.1.5;6.2.1.1
R00145,1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4;1.1.1.337|1.1.1.375
R00483,3.5.1.1;6.3.5.4;3.5.1.3;3.6.1.5;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16
R03612,2.3.1.196;2.3.1.224|2.3.1.84;3.5.1.133;3.1.1.1|4.2.1|4.2.1.-
R10640,2.8.3.5;2.8.3.13;2.8.3.6;1.3.8.1;2.8.3.9;4.2.1.17;4.2.1.-|4.2.1.134
R05735,6.4.1.6;3.7.1.5|3.7.1.6;3.6.1.5;4.2.1.154;6.4.1.8;4.1.1.4;3.1.1.45;6.4.1.1;3.7.1.7;3.5.1.11;6.4.1.4;6.4.1.5;1.3.1.32
R11237,2.7.7.91;3.6.1.15|3.6.1.5
R11448,1.14.13.230;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.-|1.14.13.25;1.14.13.224;1.14.14.-|1.14.14.1;1.14.13.-|1.14.13.167
R07639,5.3.3.14;1.3.1.9|2.3.1.-
R03270,1.2.4.1|2.2.1.6|4.1.1.1
R02135,5.4.2.2;2.5.1.78
R12561,1.2.1.18;2.3.1.180
R05081,2.7.8.20;2.4.1.184;3.1.4.-|3.1.4.3;2.7.1.228;2.3.1.158;2.7.1.227;2.7.8.41;2.7.8.27;2.3.2.11;4.6.1.14;2.7.1.107
R05086,5.4.2.7
R02203,1.6.5.4;1.11.1.1|1.11.1.2;1.6.3.2;1.12.1.3|1.12.1.5;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17
R00328,3.6.1.5;6.3.2.34;6.2.1.13;4.6.1.2
R12449,2.3.1.181
R01181,1.3.8.1;2.3.1.199;2.3.1.16
R01457,1.3.1.72;1.11.1.1|1.11.1.2;1.7.1.2|1.7.1.3;1.12.1.3|1.12.1.5;1.6.3.2;1.7.1.14;1.6.5.4;1.11.1.1|1.14.12.17;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.12.1.2|1.12.1.5
R02341,3.2.2.1;2.4.2.1
R12362,1.1.1.417;1.1.1.170;1.1.1.170|1.1.1.418;1.6.3.2;1.14.13.246;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.4.1.27;1.5.1.6;5.3.3.1
R09704,3.5.1.81;3.5.1.14;3.5.2.1;1.3.1.2;3.5.2.2;2.3.1.128|2.3.1.266|2.3.1.267;1.14.13.-|1.17.3|1.17.3.-|1.17.3.2;3.1.3.53;2.7.11.2;2.7.11.4;2.7.11.18;3.1.3.43;2.7.11.15;3.1.3.52;2.7.11.5
R02673,1.2.2.4;1.1.3.38;1.14.18.1;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.1.3.15
R08693,4.2.2.11|4.2.2.3;3.2.1.15
R11694,3.1.1.105;2.3.1.285|2.3.1.df;3.1.1|3.1.1.3
R10799,1.3.1.107;1.14.13.225|1.6.3.1;1.20.1.1;1.6.3.5;1.14.12.17;1.11.1.1|1.11.1.2;1.7.1.14;1.12.1.3|1.12.1.5;1.6.3.2;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.12.1.2|1.12.1.5
R04649,3.2.1.18
R12761,1.1.1.124|1.14.13.50|2.5.1.18|2.7.1.59|3.2.1.14|3.2.1.165|4.1.3.3|4.2.1.66|5.1.3.8
R12744,2.7.8.41;3.6.1.26;2.4.99.3;2.7.8.24;2.7.8.11;2.4.99.6;2.7.8.5;4.2.1.119;3.6.1.15|3.6.1.5
R13388,1.1.99.18;1.1.3.10;1.2.5.3;1.10.3.2|1.14.18.1|1.16.3.1
R05593,1.1.1.36;4.2.1.17;4.2.1.-|4.2.1.134
R10143,1.14.11.13;1.13.11.15;1.13.11.1;1.14.14.36;1.14.13.1;4.1.1.68;4.1.1.77;1.13.11.16;1.13.11.-|1.13.11.3;1.13.11.-|1.13.11.16|1.13.11.2|1.13.11.39;1.13.11.-|1.13.11.8
R10695,3.5.4.40;3.5.4.46;1.1.1.37
R09148,1.14.13.-|1.14.13.25;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.224;1.14.14.-|1.14.14.1;1.14.13.-|1.14.13.167
R08574,2.7.1.161;2.7.1.26;3.1.3.102|3.1.3.104|3.1.3.2
R12952,1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17
R05380,1.14.99.9;4.1.2|4.1.2.52|4.1.2.n4|4.1.3.17|4.1.3.39
R09823,2.1.1.237;2.1.1.101;2.1.1.238;2.1.1.306;2.1.1.102;2.1.1.307;2.1.1.112;2.1.1.305;2.1.1.34;2.1.1.35
R12506,2.6.1.57;5.3.3.5;2.3.1.24|2.3.1.291|2.3.1.297|2.3.1.298;1.14.18.5;2.3.1.26;3.5.1.114;3.5.1.130|3.5.1.ai;4.1.1.95;3.4.11.1|3.4.11.2|3.4.11.23|3.4.13.-
R12165,1.14.20.14;1.13.12.24;1.2.2.4;1.13.12.6;1.13.11.27;1.13.11.46;1.14.12.1;1.13.11.83;1.13|1.13.12.19;1.2.3.3;1.7.3.3;1.2.3.4;1.13.11.49;1.14.11.66|1.14.11.67|1.14.11.68|1.14.11.69;1.14.11.33
R04242,6.3.2.17;3.4.13.18|3.4.13.4;4.3.1.15;6.3.2.-|6.3.2.43;6.3.2.-|6.3.2.45;6.3.2.60|6.3.2.M4;3.5.1.130|3.5.1.ai;4.1.1.95;2.3.1.68;6.3.1.9;2.6.1.57;2.7.8.24;2.7.8.42;2.6.1.21;1.2.1.95;6.2.1.2
R11279,6.1.2.2;5.4.2.2;2.7.7.91;3.6.1.21|3.6.1.9
R12747,2.7.4.6
R01353,2.7.1.40;6.3.2.14;3.6.1.21;6.3.2.39;2.7.2.1|2.7.2.14|2.7.2.15|2.7.2.7
R12454,1.14.14.42;1.1.1.351|1.1.1.44;4.2.1.1
R04880,1.1.1.1
R04378,2.4.2.7
R05377,4.1.1.77;4.1.1.68;4.1.1.55;4.1.1.90;4.1.1.1|4.1.1.7;2.3.1.180
R01965,5.4.2.2;5.4.2|5.4.2.2|5.4.2.7
R12851,4.3.2.2;4.3.2.1
R01204,2.3.1.180
R08836,1.14.18.1;1.10.3|1.10.3.-|1.10.3.1|1.14.18.1;1.13.11.-|1.13.11.29;1.13.11.15;1.13.11.37;1.13.11.1;1.13.11.-|1.13.11.3;1.13.11.16
R09719,1.3.8.2;1.14.14.15;1.3.8.1|1.3.8.4|1.3.8.7;1.14.19.56;1.14.19.9;1.1.99.21;1.3.5.5;1.3.99.28|1.3.99.29|1.3.99.30|1.3.99.31;1.14.14.46;1.14.14.13;1.14.14.3;1.14.14.5
R08952,2.5.1.-|2.5.1.31;5.4.2.2;2.7.7.89
R07664,1.1.99.31;1.14.14.13;1.14.14.3;1.14.14.5;1.14.14.46;1.16.8.1;1.14.19.56;1.14.14.15;1.14.19.9;1.1.99.21;1.3.8.2;1.3.8.1|1.3.8.4|1.3.8.7;1.5.1.39;1.14.14.28;1.14.14.22;1.14.99.46
R01300,6.2.1.33;6.2.1.27;6.2.1.2;3.1.2.23;3.1.2|3.1.2.2|3.1.2.23;6.2.1.7;6.2.1.2|6.2.1.25|6.2.1.33;3.6.1.5
R05267,1.8.5.7;1.11.1.17;1.11.1.12;1.11.1.9;1.8.4.2;1.11.1.27;1.11.1.12|2.5.1.18;2.8.1.3
R01358,6.2.1.16;6.3.2.50;2.3.1.16
R07256,2.4.1.13;2.4.1.140;2.4.1.4;2.4.1.329;3.2.1.26;2.4.1.13|2.4.1.14
R03910,2.3.1.57;2.3.1.180
R13164,2.4.1.272;2.4.1.365|2.4.1.du;2.4.1.309;2.4.1|2.4.1.44;2.4.1.17;2.4.1.-|2.4.1.293;2.4.1.58;2.4.1.297;2.4.1.356;2.4.1.287;2.4.1.239;2.4.1.264;2.4.1.123;2.4.1.303;2.4.1.343;2.4.1.305;2.4.1.304;2.4.1.-|2.4.1.301;2.4.1.351;2.4.1.288;2.4.1.271;2.4.1.56;2.4.1.187;2.4.1.-|2.4.1.292;2.4.1.180
R10186,2.7.7.96;3.6.1.5;2.7.4.8
R06878,1.14.18.1;2.5.1.39
R05746,1.11.1.1|1.14.12.17;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3
R06690,1.14.13.181;1.6.3.2;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.237;1.14.13.88;1.14.13.240;1.14.14.1
R08867,2.7.7.14|2.7.7.an;2.7.7.104;4.6.1.2;2.7.7.91;2.7.7.15;2.7.4.6
R12666,2.1.1.373;2.1.1.12;2.1.1.123|2.1.1.124;2.1.1.233;2.1.1.80;2.1.1.301;2.1.1.15;2.1.1.362;2.1.1.297|2.1.1.298
R00056,3.6.1.-|3.6.1.9
R02107,1.4.3.2;1.4.3.3;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.2.3.1;1.17.3.2;1.4.3.21|1.4.3.22
R04354,2.4.1.17;2.4.1.128;2.4.1.170;2.4.1.111;2.4.1.126;2.4.1.35;2.8.2.15;2.4.1.238|2.4.1.249;2.4.1.220;2.4.1|2.4.1.-|2.4.1.298;2.4.1.185;2.4.1.91;2.4.1.234;2.4.1.237;2.4.1.218;2.4.1.-|2.4.1.286;2.4.1.253;2.4.1.43;2.4.1.-|2.4.1.254;2.4.1.115;2.4.1.63;2.4.1.173
R03944,6.3.5.9;2.7.1.5;2.7.1.60;2.7.1.21
R09461,1.14.13.26;1.14.13.25;1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86;1.3.1.-|1.3.1.10|1.3.1.104|1.3.1.39|2.3.1.85;1.3.1.9|2.3.1.-|2.3.1.86
R02896,1.1.1.12|1.1.1.14;1.1.1.15;1.1.1.16;1.1.1.289;1.1.1.14|1.1.1.9;1.1.1.56;1.1.1.250;1.1.1.11;1.1.1.287;1.1.1.10;1.2.1.19|1.2.1.22|1.2.1.23|1.2.1.3
R10111,1.13.11.64;1.13.12.-|1.14.13.210;1.14.13.166;1.7.5.1;1.7.1.4;1.7.2.1;1.7.2.2;1.7.2.6;1.7.3.6;3.1.1.45;1.7.7.1;1.7.7.2;3.1.1.-|3.1.1.91
R05602,2.3.1.199;1.1.1.36;4.2.1.17;4.2.1.-|4.2.1.134
R06142,3.2.1.22;3.2.1.107;3.2.1.23
R01886,3.2.2.19;3.2.2.24;3.2.2.6;3.2.2.5|3.2.2.6;3.2.1.143;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16
R04425,4.2.1.85;4.1.3.32;1.14.12.10;4.1.1.68;3.5.1.52;2.3.3.13|4.1.3.-
R02083,6.2.1.18;2.3.1.300;2.3.1.207;1.1.1.88;6.2.1.3;2.3.3.16
R08121,5.5.1.1;3.1.1.45;3.1.1.-|3.1.1.92;5.5.1.1|5.5.1.7;3.1.1.-|3.1.1.91;1.14.14.91;3.5.1.3;3.1.1.57;3.1.1.-|3.1.1.24;1.13.11.1;4.2.1.110|4.2.1.111;1.13.11.37;1.13.11.-|1.13.11.3;1.13.11.8;5.3.99.-|5.99.1.4;5.3.3.10;2.6.1.21
R00644,1.11.1.11|1.11.1.7
R03251,1.6.5.2
R06863,2.2.1.1;2.2.1.1|2.2.1.3;5.3.1.6
R04106,1.1.1.184;1.6.5.4;1.6.3.2;1.12.1.3|1.12.1.5;1.11.1.1|1.11.1.2;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3
R00999,2.3.1.46
R10937,3.1.3.5
R09617,2.5.1.20;2.7.7.91;2.5.1.103|2.5.1.21|2.5.1.96;2.5.1.-|2.5.1.31;1.3.7.11;2.5.1.89;2.3.1.198;2.3.1.15
R01293,1.2.1.28|1.2.1.64|1.2.1.96;1.6.5.4;1.2.1.5;1.11.1.1|1.14.12.17;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3
R00491,3.5.1.1;6.3.5.4;2.1.3.2
R03504,4.1.2.25;5.1.99.7|5.1.99.8;4.1.2.59;4.1.2.60;4.1.2.13;4.1.2.17
R00772,5.3.1.6
R09952,5.3.99.-|5.3.99.11;1.1.1.18;2.6.1.50;1.1.1.-|1.1.1.370;1.1.1.-|1.1.1.371;4.2.1.44;1.1.1|1.1.1.19|1.1.1.2|1.1.1.21|1.1.1.365;1.1.1.203;1.13.99.1
R02562,1.6.3.2;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.12.1;1.14.13.64;1.14.12.13;1.14.13.2|1.14.13.33;1.14.13.69;1.14.13.84;1.14.12.-|1.14.12.10;1.14.13.240;1.14.14.43|1.14.14.45;1.14.13.114;1.14.13.223;1.14.18.9;1.14.13.87;1.14.14.91
