Reaction,All ECs
30,3.2.1.21
31,3.2.-.-|4.2.1.70;3.2.2.27
32,2.7.7.13;2.7.7.34;2.7.7.27
33,2.6.1.-|2.6.1.110;2.6.1.-|2.6.1.106;2.6.1.-|2.6.1.33|2.6.1.59;2.6.1.59;2.6.1.90;2.6.1.92;2.6.1.34|2.6.1.91;2.6.1.102;2.6.1.98;1.4.7.1;2.6.1.107|2.6.1.57;1.2.1.38|2.3.1.1|2.6.1.11|2.7.2.8
34,2.8.3.-|2.8.3.21;2.8.3.8;2.8.3.13;2.8.3.9;2.8.3.5;6.2.1.48;2.3.1.21;3.1.2.20;3.1.2.2
35,1.3.3.3
36,5.1.1.14;2.5.1.38;3.4.21.4;3.5.1.11;3.4.17.17;3.4.19.16;1.14.14.45;1.14.14.-|1.14.14.1
37,2.7.1.40;2.7.1.40|2.7.9.2;2.7.9.1;4.1.1.49
38,5.4.3.8
39,2.3.1.-|2.3.1.89;2.3.1.180
40,3.5.4.34;6.3.5.-|6.3.5.13;1.7.1.4;1.4.1.3;1.4.1.21;1.4.1.25;1.4.1.19;1.4.1.12;3.5.4.33;3.5.4.33|3.5.4.34|3.5.4.37;2.3.2.13
41,4.2.3.169;4.2.3.85;4.2.3.90;4.2.3.17;4.2.3.198;4.2.3.204;4.2.3.69;4.2.3.79;4.2.3.96;4.2.3.7;4.2.3.37;4.2.3.160;4.2.3.198|4.2.3.66;4.2.3.136;4.2.3.-|4.2.3.129;4.2.3.82;4.2.3.74;4.2.3.22;4.2.3.62;4.2.3.172;4.2.3.181;4.2.3.6;4.2.3.199;4.2.3.164|4.2.3.ek;4.2.3.80;4.2.3.21;4.2.3|4.2.3.-|4.2.3.56;4.2.3.81;4.2.3.54;4.2.3.-|4.2.3.133;4.2.3.64;2.5.1.86;4.2.3.98;4.2.3.158;4.2.3.76;4.2.3.87;4.2.3.157;4.2.3.56|4.2.3.58;4.2.3.146;4.2.3.-|4.2.3.104;4.2.3.24;4.2.3.163;4.2.3.73;4.2.3.195;4.2.3.39;4.2.3.161;4.2.3.67;4.2.3.191;4.2.3.61;4.2.3.9;4.2.3.-|4.2.3.127;4.2.3.55;4.2.3.42
42,2.3.1.295;2.3.1.290;2.3.1.289;2.3.1.86;2.3.1.161;2.3.1.240;2.3.1.119;2.3.1.41;2.3.1.41|2.3.1.85;2.3.1.94;2.3.1.237;2.3.1.165;2.3.1.236;1.3.1.-|2.3.1.170|2.3.1.74
43,2.7.1.195;2.7.1.207;2.7.1.69;2.7.1.201|2.7.1.69;2.7.1.211;5.4.2.10|5.4.2.6
44,1.13.11.40;1.13.11.31;1.13.11.34;1.13.11.12|1.13.11.33;1.14.99.1;1.13.11.45;1.14.19.25;1.13.11.-|1.13.11.12|1.13.11.58;1.13.11.61;1.14.19.31;1.13.11.77;1.13.11.62;1.14.19.38;1.14.19.30;1.14.19.33;1.14.19.36;1.14.19.12;1.14.19.47;1.14.19.35
45,2.1.1.98;2.1.1.314;2.1.1.44;2.1.1.334;2.1.1.297|2.1.1.298;2.1.1.80
46,4.2.3.190;4.2.3.186;4.2.3.141;4.2.3.140;4.2.3.183;4.2.3.18|4.2.3.29;4.2.3.30;4.2.3.44;4.2.3.35;4.2.3.189;4.2.3.196|4.2.3.fr;3.1.7.4;4.2.3.31;4.2.3.45;4.2.3.185;4.2.3.19;4.2.3.28;4.2.3.193;2.7.7.50
47,1.14.99.33;1.14.19.39;1.16.3.1;1.13.11.49;1.14.13.79;1.14.99.9;1.14.13.72;1.14.13.246;1.14.13.70
48,6.3.2.14;3.1.4.17|3.1.4.35|3.1.4.53|3.6.1.1
49,1.1.1.21|1.2.1.16|1.2.1.26|1.2.1.79;1.2.1.-|1.2.1.26|1.2.1.3
50,1.1.1|1.1.1.215;1.1.1.21;1.1.1.346;1.1.1.45;1.1.1|1.1.1.69;1.1.1.128|1.1.1.264;1.6.3.2;1.11.1.1|1.11.1.2;1.12.1.3|1.12.1.5;1.6.5.4;1.1.1.179;1.1.1.359;1.1.1.120;1.1.1.375;1.1.1.272;1.1.1.25
51,2.3.1.28;2.3.1.180
52,2.3.1|2.3.1.64;3.7.1.3;6.3.4.22;3.5.1.32;6.2.1.2|6.2.1.25|6.2.1.33;6.3.2.20;6.3.1.11;6.3.2.59;3.7.1.8;1.14.12.10;2.5.1.46
53,1.3.1.116;1.3.1.115;1.3.1.44;1.1.1.-|1.1.1.211|1.1.1.35
54,5.4.2|5.4.2.2|5.4.2.7
55,2.6.1.18;2.6.1.40;2.6.1.21;2.6.1.-|2.6.1.19|2.6.1.96;2.6.1.77;2.6.1.37;4.1.1.64;2.6.1.30|2.6.1.54;2.6.1.108;2.6.1.119;2.6.1.-|2.6.1.113|2.6.1.29
56,4.1.2.-|4.1.2.14|4.1.2.55;4.1.2.21|4.1.2.55;4.1.2.54;4.1.2.51|4.1.2.55;4.1.2.20;4.1.2.-|4.1.2.53;4.1.2.23|4.1.2.52;2.2.1.7
57,2.4.1.123;2.4.1.239;2.4.1.272;2.4.1.365;2.4.1.343;2.4.1.305;2.4.1.304;2.4.1.13|2.4.1.14;2.4.1.-|2.4.1.301;2.4.1.276;2.4.1|2.4.1.297;2.4.1.271;2.4.1.356;2.4.1.309;2.4.1.159;2.4.1.293;2.4.1|2.4.1.58;2.4.1.270;2.4.1.126;2.4.1.44|2.4.1.73;2.4.1.132;2.4.1.357;2.4.1.252;2.4.1.234;2.4.1.-|2.4.1.286;2.4.1.238;2.4.1.96;2.4.1.32;2.4.1.203;2.4.1.187
58,2.1.1.62;2.1.1.137;2.1.1.181;2.1.1.223
59,2.8.2.-|2.8.2.39;1.8.4.8;2.8.2|2.8.2.14|2.8.2.15|2.8.2.2|2.8.2.4;2.8.2.1;2.8.2.-|2.8.2.38;2.8.2.25;2.8.2.27;2.8.2.1|2.8.2.3;2.8.2.36;2.8.2.20;2.8.2.35|2.8.2.5
60,4.2.1.-|4.2.1.136;6.3.2.34;2.7.7.69;2.7.1.40|2.7.9.2
61,4.1.2.10|4.1.2.11|4.1.2.46|4.1.2.47;3.2.1.21
62,2.1.1.354;2.1.1.355;2.1.1.372;2.1.1.360;2.1.1.127;2.1.1.259;2.1.1.370;2.1.1.357;2.1.1.371;2.1.1.361;2.1.1.60;2.1.1.367;2.1.1.364;2.1.1.369
63,2.3.1.234
64,3.1.6.14;3.2.1.147;2.7.7.5;2.7.1.1|2.7.1.15;2.7.1.1|2.7.1.55;1.8.2.2;3.1.6.6;2.7.1.191|2.7.1.69;2.7.1.199
65,3.6.1.41
66,1.14.13.105;1.2.1.5;4.2.3.87;1.1.1.71;1.3.1.82;1.1.1|1.1.1.243;1.1.1.275;4.2.3.159;4.2.3.21;4.2.3.199;4.2.3.164|4.2.3.ek;4.2.3.117;4.2.3.61;4.2.3.9;4.2.3.73;4.2.3.51;4.2.3.62;4.2.3.-|4.2.3.126;4.2.3.116;4.2.3.83;4.2.3.16;4.2.3.20;4.2.3.-|4.2.3.129;4.2.3.90;4.2.3.198|4.2.3.66;4.2.3.139;4.2.3.161;1.17.99.3;4.2.3.195;4.2.3.24;4.2.3.37;4.2.3.120;4.2.1.-|4.2.1.137;4.2.3.7;1.14.20.-|1.14.20.3;4.2.3.172;4.2.3.98;4.2.3.64;4.2.3.204;4.2.3.109;4.2.3.110
67,2.3.1.86;2.3.1.206;2.3.1.295;2.3.1.165;2.3.1.41;2.3.1.161;2.3.1.41|2.3.1.85;2.3.1.237;2.3.1.236;2.3.1.119;2.3.1.239;2.3.1.289;2.3.1.290;2.3.1.-|2.3.1.218;2.3.1|2.3.1.39|2.3.1.74
68,1.1.1.169|1.1.1.86
69,3.5.1.82;1.2.1.38|2.3.1.1|2.6.1.11|2.7.2.8
70,2.7.1.40|2.7.9.2;2.7.4.-|2.7.4.26;6.3.2.3
71,1.1.1|1.1.1.10|1.1.1.405;1.1.1|1.1.1.10;1.1.1.287;1.1.1.14|1.1.1.9;1.1.1.11;1.1.1.12;1.1.1.14|1.1.1.56;1.1.1.10|1.1.1.14|1.1.1.15;1.1.1.14|1.1.1.250;1.1.1.124|1.1.1.138|1.1.1.21|1.1.1.287|1.1.1.67|1.1.99.11|1.14.13.50|2.5.1.18|2.7.1.59|3.2.1.14|3.2.1.165|4.1.3.3|4.2.1.66|5.1.3.8;1.1.1.289
72,5.1.3.2|5.1.3.7;5.1.3.14;1.1.1.-|1.1.1.336;1.1.1.136;2.7.1.176;4.2.1.115;4.2.1.135;3.5.1.108
73,6.3.1.2
74,5.4.99.24;5.4.99.25;5.4.99.23;5.4.99.20;5.4.99.19;5.4.99.22;5.4.99.21
75,1.14.14.-|1.14.14.13;1.14.14.3;1.14.14.28;1.14.14.15;1.14.19.56;1.14.14.46;1.5.1.39;1.1.99.31;1.14.14.73;1.14.14.5;1.14.14.108;1.13.12.16;1.14.99.46;1.14.14.21
76,1.1.99.40;2.6.1.1;2.6.1.1|2.6.1.19|2.6.1.42|2.6.1.5|2.6.1.57
77,1.1.1.1|1.1.1.71;1.1.1.90
78,3.7.1.1;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16
79,2.4.99.11;2.4.99.11|2.4.99.9;2.4.99.4;2.4.99.8;2.4.99.10;2.4.99.12;2.4.99.2|2.4.99.4;2.4.99.3;2.4.99.7;2.7.8.46;2.7.8.8;2.7.8.32;3.2.1.18
80,1.14.11.17;1.13|1.13.12.19;1.14.11.12;1.13.11.55;1.13.11.18;1.2.2.4;1.14.11.6;1.14.20.4;1.14.20.7;1.14.11.67;1.14.11.25;1.14.11.33;1.14.11|1.14.11.-|1.14.11.13;1.14.11.11;1.14.11.22;1.14.11.52;1.14.11.4;1.14.11.46;1.14.11.58;1.14.11.16;1.14.11.2|1.14.11.29
81,1.1.1.-|1.1.1.329;1.6.5.4;1.11.1.1|1.14.12.17;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3
82,1.14.99.46;1.3.1.2;1.3.1.1;4.1.1.84;3.2.2.27
83,1.14.14.169;1.14.14.-|1.14.14.13;1.14.14.3;1.14.14.28;1.14.14.5;1.5.1.39;1.14.14.15;1.14.19.56;1.14.14.46;1.14.14.108;1.14.19.9;1.14.99.46;1.14.14.155;1.14.14.10;1.14.14.22
84,2.1.3.3|2.1.3.6
85,4.2.1.166;4.2.1.114;4.2.1.170|5.4.4.-;4.2.1.3;4.2.1.33
86,2.1.1.258|2.3.1.169;2.3.1.190;1.2.7.4|1.2.99.2|2.1.1.-|2.3.1.-|2.3.1.169;2.3.1.180
87,1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16
88,1.4.3.4;1.4.3.13;1.1.3.41;1.8.3.5;1.7.3.1;1.1.3.13;1.1.3.7;1.1.3.20;1.1.3.15;1.4.3.21
89,1.3.1.25;1.1.1.417;1.1.1.170|1.1.1.418;1.1.1.41;5.3.3.1;1.14.12.10;1.3.1.53;1.14.13.223;1.1.1.337|1.1.1.375;1.1.1.345;1.6.5.2
90,2.7.8.28;6.3.2.34;2.7.6.1
91,1.3.99.17;1.4.3.4;1.14.14.55;1.2.1.3;1.13.11.38;1.3.5.2
92,4.2.1.140|4.2.1.39|4.2.1.82;4.2.1.8;4.2.1.140|4.2.1.39|4.2.1.6;4.2.1.146|4.2.1.68;4.2.1.68|4.2.1.7
93,2.7.1.81;6.3.2.34;2.7.1.190;2.7.1.3;2.7.1.11
94,1.1.1.353;1.11.1.1|1.11.1.2;1.6.3.2;1.12.1.3|1.12.1.5;1.3.1.77;1.6.5.4;1.1.1|1.8.1.9
95,4.2.3.42;4.2.3.34;4.2.3.45;4.2.3.33;4.2.3.196|4.2.3.fr;4.2.3.31;4.2.3.19;4.2.3.185;4.2.3.183;2.5.1.137;2.5.1.75
96,2.3.3.5;2.3.3.1|2.3.3.5|4.1.3.31;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16
97,6.3.4.13;2.1.2|2.1.2.-|6.3.1.21
98,1.8.3.5;1.4.3.2;1.1.3.15;1.4.3.3;1.2.3.1
99,2.7.1.175;2.7.1.2|2.7.1.6
100,1.1.1.71;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17
101,2.3.1.85|2.3.1.86;1.1.1.100|2.3.1.85|2.3.1.86;1.3.1.10|1.3.1.39|2.3.1.85|2.3.1.86;1.3.1.10|1.3.1.104|1.3.1.39;1.1.1.212;1.1.1.330|1.1.1.36
102,2.6.1.52
103,1.13.12.22;1.13.12.21;1.13.11.80;1.13.11.16;1.14.14.78;1.14.14.61;1.14.14.173;1.13.11.52;1.13.11.38;1.13.11.48;1.13.11.5;1.14.14.154
104,2.5.1.106;2.5.1.136;2.5.1.137;2.5.1.75
105,2.1.1.316;2.1.1.77
106,4.2.1.144;4.1.99.20|4.3.3;6.3.1.12;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16
107,6.3.1.2
108,1.3.1.107;1.6.5.-|1.6.5.9;1.3.1.77;1.11.1.1;1.6.5.2
109,1.14.14.28;1.14.14.3;1.14.14.-|1.14.14.13;1.14.14.5;1.14.14.46;1.14.14.15;1.14.19.56;1.5.1.39;1.14.14.26;1.14.14.108;1.14.14.30;1.14.99.46;1.13.12.16
110,1.17.1.10|1.2.1.43;1.17.1.9|1.2.1.2;1.17.1.11;1.5.1.6;1.1.1.170;1.1.1.417;1.1.1.42;1.3.1.43;4.1.99.5
111,1.2.1|1.2.1.19|1.2.1.22|1.2.1.24|1.2.1.26|1.2.1.3|1.2.1.31|1.2.1.36|1.2.1.4|1.2.1.48|1.2.1.5|1.2.1.88;1.2.1.3|1.2.1.5
112,2.5.1.39
113,1.14.13.84;4.1.99.5;1.5.1.43;1.14.14.43|1.14.14.45;1.14.13.54;1.14.14.1
114,1.1.1.137|1.1.1.405;1.1.1.301;1.1.1|1.1.1.10;1.1.1.287;1.11.1.1|1.11.1.2;1.6.3.2;1.12.1.3|1.12.1.5;1.1.1.101;1.1.1.346;1.1.1.44;1.1.1.47|1.1.1.49
115,6.2.1.2|6.2.1.25|6.2.1.33;6.2.1.37;6.2.1.65|6.2.1.ak;6.2.1.32;6.2.1.2|6.2.1.30;6.2.1.26;6.2.1.1
116,2.7.7.15|2.7.7.57;2.7.7.39;2.7.7.60
117,1.13.11.44|1.13.11.60;1.13.11.44|5.4.4.6;1.14.14.1
118,2.7.1.30
119,6.2.1.9;6.2.1.5
120,2.3.3.14|4.1.3.21;2.3.1.301;2.3.3.20;2.3.3.1|2.3.3.5|4.1.3.31;2.3.3.5;2.3.1.207;2.3.1.41;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16
121,2.3.1.258;2.3.1.1
122,2.3.1.230;2.3.1.86;2.3.1.207;2.3.1|2.3.1.-|2.3.1.206;2.3.1.295;2.3.1.85;2.3.1.301;2.3.1.47
123,3.1.3.16
124,3.2.2.3;3.2.2.3|3.2.2.8;2.4.2.2|2.4.2.3|2.4.2.4
125,1.8.5.6;1.8.5.5|1.8.5.8;1.8.3.1;2.5.1.47|2.5.1.49|4.2.99.8;2.5.1.49;1.8.2.1;1.8.2.5;2.8.1.3;2.8.1.5;2.8.1.1
126,2.4.1.116;2.4.1.-|2.4.1.298;2.4.1.234;2.4.1.81;2.4.1.170;2.4.1.-|2.4.1.297;2.4.1.238;2.4.1.249;2.4.1.115;2.4.1.126;2.4.1.-|2.4.1.286;2.4.1.128;2.4.1.35;2.4.1.185;2.4.1.271;2.4.1.220;2.4.1.294;2.4.1.239;2.4.1.35|2.4.1.91;2.4.1.218;2.4.1.-|2.4.1.330;2.4.1.309;2.4.1.-|2.4.1.301;2.4.1.87;2.4.1.15
127,1.3.1.9;1.6.5.4
128,2.8.3.17;6.2.1|6.2.1.-|6.2.1.12;2.8.3.23;2.3.1.146;2.8.3.12;6.2.1.12|6.2.1.34;1.3.1.-|2.3.1.170|2.3.1.74
129,4.1.1.37
130,2.1.1.337;2.1.1.115|2.1.1.140;2.1.1.132;2.1.1.300;2.1.1.137;2.1.1.-|2.1.1.291;2.1.1.345;2.1.1.128;2.1.1.201
131,2.1.1.28;2.1.1.6;2.1.1.132;2.1.1.-|2.1.1.340;2.1.1.334;2.1.1.345;2.1.1.156|2.1.1.162|2.1.1.20;2.1.1.53;2.1.1.103;2.1.1.222
132,3.5.1.13;2.3.1.118|2.3.1.5;3.4.11.10|3.4.11.21|3.5.1.26
133,1.8.1.18;1.8.1.19;1.8.1.2|1.8.2.2
134,2.1.2.1
135,2.1.1.-|2.1.1.222
136,2.1.1.95;2.1.1.329;2.1.1.132;2.1.1.-|2.1.1.295;2.1.1.163
137,1.14.99.33;1.16.3.1;1.14.19.39;1.13.11.49;1.14.19.38;1.14.13.79;1.14.99.9;1.14.13.72;1.14.13.246;1.14.13.70
138,1.13.11.4;1.13.11.37;1.13.11.5;1.13.11.64;1.13.11.3;1.13.11.86;1.13.11.66;1.13.11.1|1.13.11.M6;1.13.11.9;1.13.11.39;1.13.11.2
139,1.13.11.88;1.13.11.43;1.14.14.154;1.1.3.38;1.1.3.7;1.1.99.8;1.13.12.16;1.14.99.9;1.14.11.33;1.1.3.42|5.5.1.20;1.13.11.2;1.13.11.74;1.13.11.15;1.13.11.84|1.14.99.42;1.4.3.4;1.13.11.51
140,4.2.3.195;2.5.1.41;4.2.3.146;4.2.3.158;4.2.3.191;2.5.1.62;2.5.1.31;2.5.1.89;2.5.1.81;4.2.3.17;4.2.3.8;4.2.3.178;4.2.3.180;4.2.3.159;4.2.3.42;3.1.7.4;4.2.3.43;4.2.3.148;1.3.1.83
141,1.1.3.15;1.4.3.2;1.4.3.3;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.2.3.1
142,1.17.2.2;1.14.12.17|1.16.1.7|1.5.1;1.16.3.1;7.2.1.3
143,1.4.1.18;1.4.1.1|1.4.1.10|1.4.1.12|1.4.1.15|1.4.1.19|1.4.1.2|1.4.1.20|1.4.1.3|1.4.1.4|1.4.1.5|1.4.1.7|1.4.1.8|1.4.1.9
144,2.4.1.187;2.4.1.180;2.4.1.141;2.4.1.304;2.4.1.212;2.4.1.356;2.4.1.244;2.4.1.-|2.4.1.301;2.4.1.-|2.4.1.291;2.4.1.305;2.4.1.343;2.4.1.239;2.4.1.123;2.4.1.-|2.4.1.292;2.4.1.365;2.4.1.227
145,2.8.1.2;4.1.99.1|4.4.1.1|4.4.1.11|4.4.1.13|4.4.1.28|4.4.1.3|4.4.1.8;4.4.1.15
146,4.2.3.175;4.2.3.91;4.2.3.170;4.2.3.-|4.2.3.128;4.2.3.184;4.2.3.39;4.2.3.-|4.2.3.127;4.2.3.96;4.2.3.133;4.2.3.171;4.2.3.7;4.2.3.157;4.2.3.70;4.2.3.204;4.2.3.74;4.2.3.62;4.2.3.56|4.2.3.58;4.2.3.172;4.2.3.37;4.2.3.80;4.2.3.64;4.2.3.136;4.2.3.67;4.2.3.68;4.2.3.98;4.2.3.160;4.2.3.146;4.2.3.24;4.2.3.165;4.2.3.87;4.2.3.76;4.2.3.158;4.2.3.79;4.1.99.16|4.2.3.-|4.2.3.22;4.2.3.88;4.2.3.169;4.2.3.82;4.2.3.176;4.2.3.42;4.2.3.182;4.2.3.191;4.2.3.173;4.2.3.73;4.2.3.135;4.2.3.181;3.1.7.4;4.2.3.198|4.2.3.66;4.2.3.-|4.2.3.126;4.2.3.50;4.2.3.179;4.2.3.6;4.2.3.161;4.2.3.195;4.2.3.199;4.2.3.164|4.2.3.ek;4.2.3.21;4.2.3.101|4.2.3.102;2.5.1.86;4.2.3.90;4.2.3.81
147,5.4.99.32;5.4.99.41;5.4.99.55;5.4.99.39;5.4.99.35;5.4.99.56;5.4.99.47;5.4.99.54;4.2.1.124;5.4.99.33;5.4.99.8;5.4.99.7;5.4.99.50;5.4.99.36;5.4.99.46;5.4.99.48;5.4.99.51;5.4.99.31;4.2.1.123;5.4.99.37;5.4.99.17;5.4.99.65;5.4.99.38;1.14.14.17;1.3.1.96|2.5.1.21
148,3.1.3.25;3.1.3.25|3.1.3.57;2.7.1.64;2.4.1.20;2.4.1.8;2.4.1.31;2.4.1.320;2.4.1.279;2.4.1.281;3.1.4.57;3.1.3.62;3.1.3.57|3.1.3.7;2.4.1.282;2.4.1.230;3.1.3.64
149,4.1.1.86;4.1.1.17|4.1.1.19|4.1.1.86
150,1.14.19.47;1.14.19.12;1.14.19.35;1.14.19.25;1.14.19.14;1.14.19.39;1.14.19.16;1.14.19.33;1.14.19.4;1.13.11.44|1.13.11.60;1.13.11.77;1.13.11.62;1.13.11.58;1.13.11.-|1.13.11.61;1.14.19.22;1.14.19.6;1.14.19.34;1.14.19.23;1.13.11.12|1.13.11.31|1.13.11.33
151,1.2.1.23;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.4.1.1|1.4.1.10|1.4.1.12|1.4.1.15|1.4.1.19|1.4.1.2|1.4.1.20|1.4.1.3|1.4.1.4|1.4.1.5|1.4.1.7|1.4.1.8|1.4.1.9
152,6.3.2.43;6.3.2.60|6.3.2.M4;6.3.4.14;6.3.4.14|6.4.1.1;6.3.2.25;6.3.1.14|6.3.2.22;2.3.1.193;2.7.1|2.7.1.-|2.7.1.165|2.7.1.31;2.7.1.172;2.7.1.221;1.1.1.124|1.1.1.138|1.1.1.14|1.1.1.67|1.1.99.11|1.14.13.50|2.5.1.18|2.5.1.48|2.7.1.-|2.7.1.162|2.7.1.221|2.7.1.59|3.2.1.14|3.2.1.165|4.1.3.3|4.2.1.66|5.1.3.8;2.7.1.162;2.7.1.157
