Reaction,All ECs
11665,2.4.99.1;2.4.99.14;2.4.99.13;2.7.8.46;2.7.8.14;2.4.99.2;2.4.99.4;2.4.99.6;2.4.99.3;2.4.99.9;2.4.99.8;2.4.99.7;2.7.8.11;3.5.4.12;2.7.8.32;2.7.8.39;2.4.99.12;2.7.8.45;6.1.2.2;3.2.1.85
11701,1.14.13.225|1.6.3.1;1.6.3.5;1.11.1.6|1.14.13.225|1.3.1.95|1.6.3.1|1.6.3.3|1.6.99.3
11721,2.3.1.193|2.7.1|2.7.1.1|2.7.1.2|2.7.11.24|3.1.3|3.1.3.1|3.1.3.2|3.1.3.29|3.1.4|3.4.21.53|3.4.24|3.6|3.6.1|3.6.1.-|3.6.1.15|3.6.1.3|3.6.1.5|3.6.1.8|3.6.2.1|3.6.3|3.6.3.1|3.6.3.10|3.6.3.11|3.6.3.12|3.6.3.14|3.6.3.15|3.6.3.16|3.6.3.17|3.6.3.18|3.6.3.19|3.6.3.2|3.6.3.20|3.6.3.21|3.6.3.22|3.6.3.23|3.6.3.24|3.6.3.25|3.6.3.26|3.6.3.27|3.6.3.28|3.6.3.29|3.6.3.3|3.6.3.30|3.6.3.31|3.6.3.32|3.6.3.33|3.6.3.34|3.6.3.35|3.6.3.36|3.6.3.37|3.6.3.38|3.6.3.39|3.6.3.4|3.6.3.40|3.6.3.41|3.6.3.42|3.6.3.43|3.6.3.44|3.6.3.46|3.6.3.47|3.6.3.48|3.6.3.49|3.6.3.5|3.6.3.50|3.6.3.51|3.6.3.52|3.6.3.53|3.6.3.54|3.6.3.55|3.6.3.6|3.6.3.7|3.6.3.8|3.6.3.9|3.6.4|3.6.4.1|3.6.4.10|3.6.4.11|3.6.4.12|3.6.4.13|3.6.4.2|3.6.4.3|3.6.4.4|3.6.4.5|3.6.4.6|3.6.4.7|3.6.4.8|3.6.4.9|5.6.1.1|5.6.1.7|5.6.1.8|5.6.1.c|5.6.1.d|5.6.1.f|5.6.1.g|7.1.2.1|7.1.2.2|7.3.2.a|7.3.2.f|7.5.2.h|7.5.2.j|7.5.2.l|7.6.2.1|7.6.2.2|7.6.2.c|7.6.2.f
11725,1.8.4.8;1.8.4.10;1.8.4.9;1.8.99.2
11749,2.1.2.1|4.1.2.48|4.1.2.5
11765,3.5.3.1;3.5.3.7;3.5.3.22;3.5.1.3;2.1.1.248;1.4.9.1;6.3.1.2|6.3.4.12
11793,1.14.13.69;1.11.1.6|1.14.13.225|1.3.1.95|1.6.3.1|1.6.3.3|1.6.99.3
11897,1.1.1.181;1.1.1.145|5.3.3.1;1.6.5.4;1.11.1.1|1.14.12.17;1.7.99.6;1.1.1.170|1.1.1.418;1.1.1.213|1.1.1.357|1.1.1.50;1.1.1.417;1.14.13.246;1.14.18.9;1.1.1.51;1.1.1.1
11989,2.1.1.334;2.1.1.79;2.1.1.165;2.1.1.96;2.1.1.17;2.1.1.71;2.1.1.103|2.1.1.16|2.1.1.71;2.1.1.137;2.1.1.37
12025,2.3.1.91;2.3.1.103;3.1.1.49;3.2.1.126|3.2.1.21;3.2.1.126
12029,1.3.3.1|3.5.2.3
12105,2.1.1.45
12133,6.3.2.2
12197,4.1.2.22;2.5.1.54|2.5.1.55|4.1.2.15
12241,2.3.1.237;2.3.1.236;2.3.1.85;2.3.1.161;2.3.1.41;2.3.1.86;2.3.1.289;2.3.1.290;2.3.1.239;2.3.1.295;1.3.1.-|2.3.1.170|2.3.1.74
12277,1.3.8.4|1.3.99.10|1.3.99.3;1.3.8.4|1.3.8.7|1.3.99.10;1.3.99.12;1.14.14.15;1.14.19.56;1.5.1.45;1.3.3.6|1.3.8.1|1.3.99.-|1.3.99.2|1.3.99.3;1.3.99.7;1.3.3.6|1.3.8.1|1.3.99.-|1.3.99.13|1.3.99.3;2.1.1.74
12333,6.3.2.2
12433,2.3.2.16;6.3.1.12;6.3.5.-|6.3.5.13;6.3.2.14;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16
12437,2.3.1.64;2.3.1.249;2.3.1.248;2.3.1.57;2.3.1|2.3.1.110;2.3.1.302;2.3.1.57|2.6.1.29;2.3.1|2.3.1.-|2.3.1.32;2.3.1.264;2.3.1.229;2.3.1.178;2.3.1.87;2.3.1|2.3.1.-|2.3.1.215;2.3.1.153;2.3.1.280|2.3.1.dd;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16
12509,2.1.1.112;2.1.1.50;2.1.1.29;2.1.1.34;2.1.1.228|2.1.1.31;2.1.1.187|2.1.1.188|2.1.1.51
12525,1.5.1.1|1.5.1.21|1.5.1.49;1.14.19.48;1.11.1.21;1.11.1.1|1.11.1.2
12606,2.2.1.7
12614,1.8.4.2;2.1.1.137;3.1.2.6
12626,2.3.1.92;2.3.1.103;2.3.1.91;3.2.1.126;4.2.2.12;2.4.1.299|2.4.1.300;3.2.1.175;3.2.1.22;3.2.1.126|3.2.1.21
12766,1.2.7.1;1.2.1|1.2.1.-|1.2.1.104|1.2.1.51|1.2.1.M10|1.2.4.1|1.2.4.2|1.2.4.4|1.8.1.4|2.3.1.12|2.3.1.168|2.3.1.61;1.2.1.51
12822,4.1.2.4
12902,3.5.3.1;2.1.4.1;3.5.3.7;2.1.4.2;3.5.3.22;2.1.3.3|6.3.4.16
12934,4.1.2.17;4.1.2|4.1.2.-|4.1.2.13
12970,3.1.4.46;2.7.7.39;3.1.4.2|3.1.4.46;3.1.4.2|3.1.4.44;6.1.2.2;2.8.2.1|2.8.2.3;2.7.8.5;3.1.1.5
12998,2.3.1.99;2.3.1|2.3.1.133|3.1.2.-;2.3.1.248;2.3.1.249;2.3.1.159|2.3.1.74
13054,2.6.1.-|2.6.1.99;2.6.1.51;2.6.1.1|2.6.1.2|2.6.1.5;2.6.1.2|2.6.1.21;2.6.1.15;2.6.1.21
13110,1.6.5.4;1.11.1.1|1.14.12.17;1.7.99.6;1.2.1.3
13114,1.11.1.1|1.11.1.2;1.6.5.4;1.11.1.1|1.14.12.17;1.7.99.6;1.8.1.9
13178,4.1.2.17;2.7.1.92;2.3.1.277;4.1.2.13
13182,6.3.4.16|6.3.5.5
13202,2.1.4.1;2.1.4.2;2.6.1.13;3.4.11.1
13370,2.5.1.100;2.5.1.109;2.5.1.36;2.5.1.136;2.5.1.137;2.5.1.75
13390,1.3.99.7;1.3.8.6|1.3.99.7;1.3.99.3;1.3.3.6|1.3.8.1|1.3.99.-|1.3.99.2|1.3.99.3;1.3.99.12;1.14.14.15;1.14.19.56;1.3.3.6|1.3.8.1|1.3.99.-|1.3.99.13|1.3.99.3;2.3.1.281|2.3.1.ci;2.3.1.119;1.5.1.45;1.3.3.6|1.3.8.9|1.3.99.-|1.3.99.13|1.3.99.3;1.14.14.8;2.1.1.74
13406,2.3.1.64;2.3.1.249;2.3.1|2.3.1.110;2.3.1.248;2.3.1.229;2.3.1.57;2.3.1|2.3.1.-|2.3.1.32;2.3.1.57|2.6.1.29;2.3.1.264;2.3.1.219;2.3.1.13;2.3.1.87;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16
13418,1.6.5.4;1.11.1.1|1.14.12.17;1.5.1.34;1.3.1.77;1.4.1.27;1.5.1.15;1.5.1.20|1.5.1.54
13486,2.6.1.21;2.6.1.7;2.6.1.1|2.6.1.27|2.6.1.42|2.6.1.5|2.6.1.57|2.6.1.9
13598,3.5.3.1;3.5.3.7;3.5.3.22;3.5.1.5
13634,6.3.1.2|6.3.4.12
13662,3.5.1.3;2.3.2.13;1.4.1.1|1.4.1.10|1.4.1.12|1.4.1.15|1.4.1.19|1.4.1.2|1.4.1.20|1.4.1.3|1.4.1.4|1.4.1.5|1.4.1.7|1.4.1.8|1.4.1.9;1.4.99.1
13670,4.1.1.69;4.1.1.52;4.1.1.103;4.1.1.55;1.13|1.13.12.19;2.3.1|2.3.1.39|2.3.1.74
13674,2.7.7.59;2.7.7.42
13678,2.2.1.1;2.7.1.19;4.1.1.85;1.1.1.137|1.1.1.405;1.1.1.301;2.7.1.16
13706,2.4.1.-|2.4.1.285;2.4.1.250;2.4.1.-|2.4.1.283;2.4.1.306;2.4.1.-|2.4.1.290;3.2.1.183;2.4.1.143;2.4.1.145;2.4.1.150;2.4.1.101;2.4.1.40;2.4.1.223;2.4.1.174;2.4.1.-|2.4.1.292;2.4.1.149;2.4.1.87;2.4.1.56;2.4.1.144;2.4.1.155
13774,1.14.14.13;1.14.14.3;1.14.14.28;1.14.14.5;1.14.14.35;1.14.14.15;1.14.19.56;1.14.14.46;1.14.14.8;1.5.1.39;1.1.99.31;1.14.99.46;1.14.14.21;1.14.14.12
13810,2.5.1.137;2.5.1.136;2.5.1.75
13822,1.13|1.13.12.19;1.14.11.4;1.1.5.13;1.1.99.2;1.1.99.39;1.14.11.21;1.14.11.67;1.14.11.24;1.14.11.25;1.14.11.40;1.14.11.1;1.14.11.18;1.14.11.28;1.14.11|1.14.11.2|1.14.11.57;1.14.11.56;1.14.11.27|1.14.11.65|1.14.11.67
13854,6.3.1.14;6.3.1.5|6.3.5.1
13930,3.5.3.1;3.5.3.7;3.5.3.22;2.1.3.3|2.1.3.6
13950,1.16.1.9;1.14.12.17|1.16.1.7|1.5.1;1.16.1.1;1.2.1.44;1.3.1.32;1|1.14.13.39|1.14.14.1|1.16.1.7|1.18.1.2|1.6.2.2;1.8.1.13
13962,6.6.1.1;6.3.2.25;6.3.4.3
14026,3.5.4.-|3.5.4.26;3.5.4.15;6.3.4.1|6.3.5.2
14146,6.3.5.11;6.3.5.-|6.3.5.13;6.3.5.9;6.3.1.12;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16
14154,2.4.1.250;2.4.1.-|2.4.1.283;2.4.1.-|2.4.1.285;2.4.1.306;2.4.1.-|2.4.1.290;2.4.1.17;3.2.1.183;2.4.1.-|2.4.1.291;2.4.1.227
14182,1.14.11.67;1.14.11.68;1.14.11.66;1.14.11.69;1.14.11.65;1.14.11.27;1.14.11.28;1.14.11.33;1.14.11.51;1.14.11.53;1.14.11.21;1.14.11.1;1.14.11.-|1.14.11.55;1.13|1.13.12.19
14198,6.3.1.12;6.3.4.2
14218,1.8.4.13|1.8.4.14;1.8.4.12
14222,3.1.1.114|3.1.1.M3;3.1.1.100;3.1.1.82;3.1.1.2;3.3.2.14;3.1.1.1
14266,1.2.1.70
14334,4.6.1.14;3.1.4.50;3.5.1.89;4.6.1.13;3.1.4.11;3.1.4.3;2.7.1.227;2.7.1.228;2.7.8.20
14342,2.6.1.19;4.1.1.47;2.2.1.9|2.5.1.64|4.1.1.71|4.1.3.-|4.2.99.20
14446,3.1.4.4;3.1.4.39;2.7.8.24;3.1.4.41;3.1.4.1|3.1.4.4;3.1.4.3;2.3.1.158
14478,1.3.99.3;1.3.3.6|1.3.8.1|1.3.99.-|1.3.99.2|1.3.99.3;1.3.99.7;1.3.3.6|1.3.8.1|1.3.99.-|1.3.99.13|1.3.99.3;1.3.3.6|1.3.8.9|1.3.99.-|1.3.99.13|1.3.99.3;1.3.99.12;1.14.19.56;1.14.14.15;1.5.1.45;1.3.8.4|1.3.99.10|1.3.99.3;2.1.1.74
14526,1.21.99.1;2.1.1.261;2.5.1.34;5.5.1.32;5.5.1.31;5.5.1.33;1.12.5.1;4.2.3.88;1.1.1.71;4.2.3.204;4.2.3.107;4.2.3.135;4.2.3.105;1.14.14.127;4.2.3.82;4.2.3.160;4.2.3.80;4.2.3.100;4.2.3.72;1.14.11.38;4.2.3.57;4.2.3.137;4.2.3.89;4.2.3.133;4.2.3.98;4.2.3.173;4.2.3.56|4.2.3.58;4.2.3.-|4.2.3.127;4.2.3.70;4.2.3.96;4.2.3.74;4.2.3.163;4.2.3.167;4.2.3.146;4.2.3.8;1.3.1.96|2.5.1.21
14534,2.1.1.2;2.7.3.2;3.9.1.1;3.5.4.1|3.5.4.21;4.3.1.17;3.4.11.9
14546,2.4.99.20|3.2.2.5;3.5.1.4;6.3.1.5|6.3.5.1
14634,6.3.2.3;6.3.2.2|6.3.2.3;6.4.1.8;6.3.4.6
14730,4.1.2.13;4.1.2.40
14734,6.3.2.2
14770,1.5.99.4;2.1.1.49;1.14.13.8;1.14.14.1;1.17.1.5;1.17.2.1;1.5.3.5;1.5.3.6;1.13.11.9;1.3.7.1;1.3.99.17
14850,6.3.4.5
14858,6.3.2.37;6.3.2.59;6.3.1.8|6.3.1.9;6.3.2.11;6.3.2.7;6.3.2.23;6.3.2.44;6.3.5.12;6.3.5.9;6.3.5.11;6.3.5.-|6.3.5.13;6.3.2.4
14886,3.2.2.24;3.2.2.19;2.4.2.31;3.2.2.5|3.2.2.6;2.4.2.17
14894,5.4.3.5;5.1.1.10|5.1.1.12|5.1.1.9;2.3.2.30;3.5.1.132;3.4.13.4;2.6.1.13;5.4.3.3;2.6.1.13|2.6.1.68;2.6.1.21;5.1.1.5|5.1.1.9;2.6.1.36;3.5.1.17;2.3.1.35
14926,1.1.1.200;1.1.1|1.1.1.10|1.1.1.19|1.1.1.2|1.1.1.21|1.1.1.72;1.1.1.2|1.1.1.21;1.1.1.21;1.11.1.1|1.11.1.2;1.7.1.6;1.1.1.-|1.1.1.215;1.1.1.346;1.1.1.101;1.1.1.-|1.1.1.2|1.1.1.21|1.1.1.365;1.1.1.44
14930,1.1.1.209;1.1.1.51;1.1.1.210|1.1.1.239|1.1.1.357|1.1.1.51|1.1.1.62;1.6.5.4;1.11.1.1|1.14.12.17
14982,1.1.1|1.1.1.209;1.1.1.51;1.1.1.51|1.1.1.62|1.1.1.64;1.1.1|1.1.1.2|1.1.1.213|1.1.1.239|1.1.1.62|1.3.1.20;1.1.1.184|1.1.1.2|1.1.1.62
15006,1.14.11.13;1.14.11.67;1.14.11.15;1.14.11.27|1.14.11.65|1.14.11.66|1.14.11.67;1.14.11.66|1.14.11.68|1.14.11.69;1.14.11.54;1.14.11.53;1.14.11.51
15030,1.1.1.21;1.1.1.255;1.1.1.2|1.1.1.21;1.1.1|1.1.1.10|1.1.1.19|1.1.1.2|1.1.1.21|1.1.1.72;1.1.1.14;1.6.5.4;1.11.1.1|1.14.12.17
15070,1.1.1.396;1.3.7.15;4.2.1.-|4.2.1.165;1.14.13.122;2.1.1.333;2.5.1.141
15094,2.6.1.21;2.6.1.5;2.6.1.7;2.6.1.1|2.6.1.19|2.6.1.42|2.6.1.5|2.6.1.57;2.6.1.14
15122,2.8.1.5;2.8.1.1;1.8.5.5;1.8.5.5|1.8.5.8;1.8.2.5;2.5.1.47|2.5.1.49|4.2.99.8
15190,1.17.1.9;1.17.1.11;1.1.98.6;1.17.2.3;1.8.98.6;1.17.98.3;1.17.1.10|1.2.1.43;1.17.5.3;1.17.98.4;1.16.3.1
15238,1.16.1.9;1.14.12.17|1.16.1.7|1.5.1;1.16.1.1;1.2.1.44;1.3.1.32;1|1.14.13.39|1.14.14.1|1.16.1.7|1.18.1.2|1.6.2.2;1.8.1.13
15258,2.1.2.1|4.1.2.48|4.1.2.5
15266,4.3.3.6
15274,2.6.1.21;2.6.1.7;2.6.1.1|2.6.1.19|2.6.1.42|2.6.1.5|2.6.1.57;2.6.1.14
15430,2.1.1.342;1.97.1|1.97.1.4;2.8.1.8
15482,2.1.2.1
15558,6.3.2.2
15590,2.6.1.72;2.6.1.7;2.6.1.21;2.6.1.57;2.6.1.27;2.6.1.1|2.6.1.27|2.6.1.42|2.6.1.5|2.6.1.57|2.6.1.9
15614,1.3.1.76;1.6.5.4;1.11.1.1|1.14.12.17
15806,6.4.1.7;6.3.4.16|6.3.5.5
15810,4.2.3|4.2.3.26;4.2.3.77;4.2.3.67;4.2.3.75;2.5.1.123;2.5.1.124;2.5.1.138;3.1.7.4;4.2.3.108|4.2.3.111;4.2.3.112;2.5.1.74;4.2.3.11;4.2.3.120;4.2.3.117;2.5.1.136;4.2.3.116;2.5.1.137;4.2.3.110;4.2.3.51;4.2.3.10;4.2.3.52;2.5.1.10;2.5.1.20
15854,1.1.1.149;1.6.5.4;1.11.1.1|1.14.12.17;1.7.99.6;1.1.1.145;1.1.1.417;1.1.1.51;1.14.13.246;1.1.1.170|1.1.1.418;1.1.1.213|1.1.1.357|1.1.1.50;1.1.1.145|5.3.3.1;1.14.18.9
15858,1.14.99.9;1.1.1.149;1.11.1.1|1.11.1.2;1.3.1.22;1.1.1.146;1.1.1.417;1.1.1.62;1.1.1.170;1.1.1.213|1.1.1.357|1.1.1.50;1.1.1.270;1.1.1.201;1.1.1.145|5.3.3.1
15862,1.18.6.1;6.3.5.9
15902,1.2.1.9;1.13.11|4.1.1.39
15906,1.1.1.1|1.1.1.163|1.1.1.184|1.1.1.245|1.1.1.90
15910,1.14.11.17;1.13|1.13.12.19;1.14.11.12;1.13.11.18;1.13.11.55;1.2.2.4;1.14.11.6;1.14.20.7;1.14.11.67;1.14.11.25;1.14.11.33;1.14.11.15;1.14.11|1.14.11.-|1.14.11.13;1.14.11.11;1.14.11.22;1.14.11.52;1.14.11.4;1.14.11.63;1.14.11.58;1.14.11.16;1.14.11.2|1.14.11.29
15914,2.7.4.-|2.7.4.26;2.7.4.7;2.7.4.2;2.7.4.8
15926,1.11.1.1|1.11.1.2;1.3.1.20;1.1.1.100;1.14.14.1
15930,3.5.1.6;3.5.1.54;3.5.1.20;3.5.1.84;3.5.1.53;3.5.3.9;3.5.1.5
15954,6.3.4.22;2.7.2.2;6.3.4.16|6.3.5.5
15966,3.1.4.39;3.1.4.2|3.1.4.46;2.7.7.39;6.1.2.2;2.8.2.1|2.8.2.3;3.1.5.1;4.1.99.25;2.7.7.60
15970,
15974,2.8.2.15;2.8.2.15|2.8.2.2|2.8.2.4;2.8.2.1;1.8.4.8;2.8.2.1|2.8.2.3;2.8.2.25;2.8.2|2.8.2.14|2.8.2.15|2.8.2.2|2.8.2.4;2.8.2.27;2.8.2.36;2.8.2.-|2.8.2.39;2.8.2.24;2.8.2.-|2.8.2.38;2.8.2.37|2.8.2.8;2.8.2.20
16030,3.5.3.7;3.5.3.1;3.5.3.22;3.5.1.6;6.3.2.1
16046,2.4.1.122|2.4.1.307;2.4.1.86;2.4.1.275;2.4.1.87;2.4.1.62;2.4.1.38|2.4.1.90;2.4.1.-|2.4.1.301;2.4.1.338;2.4.1.22;2.4.1.239;2.4.1.-|2.4.1.297;2.4.1.228;2.4.1.-|2.4.1.284;2.4.1.13;2.4.1.366|2.4.1.367|2.4.1.dv;2.4.1.364;2.4.1.274;2.4.1.241;2.4.1.245;2.4.1.15
16050,2.7.8.26
16062,3.1.4.39;3.1.4.2|3.1.4.46;2.7.7.39;3.1.4.41;3.1.4.1|3.1.4.4
16114,1.16.1.6;1.14.13.50|2.7.1.59|3.2.1.14|3.2.1.165|4.1.3.3|4.2.1.66|5.1.3.8
16122,3.5.1.6;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16;6.3.5.11;6.3.5.9;6.3.5.-|6.3.5.13
16158,1.16.1.9;1.14.12.17|1.16.1.7|1.5.1;1.16.1.1;1.2.1.44;1.3.1.32;1|1.14.13.39|1.14.14.1|1.16.1.7|1.18.1.2|1.6.2.2;1.8.1.13
16162,1.14.12.17|1.16.1.7|1.5.1;1.16.1.9;1.1.1.-|1.1.1.85;1.1.1.155|1.1.1.286|1.1.1.87
16166,1.2.2.4;1.14|1.14.13.125|1.14.14.156;1.13.12.24;1.13|1.13.12.19;1.2.3.4;1.2.3.3;4.1.1.105|4.1.1.28;1.1.3.15;1.13.12.6;1.14.14.117;4.1.1.109;1.11.1.21
16170,6.3.1.2|6.3.4.12
16226,3.5.1.117|3.5.1.46;6.3.2.56|6.3.2.ad;6.3.2.11;6.3.2.26;2.3.1.164;6.3.2.2
16290,1.6.5.4;1.11.1.1|1.14.12.17;1.6.6.1|1.7.1.1|1.7.1.2;1.7.99.6;1.7.1.14;1.14.13.69;1.1.1.1
16302,3.2.2.5|3.2.2.6;2.4.2.59;2.4.2.31
16394,3.1.1.100;1.13.11|1.13.11.-|1.13.11.8;3.1.1.82;3.1.1.59;3.4.21.62;3.1.1.73;3.1.1.1
16494,2.7.8.5;2.7.7.39;3.1.4.44|3.1.4.46;3.1.4.2|3.1.4.44;3.6.1.16;2.4.1.213;3.1.1.5
16570,1.14.11.67;1.14.11.4;1.14.11.27;1.14.11.65;1.14.11.69;1.14.11.66;1.14.11.68;1.14.11.63;1.14.11.33;1.14.11.51;1.14.11.53;1.14.11|1.14.11.2|1.14.11.57
16582,1.4.3.1|1.4.3.3;1.1.3.47;1.4.3.3;1.2.1.29|1.2.3.1;1.1.3.17;1.1.3.15;1.1.3.29;1.4.3.19;1.3.8.7;1.21.3.3;1.1.3.9;1.2.3.14
16666,5.4.4.7;1.14.14.1
16710,1.14.16.1|1.14.16.4;1.14.16.7;1.14.16.2;1.14.16.5;4.2.1.96
16758,1.8.1.12;1.14.19.48;1.11.1.21;1.11.1.1|1.11.1.2
16778,6.3.2.2
16834,1.11.1.12;1.11.1.27;1.11.1.12|2.5.1.18;2.8.1.3;1.8.3.3
16894,2.1.1.132;2.1.1.49;2.1.1.28;2.1.1|2.1.1.163
16906,3.3.2.2;3.1.1.5;2.3.1.121;2.3.1.15
16962,2.3.2.-|4.3.2.-|4.3.2.6;2.3.2.4|4.3.2.9;3.5.1.130|3.5.1.ai;6.3.2.37;3.5.1.17;4.3.2.7;2.6.1.36;6.3.2.59;2.6.1.21;3.4.16.6|3.4.17.10|3.4.17.12|3.4.17.2|3.4.17.20|3.4.17.22;2.3.1.32;2.1.3.3|2.1.3.8
16966,4.2.3.52;4.2.3.51;2.5.1.10;2.5.1.20;4.2.3.110;4.2.3.109;4.2.3.120;4.2.3.117;4.2.3.116;4.2.3.115;4.2.3|4.2.3.26
17014,2.7.9.1;2.7.1.40|2.7.9.2;2.7.1.121
