reaction,REACTION_ID,true_EC
12606-2.2.1.7-Q,12606,2.2.1.7
12614-1.8.4.4-Q,12614,1.8.4.4
12626-2.3.1.92-Q,12626,2.3.1.92
12766-1.2.7.1-Q,12766,1.2.7.1
12822-4.1.2.4-Q,12822,4.1.2.4
12902-3.5.3.10-Q,12902,3.5.3.10
12934-4.1.2.17-Q,12934,4.1.2.17
12970-3.1.4.46-Q,12970,3.1.4.46
12998-2.3.1.130-Q,12998,2.3.1.130
13054-2.6.1.58-Q,13054,2.6.1.58
13110-1.7.1.12-Q,13110,1.7.1.12
13114-1.7.1.12-Q,13114,1.7.1.12
13178-4.1.2.29-Q,13178,4.1.2.29
13182-7.3.2.4-Q,13182,7.3.2.4
13202-2.1.4.1-Q,13202,2.1.4.1
13370-4.2.3.27-Q,13370,4.2.3.27
13390-1.3.8.6-Q,13390,1.3.8.6
13406-2.3.1.64-Q,13406,2.3.1.64
13418-1.3.1.41-Q,13418,1.3.1.41
13486-2.6.1.75-Q,13486,2.6.1.75
13598-3.5.3.20-Q,13598,3.5.3.20
13634-6.3.1.11-Q,13634,6.3.1.11
13662-3.5.3.5-Q,13662,3.5.3.5
13670-4.1.1.51-Q,13670,4.1.1.51
13674-2.7.7.59-Q,13674,2.7.7.59
13678-5.1.3.1-Q,13678,5.1.3.1
13706-2.4.1.138-Q,13706,2.4.1.138
13774-1.14.19.64-Q,13774,1.14.19.64
13810-2.5.1.35-Q,13810,2.5.1.35
13822-1.14.11.64-Q,13822,1.14.11.64
13854-6.3.1.7-Q,13854,6.3.1.7
13930-3.5.3.11-Q,13930,3.5.3.11
13950-1.18.1.4-Q,13950,1.18.1.4
13962-6.6.1.1-Q,13962,6.6.1.1
14026-3.5.4.24-Q,14026,3.5.4.24
14146-2.7.3.1-Q,14146,2.7.3.1
14154-2.4.1.39-Q,14154,2.4.1.39
14182-1.14.11.8-Q,14182,1.14.11.8
14198-6.3.1.4-Q,14198,6.3.1.4
14218-1.8.4.11-Q,14218,1.8.4.11
14222-3.1.6.16-Q,14222,3.1.6.16
14266-5.4.3.8-Q,14266,5.4.3.8
14334-4.6.1.14-Q,14334,4.6.1.14
14342-2.2.1.5-Q,14342,2.2.1.5
14446-3.1.4.4-Q,14446,3.1.4.4
14478-1.3.8.7-Q,14478,1.3.8.7
14526-1.21.99.1-Q,14526,1.21.99.1
14534-3.5.2.10-Q,14534,3.5.2.10
14546-3.5.1.19-Q,14546,3.5.1.19
14634-7.2.2.3-Q,14634,7.2.2.3
14634-7.2.2.4-Q,14634,7.2.2.4
14730-4.1.2.13-Q,14730,4.1.2.13
14734-7.2.2.15-Q,14734,7.2.2.15
14770-1.5.99.4-Q,14770,1.5.99.4
14850-3.5.3.14-Q,14850,3.5.3.14
14858-6.3.2.20-Q,14858,6.3.2.20
14886-3.2.2.19-Q,14886,3.2.2.19
14894-5.4.3.5-Q,14894,5.4.3.5
14926-1.1.1.224-Q,14926,1.1.1.224
14930-1.1.1.239-Q,14930,1.1.1.239
14930-1.1.1.51-Q,14930,1.1.1.51
14982-1.1.1.51-Q,14982,1.1.1.51
14982-1.1.1.64-Q,14982,1.1.1.64
15006-1.14.11.13-Q,15006,1.14.11.13
15030-1.1.1.255-Q,15030,1.1.1.255
15070-4.2.1.165-Q,15070,4.2.1.165
15094-2.6.1.5-Q,15094,2.6.1.5
15094-2.6.1.57-Q,15094,2.6.1.57
15122-2.8.1.5-Q,15122,2.8.1.5
15190-1.17.2.3-Q,15190,1.17.2.3
15238-1.6.2.5-Q,15238,1.6.2.5
15258-4.1.2.42-Q,15258,4.1.2.42
15266-2.6.99.2-Q,15266,2.6.99.2
15274-2.6.1.49-Q,15274,2.6.1.49
15430-2.1.1.342-Q,15430,2.1.1.342
15482-2.1.2.1-Q,15482,2.1.2.1
15558-7.2.2.11-Q,15558,7.2.2.11
15590-2.6.1.72-Q,15590,2.6.1.72
15614-1.3.1.76-Q,15614,1.3.1.76
15806-6.3.3.3-Q,15806,6.3.3.3
15810-4.2.3.26-Q,15810,4.2.3.26
15854-1.1.1.149-Q,15854,1.1.1.149
15858-1.1.1.149-Q,15858,1.1.1.149
15862-3.1.3.28-Q,15862,3.1.3.28
15902-5.4.2.11-Q,15902,5.4.2.11
15902-5.4.2.12-Q,15902,5.4.2.12
15906-1.1.99.26-Q,15906,1.1.99.26
15910-1.14.11.17-Q,15910,1.14.11.17
15914-2.7.4.16-Q,15914,2.7.4.16
15926-1.1.1.160-Q,15926,1.1.1.160
15930-3.5.3.21-Q,15930,3.5.3.21
15954-2.7.3.10-Q,15954,2.7.3.10
15966-3.1.4.39-Q,15966,3.1.4.39
15970-1.20.4.2-Q,15970,1.20.4.2
15974-2.8.2.4-Q,15974,2.8.2.4
16030-3.5.3.17-Q,16030,3.5.3.17
16046-2.4.1.86-Q,16046,2.4.1.86
16050-2.7.8.26-Q,16050,2.7.8.26
16062-3.1.4.2-Q,16062,3.1.4.2
16114-1.16.1.6-Q,16114,1.16.1.6
16122-3.5.2.2-Q,16122,3.5.2.2
16158-1.6.2.6-Q,16158,1.6.2.6
16162-1.6.2.6-Q,16162,1.6.2.6
16166-1.13.12.3-Q,16166,1.13.12.3
16170-6.3.1.2-Q,16170,6.3.1.2
16226-3.5.2.12-Q,16226,3.5.2.12
16290-1.5.1.18-Q,16290,1.5.1.18
16302-3.2.2.5-Q,16302,3.2.2.5
16302-3.2.2.6-Q,16302,3.2.2.6
16394-3.1.1.59-Q,16394,3.1.1.59
16494-3.1.4.42-Q,16494,3.1.4.42
16570-1.14.11.4-Q,16570,1.14.11.4
16582-1.11.1.5-Q,16582,1.11.1.5
16666-3.3.2.7-Q,16666,3.3.2.7
16710-1.14.16.4-Q,16710,1.14.16.4
16758-1.8.1.12-Q,16758,1.8.1.12
16778-7.2.2.6-Q,16778,7.2.2.6
16834-1.11.1.9-Q,16834,1.11.1.9
16894-2.1.1.87-Q,16894,2.1.1.87
16906-3.3.2.2-Q,16906,3.3.2.2
16962-4.3.2.8-Q,16962,4.3.2.8
16966-4.2.3.15-Q,16966,4.2.3.15
17014-5.4.2.9-Q,17014,5.4.2.9
17030-3.5.2.5-Q,17030,3.5.2.5
17054-2.2.1.2-Q,17054,2.2.1.2
17074-2.3.1.27-Q,17074,2.3.1.27
17090-4.1.2.14-Q,17090,4.1.2.14
17090-4.1.2.55-Q,17090,4.1.2.55
17114-3.1.4.13-Q,17114,3.1.4.13
17158-2.7.3.2-Q,17158,2.7.3.2
17210-3.5.2.18-Q,17210,3.5.2.18
17270-2.1.1.101-Q,17270,2.1.1.101
17306-3.5.3.18-Q,17306,3.5.3.18
17330-1.1.1.198-Q,17330,1.1.1.198
17366-7.2.2.5-Q,17366,7.2.2.5
17374-5.3.99.8-Q,17374,5.3.99.8
17554-2.7.3.7-Q,17554,2.7.3.7
17558-2.3.1.113-Q,17558,2.3.1.113
17574-2.1.1.102-Q,17574,2.1.1.102
17578-5.1.3.20-Q,17578,5.1.3.20
17610-1.1.98.7-Q,17610,1.1.98.7
17722-1.3.8.8-Q,17722,1.3.8.8
17766-5.4.2.4-Q,17766,5.4.2.4
17802-2.3.1.53-Q,17802,2.3.1.53
17882-3.10.1.1-Q,17882,3.10.1.1
17890-4.2.3.2-Q,17890,4.2.3.2
17910-4.1.2.36-Q,17910,4.1.2.36
17938-4.2.3.3-Q,17938,4.2.3.3
18038-3.5.3.12-Q,18038,3.5.3.12
18066-7.3.2.2-Q,18066,7.3.2.2
18078-2.4.2.37-Q,18078,2.4.2.37
18086-1.8.98.1-Q,18086,1.8.98.1
18090-3.5.3.15-Q,18090,3.5.3.15
18106-7.2.2.10-Q,18106,7.2.2.10
18242-5.4.3.3-Q,18242,5.4.3.3
18258-1.3.3.3-Q,18258,1.3.3.3
18334-2.7.1.136-Q,18334,2.7.1.136
18354-7.2.2.13-Q,18354,7.2.2.13
18422-2.3.1.28-Q,18422,2.3.1.28
18494-2.3.1.71-Q,18494,2.3.1.71
18498-5.1.3.22-Q,18498,5.1.3.22
18546-4.1.2.18-Q,18546,4.1.2.18
18590-2.7.7.42-Q,18590,2.7.7.42
18594-4.1.2.27-Q,18594,4.1.2.27
18598-1.18.1.1-Q,18598,1.18.1.1
18598-1.18.1.4-Q,18598,1.18.1.4
18638-1.12.1.3-Q,18638,1.12.1.3
18638-1.12.1.5-Q,18638,1.12.1.5
18654-3.5.2.1-Q,18654,3.5.2.1
18686-1.14.13.50-Q,18686,1.14.13.50
18806-1.8.4.15-Q,18806,1.8.4.15
18894-2.4.1.239-Q,18894,2.4.1.239
18930-1.14.99.35-Q,18930,1.14.99.35
18946-1.14.11.2-Q,18946,1.14.11.2
19034-5.1.3.8-Q,19034,5.1.3.8
19038-3.3.2.10-Q,19038,3.3.2.10
19042-1.14.14.29-Q,19042,1.14.14.29
19058-1.11.1.12-Q,19058,1.11.1.12
19118-1.14.17.1-Q,19118,1.14.17.1
19146-3.1.6.3-Q,19146,3.1.6.3
19150-2.4.2.31-Q,19150,2.4.2.31
19174-1.14.12.12-Q,19174,1.14.12.12
19178-5.4.3.2-Q,19178,5.4.3.2
19182-1.3.8.9-Q,19182,1.3.8.9
19202-2.7.1.113-Q,19202,2.7.1.113
19202-2.7.1.145-Q,19202,2.7.1.145
19218-4.5.1.1-Q,19218,4.5.1.1
19254-3.1.4.12-Q,19254,3.1.4.12
19270-6.2.1.31-Q,19270,6.2.1.31
19306-2.3.1.151-Q,19306,2.3.1.151
19386-2.4.1.219-Q,19386,2.4.1.219
19502-3.5.3.17-Q,19502,3.5.3.17
19502-3.5.3.7-Q,19502,3.5.3.7
19506-2.4.2.34-Q,19506,2.4.2.34
19534-3.5.3.23-Q,19534,3.5.3.23
19546-3.1.4.38-Q,19546,3.1.4.38
19598-3.5.3.6-Q,19598,3.5.3.6
19686-2.3.1.110-Q,19686,2.3.1.110
19690-4.1.2.19-Q,19690,4.1.2.19
19782-2.6.1.24-Q,19782,2.6.1.24
19994-1.8.4.11-Q,19994,1.8.4.11
19994-1.8.4.13-Q,19994,1.8.4.13
20034-5.1.1.17-Q,20034,5.1.1.17
20074-4.1.2.42-Q,20074,4.1.2.42
20150-1.14.14.55-Q,20150,1.14.14.55
20162-2.4.1.82-Q,20162,2.4.1.82
20218-4.1.2.32-Q,20218,4.1.2.32
20222-6.3.4.3-Q,20222,6.3.4.3
20242-2.1.1.7-Q,20242,2.1.1.7
20270-4.2.2.6-Q,20270,4.2.2.6
20310-1.11.1.21-Q,20310,1.11.1.21
20310-1.11.1.6-Q,20310,1.11.1.6
20338-3.1.6.17-Q,20338,3.1.6.17
20402-3.5.2.6-Q,20402,3.5.2.6
20506-4.3.2.9-Q,20506,4.3.2.9
20526-6.3.1.6-Q,20526,6.3.1.6
20538-3.1.4.14-Q,20538,3.1.4.14
20570-3.5.3.1-Q,20570,3.5.3.1
20610-4.1.2.28-Q,20610,4.1.2.28
20622-7.2.2.12-Q,20622,7.2.2.12
20662-3.4.13.22-Q,20662,3.4.13.22
20733-1.8.4.16-Q,20733,1.8.4.16
20741-3.3.2.4-Q,20741,3.3.2.4
20757-2.3.1.126-Q,20757,2.3.1.126
20785-3.2.2.19-Q,20785,3.2.2.19
20821-3.1.6.6-Q,20821,3.1.6.6
20933-4.1.2.2-Q,20933,4.1.2.2
20985-3.1.4.41-Q,20985,3.1.4.41
21001-1.97.1.2-Q,21001,1.97.1.2
21041-1.2.7.4-Q,21041,1.2.7.4
21061-2.3.1.114-Q,21061,2.3.1.114
21065-1.8.4.2-Q,21065,1.8.4.2
21097-4.2.1.10-Q,21097,4.2.1.10
21105-1.14.99.38-Q,21105,1.14.99.38
21133-1.17.3.2-Q,21133,1.17.3.2
21141-2.7.1.73-Q,21141,2.7.1.73
21149-2.4.1.156-Q,21149,2.4.1.156
21261-1.8.4.14-Q,21261,1.8.4.14
21273-6.3.1.8-Q,21273,6.3.1.8
21273-6.3.1.9-Q,21273,6.3.1.9
21353-1.13.11.25-Q,21353,1.13.11.25
21369-1.7.3.3-Q,21369,1.7.3.3
21389-3.5.2.11-Q,21389,3.5.2.11
21397-7.2.4.3-Q,21397,7.2.4.3
21457-1.14.19.68-Q,21457,1.14.19.68
21469-2.4.1.316-Q,21469,2.4.1.316
21505-2.2.1.4-Q,21505,2.2.1.4
21533-6.3.1.9-Q,21533,6.3.1.9
21561-1.17.4.5-Q,21561,1.17.4.5
21569-3.2.1.140-Q,21569,3.2.1.140
21609-2.1.1.154-Q,21609,2.1.1.154
21617-2.4.3.4-Q,21617,2.4.3.4
21633-1.10.3.1-Q,21633,1.10.3.1
21709-3.13.2.1-Q,21709,3.13.2.1
21737-5.4.3.3-Q,21737,5.4.3.3
21761-5.1.2.3-Q,21761,5.1.2.3
21777-6.2.1.28-Q,21777,6.2.1.28
21809-3.5.2.13-Q,21809,3.5.2.13
21813-1.14.14.23-Q,21813,1.14.14.23
21845-2.3.1.14-Q,21845,2.3.1.14
21849-5.2.1.6-Q,21849,5.2.1.6
22017-1.20.4.1-Q,22017,1.20.4.1
22021-7.3.2.5-Q,22021,7.3.2.5
22045-7.2.2.19-Q,22045,7.2.2.19
22105-2.6.1.80-Q,22105,2.6.1.80
22133-7.5.2.1-Q,22133,7.5.2.1
22165-2.4.1.88-Q,22165,2.4.1.88
22325-3.3.2.6-Q,22325,3.3.2.6
22329-2.5.1.3-Q,22329,2.5.1.3
22345-2.3.1.140-Q,22345,2.3.1.140
22369-5.1.3.4-Q,22369,5.1.3.4
22457-3.5.3.3-Q,22457,3.5.3.3
22493-3.5.3.8-Q,22493,3.5.3.8
22517-2.7.3.4-Q,22517,2.7.3.4
22545-3.3.2.2-Q,22545,3.3.2.2
22621-1.13.99.3-Q,22621,1.13.99.3
22713-2.7.7.62-Q,22713,2.7.7.62
22717-1.14.14.25-Q,22717,1.14.14.25
22777-1.11.1.13-Q,22777,1.11.1.13
22777-1.11.1.16-Q,22777,1.11.1.16
22813-1.5.1.5-Q,22813,1.5.1.5
22833-3.5.3.13-Q,22833,3.5.3.13
22873-1.14.11.7-Q,22873,1.14.11.7
22893-1.5.1.15-Q,22893,1.5.1.15
22941-2.7.3.3-Q,22941,2.7.3.3
22949-4.1.2.40-Q,22949,4.1.2.40
22977-6.2.1.7-Q,22977,6.2.1.7
23029-2.1.3.10-Q,23029,2.1.3.10
23077-1.21.1.2-Q,23077,1.21.1.2
23085-4.1.3.26-Q,23085,4.1.3.26
23157-4.8.1.3-Q,23157,4.8.1.3
23205-2.3.1.98-Q,23205,2.3.1.98
23257-6.3.5.10-Q,23257,6.3.5.10
23269-3.5.3.2-Q,23269,3.5.3.2
23277-4.1.2.12-Q,23277,4.1.2.12
23293-2.7.3.5-Q,23293,2.7.3.5
23309-2.3.1.131-Q,23309,2.3.1.131
23337-1.11.1.8-Q,23337,1.11.1.8
23361-2.4.1.186-Q,23361,2.4.1.186
23441-3.8.1.6-Q,23441,3.8.1.6
23525-2.3.1.152-Q,23525,2.3.1.152
23561-2.7.8.26-Q,23561,2.7.8.26
23573-2.3.1.156-Q,23573,2.3.1.156
23581-5.3.99.4-Q,23581,5.3.99.4
23613-1.3.1.47-Q,23613,1.3.1.47
23617-1.3.1.47-Q,23617,1.3.1.47
23661-3.5.2.7-Q,23661,3.5.2.7
23689-3.5.4.2-Q,23689,3.5.4.2
23725-1.2.3.8-Q,23725,1.2.3.8
23757-1.1.3.37-Q,23757,1.1.3.37
23797-3.1.1.80-Q,23797,3.1.1.80
23885-2.1.1.1-Q,23885,2.1.1.1
23909-1.16.1.8-Q,23909,1.16.1.8
23933-5.1.3.9-Q,23933,5.1.3.9
23961-1.11.1.3-Q,23961,1.11.1.3
23973-7.2.4.5-Q,23973,7.2.4.5
24005-1.3.8.1-Q,24005,1.3.8.1
24009-2.7.3.6-Q,24009,2.7.3.6
24013-2.1.1.95-Q,24013,2.1.1.95
24029-1.14.11.1-Q,24029,1.14.11.1
24081-6.1.1.2-Q,24081,6.1.1.2
24117-4.2.3.25-Q,24117,4.2.3.25
24165-1.8.4.12-Q,24165,1.8.4.12
24169-2.4.1.135-Q,24169,2.4.1.135
24265-2.2.1.3-Q,24265,2.2.1.3
24297-3.5.2.3-Q,24297,3.5.2.3
24309-1.14.14.29-Q,24309,1.14.14.29
24465-4.1.2.21-Q,24465,4.1.2.21
24465-4.1.2.55-Q,24465,4.1.2.55
24477-3.5.2.16-Q,24477,3.5.2.16
24637-1.12.1.2-Q,24637,1.12.1.2
24637-1.12.1.5-Q,24637,1.12.1.5
24699-2.7.8.42-Q,24699,2.7.8.42
25030-3.1.3.84-Q,25030,3.1.3.84
25153-2.6.1.5-Q,25153,2.6.1.5
25153-2.6.1.57-Q,25153,2.6.1.57
25174-3.5.3.18-Q,25174,3.5.3.18
25202-4.1.2.43-Q,25202,4.1.2.43
25214-3.6.1.54-Q,25214,3.6.1.54
25226-1.1.1.21-Q,25226,1.1.1.21
25230-1.1.1.21-Q,25230,1.1.1.21
25242-3.5.3.26-Q,25242,3.5.3.26
25250-2.2.1.6-Q,25250,2.2.1.6
25258-5.1.3.9-Q,25258,5.1.3.9
25266-1.4.3.21-Q,25266,1.4.3.21
25303-3.6.1.67-Q,25303,3.6.1.67
25356-4.1.2.63-Q,25356,4.1.2.63
25364-1.1.1.295-Q,25364,1.1.1.295
25368-1.1.1.295-Q,25368,1.1.1.295
25376-4.1.2.63-Q,25376,4.1.2.63
25380-4.1.2.63-Q,25380,4.1.2.63
25400-5.4.4.6-Q,25400,5.4.4.6
25461-4.2.3.56-Q,25461,4.2.3.56
25553-4.2.3.33-Q,25553,4.2.3.33
25577-1.3.3.4-Q,25577,1.3.3.4
25610-5.4.99.62-Q,25610,5.4.99.62
25618-4.2.3.36-Q,25618,4.2.3.36
25773-1.14.11.39-Q,25773,1.14.11.39
25785-4.1.2.53-Q,25785,4.1.2.53
25789-4.1.2.52-Q,25789,4.1.2.52
25793-7.2.2.8-Q,25793,7.2.2.8
25889-2.5.1.72-Q,25889,2.5.1.72
25953-2.2.1.10-Q,25953,2.2.1.10
26036-1.14.19.69-Q,26036,1.14.19.69
26056-2.7.7.91-Q,26056,2.7.7.91
26120-1.17.7.1-Q,26120,1.17.7.1
26210-4.1.2.48-Q,26210,4.1.2.48
26210-4.1.2.49-Q,26210,4.1.2.49
26282-3.7.1.12-Q,26282,3.7.1.12
26302-4.1.1.97-Q,26302,4.1.1.97
26310-3.1.2.28-Q,26310,3.1.2.28
26314-4.1.2.56-Q,26314,4.1.2.56
26411-4.2.1.126-Q,26411,4.2.1.126
26463-2.1.1.163-Q,26463,2.1.1.163
26471-2.3.1.188-Q,26471,2.3.1.188
26511-3.5.1.101-Q,26511,3.5.1.101
27350-2.8.4.2-Q,27350,2.8.4.2
27394-1.21.98.2-Q,27394,1.21.98.2
27418-1.17.2.1-Q,27418,1.17.2.1
27422-4.2.3.46-Q,27422,4.2.3.46
27426-4.2.3.47-Q,27426,4.2.3.47
27438-1.11.1.17-Q,27438,1.11.1.17
27442-1.1.1.307-Q,27442,1.1.1.307
27442-1.1.1.430-Q,27442,1.1.1.430
27446-1.1.1.307-Q,27446,1.1.1.307
27446-1.1.1.431-Q,27446,1.1.1.431
27478-1.14.11.31-Q,27478,1.14.11.31
27486-3.5.3.9-Q,27486,3.5.3.9
27490-5.3.1.28-Q,27490,5.3.1.28
27531-4.2.3.48-Q,27531,4.2.3.48
27535-4.2.3.49-Q,27535,4.2.3.49
27655-2.2.1.6-Q,27655,2.2.1.6
27711-2.7.1.73-Q,27711,2.7.1.73
27719-3.1.3.99-Q,27719,3.1.3.99
27759-1.4.1.27-Q,27759,1.4.1.27
27851-2.3.1.192-Q,27851,2.3.1.192
27903-1.17.5.2-Q,27903,1.17.5.2
27959-3.2.2.8-Q,27959,3.2.2.8
28027-1.17.4.1-Q,28027,1.17.4.1
28031-1.17.4.1-Q,28031,1.17.4.1
28035-1.17.4.1-Q,28035,1.17.4.1
28163-2.7.1.213-Q,28163,2.7.1.213
28163-2.7.1.48-Q,28163,2.7.1.48
28171-4.1.2.46-Q,28171,4.1.2.46
28219-1.11.2.2-Q,28219,1.11.2.2
28239-1.14.19.63-Q,28239,1.14.19.63
28243-1.14.19.63-Q,28243,1.14.19.63
28391-5.1.3.41-Q,28391,5.1.3.41
28640-4.2.3.62-Q,28640,4.2.3.62
28752-1.1.5.3-Q,28752,1.1.5.3
29796-7.2.2.20-Q,29796,7.2.2.20
29812-7.6.2.15-Q,29812,7.6.2.15
29872-7.3.2.3-Q,29872,7.3.2.3
29876-3.1.4.46-Q,29876,3.1.4.46
29908-3.1.4.46-Q,29908,3.1.4.46
30076-3.2.2.10-Q,30076,3.2.2.10
30200-1.3.7.8-Q,30200,1.3.7.8
30276-1.11.1.21-Q,30276,1.11.1.21
30300-1.14.11.33-Q,30300,1.14.11.33
30424-4.2.3.76-Q,30424,4.2.3.76
30432-5.4.99.35-Q,30432,5.4.99.35
30460-4.1.99.16-Q,30460,4.1.99.16
30716-5.4.4.4-Q,30716,5.4.4.4
30808-1.5.1.1-Q,30808,1.5.1.1
30956-1.3.5.6-Q,30956,1.3.5.6
30984-3.2.1.97-Q,30984,3.2.1.97
31012-5.4.99.38-Q,31012,5.4.99.38
31500-2.4.1.275-Q,31500,2.4.1.275
31580-5.4.4.5-Q,31580,5.4.4.5
31784-2.5.1.153-Q,31784,2.5.1.153
31788-2.5.1.153-Q,31788,2.5.1.153
31792-2.5.1.153-Q,31792,2.5.1.153
31800-3.5.99.2-Q,31800,3.5.99.2
31804-3.6.1.57-Q,31804,3.6.1.57
31808-4.2.3.87-Q,31808,4.2.3.87
31836-5.3.2.3-Q,31836,5.3.2.3
31840-5.3.2.4-Q,31840,5.3.2.4
31844-5.3.3.18-Q,31844,5.3.3.18
31888-5.4.99.56-Q,31888,5.4.99.56
31912-2.2.1.11-Q,31912,2.2.1.11
32076-3.1.7.10-Q,32076,3.1.7.10
32116-1.14.11.59-Q,32116,1.14.11.59
32120-2.5.1.135-Q,32120,2.5.1.135
32160-1.17.99.6-Q,32160,1.17.99.6
32176-2.4.1.69-Q,32176,2.4.1.69
32188-5.3.3.1-Q,32188,5.3.3.1
32240-5.5.1.19-Q,32240,5.5.1.19
32260-2.2.1.11-Q,32260,2.2.1.11
32340-1.1.1.323-Q,32340,1.1.1.323
32344-1.1.1.323-Q,32344,1.1.1.323
32364-1.1.3.8-Q,32364,1.1.3.8
32368-1.3.2.3-Q,32368,1.3.2.3
32500-1.14.13.153-Q,32500,1.14.13.153
32560-4.2.3.114-Q,32560,4.2.3.114
32648-2.1.1.254-Q,32648,2.1.1.254
32652-2.1.1.254-Q,32652,2.1.1.254
32692-4.2.3.106-Q,32692,4.2.3.106
32904-1.14.14.24-Q,32904,1.14.14.24
33124-4.2.3.130-Q,33124,4.2.3.130
33160-3.1.4.54-Q,33160,3.1.4.54
33236-1.14.13.81-Q,33236,1.14.13.81
33508-4.1.2.27-Q,33508,4.1.2.27
33584-2.6.1.98-Q,33584,2.6.1.98
33688-2.3.1.321-Q,33688,2.3.1.321
33984-4.2.3.131-Q,33984,4.2.3.131
33992-4.2.3.133-Q,33992,4.2.3.133
34092-4.2.3.134-Q,34092,4.2.3.134
34136-1.21.3.7-Q,34136,1.21.3.7
34144-1.21.3.7-Q,34144,1.21.3.7
34216-1.2.1.83-Q,34216,1.2.1.83
34240-5.4.3.9-Q,34240,5.4.3.9
34256-4.2.1.137-Q,34256,4.2.1.137
34308-1.14.13.166-Q,34308,1.14.13.166
34312-1.14.13.166-Q,34312,1.14.13.166
34328-1.14.13.167-Q,34328,1.14.13.167
34420-1.23.1.1-Q,34420,1.23.1.1
34468-4.2.3.139-Q,34468,4.2.3.139
34484-2.3.1.212-Q,34484,2.3.1.212
34520-2.4.1.292-Q,34520,2.4.1.292
34524-2.4.1.293-Q,34524,2.4.1.293
34812-1.3.1.n3-Q,34812,1.3.1.n3
34816-1.3.1.n3-Q,34816,1.3.1.n3
34820-1.3.1.n3-Q,34820,1.3.1.n3
35028-7.3.2.6-Q,35028,7.3.2.6
35092-6.3.2.40-Q,35092,6.3.2.40
35096-4.3.99.4-Q,35096,4.3.99.4
35108-1.4.3.21-Q,35108,1.4.3.21
35144-2.3.1.220-Q,35144,2.3.1.220
35404-1.1.1.348-Q,35404,1.1.1.348
35584-4.1.2.51-Q,35584,4.1.2.51
35592-1.12.98.4-Q,35592,1.12.98.4
35692-1.1.1.353-Q,35692,1.1.1.353
35696-1.1.1.353-Q,35696,1.1.1.353
35700-1.1.1.353-Q,35700,1.1.1.353
35716-3.1.1.94-Q,35716,3.1.1.94
35784-2.4.1.301-Q,35784,2.4.1.301
35788-2.4.1.301-Q,35788,2.4.1.301
35792-2.4.1.301-Q,35792,2.4.1.301
35796-2.4.1.301-Q,35796,2.4.1.301
35800-3.1.4.56-Q,35800,3.1.4.56
35804-3.1.4.56-Q,35804,3.1.4.56
