reaction_id,Prediction
11749,5.3.3;4.1.2;2.7.4;5.2.1;5.1.1
11765,3.5.1;3.5.3;4.2.1;2.1.3;3.5.5
11793,1.14.13;4.1.99;1.14.19;1.3.1;1.2.1
11897,1.1.1;1.3.1;1.4.1;1.5.1;1.2.1
11989,2.1.1;2.3.1;2.5.1;2.8.4;4.4.1
12025,2.3.1;2.4.1;3.2.1;5.4.99;3.1.1
12029,3.5.1;3.4.17;4.3.2;3.5.2;3.4.13
12105,2.1.1;2.1.2;1.5.1;1.5.7;1.5.99
12133,3.6.1;3.6.5;5.6.2;3.6.4;6.3.5
12133,3.6.1;3.6.5;5.6.2;3.6.4;6.3.5
12197,5.3.1;2.3.1;3.1.3;1.1.1;2.5.1
12241,2.3.1;1.2.1;1.3.1;3.1.2;2.3.3
12277,1.3.8;1.3.99;1.14.14;5.3.3;1.5.1
12333,3.6.1;3.6.5;5.6.2;3.6.4;6.3.5
12433,2.3.2;2.3.1;6.1.1;2.1.4;4.3.2
12437,2.3.1;3.1.2;6.2.1;2.3.3;1.2.1
12509,2.1.1;2.3.1;2.8.4;2.5.1;3.13.2
12525,1.5.1;1.4.1;1.5.99;1.3.1;4.1.99
12525,1.5.1;1.4.1;1.5.99;1.3.1;4.1.99
12606,4.1.1;1.1.1;2.3.1;2.7.1;1.2.3
12614,2.3.1;2.5.1;1.8.4;2.7.4;1.8.1
12626,2.4.1;2.3.1;5.4.99;3.2.1;5.5.1
12766,1.2.7;2.3.3;2.3.1;1.2.3;3.1.2
12822,4.1.2;4.2.99;5.3.1;5.5.1;1.1.99
12902,3.5.3;2.1.4;3.5.1;4.3.2;6.3.4
12934,5.3.1;1.1.1;1.1.99;2.7.1;5.3.99
12970,3.6.1;2.7.11;3.1.4;2.7.9;2.7.4
12998,2.3.1;3.1.2;1.2.1;2.3.3;6.2.1
13054,2.6.1;4.1.1;5.1.1;4.1.3;1.13.12
13110,1.14.13;1.2.1;1.11.1;1.5.1;1.17.1
13114,1.14.13;1.2.1;1.11.1;1.5.1;1.17.1
13178,5.3.1;2.6.1;1.1.1;1.1.99;2.3.1
13182,3.6.1;3.6.5;5.6.2;3.6.4;6.3.5
13202,2.3.1;2.3.2;2.1.4;2.6.1;6.3.4
13370,4.2.3;2.5.1;5.3.3;3.1.7;6.1.1
13390,1.3.8;1.3.99;1.14.14;4.1.1;1.17.8
13406,2.3.1;6.2.1;3.1.2;2.3.2;2.3.3
13418,1.1.1;1.3.1;1.6.3;1.5.1;1.11.1
13486,2.6.1;1.14.11;2.3.1;4.1.1;5.1.1
13598,3.5.1;1.4.3;4.3.1;4.2.1;3.5.3
13634,6.3.4;6.3.2;6.3.5;6.2.1;6.3.1
13662,3.5.1;4.2.1;3.5.99;2.1.2;3.2.1
13670,1.14.13;1.13.11;4.1.1;1.13.12;1.14.11
13674,2.7.7;2.7.4;6.2.1;6.5.1;4.6.1
13678,5.3.1;1.1.1;5.3.99;5.3.3;1.1.99
13706,2.4.1;2.4.2;3.2.1;2.7.8;2.7.1
13774,1.14.14;1.14.19;1.14.99;1.5.1;1.5.8
13810,2.5.1;4.2.3;2.7.7;3.1.7;3.6.1
13822,1.14.11;4.1.3;1.1.99;1.13.12;1.14.20
13854,2.7.7;3.6.1;6.3.4;2.7.4;6.3.1
13930,3.5.3;3.5.1;4.3.2;2.1.3;2.1.4
13950,1.16.1;1.1.1;1.3.1;1.8.1;1.14.19
13962,4.98.1;4.99.1;1.3.5;1.18.6;5.6.2
14026,3.5.4;1.7.1;3.5.99;3.5.1;3.5.5
14146,3.9.1;2.7.6;1.12.2;2.7.12;2.7.13
14154,2.4.1;2.4.2;2.7.8;3.2.1;2.7.1
14182,1.14.11;1.13.12;1.14.20;4.2.1;1.1.99
14198,6.3.2;6.3.4;6.3.5;6.3.1;6.2.1
14218,1.17.4;1.8.3;2.8.1;1.8.1;1.8.7
14222,3.1.6;3.6.2;1.2.98;3.1.7;3.13.1
14266,2.6.1;2.3.1;4.1.1;4.3.1;1.4.1
14334,3.1.4;2.7.8;2.7.1;2.3.1;2.4.1
14342,4.1.1;4.1.3;1.14.11;1.1.1;1.1.99
14446,3.1.4;2.7.8;3.6.1;3.1.7;2.4.3
14478,1.3.8;1.3.99;1.3.1;1.14.19;1.14.14
14526,1.3.99;1.14.99;1.17.99;5.3.3;1.5.99
14534,3.5.1;3.5.4;3.5.5;3.5.3;3.5.2
14546,3.5.1;3.5.5;3.5.4;1.13.12;3.5.99
14634,3.6.1;3.6.5;5.6.2;3.6.4;6.3.5
14634,3.6.1;3.6.5;5.6.2;3.6.4;6.3.5
14730,5.3.1;1.1.99;1.1.1;2.7.1;5.5.1
14734,3.6.1;3.6.5;5.6.2;3.6.4;6.3.5
14770,1.5.99;1.3.99;1.17.99;1.12.99;1.16.99
14850,3.5.1;4.3.2;3.4.17;3.5.3;3.4.13
14858,6.3.4;6.2.1;6.3.2;2.3.2;2.3.1
14886,3.2.1;3.2.2;4.2.1;3.1.4;2.3.1
14894,2.6.1;4.3.1;1.4.1;5.1.1;1.4.3
14926,1.1.1;5.3.1;5.4.2;1.17.1;1.23.1
14930,1.1.1;1.3.1;1.2.1;1.14.13;1.5.1
14930,1.1.1;1.3.1;1.2.1;1.14.13;1.5.1
14982,1.1.1;1.3.1;1.2.1;1.14.13;1.5.1
14982,1.1.1;1.3.1;1.2.1;1.14.13;1.5.1
15006,1.14.11;1.14.20;4.1.1;1.13.12;1.13.11
15030,1.1.1;1.2.1;1.3.1;1.4.1;1.17.1
15070,4.2.1;3.2.1;3.3.2;3.1.3;1.14.18
15094,2.6.1;1.13.12;1.14.11;4.1.1;5.1.1
15094,2.6.1;1.13.12;1.14.11;4.1.1;5.1.1
15122,2.8.1;1.8.2;1.8.1;4.4.1;1.8.4
15190,1.2.2;1.17.98;1.12.2;1.7.2;1.3.2
15238,1.16.1;1.1.1;1.3.1;1.8.1;1.14.19
15258,5.1.1;2.6.1;2.1.2;4.3.1;4.1.2
15266,4.2.1;2.5.1;4.1.99;3.1.3;1.1.99
15274,2.6.1;1.13.12;1.14.11;4.1.1;5.1.1
15430,1.5.8;1.21.98;2.1.1;1.97.1;1.14.14
15482,2.1.2;2.1.1;1.5.7;4.3.1;1.5.1
15558,3.6.1;3.6.5;5.6.2;3.6.4;6.3.5
15590,2.6.1;4.1.1;1.14.11;1.13.12;4.3.1
15614,4.99.1;1.3.1;1.5.1;1.6.2;1.3.3
15806,6.3.2;6.3.4;4.1.1;6.3.1;6.3.3
15810,4.2.3;2.5.1;3.1.7;4.2.1;3.6.1
15854,1.1.1;1.3.1;1.5.1;1.2.1;1.14.13
15858,1.1.1;1.3.1;1.5.1;1.2.1;1.14.13
15862,3.1.3;3.6.1;3.1.4;3.6.5;5.6.2
15902,2.7.1;5.4.2;2.6.1;3.1.3;5.4.1
15902,2.7.1;5.4.2;2.6.1;3.1.3;5.4.1
15906,1.1.99;1.17.99;1.3.99;1.14.99;4.1.3
15910,1.14.11;4.1.1;4.4.1;1.13.11;1.14.20
15914,2.7.4;2.7.1;2.7.2;2.7.7;2.7.11
15926,1.1.1;1.3.1;1.14.13;1.17.1;1.5.1
15930,4.2.1;3.5.1;3.5.4;3.5.99;3.1.1
15954,2.7.1;2.7.4;6.3.4;2.1.4;6.2.1
15966,3.1.4;2.7.8;3.6.1;2.4.3;2.7.1
15970,1.17.4;2.8.1;2.1.1;3.1.2;1.8.3
15974,2.8.2;3.6.2;1.8.99;3.1.6;1.8.4
16030,3.5.3;3.5.1;4.3.2;2.1.4;3.4.17
16046,2.4.1;2.4.2;2.7.8;2.7.4;3.6.1
16050,2.5.1;2.7.8;2.1.1;2.7.7;3.6.1
16062,3.1.4;3.6.1;2.7.8;2.4.3;4.6.1
16114,2.5.1;1.1.1;1.3.1;1.2.1;1.14.13
16122,3.5.1;3.5.2;3.7.1;3.1.1;1.13.12
16158,1.16.1;1.1.1;1.3.1;1.8.1;1.14.19
16162,1.16.1;1.1.1;1.3.1;1.8.1;1.14.19
16166,1.13.12;3.5.1;4.1.1;4.1.99;3.4.17
16170,6.3.5;6.3.2;6.3.1;6.3.4;6.2.1
16226,3.5.1;3.5.5;3.1.2;1.13.12;3.4.17
16290,1.5.1;1.7.1;1.14.13;1.1.1;1.4.1
16302,3.2.2;3.2.1;6.3.4;2.4.2;3.1.4
16302,3.2.2;3.2.1;6.3.4;2.4.2;3.1.4
16394,3.1.1;1.2.98;4.2.1;3.1.2;4.1.1
16494,3.1.4;3.6.1;4.6.1;3.1.7;2.4.3
16570,1.14.11;1.13.12;1.1.99;1.14.20;1.13.11
16582,1.16.3;1.14.19;1.8.2;1.11.1;1.14.18
16666,4.2.1;3.3.2;2.6.1;5.1.1;3.1.7
16710,1.14.16;3.5.4;1.10.3;1.3.3;1.5.1
16758,1.8.1;1.2.1;1.11.1;1.3.1;1.8.4
16778,3.6.1;3.6.5;5.6.2;3.6.4;6.3.5
16834,1.8.3;1.11.1;1.17.4;1.11.2;1.8.4
16894,2.1.1;2.3.1;2.5.1;2.8.4;4.4.1
16906,4.2.1;3.1.1;4.1.2;3.3.2;2.6.1
16962,2.3.2;4.3.2;2.3.1;2.1.4;3.5.1
16966,4.2.3;2.5.1;3.1.7;5.3.3;6.1.1
17014,2.7.8;3.11.1;4.1.1;2.5.1;2.7.9
17030,3.5.1;3.1.1;3.7.1;1.13.12;3.5.2
17054,5.3.1;1.1.99;1.1.1;5.5.1;1.1.2
17074,2.3.1;2.3.3;2.5.1;2.3.2;3.1.2
17090,4.1.3;1.1.1;4.1.2;2.3.1;1.1.99
17090,4.1.3;1.1.1;4.1.2;2.3.1;1.1.99
17114,2.7.8;3.1.4;3.6.1;3.1.7;4.2.1
17158,3.9.1;2.7.6;2.7.1;2.7.12;2.7.2
17210,3.5.1;4.2.1;5.4.99;3.5.4;4.3.1
17270,2.1.1;2.8.4;2.3.1;2.5.1;3.13.2
17306,3.5.1;3.5.3;2.1.1;2.1.3;1.5.99
17330,1.1.1;1.3.1;1.4.1;1.14.13;1.5.1
17366,3.6.1;3.6.5;5.6.2;3.6.4;6.3.5
17374,5.3.99;5.4.99;5.5.1;1.23.5;4.1.3
17554,3.9.1;2.7.6;1.12.2;2.7.12;2.7.13
17558,2.3.1;3.1.2;6.2.1;2.3.3;1.2.1
17574,2.1.1;2.8.4;2.3.1;3.13.2;2.5.1
17578,5.1.99;2.7.1;1.1.1;2.3.2;1.1.99
17610,2.1.1;3.13.2;1.21.98;1.1.99;2.8.4
17722,1.3.8;1.3.99;1.3.1;1.14.19;1.14.14
17766,2.7.2;2.7.1;3.1.1;4.2.1;4.1.1
17802,2.3.1;2.3.2;6.3.2;3.4.17;1.2.1
17882,3.10.1;3.5.1;3.4.17;3.5.4;3.5.5
17890,3.1.3;2.5.1;1.4.3;4.3.1;4.1.99
17910,4.1.3;5.1.2;1.1.99;4.1.2;1.13.12
17938,3.1.3;5.3.1;1.1.1;1.1.99;2.5.1
18038,3.5.3;3.5.1;3.5.5;2.1.3;1.4.9
18066,3.6.1;3.6.5;5.6.2;3.6.4;6.3.5
18078,6.3.4;2.4.2;2.4.99;4.3.2;1.17.1
18086,1.12.98;1.3.4;1.8.98;1.8.4;1.8.1
18090,3.5.3;3.5.1;2.1.3;3.5.5;1.4.9
18106,3.6.1;3.6.5;5.6.2;3.6.4;6.3.5
18242,2.6.1;4.3.1;2.3.1;1.4.1;2.1.2
18258,1.13.11;1.14.19;1.13.12;1.3.98;1.14.13
18334,2.7.1;2.7.4;2.7.11;2.7.2;2.7.12
18354,3.6.1;3.6.5;5.6.2;3.6.4;6.3.5
18422,2.3.1;2.3.3;3.1.2;2.3.2;1.2.1
18494,2.3.1;3.1.2;6.2.1;3.5.1;2.3.2
18498,5.3.1;1.1.1;5.1.3;2.6.1;1.1.99
18546,4.1.3;4.1.2;5.4.99;1.1.99;2.6.1
18590,2.7.7;2.7.4;6.2.1;6.5.1;4.6.1
18594,4.1.1;4.3.1;1.1.99;4.1.3;4.1.2
18598,1.16.1;1.1.1;1.3.1;1.8.1;1.14.19
18598,1.16.1;1.1.1;1.3.1;1.8.1;1.14.19
18638,1.1.1;1.16.1;1.3.1;1.2.1;1.8.1
18638,1.1.1;1.16.1;1.3.1;1.2.1;1.8.1
18654,3.5.1;3.5.5;1.17.99;3.5.2;1.2.99
18686,1.14.13;1.14.19;1.14.12;4.1.99;1.1.1
18806,2.7.4;2.7.8;2.3.1;2.8.3;5.2.1
18894,2.4.1;2.4.2;3.2.1;2.7.8;3.6.1
18930,1.14.99;1.14.19;1.3.99;1.5.99;1.14.13
18946,1.14.11;1.13.12;1.14.20;1.13.11;1.1.99
19034,2.7.1;5.1.3;1.1.1;5.3.1;5.4.2
19038,3.1.1;3.3.2;3.1.7;4.2.1;3.1.4
19042,1.14.14;1.14.19;1.5.1;1.14.99;4.3.3
19058,1.8.3;1.17.4;1.11.1;2.8.1;1.8.4
19118,4.2.1;1.14.99;1.13.11;1.14.19;1.14.13
19146,3.1.6;3.6.2;2.8.2;3.13.1;3.1.5
19150,6.3.4;2.4.2;2.4.99;1.17.1;1.3.1
19174,1.3.1;1.14.12;1.14.13;4.1.99;1.1.1
19178,2.6.1;5.1.1;4.1.1;2.3.1;5.4.99
19182,1.3.8;1.3.99;1.3.1;1.14.19;1.14.14
19202,2.7.1;2.7.2;2.7.6;2.7.4;2.7.11
19202,2.7.1;2.7.2;2.7.6;2.7.4;2.7.11
19218,2.7.7;2.7.8;2.7.1;4.1.1;2.7.4
19254,2.7.8;3.1.4;2.4.3;3.6.1;2.7.1
19270,6.2.1;2.7.7;2.7.4;3.1.2;1.2.1
19306,2.3.1;3.1.2;6.2.1;2.3.3;4.1.1
19386,2.4.1;2.4.2;3.2.1;2.7.8;3.6.1
19502,3.5.3;3.5.1;2.1.4;4.3.2;6.3.4
19502,3.5.3;3.5.1;2.1.4;4.3.2;6.3.4
19506,2.4.1;2.4.2;3.2.1;2.7.8;5.4.99
19534,3.5.3;2.1.4;4.3.1;2.3.2;1.4.2
19546,3.1.4;2.7.8;3.6.1;2.7.1;2.4.3
19598,3.5.3;3.5.1;2.1.3;3.5.5;1.4.9
19686,2.3.1;3.1.2;1.2.1;6.2.1;2.3.2
19690,5.3.1;1.1.1;2.7.1;1.1.99;5.1.3
19782,2.6.1;1.13.12;1.14.11;4.1.1;5.1.1
19994,1.17.4;1.8.3;1.8.1;2.8.1;1.8.7
19994,1.17.4;1.8.3;1.8.1;2.8.1;1.8.7
20034,5.1.1;2.6.1;6.3.2;4.1.1;1.4.3
20074,4.1.2;4.1.3;2.1.2;4.2.1;4.3.1
20150,1.14.14;1.14.19;1.14.99;1.5.1;1.17.8
20162,2.4.1;2.3.1;5.4.99;5.1.3;3.2.1
20218,1.7.2;2.1.1;3.5.5;1.5.8;1.7.6
20222,2.1.2;6.3.1;6.3.4;6.3.2;6.3.3
20242,2.1.1;2.3.1;2.8.4;2.5.1;4.4.1
20270,4.2.99;3.2.1;4.2.2;5.4.99;5.5.1
20310,1.1.3;1.5.3;1.11.2;1.4.3;1.2.3
20310,1.1.3;1.5.3;1.11.2;1.4.3;1.2.3
20338,3.1.6;3.6.2;4.2.1;3.1.7;1.2.98
20402,3.5.1;3.5.5;1.13.12;3.5.99;1.7.2
20506,6.3.2;5.1.1;2.6.1;3.4.17;4.3.2
20526,6.3.2;6.3.4;6.3.1;6.3.5;6.2.1
20538,3.1.4;2.7.11;2.7.8;3.6.1;2.4.3
20570,3.5.3;2.1.4;3.5.1;4.3.2;6.3.4
20610,4.1.3;4.1.2;4.2.1;1.1.1;1.1.99
20622,3.6.1;3.6.5;5.6.2;3.6.4;6.3.5
20662,3.5.1;2.3.2;5.1.1;3.4.17;6.3.2
20733,2.7.4;2.7.8;2.3.1;2.8.3;5.2.1
20741,4.2.1;3.3.2;5.1.2;3.1.7;4.1.3
20757,2.3.1;3.1.2;2.3.3;1.2.1;6.2.1
20785,3.2.1;3.2.2;4.2.1;3.1.4;4.3.2
20821,3.1.6;3.6.2;3.1.1;3.1.7;2.8.2
20933,5.3.1;1.1.99;1.1.1;4.1.1;2.7.8
20985,3.1.4;2.7.8;3.6.1;2.4.3;3.1.5
21001,2.7.4;2.7.8;5.2.1;2.3.1;2.8.3
21041,1.14.15;1.97.1;1.8.7;1.17.7;1.14.19
21061,2.3.1;3.1.2;6.2.1;2.3.3;1.2.1
21065,2.7.4;2.7.8;2.3.1;2.8.3;5.2.1
21097,4.2.1;4.2.3;3.7.1;4.1.3;2.3.3
21105,1.17.99;1.14.99;1.14.19;4.2.1;1.14.13
21133,1.1.3;1.17.3;1.11.1;1.11.2;1.4.3
21141,2.7.1;2.7.6;2.7.12;2.7.8;2.7.11
21149,2.4.1;2.4.2;3.2.1;2.7.8;4.2.2
21261,1.17.4;1.8.3;1.8.1;2.8.1;1.8.7
21273,6.3.2;6.3.4;2.7.7;6.3.5;3.6.5
21273,6.3.2;6.3.4;2.7.7;6.3.5;3.6.5
21353,1.13.11;1.3.1;1.10.3;1.3.3;5.3.2
21369,1.17.3;1.3.3;1.1.3;3.5.4;1.4.3
21389,3.5.1;2.3.2;4.3.2;1.13.12;3.4.11
21397,4.1.1;5.4.99;2.3.1;5.3.3;6.4.1
21457,1.14.19;1.14.14;1.14.99;1.14.13;1.13.11
21469,2.4.1;2.4.2;3.2.1;2.7.8;2.7.4
21505,2.3.1;5.3.1;2.5.1;5.3.3;2.6.1
21533,2.7.7;6.2.1;6.3.4;2.7.4;6.3.2
21561,1.17.4;4.4.1;1.8.1;2.8.1;1.8.3
21569,3.2.1;3.6.1;4.2.1;2.4.1;3.1.4
21609,2.1.1;2.8.4;3.13.2;2.3.1;2.5.1
21617,2.4.3;2.4.99;3.1.4;2.7.8;4.6.1
21633,1.13.11;1.10.3;1.14.99;4.2.1;1.3.3
21709,2.1.1;2.3.1;4.2.1;3.1.2;4.4.1
21737,2.6.1;2.3.1;4.3.1;1.4.1;2.3.2
21761,2.8.3;5.4.99;2.3.1;4.2.1;2.7.4
21777,6.2.1;3.1.2;2.3.1;1.2.1;2.7.4
21809,3.5.1;3.4.17;3.5.5;2.1.2;3.5.4
21813,1.14.14;1.14.19;1.5.1;1.14.99;4.3.3
21845,2.3.1;2.3.2;6.3.2;3.5.1;3.4.17
21849,2.7.8;2.7.4;2.3.1;2.8.3;5.2.1
22017,1.20.99;1.20.4;1.17.4;1.4.4;1.8.7
22021,3.6.1;3.6.5;5.6.2;3.6.4;6.3.5
22045,3.6.5;3.6.1;5.6.2;3.6.4;3.1.3
22105,2.6.1;2.3.1;2.7.4;2.7.8;1.14.11
22133,3.6.1;3.6.5;5.6.2;3.6.4;6.3.5
22165,2.4.1;2.4.2;2.7.8;2.7.1;2.7.4
22325,3.3.2;4.2.1;3.1.1;3.1.7;5.4.4
22329,3.5.99;2.5.1;2.7.7;2.4.2;3.6.1
22345,2.3.1;3.1.2;6.2.1;1.2.1;2.3.3
22369,2.6.1;1.1.1;5.3.1;2.7.8;2.7.1
22457,3.5.1;3.5.3;1.5.99;1.5.3;2.1.1
22493,3.5.1;3.4.17;2.1.2;4.3.2;1.13.12
22517,3.9.1;2.7.6;1.12.2;2.7.12;2.7.13
22545,4.2.1;3.1.1;4.1.2;3.3.2;2.6.1
22621,4.1.1;1.13.12;1.13.11;4.1.99;4.3.1
22713,2.7.7;2.7.4;6.5.1;4.6.1;2.5.1
22717,1.14.14;1.14.19;1.5.1;1.14.99;1.17.8
22777,1.11.1;1.11.2;1.5.3;1.2.3;1.1.3
22777,1.11.1;1.11.2;1.5.3;1.2.3;1.1.3
22813,1.5.1;1.23.1;6.3.3;1.12.98;4.3.1
22833,3.5.1;4.2.1;3.5.99;2.1.2;3.2.1
22873,1.14.11;1.13.12;1.14.20;1.1.99;1.13.11
22893,1.5.1;1.23.1;6.3.3;1.12.98;4.3.1
22941,3.9.1;2.7.6;1.12.2;2.7.12;2.7.13
22949,5.3.1;1.1.99;1.1.1;4.1.2;2.7.1
22977,6.2.1;3.1.2;2.3.1;1.2.1;2.7.4
23029,2.3.1;2.8.3;4.1.1;4.1.3;5.4.99
23077,1.1.1;1.3.1;1.14.13;1.2.1;1.5.1
23085,4.1.3;2.8.3;4.2.1;2.6.1;5.4.99
23157,4.8.1;4.2.1;3.5.5;3.2.1;1.14.14
23205,2.3.1;2.5.1;4.2.1;2.7.8;5.3.3
23257,6.3.5;3.6.1;3.6.5;2.5.1;3.6.4
23269,3.5.3;3.5.1;3.4.17;1.4.2;4.3.2
23277,5.5.1;5.4.99;1.1.99;4.2.3;4.2.1
23293,3.9.1;2.7.6;1.12.2;2.7.12;2.7.13
23309,2.3.1;3.1.2;1.2.1;2.3.3;6.2.1
23337,1.11.1;1.11.2;1.1.3;1.5.3;1.4.3
23361,2.4.1;2.4.2;2.7.8;2.7.7;2.7.4
23441,3.8.1;1.14.19;3.6.1;1.14.12;3.2.1
23525,2.3.1;5.1.3;2.4.1;3.2.1;2.7.8
23561,2.5.1;2.7.8;2.1.1;2.7.7;2.7.1
23573,2.3.1;3.1.2;2.3.3;6.2.1;4.1.1
23581,5.3.99;1.11.1;5.3.3;3.3.2;2.5.1
23613,1.3.1;1.1.1;1.6.5;1.5.1;1.16.1
23617,1.3.1;1.1.1;1.6.5;1.5.1;1.16.1
23661,3.5.1;4.2.1;3.5.4;3.4.17;4.3.2
23689,3.5.4;3.5.1;3.5.99;3.5.5;6.3.4
23725,1.2.3;1.1.3;1.4.3;1.11.1;1.13.11
23757,1.1.3;1.11.1;1.2.3;1.13.11;1.3.3
23797,3.1.1;3.5.1;4.1.1;3.3.2;1.2.98
23885,2.1.1;2.3.1;2.5.1;2.8.4;1.21.98
23909,2.5.1;2.1.1;1.1.1;4.1.99;2.8.4
23933,5.1.3;3.2.1;5.3.1;4.1.3;2.3.1
23961,1.2.3;4.1.1;3.1.2;3.1.1;1.17.98
23973,4.1.1;2.3.1;5.3.3;2.7.1;1.17.98
24005,1.3.8;1.3.99;1.14.14;1.14.19;1.5.1
24009,3.9.1;2.7.6;1.12.2;2.7.12;2.7.13
24013,2.1.1;2.5.1;2.8.4;2.3.1;4.4.1
24029,1.14.11;1.14.20;1.13.12;1.1.99;4.1.3
24081,6.1.1;6.3.2;2.3.2;6.3.1;6.3.4
24117,4.2.3;2.5.1;4.2.1;3.1.7;3.6.1
24165,1.17.4;1.8.3;2.8.1;1.8.1;1.8.7
24169,2.4.1;2.4.2;2.7.8;2.7.4;2.7.1
24265,2.3.1;1.1.1;5.3.1;4.1.1;2.6.1
24297,3.5.1;3.5.2;3.7.1;6.3.5;2.1.3
24309,1.14.14;1.14.19;1.5.1;1.14.99;4.3.3
24465,2.3.1;4.1.3;1.1.1;2.6.1;1.1.99
24465,2.3.1;4.1.3;1.1.1;2.6.1;1.1.99
24477,3.5.1;3.1.1;3.7.1;1.13.12;3.1.2
24637,1.1.1;1.16.1;1.3.1;1.2.1;1.8.1
24637,1.1.1;1.16.1;1.3.1;1.2.1;1.8.1
24699,2.7.8;2.7.4;2.7.7;2.7.1;3.1.4
25030,3.1.3;3.2.1;3.1.4;5.4.2;2.4.1
25153,2.6.1;1.13.12;1.14.11;4.1.1;5.1.1
25153,2.6.1;1.13.12;1.14.11;4.1.1;5.1.1
25174,3.5.1;3.5.3;2.1.3;6.3.4;4.2.1
25202,5.3.1;2.7.1;1.1.1;4.2.1;5.3.99
25214,3.6.1;3.1.4;2.7.9;2.7.4;2.7.8
25226,1.1.1;1.4.1;1.3.1;1.2.1;1.17.1
25230,1.1.1;1.4.1;1.3.1;1.2.1;1.17.1
25242,4.2.1;2.6.1;4.3.2;4.3.1;3.5.1
25250,4.1.3;4.1.1;5.4.99;4.2.1;1.14.11
25258,5.1.3;3.2.1;5.3.1;2.3.1;3.2.2
25266,1.4.3;1.5.3;1.2.3;1.1.3;3.5.99
25303,3.6.1;2.7.9;2.7.7;2.7.4;3.6.5
25356,2.3.1;2.8.3;2.7.8;2.7.4;2.6.1
25364,1.1.1;1.4.1;1.3.1;1.5.1;1.2.1
25368,1.1.1;1.4.1;1.3.1;1.5.1;1.2.1
25376,2.3.1;2.8.3;2.7.8;3.1.2;4.1.1
25380,2.3.1;2.8.3;2.7.8;2.7.4;2.6.1
25400,4.2.1;1.13.11;5.4.4;1.1.3;1.1.99
25461,4.2.3;5.5.1;5.3.3;2.5.1;1.3.1
25553,4.2.3;2.5.1;5.5.1;5.3.3;3.1.7
25577,1.3.5;1.3.3;4.98.1;1.17.3;1.3.98
25610,2.3.2;5.3.1;5.5.1;6.1.1;4.3.1
25618,4.2.3;2.5.1;3.1.7;5.3.3;6.1.1
25773,1.14.11;1.13.12;1.14.20;2.6.1;4.1.3
25785,1.1.1;2.6.1;4.1.3;2.3.1;1.1.99
25789,4.1.3;1.1.99;4.1.2;4.2.1;2.6.1
25793,3.6.1;3.6.5;5.6.2;3.6.4;6.3.5
25889,3.1.3;4.2.1;4.1.1;3.5.99;4.1.99
25953,2.6.1;2.3.1;4.2.1;2.7.4;2.5.1
26036,1.14.15;1.14.19;1.97.1;1.16.3;1.17.7
26056,2.7.7;2.7.4;6.5.1;4.6.1;2.5.1
26120,1.17.7;1.14.15;1.3.7;1.97.1;4.2.1
