reactionID,predictions
11897,2.3.1;2.1.1;1.2.1;1.5.1
11989,2.1.1;2.8.4;1.3.7;1.17.99
12025,2.4.1;3.2.1;3.1.1;2.3.2
12029,3.5.1;3.1.2;3.5.2;2.3.2
12105,4.99.1;2.6.1;2.5.1;2.1.1
12133,3.1.3;3.5.1;3.1.7;2.3.2
12197,1.14.18;1.14.19;1.11.1;1.14.99
12241,4.1.2;2.1.2;3.5.4;4.2.1
12277,1.5.8;1.17.8;1.3.8;3.5.1
12333,3.1.3;3.5.1;3.1.7;2.3.2
12433,2.3.1;2.4.1;2.8.3;2.3.2
12437,2.3.1;2.4.1;2.3.2;2.8.3
12509,2.1.1;2.5.1;2.8.4;1.3.7
12525,2.1.1;1.5.1;1.12.98;1.19.1
12606,1.13.99;3.1.1;2.3.2;2.7.1
12614,2.8.3;2.3.1;2.7.1;6.2.1
12626,2.4.1;2.3.2;3.1.1;3.2.1
12766,1.2.7;2.10.1;1.18.6;1.8.7
12822,4.1.2;4.2.1;4.1.3;2.6.1
12902,3.13.1;3.5.3;4.1.2;3.11.1
12934,2.1.2;4.1.2;4.1.3;3.5.4
12970,1.16.3;1.14.18;2.10.1;1.7.5
12998,2.3.1;1.2.1;2.4.1;1.3.1
13054,2.6.1;4.1.2;2.8.3;4.1.3
13110,1.12.98;1.16.1;1.6.99;4.7.1
13114,1.16.1;1.12.98;1.18.1;1.6.99
13178,4.1.2;2.1.2;4.1.3;3.5.4
13182,3.5.1;3.5.5;4.3.3;3.1.3
13202,3.4.19;3.4.14;3.4.13;3.4.11
13370,4.2.3;3.3.2;5.4.99;3.13.2
13390,1.5.8;3.5.1;1.17.8;4.3.3
13406,2.3.1;2.3.2;3.1.2;2.8.3
13418,1.5.1;4.1.99;4.1.2;1.14.13
13486,2.8.3;2.6.1;1.13.11;4.1.2
13598,3.5.1;3.5.4;2.1.2;3.5.99
13634,6.3.3;4.1.99;6.3.4;6.3.1
13662,4.3.1;4.3.2;3.5.4;3.5.5
13670,3.5.5;1.3.3;1.13.11;1.4.3
13674,2.7.7;3.6.1;3.1.3;3.1.4
13678,5.3.1;5.1.2;5.1.3;5.1.99
13706,2.4.1;2.7.8;3.1.4;3.2.1
13774,1.14.20;1.10.3;1.14.15;1.14.19
13810,2.5.1;2.3.1;4.4.1;4.2.3
13822,1.13.12;1.2.3;1.13.11;1.14.11
13854,6.3.3;6.3.1;6.3.4;6.6.1
13930,3.13.1;3.7.1;4.1.2;3.11.1
13950,1.12.98;1.6.99;1.16.1;4.7.1
13962,4.1.99;4.3.3;4.4.1;1.14.16
14026,3.5.99;3.5.4;4.3.1;4.3.3
14146,3.4.13;6.2.2;3.4.14;3.4.11
14154,2.4.1;2.7.8;2.3.1;2.3.2
14182,1.14.11;1.13.12;1.13.11;1.2.3
14198,6.3.3;4.1.99;2.1.3;6.3.4
14218,2.8.1;4.4.1;4.1.99;1.14.15
14222,1.8.2;3.8.2;3.13.1;3.12.1
14266,2.6.1;4.2.99;5.4.99;4.1.3
14334,2.4.1;3.2.1;2.7.8;4.2.99
14342,3.1.1;2.8.3;1.13.11;2.3.2
14446,2.4.1;2.3.2;3.1.4;3.1.1
14478,1.12.98;4.3.3;1.14.16;6.3.3
14526,4.2.1;5.3.99;1.14.13;4.1.99
14534,3.5.4;4.3.2;3.5.99;3.5.1
14546,3.5.1;3.5.4;3.5.99;4.3.1
14634,3.1.3;3.1.7;3.5.1;3.1.1
14730,1.13.11;1.1.3;3.1.1;4.2.1
14734,3.1.3;3.5.1;3.1.7;3.1.1
14770,1.14.99;1.17.99;1.1.99;1.5.3
14850,3.5.4;4.3.2;4.3.1;4.4.1
14858,2.3.1;2.4.1;2.5.1;2.3.2
14886,3.9.1;3.5.3;3.5.1;2.1.2
14894,2.6.1;5.5.1;5.3.3;5.3.99
14926,2.5.1;2.3.1;1.5.1;2.1.1
14930,2.1.1;4.99.1;2.3.1;7.2.1
14982,2.3.1;2.1.1;4.99.1;1.2.1
15006,3.1.1;1.13.11;2.3.2;2.8.3
15030,1.3.1;1.1.1;1.5.1;2.3.1
15070,4.2.1;4.1.2;4.3.1;3.5.4
15094,2.8.3;2.6.1;3.1.1;2.3.2
15122,1.8.2;4.4.1;2.8.5;1.2.5
15190,1.2.2;1.16.2;1.20.9;7.2.4
15238,1.12.98;1.3.99;1.6.99;1.18.1
15258,2.1.2;4.1.2;4.1.3;3.5.4
15266,1.14.19;1.14.99;1.14.15;1.10.3
15274,2.8.3;2.6.1;4.1.2;1.14.11
15430,1.3.7;1.14.15;1.14.99;1.17.7
15482,4.1.2;3.5.4;2.6.1;2.1.2
15558,3.1.3;3.5.1;3.1.7;2.3.2
15590,2.8.3;2.6.1;1.14.11;4.1.2
15614,1.5.1;2.1.1;2.5.1;2.3.1
15806,6.3.3;4.1.99;1.3.98;6.3.4
15810,4.2.1;4.2.3;3.3.2;4.1.2
15854,2.1.1;2.5.1;2.3.1;1.5.1
15858,2.1.1;2.5.1;1.5.1;2.3.1
15862,3.1.3;3.1.4;3.6.1;3.1.7
15902,5.4.2;3.1.1;2.6.99;2.3.2
15906,1.1.99;1.4.9;1.5.99;1.4.2
15910,1.13.12;1.14.11;1.14.20;1.13.11
15914,5.1.99;5.1.3;2.7.4;3.4.15
15926,2.3.1;1.2.1;1.3.1;1.1.1
15930,4.3.1;3.5.99;3.5.5;4.3.2
15954,3.1.2;1.2.7;2.3.3;3.4.11
15966,3.2.1;3.1.4;3.1.1;2.3.2
15970,2.8.5;4.4.1;2.8.4;1.3.4
15974,2.8.2;3.6.2;3.1.6;2.7.1
16030,3.5.3;3.13.1;3.5.4;4.1.2
16046,2.3.2;3.6.1;2.7.1;3.1.2
16050,5.5.1;4.99.1;5.3.3;2.4.99
16062,3.1.4;3.6.1;2.3.2;2.7.8
16114,4.99.1;5.5.1;5.3.3;5.3.2
16122,3.5.1;3.5.2;3.1.2;4.1.2
16158,1.12.98;1.3.99;1.6.99;1.18.1
16162,1.12.98;1.3.99;1.3.8;4.7.1
16166,1.13.11;1.13.12;1.1.3;1.3.3
16170,6.3.4;2.1.3;6.3.1;6.3.3
16226,3.5.1;3.5.2;3.1.2;4.1.2
16290,1.17.99;1.3.99;1.12.98;2.1.1
16302,3.2.1;4.2.1;1.1.1;1.3.1
16394,3.1.1;2.3.2;2.4.1;4.1.1
16494,3.1.4;3.1.3;3.1.1;3.2.1
16570,1.14.11;1.14.20;1.13.11;1.13.12
16582,1.15.1;1.20.99;1.16.3;1.9.6
16666,3.3.2;4.1.3;3.7.1;4.2.99
16710,1.14.16;4.1.99;1.14.13;1.14.99
16758,1.4.2;1.8.1;1.2.1;2.1.1
16778,3.1.3;3.5.1;3.1.7;2.3.2
16834,4.4.1;1.11.1;2.8.1;2.8.4
16894,2.1.1;2.5.1;2.8.4;4.4.1
16906,4.1.2;3.5.4;4.2.1;4.1.3
16962,3.5.1;3.4.17;3.5.2;3.1.2
16966,3.13.1;3.3.2;3.13.2;4.2.1
17014,3.3.2;3.1.1;3.2.1;2.3.2
17030,3.5.2;3.5.1;3.1.2;1.17.98
17054,5.4.99;4.2.99;2.4.2;2.7.8
17074,2.3.1;2.4.1;2.8.3;2.3.2
17090,4.1.3;2.1.2;3.13.1;4.1.2
17114,3.6.1;3.1.4;3.1.3;2.3.2
17158,3.4.13;3.4.14;3.10.1;3.4.11
17210,4.3.1;1.1.99;3.5.5;3.5.99
17270,2.1.1;2.5.1;4.4.1;2.3.1
17306,3.5.4;4.1.2;3.5.3;3.13.1
17330,2.1.1;1.5.1;1.2.1;1.4.1
17366,3.1.3;3.1.7;3.5.1;3.1.1
17374,5.4.99;4.2.1;4.2.99;4.2.3
17554,3.4.13;1.2.7;2.7.13;3.4.14
17558,2.8.3;2.3.2;3.1.2;2.4.1
17574,2.1.1;2.5.1;2.8.4;1.3.7
17578,5.3.1;5.1.99;5.1.3;5.1.2
17610,4.4.1;2.5.1;4.1.99;2.3.1
17722,1.12.98;4.3.3;1.14.16;6.3.3
17766,3.1.1;2.3.2;1.13.99;2.4.1
17802,2.3.1;2.4.1;2.8.3;2.3.2
17882,3.5.3;3.13.1;3.5.4;3.2.2
17890,4.3.1;4.4.1;3.5.99;4.2.1
17910,4.1.2;3.5.4;2.1.2;4.2.1
17938,4.2.1;1.13.11;1.1.3;4.3.1
18038,4.3.1;4.3.2;3.5.5;3.5.99
18066,2.9.1;6.5.1;2.7.9;3.1.3
18078,4.1.2;4.1.3;2.1.2;4.2.1
18086,2.8.4;1.3.4;1.18.1;2.1.1
18090,3.5.1;3.5.4;3.5.99;4.3.1
18106,3.1.3;3.5.1;3.1.7;3.1.1
18242,5.5.1;5.4.99;2.6.1;5.1.2
18258,1.13.12;1.13.11;1.3.3;1.2.3
18334,2.3.2;2.8.3;3.1.2;2.3.1
18354,3.6.4;5.6.2;3.6.5;3.1.3
18422,2.3.1;2.4.1;2.8.3;2.3.2
18494,2.3.2;3.1.1;2.4.1;2.8.3
18498,5.3.1;5.1.2;5.1.3;5.1.99
18546,4.1.3;2.1.2;4.1.2;3.5.4
18590,2.7.7;3.1.3;3.6.1;3.1.4
18594,2.1.2;4.1.2;3.5.4;4.1.3
18598,1.12.98;4.7.1;1.6.99;1.16.1
18638,1.12.98;1.16.1;2.1.1;1.18.1
18654,4.1.2;3.1.2;3.5.1;3.1.1
18686,1.14.99;1.14.15;1.14.13;4.1.99
18806,1.2.7;2.3.3;1.97.1;3.1.2
18894,2.4.1;2.3.1;2.4.2;2.4.99
18930,1.14.99;1.14.18;1.14.19;1.14.15
18946,1.13.11;1.13.12;1.14.11;7.2.4
19034,5.1.3;5.1.99;5.3.1;5.1.2
19038,3.3.2;3.2.1;3.1.4;3.1.1
19042,1.14.15;1.14.20;1.14.14;1.14.99
19058,4.4.1;2.5.1;3.13.2;2.8.4
19118,1.10.3;1.14.15;1.14.99;1.21.3
19146,3.1.6;3.6.2;2.8.2;3.7.1
19150,2.6.1;4.2.1;2.2.1;4.2.99
19174,1.14.12;1.6.3;1.14.13;1.6.5
19178,2.8.3;2.6.99;5.4.3;5.3.2
19182,1.12.98;4.3.3;1.14.16;6.3.3
19202,2.8.3;2.7.1;2.3.2;3.1.2
19218,1.16.3;7.2.4;1.14.18;1.7.5
19254,3.1.4;2.7.8;2.3.2;3.6.1
19270,6.2.1;2.3.3;2.4.1;2.8.3
19306,2.3.1;2.5.1;2.1.1;2.4.1
19386,2.4.2;2.4.99;2.4.1;2.3.1
19502,1.1.5;1.13.11;7.2.4;1.2.5
19506,2.4.2;2.5.1;2.4.1;2.3.1
19534,4.3.1;1.13.11;3.5.99;4.2.1
19546,3.1.5;3.1.4;3.6.1;3.1.3
19598,4.3.1;3.5.99;4.3.2;3.5.4
19686,2.3.1;2.4.1;2.8.3;2.3.2
19690,4.1.3;4.1.2;2.1.2;4.2.1
19782,2.8.3;2.6.1;4.1.2;2.7.1
19994,4.4.1;1.2.7;2.10.1;4.1.99
20034,5.1.99;5.3.1;5.1.3;5.1.2
20074,2.1.2;4.1.3;4.1.2;3.5.4
20150,1.14.14;1.14.99;1.14.15;1.14.19
20162,2.4.2;2.4.1;2.4.99;2.3.1
20218,4.3.1;3.5.99;4.4.1;3.5.4
20222,6.3.4;6.3.3;6.3.1;6.3.2
20242,2.1.1;2.5.1;2.8.4;1.3.7
20270,4.2.99;4.2.1;5.4.99;3.3.2
20310,1.1.3;1.7.3;1.2.3;1.13.12
20338,1.8.2;3.1.6;3.7.1;3.6.2
20402,3.5.2;3.5.1;3.4.13;3.4.14
20506,3.4.11;3.4.14;3.4.19;3.4.17
20526,6.3.4;6.3.2;6.3.1;2.1.3
20538,3.1.3;3.1.4;3.6.1;2.3.2
20570,3.13.1;3.5.3;4.1.2;7.2.4
20610,4.1.3;2.1.2;4.1.2;3.5.4
20622,3.1.3;3.5.1;3.1.7;3.1.1
20662,3.5.1;3.5.2;3.1.2;3.4.19
20733,1.2.7;2.10.1;1.97.1;1.12.7
20741,3.3.2;3.7.1;4.2.99;4.1.3
20757,2.3.1;2.4.1;2.8.3;1.3.1
20785,3.1.4;3.2.1;4.6.1;3.2.2
20821,3.1.6;3.6.2;1.8.2;3.7.1
20933,4.1.2;2.1.2;3.5.4;4.2.1
20985,2.4.1;2.3.2;2.3.1;3.1.1
21001,5.3.99;4.99.1;5.2.1;5.3.3
21041,1.12.7;1.8.7;1.97.1;1.17.7
21061,2.3.1;2.4.1;2.8.3;2.3.2
21065,1.8.98;1.97.1;2.8.4;2.8.1
21097,4.2.1;4.1.2;4.3.1;4.2.3
21105,1.14.99;1.14.15;1.17.99;1.14.19
21133,1.5.3;1.3.3;1.4.3;1.8.3
21141,2.7.1;2.8.3;2.7.7;2.7.8
21149,2.3.1;2.5.1;2.4.1;2.4.2
21261,1.14.15;1.14.99;1.13.11;1.13.12
21273,6.3.3;6.3.1;6.3.4;1.21.4
21353,4.1.2;1.13.11;4.2.1;3.1.1
21369,1.10.3;1.14.99;1.21.3;1.7.3
21389,3.5.1;3.1.2;3.5.2;4.1.2
21397,4.1.3;3.7.1;3.13.1;4.1.2
21457,1.14.19;1.14.20;1.14.15;1.10.3
21469,2.3.1;2.4.1;2.4.99;4.99.1
21505,2.8.3;2.6.1;4.1.2;2.3.1
21533,1.21.4;6.6.1;1.3.98;1.4.99
21561,4.2.1;2.5.1;4.1.2;4.2.3
21569,3.2.1;3.1.4;2.4.1;3.6.1
21609,2.8.4;2.1.1;1.3.99;1.17.99
21617,3.1.4;2.7.8;2.4.1;3.6.1
21633,1.14.19;1.14.18;1.10.3;1.14.99
21709,1.97.1;1.4.99;1.5.99;1.1.99
21737,5.3.3;2.6.1;4.1.99;5.5.1
21761,5.1.99;5.3.1;2.6.3;5.1.2
21777,6.2.1;2.1.3;6.3.2;6.3.1
21809,3.5.2;3.5.1;3.4.14;3.5.5
21813,1.14.15;1.14.20;1.14.99;1.14.14
21845,2.3.2;2.8.3;3.1.2;3.1.1
21849,5.2.1;5.3.3;5.1.2;5.1.99
22017,2.8.5;1.3.4;2.8.1;2.10.1
22021,3.6.4;5.6.2;7.6.2;3.6.5
22045,3.1.3;3.6.5;3.6.4;5.6.2
22105,2.8.3;2.6.1;2.2.1;5.4.3
22133,3.1.7;3.1.3;3.6.4;5.6.2
22165,2.5.1;2.4.2;2.4.1;3.2.1
22325,3.3.2;5.4.99;4.1.3;4.2.99
22329,3.13.2;3.13.1;3.1.7;3.8.1
22345,2.3.1;2.4.1;2.4.99;2.8.3
22369,5.1.2;5.1.3;5.3.1;5.1.99
22457,3.13.1;3.5.3;1.2.4;3.10.1
22493,3.5.4;3.5.99;4.3.1;4.3.2
22517,1.2.7;1.97.1;1.12.7;2.10.1
22545,4.1.2;4.2.1;3.5.4;4.3.1
22621,1.13.12;1.13.11;1.3.3;1.1.3
22713,2.7.7;2.3.1;2.4.1;2.7.4
22717,1.14.14;1.14.15;1.14.19;1.14.99
22777,1.15.1;1.16.3;1.20.99;1.2.99
22813,4.99.1;4.98.1;2.1.1;7.2.1
22833,3.5.99;4.3.1;3.5.4;4.3.2
22873,1.13.11;1.13.12;1.14.11;7.2.4
22893,2.1.1;4.99.1;4.98.1;7.2.1
22941,1.2.7;6.2.2;3.4.13;3.1.2
22949,1.13.11;1.1.3;3.5.5;1.7.3
22977,6.2.1;2.1.3;6.3.2;2.7.9
23029,3.7.1;4.1.2;4.1.3;3.11.1
23077,2.1.1;2.3.1;1.2.1;2.5.1
23085,4.1.3;4.1.2;4.2.1;2.6.1
23157,4.8.1;5.3.99;4.99.1;4.2.1
23205,2.8.3;2.4.1;2.3.1;3.1.1
23257,4.1.99;6.3.3;1.14.16;2.5.1
23269,3.13.1;3.5.3;3.11.1;4.1.2
23277,4.1.2;4.2.1;3.5.4;2.6.1
23293,1.2.7;1.2.3;3.5.5;1.97.1
23309,2.3.1;2.4.1;2.8.3;2.3.2
23337,1.7.3;1.1.3;1.11.1;1.16.3
23361,2.4.2;2.4.1;1.3.1;2.4.99
23441,3.8.1;3.1.7;3.1.3;3.1.5
23525,4.1.2;4.2.1;1.13.11;3.3.2
23561,2.4.99;2.3.1;5.5.1;4.99.1
23573,6.3.3;4.1.99;2.5.1;2.3.1
23581,5.5.1;5.4.99;2.6.1;4.1.2
23613,1.5.1;1.3.1;1.2.1;2.3.1
23617,1.3.1;1.5.1;1.1.1;2.3.1
23661,3.5.4;3.5.99;4.3.1;4.3.2
23689,3.5.99;3.5.4;4.3.1;4.3.3
23725,1.2.3;1.17.3;1.13.12;1.3.3
23757,1.1.3;1.7.3;1.13.11;1.13.12
23797,3.1.1;2.3.2;1.13.11;1.13.12
23885,2.1.1;2.5.1;2.8.4;2.3.1
23909,4.99.1;5.5.1;5.3.99;7.2.1
23933,3.2.1;4.2.1;5.4.99;4.2.99
23961,1.7.3;1.16.3;1.14.18;1.10.3
23973,7.2.4;4.1.2;3.7.1;1.3.1
24005,1.14.16;1.17.99;1.3.99;4.1.99
24009,6.2.2;1.2.7;3.4.13;1.97.1
24013,2.1.1;2.5.1;2.8.4;4.4.1
24029,1.14.11;1.13.12;1.14.20;1.3.3
24081,1.14.11;2.9.1;2.1.3;3.1.2
24117,4.2.1;4.2.3;4.1.2;3.3.2
24165,1.14.15;1.14.99;1.3.7;4.1.99
24169,2.4.1;1.3.1;7.2.4;1.1.1
24265,3.4.17;2.8.3;5.4.3;5.4.1
24297,3.5.1;3.5.2;3.1.2;4.1.2
24309,1.14.15;1.14.20;1.14.99;1.14.14
24465,4.1.3;2.1.2;3.13.1;4.1.2
24477,3.5.2;1.17.98;3.5.1;3.1.2
24637,1.12.98;1.6.99;1.16.1;4.7.1
24699,2.4.2;2.3.1;5.4.99;2.4.1
25030,3.1.3;3.1.4;3.6.1;3.1.7
25153,2.8.3;2.6.1;5.3.2;5.4.3
25174,3.5.4;4.1.2;3.13.1;3.5.1
25202,5.1.2;5.3.1;5.1.3;5.3.2
25214,2.3.2;3.1.1;3.1.2;3.1.3
25226,1.2.1;1.5.1;1.4.1;4.1.2
25230,1.5.1;1.2.1;2.3.1;1.3.1
25242,4.3.1;4.3.2;3.5.4;3.5.99
25250,4.1.3;4.5.1;4.1.2;2.6.1
25258,4.2.1;4.2.99;3.2.1;5.4.99
25266,1.4.3;1.5.3;1.3.3;3.5.5
25303,3.5.1;3.5.2;3.1.3;3.1.2
25356,2.8.3;2.4.1;2.3.1;2.3.2
25364,2.3.1;1.3.1;1.1.1;1.2.1
25368,2.3.1;1.3.1;1.1.1;1.2.1
25376,2.8.3;3.1.1;2.3.2;2.4.1
25380,2.8.3;2.3.1;2.4.1;2.3.2
25400,4.2.1;3.3.2;4.2.3;3.1.1
25461,5.4.99;4.2.3;3.3.2;4.2.1
25553,5.4.99;5.5.1;4.2.3;4.2.99
25577,1.21.3;1.10.3;1.14.15;1.14.99
25610,5.3.1;5.1.2;5.1.3;4.2.99
25618,3.3.2;3.13.1;3.13.2;4.2.3
25773,1.14.11;1.13.12;1.2.3;1.3.3
25785,4.1.3;2.1.2;4.1.2;3.13.1
25789,4.1.3;2.1.2;4.2.2;4.1.2
25793,3.1.3;3.5.1;2.3.2;3.1.7
25889,1.3.3;1.13.12;1.17.3;1.1.3
25953,2.6.1;2.8.3;2.2.1;5.3.2
26036,1.14.15;1.14.99;1.14.19;1.10.3
26056,2.7.7;2.7.9;2.7.6;3.2.1
26120,1.12.7;1.8.7;1.2.7;1.5.7
26210,2.1.2;4.1.2;4.1.3;3.5.4
26282,3.1.1;2.3.2;3.3.2;4.1.2
26302,4.1.2;1.13.11;2.8.3;4.2.1
26310,2.3.2;3.1.1;3.1.2;2.8.3
26314,4.1.2;4.2.1;3.5.4;2.1.2
26411,3.1.1;3.1.4;2.3.2;3.1.5
26463,2.1.1;2.8.4;1.17.99;1.3.99
26471,2.3.1;2.4.1;1.1.1;1.3.1
26511,3.5.1;3.5.4;4.1.2;3.5.99
27350,1.8.2;2.8.5;3.13.2;1.20.4
27394,1.14.99;1.14.15;1.17.99;1.11.1
27418,1.6.3;1.7.99;1.11.2;1.11.1
27422,4.2.1;3.13.1;4.1.2;3.5.4
27426,3.13.1;3.13.2;3.3.2;4.2.1
27438,4.4.1;1.11.1;2.8.4;2.8.5
27442,1.2.1;1.5.1;1.3.1;2.3.1
27446,1.5.1;2.3.1;1.2.1;1.3.1
27478,1.14.11;1.14.20;1.13.12;1.3.3
27486,3.5.1;4.3.2;4.3.1;3.5.4
27490,2.6.1;5.4.99;2.2.1;5.3.2
27531,4.2.1;4.1.2;4.2.3;3.3.2
27535,4.2.1;4.1.2;3.3.2;4.2.3
27655,4.1.3;5.4.99;4.2.99;2.6.1
27711,2.7.1;2.8.3;2.3.2;2.7.7
27719,4.2.3;2.5.1;3.2.1;3.1.7
27759,1.4.2;1.12.98;2.1.1;1.4.1
27851,2.3.2;3.1.2;2.8.3;3.1.1
27903,1.14.16;1.21.3;1.14.99;1.14.17
27959,3.2.2;3.2.1;4.2.2;2.1.2
28027,4.1.99;1.17.99;1.14.13;1.11.1
28031,4.1.99;1.17.99;1.14.16;1.14.99
28035,1.17.99;4.1.99;1.14.99;1.14.16
28163,2.7.1;2.8.3;2.3.2;1.2.7
28171,4.2.1;2.6.1;4.1.2;4.1.3
28219,1.7.3;1.15.1;1.16.3;2.10.1
28239,1.14.19;1.14.99;1.14.14;1.14.15
28243,1.14.19;1.10.3;1.14.20;1.14.99
28391,5.3.1;5.1.2;5.1.3;5.1.99
28640,4.2.3;5.4.99;2.5.1;4.2.1
28752,1.13.11;1.11.2;1.10.3;5.3.3
29796,3.1.3;3.5.1;3.1.7;3.1.1
29812,3.6.4;5.6.2;3.6.5;7.2.2
29872,3.6.4;5.6.2;3.6.5;7.6.2
29876,3.1.4;3.6.1;2.3.2;3.1.3
29908,3.1.4;3.6.1;3.1.3;2.3.2
30076,3.5.4;4.1.2;3.5.1;3.2.2
30200,1.3.7;2.3.1;6.3.3;2.8.1
30276,1.15.1;1.97.1;1.2.99;1.16.3
30300,1.2.3;1.13.11;3.5.5;1.13.12
30424,4.2.3;4.2.1;5.4.99;4.1.99
30432,5.5.1;5.4.99;4.2.99;5.1.2
30460,5.4.99;2.6.1;4.1.3;4.2.99
30716,4.2.1;4.2.3;5.4.99;4.1.2
30808,2.1.1;1.12.98;1.5.1;1.4.1
30956,1.1.5;1.3.5;1.2.5;1.10.5
30984,2.3.2;3.1.1;2.4.1;2.3.1
31012,5.4.99;5.5.1;4.2.99;4.2.1
31500,2.4.1;2.7.1;2.7.8;2.3.2
31580,1.13.11;1.11.1;4.2.1;3.1.1
31784,3.1.3;3.1.7;3.3.2;3.8.1
31788,3.13.1;3.3.2;4.2.1;4.1.2
31792,4.2.1;3.3.2;3.13.1;4.1.2
31800,1.4.99;4.3.1;1.5.99;3.5.99
31804,3.1.2;3.5.1;2.3.2;3.5.2
31808,4.2.3;3.3.2;5.4.99;4.2.1
31836,5.3.1;5.1.2;5.1.99;2.6.3
31840,5.1.2;5.3.1;5.1.99;2.6.3
31844,4.2.99;5.5.1;5.4.99;5.4.4
31888,5.5.1;5.4.99;4.2.99;5.1.2
31912,2.8.3;2.3.1;2.4.1;2.3.2
32076,4.2.1;3.1.1;4.2.3;4.1.2
32116,1.13.12;1.2.3;1.13.11;1.1.3
32120,3.5.5;3.5.1;1.13.11;3.1.2
32160,4.1.2;4.2.1;3.3.2;1.4.1
32176,2.3.1;3.1.2;3.5.1;4.4.1
32188,5.5.1;5.3.3;5.1.2;5.4.4
32240,5.5.1;5.4.99;5.3.3;4.2.99
32260,2.4.1;2.8.3;2.3.1;3.1.1
32340,2.1.1;1.5.1;1.19.1;1.4.1
32344,2.1.1;1.12.98;1.5.1;1.4.1
32364,1.1.3;1.13.12;1.13.11;1.2.3
32368,1.8.2;7.1.1;1.97.1;1.1.9
32500,1.14.13;4.1.99;1.14.99;1.14.15
32560,4.2.3;5.4.99;2.5.1;4.2.1
32648,1.3.7;1.14.15;2.8.1;1.14.99
32652,1.3.7;1.14.15;2.8.1;1.14.99
32692,3.13.1;4.1.2;4.2.1;3.5.4
32904,1.14.14;1.14.15;1.14.19;1.14.99
33124,2.5.1;4.2.3;4.2.1;5.4.99
33160,4.4.1;3.5.1;3.1.2;2.3.2
33236,1.10.3;1.7.5;1.14.18;1.11.1
33508,2.1.2;3.5.4;4.1.2;4.1.3
33584,2.2.1;2.6.1;2.8.3;4.2.1
33688,2.3.2;2.4.1;3.1.1;3.1.2
33984,5.4.99;4.2.3;2.5.1;3.3.2
33992,5.4.99;4.2.3;2.5.1;4.2.1
34092,1.11.1;4.4.1;1.14.99;1.17.99
34136,1.11.1;1.14.19;1.14.13;4.2.1
34144,1.14.19;1.14.13;1.11.1;4.2.1
34216,1.18.1;1.4.2;1.8.1;1.17.1
34240,5.1.2;5.3.3;5.3.2;5.5.1
34256,4.3.1;4.1.2;3.5.4;4.2.1
34308,1.14.19;1.14.13;1.14.99;1.14.15
34312,1.14.19;1.14.13;1.14.99;1.14.15
34328,1.14.13;1.14.19;1.14.99;1.14.15
34420,2.3.1;1.3.1;1.1.1;2.4.99
34468,4.2.3;5.4.99;2.5.1;4.2.1
34484,1.2.7;3.1.2;2.3.3;2.3.2
34520,2.4.1;2.3.1;2.4.99;2.4.2
34524,2.4.99;2.4.1;2.4.2;2.7.4
34812,1.12.98;1.4.1;1.16.1;1.18.1
34816,1.6.5;1.18.1;1.7.1;1.17.1
34820,1.18.1;1.2.1;1.8.1;1.4.2
35028,3.6.4;5.6.2;7.6.2;3.6.5
