Reaction name,SIMMER pred
24005,1.3.99;1.3.8
12998,2.3.1
38096,2.1.1
57937,1.2.1;1.14.13;1.1.1
47925,5.3.1
48265,
47001,1.3.1
21533,6.3.2
15614,1.14.13
25368,1.1.1
85416,1.14.14
11349,7.4.2;3.6.4
14894,5.4.99
54273,1.14.11
26282,
22717,1.14.14
31912,5.3.1
65725,1.14.11
27531,4.2.3
52681,2.3.1
34136,
40524,1.1.5
17014,4.1.1
34468,4.2.3
11665,2.4.3;2.4.1
22833,
35692,1.23.1;1.1.1
61301,4.2.1;4.1.1
10285,
11749,
56957,2.7.1
18494,2.3.1
75252,1.1.3
27655,4.1.1
19146,5.4.2;3.1.3
67001,2.3.1
22545,3.1.6
34420,1.23.1;1.1.1
14026,
77644,3.1.4
11489,2.3.1
21777,6.2.1
13390,1.3.8
32116,1.14.11
10937,
38940,3.2.1
35096,
59617,3.4.13;3.5.1
16170,6.2.2;6.3.4;2.7.11
49585,5.1.3;5.1.1
51469,1.1.5
74932,1.14.11
20933,4.1.1
16290,1.3.1
57025,4.1.1
52381,2.4.3;2.4.1
67825,2.4.1
45029,1.3.8
31840,4.1.1;4.2.1
19502,
43437,1.3.5
12766,2.3.1
70780,1.1.1
55481,1.14.14
19118,5.3.2;5.3.1
81560,2.3.1
14634,7.4.2;3.6.4
17030,
24309,1.14.14
53269,5.1.3;5.1.1
50529,2.3.1
25364,1.1.1
34812,1.5.1
60209,1.5.3;1.14.20
20757,2.3.1
77172,3.5.1
13854,6.3.5
35716,3.1.1
22105,
25773,1.14.11
32176,2.4.1
10349,6.3.2
46025,1.13.11
23269,
10193,7.4.2;3.6.4
38192,1.14.14
24169,2.4.1
12614,
33584,2.6.1
46953,1.8.1
57761,2.3.1
30276,
13054,2.6.1
38152,5.1.3;5.1.1
14858,6.3.2
18598,1.16.1
82196,
23257,2.5.1
57357,1.14.20;1.14.11
10945,3.1.3
32120,2.4.1
14146,6.3.5;6.3.4
46485,2.4.99
15974,2.8.2
74936,1.14.11
11701,1.1.1
11381,1.14.11
15430,1.14.99
11897,1.1.1
55025,1.14.14
19150,2.4.2
27478,1.14.11
31800,5.3.99
56509,2.4.1
25242,
65733,1.14.11
20074,
49473,2.4.1
74168,2.1.1
17574,2.1.1
77640,3.1.4
10105,1.14.11
22777,5.1.3;5.1.1
36204,3.1.6
62633,
18498,5.1.3;5.1.1
36072,3.2.1
25230,1.1.1
14182,1.14.11
48773,
38348,2.6.1
74156,
21761,5.1.3;5.1.1
35592,
40516,5.3.1
13182,7.4.2;3.6.4
18242,5.4.99
15238,1.18.1;1.1.1
38144,5.1.3;5.1.1
20222,6.3.4;6.3.2
38268,5.3.3
69045,4.2.1
35144,2.3.1
36220,3.1.6
14342,5.3.3
17554,2.7.14;2.7.1
54661,5.1.3;5.1.1
23077,1.14.13;1.3.1
23973,
22493,
13678,5.1.3;5.1.1
49029,1.14.14
10769,1.14.11
10613,2.4.1
14730,5.3.1
27490,5.3.1
27903,3.1.1
35092,6.4.1;6.3.2
48361,1.1.99
31580,1.13.11
21149,2.4.1
24165,1.21.4
55813,2.8.1
13674,2.7.7
70456,
18598,1.16.1
30424,4.2.3
25303,2.7.7
28752,
56717,
13822,1.14.11
70804,5.3.1
63877,1.14.11
55205,2.5.1
56941,5.3.1
30432,5.4.99
20985,
74284,2.3.1
54069,4.2.3
60237,1.5.3;1.14.20
78952,5.4.1;3.1.1
25214,2.4.3;2.4.1
82104,1.14.18;1.13.11
14546,5.4.4
20821,3.1.3;3.1.1
38996,3.1.1
12433,
19994,1.21.4
24117,4.2.3
23933,
23573,2.3.1
24465,5.3.1
68081,2.7.1
67657,1.18.1;1.1.1
48385,
17090,5.3.1
50957,2.1.1
27446,1.1.1
16114,1.13.12
43605,1.14.14
63833,2.3.1
55665,1.14.99
38108,5.3.1
46033,1.13.11
27438,
12902,
21065,
33508,
20741,
30300,1.14.11
85516,2.5.1
82860,1.14.13;1.1.1
46013,1.1.5
54825,3.2.1
10841,5.3.1
13634,6.3.2;2.7.1
23661,
60201,1.5.3;1.14.20
23689,1.3.99
82856,1.14.13;1.1.1
13110,1.14.13
17374,5.3.99
17330,1.1.1
21273,6.3.2
37992,2.1.1
51705,2.1.1
19034,5.1.3;5.1.1
68077,2.7.1
23337,5.1.3;5.1.1
16062,
37964,1.1.1
73840,6.7.1
24265,5.3.1
84092,3.1.2
42717,3.1.7;2.5.1
10733,6.3.2
21813,1.14.14
33984,4.2.3
41557,1.14.11
36152,2.3.1
25953,4.3.3
19178,5.4.3
82220,
21809,3.5.1
15482,
12509,2.1.1
25356,2.3.1
14926,1.2.1;1.1.1
14198,6.2.2;2.7.11
51053,1.3.99
21633,
60189,1.5.3
65749,1.14.11
73844,2.4.1
19506,2.4.2;2.4.1
57153,1.14.11
19782,2.6.1
15902,5.3.1
25461,4.2.3
22329,2.5.1
14218,1.21.4
20622,7.4.2;3.6.4
76568,3.2.1
13662,
27442,1.1.1
48017,1.14.12
33236,1.3.1
15926,1.1.1
45077,1.14.14
46873,2.3.1
14982,1.1.1
15590,2.6.1
34312,1.14.12;1.1.1
13114,1.7.1;1.14.19;1.14.13
34308,1.14.13;1.6.5
82236,2.1.4
20310,5.1.3;5.1.1
20733,5.1.3;5.1.1
17366,7.4.2;3.6.4
12241,2.3.1
17270,2.1.1
50469,2.3.1
21709,2.5.1
18930,
25030,3.1.3
31808,4.2.3
32904,1.14.14
51017,4.2.1
17578,5.1.3;5.1.1
62445,5.1.3;5.1.1
61157,2.7.1
26463,2.1.1
16834,
29796,7.4.2;3.6.4
75352,1.5.3
14222,
30716,
13810,2.5.1
24637,1.8.1
32648,2.1.1
46125,1.14.14
40300,1.14.15
20402,
48013,1.14.13
43049,5.1.3;5.1.1
47961,4.8.1
48401,1.14.11
15122,
19994,1.21.4
32260,5.3.1
23277,4.2.1
34524,2.4.1
12277,1.3.8
13598,
36828,3.2.1
34092,5.3.1
18590,2.7.7
45073,1.14.14
29876,3.1.3
23441,5.3.99
16494,3.1.3
19254,
62625,1.8.7;1.21.4
65661,1.14.15;1.17.99
14734,7.4.2;3.6.4
32076,4.2.3
14266,2.6.1
82228,2.1.4
51545,5.1.3;5.1.1
23961,4.1.1;1.14.19
10377,7.4.2;3.6.4
36608,1.14.11
14930,1.1.1
22133,7.4.2;3.6.4
26471,2.3.1
19502,
37336,3.5.2;3.5.1
34216,1.1.1;1.14.13
65717,1.14.11
42033,1.5.3
78172,2.1.1
26120,
46913,3.1.1
12934,5.3.1
52773,4.1.2
46029,1.13.11
17610,
29908,5.4.99;3.1.3
21609,2.1.1
13670,4.1.1
71660,5.3.1
28031,1.17.4
15190,
24029,1.14.11
15906,5.3.1
50761,1.8.5
13930,
36832,
85244,1.6.5
46625,5.1.3;5.1.1
56833,
23725,1.5.99
50533,2.3.1
20150,1.14.14
41441,1.14.11
50465,2.3.1
20162,2.4.1;3.2.1
36652,2.1.1
10953,2.3.1
25610,5.4.99
21133,1.17.3;1.3.99
51937,
34144,
34256,5.4.99
30200,
47745,1.14.13;1.2.1
58833,1.14.18;1.14.15
21097,4.2.1
48689,3.4.17
59613,3.5.1
27350,
49561,4.2.3
22813,1.3.1;1.5.1
23029,4.1.1
25793,7.4.2;3.6.4
15910,1.14.11
58569,2.3.1
15806,6.3.2
10269,4.2.1;4.2.99
24009,6.3.5;2.7.1
27442,1.1.1
16778,7.4.2;3.6.4
61429,1.1.1
21737,5.4.99
30984,3.2.1
54509,2.5.1;4.2.3
43849,1.8.7;1.21.4
21389,3.5.1
28163,2.7.1
16710,1.14.16
60117,1.14.11
18106,7.4.2;3.6.4
78780,
18078,2.4.2
16894,2.1.1
50365,1.14.19;1.14.14
32368,1.1.99
11509,1.14.11
28391,5.1.3;5.1.1
11413,6.3.2
13486,2.6.1
46801,1.16.1
12970,3.1.1
86104,1.1.1
30808,1.5.1;1.1.1
13950,1.18.1;1.1.1
50961,2.1.1
10509,
54281,1.14.11
13370,2.5.1
35584,5.3.1
32160,
22941,2.7.14;2.7.1
16966,4.2.3
16226,3.5.1;1.5.3
22517,2.7.14;2.7.1
44357,5.5.1
68465,3.1.6
59573,3.4.13;3.5.1
47965,
23581,5.3.99;5.4.4
50381,2.3.1
51877,2.5.1
15094,2.6.1
13774,1.14.19;1.14.14
38092,2.1.1
21001,1.17.3
65741,1.14.11
45777,
53869,1.14.13;1.14.12
16582,5.1.3;5.1.1
31844,4.2.1
54505,4.2.3
15858,1.1.1
17158,6.3.5;2.7.1
42361,5.1.3;5.1.1
56849,2.1.1
63873,1.14.11
10469,4.1.99
34484,2.3.1
12437,2.3.1
36792,3.5.3
34328,1.6.5;1.14.13
65029,
46909,2.7.8
56589,5.1.3;5.1.1
20570,
20218,
26511,
59361,3.4.13;3.5.1
17114,2.7.1;3.1.3
70812,4.1.99
21505,5.3.1
41449,1.14.11
18086,
15030,1.1.1
82208,2.1.4
24081,6.1.1
10765,1.14.11
15266,4.3.3;4.1.99
28035,1.17.4
16302,2.3.1
16570,1.14.11
20785,
19042,1.14.14
37968,1.1.1
23361,2.4.1
47845,
70196,2.7.1
25153,2.6.1
38356,4.2.1
33124,4.2.3;2.5.1
59621,3.4.13;3.5.1
54669,5.4.99
27426,4.2.3
36060,1.3.99
23293,2.7.14
65437,2.7.7
27422,4.2.3
76524,4.2.1
50533,2.3.1
17910,1.13.12;1.1.2
11793,1.8.1;1.1.1
12333,7.4.2;3.6.4
40740,3.2.1
38028,4.2.1
28163,2.7.1
16758,1.8.1
11017,
65493,
25785,4.2.1
51701,2.1.1
19202,2.7.1
33160,
26302,
19182,1.3.99;1.3.8
36696,2.4.1
14930,1.1.1
18258,1.3.98
11133,1.3.1
18894,2.4.1
22345,2.3.1
17074,2.3.1
31836,4.1.1;4.2.1
32364,
58665,1.1.5
21273,6.3.2
29812,7.4.2;3.6.4
32240,5.5.1
22893,1.3.1
35696,1.14.13;1.23.1;1.1.1
31012,5.5.1
65729,1.14.11
55757,1.14.11
14982,1.1.1
24637,1.8.1
27486,3.5.1
15854,1.1.1
35404,1.1.1
23909,1.3.1
15274,2.6.1
37660,2.3.1
13418,1.1.1;1.14.13
35828,
56597,1.14.14
47985,2.5.1
10805,5.1.3;5.1.1
12133,7.4.2;3.6.4
22873,1.14.11
42097,6.3.1
48885,1.3.1
16030,
25202,5.3.1
16906,1.14.19
28239,1.14.19;1.14.14
39912,2.6.1
14446,3.1.1
31788,4.2.3
50877,1.1.1
21369,1.17.3
83264,3.4.17
21061,2.3.1
23085,
10041,3.1.4;3.1.3
59077,2.4.1
24699,2.7.8
34816,1.5.1
13202,
23525,3.2.1
82224,
50237,1.14.14
25618,4.2.3
26056,2.7.7;2.4.1
26314,4.2.3
15930,
38156,4.2.3
28171,
32500,1.1.1
23885,2.1.1
16962,3.5.1
50005,1.14.13;1.1.1
59361,3.4.13;3.5.1
25889,
56453,5.5.1
21353,
48593,7.1.1
23613,1.1.1
54729,4.1.1
19690,5.3.1
54269,1.14.11
27759,1.5.1
29872,7.4.2;3.6.4
54289,2.7.7
75356,
68825,4.2.3
52253,2.8.1
20242,2.1.1
37892,3.1.1
25174,
15094,2.6.1
40076,3.5.4
14770,1.5.99
25577,1.3.5
19386,2.4.1
17054,5.3.1
43781,1.3.8
35028,7.4.2;3.6.4
18066,7.4.2;3.6.4
47621,1.14.11
65753,1.14.11
14850,3.5.1
23157,4.8.1
24465,5.3.1
47197,1.3.99;1.3.8
14526,5.5.1
43689,
28219,5.1.3;5.1.1
12105,
34820,1.5.1
17210,5.3.3
15954,6.3.5;2.7.1
32692,4.2.3
56773,1.14.99
11765,5.1.3;5.1.1
59625,3.4.13;3.5.1
16162,1.16.1
62585,7.4.2;3.6.4
76044,1.14.14
15902,5.3.1
38260,4.1.3
11241,2.7.4;2.7.7
67445,
12133,7.4.2;3.6.4
54541,3.2.1
17766,3.1.3
21041,5.1.3;5.1.1
19058,
13962,6.6.1
31792,4.2.3
22457,2.6.1
18334,2.7.1
62629,1.12.1
60445,3.5.1
52765,3.4.19
21469,2.4.1
26210,
70364,3.5.1
33992,4.2.3
28243,1.14.19;1.14.14
22777,5.1.3;5.1.1
22165,2.4.1
22977,6.2.1
30460,5.5.1
35784,2.4.1
56593,
12822,5.5.1;5.4.2
56681,1.14.19
35700,1.23.1;1.1.1
45333,1.14.16
53649,4.2.3
20538,
16050,2.5.1
51713,5.1.3;5.1.1
23617,1.1.1;1.3.1
20526,6.3.4
13178,4.1.1
20338,
15070,
51585,1.3.99;1.3.8
50921,1.14.19
63349,6.2.2
20034,5.1.3;5.1.1
54885,2.4.2
19174,1.3.1;1.14.12
25250,4.1.1
17802,2.3.1
21261,1.21.4
19306,2.3.1
15966,
32652,2.1.1
32188,5.3.3;1.14.19
16158,1.18.1;1.1.1
14334,3.1.4
14634,7.4.2;3.6.4
32344,1.1.1
26036,1.14.19
65737,1.14.11
70708,5.1.3;5.1.1
12606,4.1.1
26210,
54501,4.2.3
18038,5.1.3;5.1.1
31784,4.2.3
56829,
22713,2.3.1
20662,3.5.1
12029,
22045,7.4.2;3.6.4
14154,2.4.1
14886,
28640,4.2.3
25226,1.1.1
79624,2.3.1
35796,2.4.1
12525,1.5.1;1.3.1
15862,3.13.1
59609,3.4.13;3.5.1
18638,1.8.1;1.1.1
52481,1.14.14
27959,3.2.2
70228,4.2.1
25553,4.2.3
14534,
59629,3.4.13;3.5.1
19686,2.3.1
75932,
15006,1.14.11
48237,
65721,1.14.11
18638,1.8.1;1.1.1
38656,3.2.1
31500,2.4.1
30956,1.3.99
20610,4.1.3
59149,6.2.1
78984,4.2.3
22017,
16394,3.1.1
68029,1.17.3;1.3.99
48941,3.5.1
19598,5.1.3;5.1.1
70192,2.7.1
18686,1.6.5
40736,3.2.1
12197,
18354,7.4.2;3.6.4
18422,2.3.1
35792,2.4.1
59829,2.5.1
17890,3.1.3
19534,2.1.4
46681,1.16.1
23309,2.3.1
59241,2.1.4
22621,4.2.1
56745,1.14.11
23797,3.1.1
21849,5.1.3;5.1.1
57757,2.3.1
23757,
32340,1.1.1
49573,4.98.1;4.99.1
54029,1.14.14
11025,2.7.11
26310,2.3.1
19202,2.7.1
19270,6.2.1
44181,1.1.98;1.3.8;1.14.14
55581,6.3.1
34520,2.4.2;2.4.99
19546,3.1.3
60109,4.2.1
11465,
25789,4.3.3;5.3.1
21617,2.4.3;2.4.1
77964,4.2.3
21561,1.14.15
16302,2.3.1
62621,1.8.7;1.21.4
49185,
11373,6.3.5
21457,1.14.19;1.14.14
50529,2.3.1
52905,6.3.2
