Reaction ID,SelenzymeRF
R07498,1.3.1.72;1.11.1.1|1.11.1.2;1.12.1.3|1.12.1.5;1.7.1.2|1.7.1.3;1.7.1.14;1.6.3.2;1.6.5.4;1.11.1.1|1.14.12.17;1.12.1.2|1.12.1.5;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3
R08597,2.4.1.327;5.1.3.2;4.2.1.164;1.1.1.-|1.1.1.384;5.1.3.27;2.7.4.12|2.7.4.13|2.7.4.9
R00331,2.7.4.6
R06757,2.5.1.111;2.5.1.39
R11537,6.2.1.51;2.3.1.261;6.2.1.57;2.7.7.63|6.3.1.20;3.6.1.21;1.2.1.31|1.2.1.95;6.3.2.14;6.3.2.39;2.7.4.3
R08533,2.4.1.126;2.4.1.35|2.4.1.91;2.4.1.234;2.4.1.128;2.4.1.17;2.4.1.185;2.4.1.170;2.4.1.218;2.4.1.-|2.4.1.286;2.4.1.220;2.4.1.237;2.4.1.120|2.4.1.126;2.4.1.238|2.4.1.249;2.4.1|2.4.1.-|2.4.1.298;2.4.1.115;2.4.1.63;2.4.1.202;2.4.1.81
R00656,1.14.14.42;4.1.1.17;4.1.1.-|4.1.1.96;4.1.1.95;4.1.1.65
R11798,2.1.1.344;2.1.1.59;2.1.1.354|2.1.1.355|2.1.1.59|2.1.1.60;2.1.1.60;2.1.1.77
R04359,2.4.1.173;2.4.1.17;2.4.1.192;2.4.1.52;2.4.1.276;2.4.1.364;2.4.1.367;2.4.1.350;2.4.1.366|2.4.1.367|2.4.1.dv;2.4.1.368|2.4.1.dx;2.4.1.210;2.4.1.324;2.4.1.-|2.4.1.323;2.4.1.-|2.4.1.301;2.4.1.15
R11026,1.3.1.1;1.3.1.2;1.14.99.46;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3
R09757,2.4.1.271;2.4.1.136;2.4.1.35;2.4.1.185;2.4.1.126;2.4.1.91;2.4.1.-|2.4.1.286;2.4.1.234;2.4.1.357;2.4.1.263;2.4.1.120|2.4.1.126;2.4.1.177;2.4.1.121;2.4.1.-|2.4.1.330;2.4.1.63;2.4.1.17;2.4.1.-|2.4.1.298;2.4.1.238;2.4.1.14
R02003,2.5.1.20;2.5.1.-|2.5.1.31;2.5.1.103|2.5.1.21|2.5.1.96;2.5.1.89;5.5.1.-|5.5.1.18;2.5.1.39
R08396,2.7.1.-|2.7.1.216;3.1.7.11|3.1.7.3;3.7.1.27;3.1.7.6;2.4.1|2.4.1.85;2.3.1.84;3.1.7.5;2.5.1.137;2.5.1.136;2.5.1.75
R05312,1.3.1.29;1.6.5.2
R01730,1.3.1.121;1.3.1.13|1.3.1.78;1.3.1.12;1.6.3.2;1.6.5.4;1.4.1.27;1.5.1.6;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3
R08694,2.4.1.226;2.4.1.225;2.4.1.224;3.2.1.74;3.2.1.15|3.2.1.67
R11672,4.3.1.17|4.3.1.18|4.3.1.19|4.3.1.20;1.4.99.6
R11409,4.2.1.168;1.1.1.271|5|5.-.-.-;5.1.3.13;4.2.1.-|4.2.1.159;4.3.1.15;2.6.1.102;2.3.2.29
R13377,1.1.1.100;1.3.1.10;1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86;1.2.1.-|1.2.1.103|1.2.1.ag;1.3.1.93;1.3.1.-|1.3.1.10|1.3.1.104|1.3.1.39;1.6.5.2
R12942,3.5.1.116|3.5.3.19;3.5.1.54;3.5.1.6;3.5.1.20;4.2.1.1
R03778,2.3.1.16
R05394,1.13.11.-|1.13.11.3;5.5.1.1;5.5.1.1|5.5.1.7;5.5.1.2;3.1.1.-|3.1.1.92;5.4.99.14;3.1.1.45;4.2.1.-|4.2.1.83;4.2.1.114;1.14.11.13;1.14.14.108;5.5.1.5;1.14.14.91;3.1.1.57;5.3.3.10;5.3.99.-|5.99.1.4;4.2.1.34;4.2.1.35;4.1.1.44;4.2.1.80;4.2.1.3|4.2.1.4
R03854,4.1.1.55;4.1.1.77;4.1.1.98;4.1.1.68;4.1.1.1
R12974,1.1.99.35;5.1.3.14;1.1.1.233;3.2.1.113;4.1.3.3;1.1.1.117;2.4.1.320;1.1.1.121;1.1.1.370;2.4.1.90;1.1.1.21;1.1.3.29
R03031,1.3.8.1;1.3.3.6;1.3.1.38;1.3.1.8;1.3.8.7|1.3.8.8;1.3.1.44;4.2.1.-|4.2.1.134;4.2.1.17
R03738,4.3.3.2;1.14.19.62;6.2.1.13;1.14.13.216;3.1.1.96
R05092,4.2.3.19;4.2.3.185;4.2.3.45;4.2.3.103;1.14.13.78;4.2.3.42;4.2.3.31;4.2.3.33;4.2.3.34;4.2.3.196|4.2.3.fr;4.2.3.44;4.2.3.35;4.2.3.183;4.2.3.28;4.2.3.140;4.2.3.-|4.2.3.131;4.2.3.141;4.2.3.190;4.2.3.18;4.2.3|4.2.3.32;4.2.3.18|4.2.3.29;4.2.3.30;4.2.3.147;4.2.3.193;4.2.3.189;5.5.1.13;1.14.13.79;4.2.3.50;5.5.1.12;5.5.1.14;2.7.7.91;3.6.1.10;4.2.3.192;2.7.7.50
R00828,1.6.3.2;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.31;1.14.12.23;1.14.13.240;1.14.13.69;1.14.12.22;1.14.12.14;1.14.13.2|1.14.13.33;1.14.12.10;1.14.13.84;1.14.14.1
R02670,1.11.1.6;1.11.1.21|1.11.1.6
R04557,1.3.1.48;1.6.5.4;1.6.3.2;1.11.1.1|1.11.1.2;1.12.1.3|1.12.1.5;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17
R12348,3.1.1|3.1.1.-|3.1.1.17;2.7.8.11;2.4.1.87;3.1.4.43|4.6.1.13;2.3.1.92;3.2.1.175;5.3.1.28
R07727,1.6.5.4;1.6.3.2;1.11.1.1|1.11.1.2;1.12.1.3|1.12.1.5;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17
R07014,3.3.2.9;1.14.12.12;1.3.1.20;1.1.1.50|1.3.1.20;1.3.1.29;2.5.1.18
R08633,2.6.1.57;3.5.1.114;4.4.1.13;3.5.1.114|3.5.1.14;2.3.1.80;3.4.11.1|3.4.11.2|3.4.11.23|3.4.13.-
R10408,4.3.1.29;4.2.1.12;3.2.2.10;2.2.1.2
R05030,6.3.5.-|6.3.5.13;6.3.1.12;6.3.5.7
R02093,2.7.4.6
R09574,4.2.3.61;4.2.3.9;4.2.3.164|4.2.3.ek;4.2.3.199;4.2.3.73;2.5.1.20;4.2.3.50;4.2.3.204;2.5.1|2.5.1.31|2.5.1.M1;2.5.1.88;2.5.1.87;4.2.3.21;4.2.3.37;4.2.3.-|4.2.3.129;4.2.3.198|4.2.3.66;4.2.3.87;4.2.3.68;4.2.3.197;4.2.3.90;4.2.3.136;4.2.3.7;4.2.3.172;4.2.3|4.2.3.-|4.2.3.56;4.2.3.62;4.2.3.83;4.2.3.6;4.2.3.69;4.2.3.56|4.2.3.58;4.2.3.96;4.2.3.160;4.2.3.74;4.2.3.64;4.2.3.55
R06158,2.7.1.204;4.2.2.12;3.2.1.147;4.2.2.13;3.2.1.107;3.2.1.46;3.2.1.45;3.2.1.22;3.2.1.21
R11218,2.1.1.320;2.1.1.319;2.1.1.319|2.1.1.320|2.1.1.321;2.1.1.322;2.1.1.354|2.1.1.355|2.1.1.59|2.1.1.60;2.1.1.60;2.1.1.59
R01294,1.2.1.7|1.2.1.96;1.2.1.28|1.2.1.64|1.2.1.96;1.2.1.5;1.6.5.4;1.11.1.1|1.11.1.2;1.6.3.2;1.12.1.3|1.12.1.5;1.11.1.1|1.14.12.17;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3
R07165,1.6.5.4;1.11.1.1|1.11.1.2;1.6.3.2;1.12.1.3|1.12.1.5;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17
R08738,6.2.1.7;6.2.1.42;6.2.1.3|6.2.1.42;6.2.1.2;3.6.1.5;6.2.1.1
R09660,3.5.4.46;1.1.1.37
R06634,2.6.1.103;2.6.1.72;1.1.1.42;2.6.1.7;2.3.2.2;2.6.1.2
R09625,5.5.1.17;4.2.3.55;1.14.14.160;1.1.1.71;4.2.3.161;4.2.3|4.2.3.-|4.2.3.56;4.2.3.204;4.2.3.6;4.2.3.78;4.2.3.73;4.2.3.76;4.2.3.160;3.1.7.7|4.2.3.194;4.2.3.79;4.2.3.180;4.2.3.-|4.2.3.104;4.2.3.169;4.2.3.85;3.1.7.10;4.2.3.198;4.2.3.90;5.4.99.54;4.2.3.136;4.2.3.44;4.2.3.35;4.2.3.7;4.2.3.80;5.4.99.55;5.4.99.49;4.2.3.61;4.2.3.9;5.4.99.35;4.2.3.159;4.2.3.198|4.2.3.66;2.9.1.3
R03511,1.1.4.1;1.1.4.1|1.17.4.4;2.1.1.45
R12577,6.2.1.62;2.3.1.244;2.3.1.161;2.3.1.111;2.3.1.252;2.3.1.221;2.3.1.-|2.3.1.235;2.3.1.51;2.3.1.40;2.3.1.15
R04208,2.7.1.40;6.3.4.2
R07405,3.6.1.5;2.7.8.41;3.6.1.26;5.1.3.9
R02355,1.14.14.1
R05642,5.3.99.-|5.99.1.4;1.13.11.-|1.13.11.56;2.5.1.74;1.8.1.9;1.11.1.1;1.6.5.2
R01113,2.6.1.57;3.1.2.6
R00627,2.3.1.84;2.3.1.180
R07221,1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.1.3.15;1.3.3.16;1.4.3.1|1.4.3.11|1.4.3.2|1.4.3.3|1.4.3.7;1.4.3.13
R00197,1.1.2.3;1.1.2.4;1.1.1.1|1.1.1.27|1.1.1.40
R06683,1.14.13.180;1.6.3.2;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.240;1.14.13.88;1.14.14.1
R08227,3.5.2.2;3.5.1.6;1.3.1.2;3.4.11.4
R01902,2.7.1.5;2.7.1.40
R06467,1.14.14.1
R02173,1.1.3.15;1.4.3.3;1.4.3.13;1.8.3.5;1.1.3.38;1.3.3.16;1.2.3.1;1.14.18.1
R08990,1.14.14.-|1.14.14.1
R04567,2.3.1.179|2.3.1.41|2.3.1.85|2.3.1.86;3.1.2.14|3.1.2.21;2.3.1.252;2.3.1.111;2.3.1.-|2.3.1.179|2.3.1.199|2.3.1.41
R09555,1.1.1.36;1.1.1.330;1.3.1.93;1.14.13.26;1.1.1.211|1.1.1.35
R08681,4.2.1.170|5.4.4.-;1.14.18.12;1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4;1.4.99.6
R12501,1.13|1.13.12.19;1.13.12.24;1.2.2.4;1.13.12.6;1.13.11.27;1.14.14.117;1.7.3.3;1.14.12.1;1.14.11.27|1.14.11.65|1.14.11.67
R11823,4.2.3.158;2.5.1.41;2.5.1.62;2.5.1.31;2.5.1.89;2.5.1.81;1.3.1.83;2.5.1.-|2.5.1.32
R01251,1.6.5.4;1.11.1.1|1.11.1.2;1.6.3.2;1.12.1.3|1.12.1.5;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17
R01248,1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17
R02179,2.4.1.13;2.4.1.90;2.4.1.367;2.4.1.366|2.4.1.367|2.4.1.dv;2.4.1.-|2.4.1.323;2.4.1.324;2.4.1.-|2.4.1.284;2.4.1.245;2.4.1.22;2.4.1.38|2.4.1.90;2.4.1.239;2.4.1.173;2.4.1.-|2.4.1.266;2.4.1.15
R06885,2.4.1.17;1.8.5.2;1.1.5.4;1.1.5.8;1.10.99.2
R11947,2.5.1.18
R07149,1.1.1.417;1.1.1.170;1.1.1.170|1.1.1.418;1.6.3.2;1.14.18.9;1.14.13.246;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.4.1.27;5.3.3.1
R05506,1.2.1.18;2.3.1.-|2.3.1.16
R01061,1.2.1.12|1.2.1.59
R12515,2.3.1.-|2.3.1.224;2.3.1.79;2.4.99.6;3.1.1.6;2.3.1.15
R04756,5.3.3.8;1.3.8.1;4.2.1.-|4.2.1.134;4.2.1.17
R07633,4.4.1.24;1.1.1.272;4.4.1.25;1.14.14.1;1.11.2.4
R01993,3.5.2.3
R09600,1.1.1.136;2.6.1.-|2.6.1.34;5.1.3.23;2.3.1.201;2.4.1.335;2.3.1.-|2.3.1.203;2.3.1.-|2.3.1.202;6.3.2.4
R03693,4.2.1.34;4.2.1.35;2.3.1.182|2.3.3.13;4.1.3.22
R03461,4.1.1.51;4.1.1.55;4.1.1.69;2.5.1.74;1.14.13.1;1.3.1.25;4.1.1.77;4.1.1.1|4.1.1.7;4.1.1.74;1.14.11.23;1.14.12.13;4.1.1.68;4.1.1.98
R07479,1.14.11.4;3.5.1.119;1.14.99.66;1.4.3.13;3.5.1.124;1.4.3.21;2.6.1.29
R03668,2.3.1.68;1.3.8.7|1.3.8.8;2.8.3.8;1.3.8.1;2.3.1.75;4.2.1.-|4.2.1.134;4.2.1.17
R12816,2.7.8.13
R04378,2.4.2.7
R12807,2.7.8.46;2.4.1.52;2.4.1.53;2.4.1.122|2.4.1.307;2.4.1.304;2.4.1.305;2.4.1.303;2.4.1.343;2.7.8.31;2.7.8.6;2.4.1.309;2.4.1.187;2.7.8.33;2.7.8.40;2.4.1.306;2.4.1.-|2.4.1.291;2.4.1.-|2.4.1.290;2.7.8.45;2.4.1.180;2.4.1.264;2.4.1.-|2.4.1.292;2.4.1.-|2.4.1.293;2.7.8.44;2.4.1.70;2.7.8.36;2.7.8.35;2.4.1.287;2.4.2.53|2.7.8.30
R01754,2.7.1.3;2.7.1.46;2.7.1.40;2.7.1.15;5.4.2.2
R03799,2.5.1.39
R00472,2.3.3.9|4.1.3.2;2.3.1.180
R06809,2.8.2.1|2.8.2.3|2.8.2.4;2.8.2.27;2.8.2.15|2.8.2.2|2.8.2.4;2.8.2.25;2.8.2.36;6.3.2.14;2.8.2.14;2.8.2.-|2.8.2.24;2.8.2.39;2.8.2.22;2.8.2.38;4.6.1.20;6.3.2.17;4.6.1.23|4.6.1.25;2.8.2.32;6.3.2.39;2.1.1.342;2.8.2.10;1.2.1.38|2.3.1.1|2.6.1.11|2.7.2.8
R04273,1.14.11.7;1.14.11.2;5.2.1.8
R02979,1.3.3.6|1.3.8.7|1.3.8.8|1.3.8.9|1.3.99.-|1.3.99.3;1.3.3.6|1.3.8.1|1.3.8.4|1.3.8.5|1.3.8.7|1.3.99.3;1.3.8.2;1.5.-.-|1.5.99.8;1.1.99.3;1.1.5.3|1.1.99.5
R04951,3.4.11.1|3.4.11.2|3.4.11.23|3.4.13.-
R00012,4.6.1.2;2.7.7.4
R07906,2.1.1.149|2.1.1.267;2.1.1.-|2.1.1.169|2.1.1.175;2.4.1.249;2.1.1.104;2.1.1.169|2.1.1.68;2.3.1.153;2.1.1.114;2.1.1.338;2.1.1.-|2.1.1.267|2.1.1.42;2.3.1.172;2.1.1.292;2.1.1.65;2.1.1.330;2.1.1.110;2.1.1.323;2.1.1.118;2.1.1.116;2.1.1.89;1.11.1.16|1.11.1.7
R13108,1.13|1.13.12.19;1.13.12.24;1.14.11.51;1.2.2.4;1.13.12.6;1.13.11.27;1.14.12.1;1.13.11.46;1.13.11.83;1.14.11.54;1.14.11.33;1.14.11.53;1.7.3.3;1.14.11.27|1.14.11.65
R00837,3.2.1.122;3.2.1.20|3.2.1.70;3.2.1.85;2.4.1.231;2.4.1.64;2.4.1.245;3.2.1.74;3.2.1.58
R05150,1.3.1.54;1.1.1.36;1.1.1.330;1.3.1.93;1.2.1.-|1.2.1.103|1.2.1.ag;1.1.1.100|2.3.1.-;1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86
R10545,3.1.1.95;1.1.99.37;1.1.2.7;3.1.1.11;3.1.1.97;2.1.1.90;3.1.1.89;3.1.1.61
R09416,1.14.14.1
R08367,2.7.1.204;2.7.1.-|2.7.1.69;2.7.1.199;2.7.1.191|2.7.1.69;2.7.1.205;2.7.1.193|2.7.1.69;2.7.1.207;5.4.2.2;5.4.2|5.4.2.2|5.4.2.7
R10832,2.4.1.321;2.4.1.230;2.4.1.64;2.4.1.231;2.4.1.7;2.4.1.359|2.4.1.dr;2.4.1.332;2.4.1.329;2.4.1.1;2.4.1.279;2.4.1.281;2.4.1.31;2.4.1.8;2.4.1.20;2.4.1.320;2.4.1.211;2.4.1.-|2.4.1.282;2.4.1.247;2.4.1.352;2.4.1.90;2.3.1.15|2.3.1.51|2.4.1.46|3.1.3.4
R05277,1.7.1.6;1.7.1.17|1.7.1.6
R08219,2.9.1.2;2.9.1.1;3.1.3.32;2.5.1.73;2.3.2.12;3.1.3.33;2.3.2.10;3.1.1.29
R02167,2.7.1.1;2.7.1.197|2.7.1.69;2.7.1.198;2.7.1.200|2.7.1.69;3.1.3.45;2.7.1.161;2.7.1.26
R05063,2.3.3.13|4.1.3.-
R00732,1.3.1.121;1.6.5.4;1.4.1.27;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.3.1.43;1.3.1.43|1.3.1.79;1.3.1.25;1.1.1.170|1.1.1.418
R05574,3.5.4.15;3.5.4.-|3.5.4.26;6.3.4.1|6.3.5.2
R04920,2.7.8.1;2.7.1.107;3.6.1.26;3.1.4.3
R09299,1.11.1.14;1.17.4.2;1.14.13.242;1.11.1.16;1.17.4.1
R08521,1.11.1.8;3.5.1.11;1.14.12|1.14.12.12;1.17.4.2;1.14.13.86;1.3.5.3;1.5.98.3;1.3.1.101;1.13.11.38;1.14.12.18;1.1.1.234;1.14.13.87;1.8.4.8
R05061,2.3.1.92;3.2.1.175;1.1.5.9;1.1.99.35;3.2.1.126|3.2.1.21
R12527,3.2.1.26;3.2.1.10|3.2.1.20|3.2.1.26|3.2.1.48
R09689,5.4.99.32;5.4.99.34;5.4.99.41;5.4.99.39;5.4.99.40;5.4.99.35;5.4.99.52;5.4.99.50;5.4.99.49;4.2.1.125;5.4.99.36;5.4.99.46;5.4.99.47;5.4.99.8;5.4.99.33;5.4.99.48;5.4.99.51;5.4.99.56;5.4.99.57;5.4.99.7;4.2.1.124;5.4.99.31;4.2.1.123;5.4.99.17;5.4.99.53;5.4.99.37;1.14.14.17;5.4.99.38;5.4.99.65;1.3.1.96|2.5.1.21
R05594,1.1.1.36;4.2.1.17;4.2.1.-|4.2.1.134
R09560,1.14.18.1;1.1.3.15;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7
R08255,3.1.1.1
R11290,1.1.1.233;1.1.1.211|1.1.1.35
R02260,1.1.1.21|1.1.1.283|1.2.1.49;1.1.1.156|1.1.1.2|1.1.1.21|1.1.1.283|1.1.1.72;1.1.1.283;1.1.1.21|1.1.1.78|1.1.1.79
R02465,4.2.2.1;2.4.1.226;2.4.1.225;4.2.2.20|4.2.2.5;3.2.1.97;4.2.2.9;5.1.3.19;5.1.3.36;2.8.2.5;2.8.2.35;2.8.2.17;4.2.2.11|4.2.2.3
R10207,1.1.3.10|1.1.3.4;1.1.3.10|1.1.3.9;1.1.99.18;1.6.3.1;1.17.3.2;1.1.3.41;1.1.3.-|1.1.3.43;1.4.3.13;1.3.3.6;1.1.3.30;1.1.3.18;1.1.3.7
R08340,1.14.14.1
R01570,2.4.2.2|2.4.2.3|2.4.2.4
R12260,4.2.3.90;4.2.3.198;4.2.3.86;4.2.3.198|4.2.3.66;2.5.1.20;4.2.3.85;4.2.3.169;3.1.7.7|4.2.3.194;2.5.1|2.5.1.31|2.5.1.M1;2.5.1.88;2.5.1.87;4.2.3.21;4.2.3.17;4.2.3.67;4.2.3.164|4.2.3.ek;4.2.3.199;4.2.3.181;4.2.3.172;4.2.3.77;4.2.3.93;4.2.3.69;4.2.3.83;4.2.3.79;4.2.3.7;4.2.3.-|4.2.3.129;4.2.3.160;4.2.3|4.2.3.-|4.2.3.56;4.2.3.73;4.2.3.61;4.2.3.9;4.2.3.75;4.2.3.87;4.2.3.54;4.2.3.81;4.2.3.6
R07812,1.13.11.1;5.5.1.1;2.1.1.341;1.13.11.-|1.13.11.3;4.2.1.1
R11495,1.1.1|1.6.5.2|1.8.1.15|1.8.1.9
R10849,2.7.8.20;2.4.1.184;3.1.4.-|3.1.4.3;2.7.1.228;2.3.1.158;2.7.1.227;4.6.1.14;2.7.8.41;2.3.2.11;2.7.8.27;2.7.1.107
R06398,1.14.13.107;1.11.1.6|1.14.13.225|1.3.1.95|1.6.3.1|1.6.3.3|1.6.99.3
R03303,1.13.11.15;1.13.11.38;1.13.11.1;1.13.11.-|1.13.11.3;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.13.11.2
R08353,6.3.1.9;6.3.5.9;3.6.1.21|3.6.1.9
R07296,2.3.1.207;2.3.1.176;6.2.1.7;2.3.1.180
R02433,2.6.1.1;2.6.1.57;2.6.1.15;2.6.1.1|2.6.1.19|2.6.1.42|2.6.1.5|2.6.1.57
R02061,2.5.1.-|2.5.1.31;2.5.1.87|2.5.1.91;2.5.1.-|2.5.1.33;2.5.1.-|2.5.1.30;2.5.1.20;2.5.1.88;2.5.1.142;2.5.1.81;2.5.1.83;2.5.1.86;2.5.1.142|2.5.1.92;2.5.1.10
R12771,1.14.15.3;1.14.14.177|1.14.14.80;1.14.14.1
R08242,2.7.4.6
R10484,2.3.1.225
R07621,1.14.13.246;1.10.3.4;1.8.4.8;1.3.5.3;1.1.1.328;1.14.13.210;1.14.14.117;1.14.13.242;1.14.13.166;2.8.2.25;2.3.1.26;1.14.14.153;2.3.1.24;2.3.1.24|2.3.1.291|2.3.1.297|2.3.1.298;1.13.11.86;2.6.1.7
R03098,1.2.1.31|1.2.1.95;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16
R09237,1.13.11.4;1.13.11.8;1.13.12.-|1.14.13.210;1.13.11.1;1.13.11.2;1.13.11.-|1.13.11.16|1.13.11.2|1.13.11.39;1.13.11.57|1.13.11.8;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7
R05608,5.5.1.27;4.2.1.156;4.2.1.40;4.2.1.158;4.2.1.42;4.2.1.90;4.2.1.68;4.2.1.67;4.2.1.8;4.2.1.68|4.2.1.7;4.2.1.146|4.2.1.68
R10621,3.5.1.114;3.1.1.77;3.5.1.14;3.5.1.81;3.1.1.116|3.1.1.34|3.1.1.79;3.1.1.3
R06588,2.7.1.179;5.4.2|5.4.2.2|5.4.2.7
R10124,2.3.1.47
R08170,4.4.1.-|4.4.1.13;4.1.99.1;4.3.1.15;2.7.3.9;4.1.99.1|4.4.1.1|4.4.1.3
R07921,2.1.1.159|2.1.1.160;1.14.13.179;1.14.14.1
R12062,2.8.1.11|2.8.1.4
R05554,3.5.3.9;3.5.3.4|4.3.2.3;3.4.11.4
R01312,3.1.4.3;2.7.8.27;2.3.1.158;3.1.3.4;3.1.4.11
R07318,4.2.1.106;2.8.3.25;1.3.99.5;1.3.1.3|1.3.99.6;1.14.14.139;1.3.1.114;1.1.1.181;2.3.1.26;1.1.1.1
R10619,5.1.3.3;5.1.3.44;3.2.1.22;2.7.1.1
R09956,1.1.1|1.1.1.105|1.1.1.184|1.1.1.209|1.1.1.210|1.1.1.213|1.1.1.357|1.1.1.50|1.1.1.51;1.1.1.210|1.1.1.357;1.1.1|1.1.1.105|1.1.1.184|1.1.1.2|1.1.1.209|1.1.1.21|1.1.1.213|1.1.1.50|1.3.1.20
R01181,1.3.8.1;2.3.1.199;2.3.1.16
R06895,4.1.3.44;1.3.98.7;1.3.98.3|1.3.99.22;1.97.1|1.97.1.4;1.17.98.2;2.8.1.8
R02584,3.1.4.15;3.1.3.48
R12634,2.7.1.207;2.7.1.208|2.7.1.69;2.3.1.79;2.7.1.201|2.7.1.69;2.7.1.211;2.4.1.230;5.4.2.2;5.4.2.6;3.2.1.21|3.2.1.74
R00127,3.6.1.21;2.7.4.3
R01231,6.3.5.9;6.3.1.2;3.6.1.-|3.6.1.19;6.2.1.19;6.2.1.33;6.3.4.11;3.5.4.5;6.2.1.20
R05559,2.3.2.13;2.3.1.57;1.3.98.1;2.1.3.3|6.3.5.5
R13407,1.1.1.313;1.1.3.17|1.1.99.1;1.14.15.7;1.1.5.11;1.14.15.6;1.4.3.21
R11229,2.7.1.190;2.7.1.163;2.7.7.46;5.4.2.2;2.7.8.28;2.7.7.91;2.7.1.151;2.7.1.119;3.6.1.21|3.6.1.9
R05548,3.1.8.1;3.1.3.48
R05052,2.6.1.1;2.6.1.1|2.6.1.42|2.6.1.57|2.6.1.6|2.6.1.67|2.6.1.88
R03188,1.14.18.1;3.4.22.59|3.4.22.60|3.4.22.61;1.14.13.242;3.5.1.119;3.5.1.1;1.13.11.9;3.5.1.3;1.14.11.16;1.14.14.44;1.14.99.57;2.8.4.4
R13382,1.1.1.71;1.14.14.145;4.1.2.4
R11298,4.3.1.15;4.4.1.13;2.3.2.29
