Reaction name,SIMMER pred
R04264,1.1.1
R10799,1.3.1;1.5.1;1.1.1
R00771,5.3.1
R12918,
R07608,3.5.1
R02706,3.1.3
R03805,2.1.1
R08850,3.4.17;3.4.16
R12286,2.5.1
R09781,2.4.1
R00434,2.7.1
R07056,1.3.1;1.1.1
R06978,2.3.1
R08270,1.7.1;1.1.1
R10945,4.2.1
R04966,1.8.1;1.1.1
R10176,2.5.1
R04420,5.3.1
R13293,4.2.3;2.5.1
R00487,2.3.1
R09592,6.3.2
R03854,4.1.1
R04776,2.3.1
R07664,5.4.99
R11334,5.4.99
R07051,1.5.1;1.14.13;1.1.1
R12828,1.5.1;1.1.1
R07812,
R11830,4.2.3
R05723,
R09660,3.5.4
R11581,2.7.7
R12721,2.7.4
R07384,4.1.2
R06241,5.3.99
R06366,1.2.1;1.1.1
R01722,2.4.1
R01648,2.6.1
R01361,1.1.1
R10720,
R09089,2.6.1
R01246,1.14.13;1.3.1;1.1.1
R07441,1.1.1
R05449,3.5.4
R03992,2.3.1
R11457,3.5.1;3.5.4
R03829,2.4.1
R02490,2.8.3
R06886,
R01461,2.3.1
R02820,1.14.13;1.1.1
R11778,2.1.1
R09147,5.1.3
R04531,2.4.1
R10447,2.1.1
R07990,5.5.1
R01928,2.4.1
R04753,1.3.1
R11040,2.5.1
R04136,1.1.1
R02484,2.4.2
R07094,
R13445,1.3.1
R10126,1.5.1;1.2.1;1.1.1
R12748,3.1.1
R12018,1.14.13;1.1.1
R03177,1.2.1;1.1.1
R04013,2.1.1
R04457,
R11838,4.2.3
R12311,2.7.1;6.3.2
R11682,3.2.1
R10457,2.5.1
R08529,3.1.4
R03905,2.7.7
R11539,3.5.1
R09876,3.5.4;3.5.1
R00527,2.5.1
R10963,2.1.1
R00493,5.3.3
R10702,1.14.13;1.17.1;1.1.1
R00420,5.1.3
R11824,4.2.3
R02551,3.5.1
R04349,
R04512,3.2.1
R06570,1.14.13;1.1.1
R10667,2.5.1
R02744,3.1.1
R01181,5.4.99
R09533,3.2.1
R05138,3.7.1
R08610,1.14.20;1.14.11
R00026,3.2.1
R04450,3.5.1
R07043,5.4.4
R02118,2.4.1
R07214,1.14.17;1.14.11
R08966,2.7.7
R10528,1.14.13;1.1.1
R01649,
R11609,2.5.1
R09806,1.5.1;1.1.1
R01329,3.2.1
R13433,3.4.21
R08318,
R04764,2.1.1
R10580,3.2.1;2.4.1
R08676,2.4.1
R11607,2.8.3
R03948,2.1.1
R02945,1.1.1
R09514,1.14.13;1.1.1
R04398,2.1.1
R11213,4.1.2
R08188,2.3.1
R04418,1.14.12;1.1.1
R11153,1.3.1;1.2.1;1.1.1
R04100,5.3.3
R03877,2.7.3;2.7.7;2.7.1
R00846,5.3.1
R01655,3.5.4
R03880,2.4.1
R10443,3.6.1
R09116,4.2.3
R08442,1.1.1
R03295,1.10.3
R07248,2.7.1;2.3.1;2.4.1
R02623,2.1.1
R12895,5.3.99
R12611,
R00865,5.3.1;5.4.99
R00411,3.5.1
R11371,2.1.1
R12665,5.3.1;4.2.1
R06132,1.21.98
R03739,4.1.1
R01251,1.7.1;1.1.1
R09630,4.2.3
R05707,1.5.1;1.1.1
R10784,3.2.1
R02889,2.4.1
R05279,
R08575,2.2.1
R05441,1.14.13;1.1.1
R09945,2.7.1
R03940,2.1.2
R04260,5.3.3
R08098,5.1.3
R02961,2.1.1
R13283,1.1.1
R10900,5.5.1;5.3.1
R07890,1.1.1
R07711,1.14.13;1.1.1
R05823,1.3.1;1.1.1
R10629,3.2.2
R08644,2.3.3;2.3.1
R02855,1.4.1;1.14.12;1.1.1
R03869,1.3.1;1.14.12;1.1.1
R05587,2.3.1
R13334,2.3.1
R01698,1.5.1;1.3.1;1.1.1
R07556,5.3.3
R09609,4.2.3
R08630,
R07280,3.1.3
R04780,3.1.3
R01535,2.4.2;2.4.1
R05389,5.3.2
R00195,4.3.1;4.4.1;2.6.1
R09059,4.2.1
R08636,1.1.1
R06336,1.14.11
R10956,2.1.1
R12747,3.6.1;2.7.1
R03134,2.6.99;2.5.1
R10590,2.3.1
R05320,1.14.11
R06601,3.5.2
R12353,6.3.2
R05227,2.7.3;2.7.7;2.7.1
R04322,2.4.1
R03373,1.14.12;1.3.1;1.1.1
R08117,2.3.1
R03112,2.1.1
R10009,2.5.1;4.2.3
R08705,1.1.1
R05815,6.3.5
R05598,
R02333,3.5.1;2.4.1;3.2.1
R02457,2.6.1
R06668,2.5.1;2.4.1
R06945,1.4.1;1.1.1
R05783,3.5.1
R11831,4.2.3
R08327,1.3.1;1.14.13;1.1.1
R00357,2.6.1
R11343,
R12359,1.1.1
R07075,1.14.13;1.1.1
R02679,1.5.1;1.14.13;1.1.1
R03429,2.7.1
R01917,6.3.1
R09240,1.14.19;1.1.1
R07100,2.5.1
R10876,3.2.1
R06465,1.1.1
R13246,3.1.3
R03585,1.14.13;1.1.1
R09079,1.3.1;1.1.1
R04315,5.4.99
R11062,3.6.1
R10194,1.3.1
R03342,5.3.2
R07295,3.8.1
R11849,4.2.3
R10209,3.5.1
R11070,4.1.1
R03831,
R05170,3.5.1
R06801,2.3.1
R02271,2.6.1
R13127,
R05634,2.7.1
R00897,2.5.1
R01401,
R11521,2.1.1
R02601,5.3.3;4.2.1
R05084,1.14.12;1.1.1
R04007,3.1.6
R04137,4.2.1
R08985,5.3.99
R08597,5.1.3
R02076,1.13.11
R02917,2.1.1
R06968,3.5.4
R05834,2.1.1
R06796,2.3.1
R08878,1.3.1;1.1.1
R01280,2.3.1
R04344,1.1.1
R04659,2.4.1
R12342,3.6.1
R02732,2.7.1
R10609,2.4.2;2.4.1
R10438,1.14.13;1.1.1
R01131,2.7.1
R09523,2.1.1
R07940,
R12980,2.7.1
R09232,1.14.12;1.1.1
R01923,2.3.1
R06516,
R04952,3.1.1
R08355,6.3.1
R11026,1.14.12;1.14.13;1.3.1;1.1.1
R09631,2.3.1
R10675,4.2.1
R12020,1.14.19;1.14.13;1.1.1
R00248,1.3.1;1.1.1
R08056,4.2.1
R09704,5.1.3
R00287,2.4.2;2.4.1
R01525,1.1.1
R00497,6.3.2
R09610,4.2.3
R00053,1.13.11
R08723,1.3.1;1.1.1
R00909,3.5.1;3.5.2
R06280,3.1.8
R08744,2.3.1
R00575,2.7.4;2.7.1
R04247,2.7.7
R12061,
R02268,3.3.2
R11076,2.8.3;4.2.1
R04449,3.6.1;2.7.1
R02059,3.5.1
R05720,1.13.11
R07672,5.1.3
R11867,5.4.99
R02533,2.1.1
R03574,2.4.1
R09099,3.5.4
R04819,1.1.1
R12149,3.5.4
R08280,3.4.13;3.5.1
R00387,1.3.1
R07800,
R06337,1.14.11
R05885,2.1.1
R04649,3.5.1;2.4.1
R00190,2.4.2
R02682,3.1.1
R07263,4.1.3
R13344,5.3.3
R09034,2.3.1
R12632,2.1.1
R01337,1.14.13;1.17.1;1.1.1
R10381,1.3.1
R13110,1.14.20
R09748,1.5.1
R02264,1.14.13;1.1.1
R08619,2.3.3;2.3.1
R11191,2.1.1
R12057,3.5.1
R11281,3.1.3
R11602,2.5.1
R07240,2.1.1
R10125,1.5.1;1.2.1;1.1.1
R05435,1.3.1;1.2.1;1.1.1
R01544,5.5.1
R02965,1.11.1
R07965,1.3.1;1.1.1
R13063,3.2.1
R08733,2.3.1
R10211,4.1.3;2.8.3
R06350,
R03511,
R08998,1.14.19;1.1.1
R08905,3.6.1;2.7.1
R02337,5.1.3
R13267,1.8.1;1.1.1
R00631,1.14.12;1.17.1;1.1.1
R01240,2.4.1
R01450,5.1.3
R03760,2.3.1
R03284,
R09719,
R06982,3.5.1;2.5.1
R12596,6.3.1
R08239,2.1.1
R04602,1.13.11
R10186,3.6.1
R01193,2.4.1
R06272,1.3.1
R10309,1.1.1
R05168,3.5.1
R09951,1.1.1
R06277,3.5.1
R11765,1.3.1;1.5.1;1.1.1
R09320,
R02171,3.2.2
R10929,6.3.2
R05809,
R02057,4.1.2
R02781,2.6.1
R00734,2.6.1
R09219,1.2.1;1.3.1;1.1.1
R01434,1.14.12;1.1.1
R02756,1.1.1
R01291,4.4.1;5.3.1
R03274,2.7.1
R02776,1.1.1
R06074,2.4.1
R09126,3.5.1
R10623,5.4.99
R11145,1.1.1
R06848,1.5.1;1.1.1
R05672,2.3.1
R00880,1.1.1
R05036,
R07080,1.7.1;1.5.1;1.1.1
R12401,1.1.1
R10280,5.1.3
R02084,2.8.3
R03558,2.4.1
R05618,3.1.1
R12332,3.5.2;3.5.1
R11950,6.3.2
R12593,5.3.99
R08203,1.3.1
R10936,2.3.1
R03586,1.3.1;1.1.1
R10005,4.2.3
R00197,
R04582,6.3.4
R12144,1.1.3
R09529,2.4.1
R00466,1.2.3
R09391,3.7.1;3.1.1
